artist,cprog,C_1,C_2,C_3,C_4,song,energy,genres,key,popularity,release_date,tempo,valence,release_year
David Guetta,6.5.4.5,6,5 ,4  ,5   ,Titanium feat Sia,0.803,"[u'dance pop', u'edm', u'pop', u'tropical house']",0,70,2011-08-31,126.057,0.254,2011
Deadmau5,6.5.4.5,6,5 ,4  ,5   ,Raise Your Weapon - Madeon Remix,0.696,"[u'big room', u'brostep', u'edm', u'electro house', u'house', u'progressive house', u'tropical house']",8,42,2014-11-24,126.063,0.433,2014
Dire Straits,6.5.4.5,6,5 ,4  ,5   ,Sultans of Swing,0.868,"[u'album rock', u'blues-rock', u'classic rock', u'hard rock', u'mellow gold', u'rock', u'soft rock']",5,62,1978-10-07,148.217,0.92,1978
Dixie Chicks,6.5.4.5,6,5 ,4  ,5   ,Goodbye Earl,0.689,"[u'contemporary country', u'country', u'country christmas', u'country dawn', u'pop rock']",0,53,2010,122.814,0.794,2010
DJ Genki feat yukacco,6.5.4.5,6,5 ,4  ,5   ,Planet,0.491,"[u'dwn trap', u'hip hop', u'indie r&b', u'pop rap', u'rap', u'southern hip hop', u'trap music']",9,63,2016-09-16,173.147,0.435,2016
Dj Sammy,6.5.4.5,6,5 ,4  ,5   ,Heaven,0.698,"[u'dance pop', u'pop']",5,77,2012-12-07,143.994,0.871,2012
Dobu Usagi,6.5.4.5,6,5 ,4  ,5   ,Thor's Hammer,0.987,[],1,34,2016-09-30,157.794,0.321,2016
Enya,6.5.4.5,6,5 ,4  ,5   ,Anywhere Is,0.431,"[u'celtic', u'celtic christmas', u'pop christmas']",3,40,1995-11-20,96.657,0.453,1995
Epica,6.5.4.5,6,5 ,4  ,5   ,The Essence of Silence,0.94,"[u'gothic metal', u'gothic symphonic metal', u'power metal', u'progressive metal', u'symphonic metal']",11,28,2014-05-06,127.449,0.226,2014
Forever The Sickest Kids,6.5.4.5,6,5 ,4  ,5   ,Whoa Oh Me vs Everyone,0.926,"[u'alternative pop rock', u'electropowerpop', u'emo', u'pixie', u'pop emo', u'pop punk', u'punk christmas', u'screamo']",2,40,2008-04-29,143.043,0.549,2008
Game Freak,6.5.4.5,6,5 ,4  ,5   ,Fight Area,0.571,"[u'crunk', u'dirty south rap', u'gangster rap', u'memphis hip hop', u'pop rap', u'redneck', u'southern hip hop', u'trap music']",9,25,2014-02-04,136.031,0.199,2014
Gotye,6.5.4.5,6,5 ,4  ,5   ,Somebody That I Used To Know,0.517,[u'australian alternative rock'],0,68,2012-01-20,129.063,0.75,2012
Gotye,6.5.4.5,6,5 ,4  ,5   ,Somebody That Used To Know,0.517,[u'australian alternative rock'],0,68,2012-01-20,129.063,0.75,2012
Green Day,6.5.4.5,6,5 ,4  ,5   ,2000 Light Years Away,0.99,"[u'permanent wave', u'pop punk', u'rock']",10,40,1992-01-17,187.433,0.676,1992
Guns N' Roses,6.5.4.5,6,5 ,4  ,5   ,November Rain,0.628,"[u'album rock', u'alternative rock', u'classic rock', u'glam metal', u'hard rock', u'rock']",11,65,1991-01-01,77.785,0.27,1991
Gustav Holst,6.5.4.5,6,5 ,4  ,5   ,Jupiter from The Planets,0.261,"[u'classical', u'classical christmas', u'romantic']",7,18,2015-11-20,133.559,0.181,2015
Helloween,6.5.4.5,6,5 ,4  ,5   ,Don't stop being crazy,0.647,"[u'german metal', u'glam metal', u'hard rock', u'metal', u'neo classical metal', u'power metal', u'progressive metal', u'rock', u'speed metal', u'thrash metal']",6,14,2003,140.037,0.278,2003
HertzDevil,6.5.4.5,6,5 ,4  ,5   ,Extends Levant,NA,NA,NA,NA,NA,NA,NA,NA
Hiroyuki Sawano,6.5.4.5,6,5 ,4  ,5   ,Mobile Suit Gundam Unicorn - UNICORN,NA,NA,NA,NA,NA,NA,NA,NA
Jet,6.5.4.5,6,5 ,4  ,5   ,Look What You've Done,0.36,"[u'canadian pop', u'hip hop', u'pop rap', u'rap']",3,58,2011-11-15,135.446,0.263,2011
Jimi Hendrix,6.5.4.5,6,5 ,4  ,5   ,All Along The Watchtower,0.805,"[u'album rock', u'blues-rock', u'classic funk rock', u'classic rock', u'folk rock', u'hard rock', u'psychedelic rock', u'rock', u'singer-songwriter']",8,72,1968-10-25,113.253,0.565,1968
JJAMZ,6.5.4.5,6,5 ,4  ,5   ,Heartbeat,0.569,"[u'hip hop', u'indie r&b', u'pop rap', u'rap', u'southern hip hop', u'trap music']",1,66,2011-11-15,119.954,0.32,2011
John Coltrane,6.5.4.5,6,5 ,4  ,5   ,Afro Blue,0.571,[],8,48,2012-02-24,97.491,0.391,2012
K-Ci and Jojo,6.5.4.5,6,5 ,4  ,5   ,All My Life,0.528,"[u'dance pop', u'hip pop', u'neo soul', u'new jack swing', u'pop christmas', u'r&b', u'soul christmas', u'southern hip hop', u'urban contemporary']",1,56,1997-06-16,128.0,0.187,1997
Kelly Clarkson,6.5.4.5,6,5 ,4  ,5   ,Catch My Breath,0.908,"[u'dance pop', u'europop', u'neo mellow', u'pop', u'pop christmas', u'pop rock', u'post-teen pop', u'r&b', u'talent show', u'viral pop']",9,50,2012-11-19,124.042,0.502,2012
Knife Party,6.5.4.5,6,5 ,4  ,5   ,Rage Valley,0.944,"[u'australian dance', u'bass trap', u'big room', u'brostep', u'catstep', u'complextro', u'edm', u'electro house', u'electronic trap', u'moombahton']",1,62,2012,174.031,0.596,2012
Lady Gaga,6.5.4.5,6,5 ,4  ,5   ,Do What U Want,0.821,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",9,59,2013-01-01,97.492,0.579,2013
Lady Gaga,6.5.4.5,6,5 ,4  ,5   ,Aura,0.833,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",1,49,2013-01-01,129.962,0.415,2013
Lana Del Rey,6.5.4.5,6,5 ,4  ,5   ,Diet Mtn Dew,NA,NA,NA,NA,NA,NA,NA,NA
Les Friction,6.5.4.5,6,5 ,4  ,5   ,Come Back to Me,0.726,"[u'indie poptimism', u'shimmer pop', u'swedish indie pop', u'tropical house']",6,54,2015-04-24,95.077,0.358,2015
Lily Allen,6.5.4.5,6,5 ,4  ,5   ,Sheezus,0.286,"[u'dance pop', u'europop', u'neo mellow', u'pop', u'pop rock', u'post-teen pop']",10,54,2014-05-05,172.021,0.265,2014
Lindsey Stirling,6.5.4.5,6,5 ,4  ,5   ,Master Of Tides,0.896,[u'bow pop'],4,49,2014-04-29,127.936,0.319,2014
Lorde,6.5.4.5,6,5 ,4  ,5   ,Buzzcut Season,0.614,"[u'dance pop', u'metropopolis', u'pop', u'post-teen pop']",1,54,2013-01-01,111.019,0.243,2013
Lupe Fiasco,6.5.4.5,6,5 ,4  ,5   ,The Show Goes On,0.889,"[u'dirty south rap', u'gangster rap', u'hip hop', u'indie r&b', u'pop rap', u'rap', u'southern hip hop', u'trap music']",7,65,2011-03-04,143.067,0.648,2011
Madonna,6.5.4.5,6,5 ,4  ,5   ,Girl Gone Wild,0.612,"[u'dance pop', u'europop', u'new wave pop', u'pop', u'pop rock']",8,43,2012-03-26,131.968,0.627,2012
Michael Jackson,6.5.4.5,6,5 ,4  ,5   ,Beat It,0.403,"[u'british invasion', u'classic rock', u'merseybeat', u'protopunk', u'psychedelic rock', u'rock']",0,64,1970-05-08,143.462,0.418,1970
Michael Jackson,6.5.4.5,6,5 ,4  ,5   ,Smooth Criminal,0.964,"[u'alternative metal', u'alternative rock', u'funk metal', u'funk rock', u'industrial metal', u'nu metal', u'pop punk', u'pop rock', u'post-grunge', u'rap metal', u'rap rock', u'rock']",9,61,2001-01-01,126.942,0.873,2001
Mongo Santamaria,6.5.4.5,6,5 ,4  ,5   ,Afro Blue,0.571,[],8,48,2012-02-24,97.491,0.391,2012
Morgan Page vs Sultan and Ned Shepard vs BT,6.5.4.5,6,5 ,4  ,5   ,In The Air - Mord Fustang Remix,0.759,"[u'big room', u'disco house', u'edm', u'electro house', u'progressive electro house', u'progressive house', u'trance', u'tropical house']",1,40,2012-05-14,128.006,0.344,2012
Murray Gold,6.5.4.5,6,5 ,4  ,5   ,The Majestic Tale,0.551,"[u'scorecore', u'soundtrack', u'theme', u'video game music']",2,31,2012-02-28,145.05,0.356,2012
Myla Smith,6.5.4.5,6,5 ,4  ,5   ,Slow Down,0.064,"[u'folk-pop', u'indie folk', u'indie pop', u'neo mellow', u'pop', u'stomp and holler']",1,62,2012-04-03,142.436,0.108,2012
Nicki Minaj,6.5.4.5,6,5 ,4  ,5   ,Turn Me On,0.774,"[u'dance pop', u'edm', u'indie poptimism', u'pop', u'post-teen pop', u'tropical house']",1,86,2016-04-13,102.924,0.289,2016
Nicky Romero and Krewella,6.5.4.5,6,5 ,4  ,5   ,Legacy - Vicetone Remix,0.881,"[u'big room', u'brostep', u'deep big room', u'dutch house', u'edm', u'electro house', u'house', u'progressive electro house', u'progressive house', u'tracestep', u'tropical house']",0,34,2013-11-18,127.981,0.215,2013
Nobuo Uematsu,6.5.4.5,6,5 ,4  ,5   ,Final Fantasy VI Boss Battle Theme,0.275,"[u'otacore', u'scorecore', u'video game music']",7,14,2016-07-22,84.416,0.46,2016
NOFX,6.5.4.5,6,5 ,4  ,5   ,Leave It Alone,0.974,"[u'alternative metal', u'nu metal', u'post-grunge']",0,47,2011,132.01,0.462,2011
Nsync,6.5.4.5,6,5 ,4  ,5   ,It's Gonna Be Me,0.873,"[u'boy band', u'dance pop', u'europop', u'pop', u'pop christmas', u'pop rock', u'post-teen pop', u'r&b']",0,59,2000-03-21,165.071,0.913,2000
Oasis,6.5.4.5,6,5 ,4  ,5   ,Don't Go Away,0.958,"[u'album rock', u'alternative metal', u'alternative rock', u'classic rock', u'glam metal', u'hard rock', u'metal', u'nu metal', u'post-grunge', u'rock', u'sleaze rock']",0,43,1989,118.36,0.555,1989
Oasis,6.5.4.5,6,5 ,4  ,5   ,Don't Look Back In Anger,0.922,"[u'alternative rock', u'britpop', u'indie rock', u'permanent wave', u'pop rock', u'rock']",0,55,1995-10-02,162.978,0.332,1995
One Direction,6.5.4.5,6,5 ,4  ,5   ,Live While We're Young,0.837,"[u'boy band', u'dance pop', u'pop', u'post-teen pop', u'talent show']",2,63,2012-11-09,126.015,0.933,2012
Orjan Nilsen,6.5.4.5,6,5 ,4  ,5   ,La Guitarra,0.759,"[u'banda', u'cumbia', u'grupera', u'norteno', u'ranchera', u'regional mexican']",10,45,2008-07-21,91.508,0.969,2008
Passenger,6.5.4.5,6,5 ,4  ,5   ,Let Her Go,0.545,"[u'folk-pop', u'indie folk', u'neo mellow', u'pop', u'singer-songwriter']",7,70,2012-06-29,74.897,0.239,2012
Petter - Daniel Adams-Ray,6.5.4.5,6,5 ,4  ,5   ,Hall om mig,0.939,"[u'deep pop edm', u'europop', u'swedish eurodance', u'swedish folk pop', u'swedish hip hop', u'swedish idol pop', u'swedish pop']",1,55,2016-02-27,182.171,0.624,2016
Pitbull,6.5.4.5,6,5 ,4  ,5   ,Hotel Room Service,0.629,"[u'dance pop', u'latin', u'pop', u'pop rap']",1,57,2009-08-28,125.984,0.771,2009
Plain White T's,6.5.4.5,6,5 ,4  ,5   ,1 2 3 4,0.525,"[u'emo', u'neo mellow', u'pop', u'pop christmas', u'pop punk', u'pop rock', u'post-teen pop', u'punk christmas', u'viral pop']",2,54,2008-01-01,90.41,0.604,2008
Plain White T's,6.5.4.5,6,5 ,4  ,5   ,Hey There Delilah,0.43,"[u'emo', u'neo mellow', u'pop', u'pop christmas', u'pop punk', u'pop rock', u'post-teen pop', u'punk christmas', u'viral pop']",2,65,2006,103.804,0.332,2006
Plain White T's,6.5.4.5,6,5 ,4  ,5   ,Rhythm Of Love,0.542,"[u'emo', u'neo mellow', u'pop', u'pop christmas', u'pop punk', u'pop rock', u'post-teen pop', u'punk christmas', u'viral pop']",8,57,2010-12-07,171.878,0.73,2010
Queen,6.5.4.5,6,5 ,4  ,5   ,I Want To Break Free,0.428,"[u'album rock', u'classic rock', u'glam rock', u'hard rock', u'heavy christmas', u'rock']",4,54,1984-02-27,108.942,0.586,1984
Rob Yale and Jesse Holt,6.5.4.5,6,5 ,4  ,5   ,Muffin Knight Theme,NA,NA,NA,NA,NA,NA,NA,NA
Rockwell,6.5.4.5,6,5 ,4  ,5   ,Somebody's Watching Me,0.591,[],1,53,2006-01-01,124.111,0.848,2006
Sander van Doorn Martin Garrix DVBBS,6.5.4.5,6,5 ,4  ,5   ,Gold Skies,0.934,"[u'big room', u'deep big room', u'edm', u'electro house', u'progressive electro house', u'tropical house']",6,58,2014-07-08,127.994,0.417,2014
Sean Paul,6.5.4.5,6,5 ,4  ,5   ,Other Side Of Love,0.793,"[u'dance pop', u'dancehall', u'pop', u'pop rap', u'reggae fusion']",6,50,2013-06-10,119.972,0.278,2013
Skrillex,6.5.4.5,6,5 ,4  ,5   ,Summit,0.773,"[u'brostep', u'complextro', u'edm', u'electro', u'electro house']",6,58,2011-12-27,139.989,0.481,2011
Skrillex,6.5.4.5,6,5 ,4  ,5   ,Scary Monsters And Nice Sprites,0.944,"[u'brostep', u'complextro', u'edm', u'electro', u'electro house']",7,59,2010-12-21,139.997,0.32,2010
Styx,6.5.4.5,6,5 ,4  ,5   ,Come Sail Away,0.562,"[u'album rock', u'art rock', u'classic rock', u'folk rock', u'glam metal', u'hard rock', u'heavy christmas', u'mellow gold', u'progressive rock', u'rock', u'soft rock', u'southern rock']",0,54,2004-01-01,147.622,0.121,2004
Suzanne Vega,6.5.4.5,6,5 ,4  ,5   ,Luka,0.856,"[u'big room', u'deep big room', u'edm', u'electro house', u'progressive electro house']",5,59,2016-07-29,128.121,0.738,2016
Tamas Wells,6.5.4.5,6,5 ,4  ,5   ,Lichen and Bees,0.272,[],10,7,2006-03-09,120.65,0.297,2006
Taylor Swift,6.5.4.5,6,5 ,4  ,5   ,22,0.112,"[u'folk-pop', u'indie folk', u'indie pop', u'melancholia', u'neo mellow', u'slow core']",1,71,2016-09-30,86.786,0.094,2016
The Beatles,6.5.4.5,6,5 ,4  ,5   ,Come Together,0.376,"[u'british invasion', u'classic rock', u'merseybeat', u'protopunk', u'psychedelic rock', u'rock']",9,64,1969-09-26,165.007,0.179,1969
Travie McCoy ft Bruno Mars,6.5.4.5,6,5 ,4  ,5   ,Billionaire,0.673,"[u'dance pop', u'pop', u'pop rap']",6,68,2010-03-09,86.776,0.651,2010
Two-Mix,6.5.4.5,6,5 ,4  ,5   ,Rhythm Emotion,0.945,"[u'anime', u'otacore', u'scorecore']",1,11,2011,142.898,0.429,2011
Two-Mix,6.5.4.5,6,5 ,4  ,5   ,Just Communication,0.959,"[u'otacore', u'scorecore']",2,24,2013-01-07,142.001,0.333,2013
Yasunori Mitsuda,6.5.4.5,6,5 ,4  ,5   ,Radical Dreamers,0.0954,"[u'otacore', u'scorecore']",10,26,2013-01-18,130.234,0.318,2013
ZUN,6.5.4.5,6,5 ,4  ,5   ,The Capital City of Flowers in the Sky,NA,NA,NA,NA,NA,NA,NA,NA
ZUN,6.5.4.5,6,5 ,4  ,5   ,Mystical Oriental Dream - Ancient Temple,NA,NA,NA,NA,NA,NA,NA,NA
ZUN,6.5.4.5,6,5 ,4  ,5   ,Hartmann's Youkai Girl,NA,NA,NA,NA,NA,NA,NA,NA
Alkaline Trio,6.5.4.5,6,5 ,4  ,5   ,Help Me,0.764,"[u'dwn trap', u'pop rap', u'rap', u'southern hip hop', u'trap music']",11,50,2016-05-16,145.049,0.339,2016
Alkaline Trio,6.5.4.5,6,5 ,4  ,5   ,Radio,0.519,[],9,78,2013,129.972,0.617,2013
Aloe Blacc,6.5.4.5,6,5 ,4  ,5   ,The Man,0.857,"[u'dwn trap', u'hip hop', u'indie r&b', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",3,68,2014-01-01,111.906,0.355,2014
Antonim,6.5.4.5,6,5 ,4  ,5   ,Melancholy Soldier,0.351,[],9,0,2014-04-27,102.523,0.441,2014
Aryx,6.5.4.5,6,5 ,4  ,5   ,Chaldea,0.344,"[u'big beat', u'world fusion']",6,1,1994-10-17,88.111,0.0497,1994
Avicii,6.5.4.5,6,5 ,4  ,5   ,For A Better Day - KSHMR Remix,0.774,"[u'big room', u'dance pop', u'edm', u'electro house', u'pop', u'tropical house']",5,31,2015-09-11,128.0,0.421,2015
Billy Talent,6.5.4.5,6,5 ,4  ,5   ,The Ex,0.619,"[u'dance pop', u'hip hop', u'hip pop', u'indie r&b', u'neo soul', u'pop', u'pop christmas', u'pop rap', u'r&b', u'soul', u'urban contemporary']",3,63,1998-08-25,80.02,0.68,1998
Bjork,6.5.4.5,6,5 ,4  ,5   ,Hyperballad,0.437,"[u'alternative dance', u'art rock', u'chamber pop', u'electronic', u'icelandic pop', u'metropopolis', u'permanent wave', u'pop rock', u'synthpop', u'trip hop']",7,41,1995-06-13,134.933,0.0356,1995
Bob Seger,6.5.4.5,6,5 ,4  ,5   ,Night Moves,0.644,"[u'dwn trap', u'ragga jungle']",10,63,2015-12-16,139.973,0.361,2015
Boston,6.5.4.5,6,5 ,4  ,5   ,Peace of Mind,0.565,"[u'alternative rock', u'indie christmas', u'indie pop', u'indie rock', u'neo mellow', u'permanent wave', u'pop', u'pop christmas', u'pop rock', u'rock', u'vegas indie']",7,56,2016-10-07,101.138,0.118,2016
Boulder Dash,6.5.4.5,6,5 ,4  ,5   ,Map Music,0.781,[],2,21,2016-10-15,77.993,0.0536,2016
Capcom,6.5.4.5,6,5 ,4  ,5   ,Street Fighter Alpha - Charlie's Theme,NA,NA,NA,NA,NA,NA,NA,NA
Carrie Underwood,6.5.4.5,6,5 ,4  ,5   ,Before He Cheats,0.749,"[u'contemporary country', u'country', u'country christmas', u'country dawn', u'country road', u'dance pop', u'neo mellow', u'pop', u'pop christmas', u'post-teen pop']",6,68,2005-11-14,147.905,0.311,2005
Cash Cash,6.5.4.5,6,5 ,4  ,5   ,Overtime,0.497,"[u'deep pop r&b', u'dwn trap', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap', u'trap music']",1,67,2015-10-02,106.049,0.595,2015
Clear Vu,6.5.4.5,6,5 ,4  ,5   ,Close To You - Re-Con Remix,NA,NA,NA,NA,NA,NA,NA,NA
Deathro,6.5.4.5,6,5 ,4  ,5   ,Mega Man Infamous Intent -Barbarian Plain,NA,NA,NA,NA,NA,NA,NA,NA
Dung Truong,6.5.4.5,6,5 ,4  ,5   ,Allusion World,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Kensrue,6.5.4.5,6,5 ,4  ,5   ,Rejoice,0.713,"[u'chicago soul', u'disco', u'funk', u'funk rock', u'jazz funk', u'memphis soul', u'motown', u'new jack swing', u'post-disco', u'quiet storm', u'soul', u'soul blues', u'southern soul', u'urban contemporary']",0,47,1977,115.443,0.969,1977
Eric Prydz,6.5.4.5,6,5 ,4  ,5   ,Pjanoo,0.878,"[u'big room', u'disco house', u'edm', u'electro house', u'electronic', u'house', u'progressive electro house', u'progressive house', u'tech house', u'trance', u'tropical house', u'vocal house']",7,40,2008,125.986,0.823,2008
Fall Out Boy,6.5.4.5,6,5 ,4  ,5   ,America's Suitehearts,0.931,"[u'emo', u'pop', u'pop punk', u'pop rock']",2,49,2008-01-01,160.015,0.715,2008
fripSide,6.5.4.5,6,5 ,4  ,5   ,Only My Railgun,0.961,[u'otacore'],11,31,2014-03-05,152.033,0.47,2014
Garmiani and Salvatore Ganacci,6.5.4.5,6,5 ,4  ,5   ,The City Is Mine,0.732,"[u'east coast hip hop', u'hip hop', u'pop rap', u'rap']",0,37,1997-11-04,97.941,0.728,1997
Gotye,6.5.4.5,6,5 ,4  ,5   ,Somebody That I Used To Know,0.517,[u'australian alternative rock'],0,68,2012-01-20,129.063,0.75,2012
Haken,6.5.4.5,6,5 ,4  ,5   ,Celestial Elixir,0.884,[],10,0,2013-11-15,144.994,0.234,2013
Hans Zimmer,6.5.4.5,6,5 ,4  ,5   ,Epilogue Crysis 2 Soundtrack,0.127,[],10,8,2012-04-27,83.532,0.0398,2012
Henry Jackman,6.5.4.5,6,5 ,4  ,5   ,Wreck-It Ralph,0.838,"[u'neo mellow', u'pop', u'pop punk', u'pop rock', u'post-teen pop', u'viral pop']",11,55,2012-01-01,127.938,0.392,2012
Hiroto Saito,6.5.4.5,6,5 ,4  ,5   ,Megalomachia - Way of the wind,NA,NA,NA,NA,NA,NA,NA,NA
Homestuck,6.5.4.5,6,5 ,4  ,5   ,Chartreuse Rewind,NA,NA,NA,NA,NA,NA,NA,NA
Hot Leg,6.5.4.5,6,5 ,4  ,5   ,Cocktails,0.39,[],4,48,2011-12-09,98.98,0.696,2011
Infected Mushroom,6.5.4.5,6,5 ,4  ,5   ,Muse Breaks,0.647,"[u'edm', u'electronic', u'psychedelic trance']",5,31,2004-07-14,145.995,0.271,2004
Irene Cara,6.5.4.5,6,5 ,4  ,5   ,Flashdance What A Feeling,0.566,"[u'disco', u'new wave pop', u'soft rock']",7,57,1983,122.501,0.459,1983
Jonathan Coulton,6.5.4.5,6,5 ,4  ,5   ,Code Monkey,0.612,"[u'antiviral pop', u'comic', u'pop rock', u'video game music']",4,41,2008-01-01,159.938,0.796,2008
Kansas,6.5.4.5,6,5 ,4  ,5   ,Carry On My Wayward Son,0.829,"[u'album rock', u'dance rock', u'mellow gold', u'new romantic', u'new wave', u'new wave pop', u'rock', u'soft rock']",9,44,2010-07-01,126.938,0.581,2010
Kazumi Totaka,6.5.4.5,6,5 ,4  ,5   ,Go KK Rider,0.184,[u'scorecore'],5,4,2014-10-28,120.144,0.566,2014
Kent,6.5.4.5,6,5 ,4  ,5   ,Petroleum,0.795,"[u'house', u'progressive electro house', u'progressive house', u'tech house']",0,23,2013,123.992,0.556,2013
Kevin Lyttle,6.5.4.5,6,5 ,4  ,5   ,Turn Me On,0.774,"[u'dance pop', u'edm', u'indie poptimism', u'pop', u'post-teen pop', u'tropical house']",1,86,2016-04-13,102.924,0.289,2016
Kevin MacLeod,6.5.4.5,6,5 ,4  ,5   ,Sovereign,0.721,"[u'bass trap', u'brostep', u'deep australian indie', u'edm', u'electro house', u'electronic trap', u'moombahton', u'vapor twitch']",1,47,2015-05-08,155.058,0.254,2015
Kinuyo Yamashita,6.5.4.5,6,5 ,4  ,5   ,Mega Man The Wily Wars - Wily Tower 4,NA,NA,NA,NA,NA,NA,NA,NA
Konami,6.5.4.5,6,5 ,4  ,5   ,Ys VI - Release of the Far West Ocean,0.965,"[u'anime', u'otacore']",3,6,2003-12-19,130.413,0.355,2003
Krewella,6.5.4.5,6,5 ,4  ,5   ,Live for the Night,0.843,"[u'big room', u'brostep', u'catstep', u'complextro', u'dance pop', u'edm', u'electro house', u'electronic trap', u'pop', u'tracestep']",6,56,2013-09-20,127.932,0.508,2013
Lady Gaga,6.5.4.5,6,5 ,4  ,5   ,Paparazzi Acoustic,0.528,[],6,22,2012-10-05,121.625,0.913,2012
Lady Gaga,6.5.4.5,6,5 ,4  ,5   ,Marry the Night,0.89,"[u'dance pop', u'pop', u'pop christmas', u'post-teen pop']",0,51,2011-01-01,131.085,0.461,2011
Lady Gaga,6.5.4.5,6,5 ,4  ,5   ,Eh Eh,0.786,"[u'brostep', u'catstep', u'edm', u'tracestep', u'zapstep']",10,64,2014-11-13,174.035,0.161,2014
Madeon,6.5.4.5,6,5 ,4  ,5   ,Home,0.585,"[u'dance pop', u'pop', u'post-teen pop', u'talent show']",8,86,2016-05-27,105.017,0.588,2016
Mamas and the Papas,6.5.4.5,6,5 ,4  ,5   ,California Dreamin',0.812,"[u'deep tropical house', u'tropical house']",9,39,2016-02-03,122.006,0.734,2016
Metallica,6.5.4.5,6,5 ,4  ,5   ,Fade To Black,0.929,"[u'alternative metal', u'hard rock', u'metal', u'rock', u'speed metal', u'thrash metal']",7,65,1984-07-27,113.69,0.271,1984
Michael Calfan,6.5.4.5,6,5 ,4  ,5   ,Treasured Soul,0.833,"[u'big room', u'deep big room', u'deep groove house', u'deep tropical house', u'disco house', u'edm', u'electro house', u'house', u'progressive electro house', u'progressive house', u'tropical house']",4,48,2015-03-02,124.973,0.406,2015
MitiS,6.5.4.5,6,5 ,4  ,5   ,Life,0.331,"[u'dwn trap', u'pop rap', u'rap', u'southern hip hop', u'trap music']",8,83,2016-04-13,143.974,0.102,2016
Motooi Sakuraba,6.5.4.5,6,5 ,4  ,5   ,The Link,0.472,"[u'deep pop r&b', u'deep trap', u'drill', u'dwn trap', u'southern hip hop', u'trap music', u'underground hip hop']",1,45,2016-09-20,139.96,0.229,2016
myuu,6.5.4.5,6,5 ,4  ,5   ,Something's Wrong,0.775,"[u'dance pop', u'indie poptimism', u'pop', u'pop rap', u'pop rock', u'post-teen pop', u'teen pop', u'tropical house', u'viral pop']",7,63,2016-08-26,94.928,0.514,2016
Nathan Ford,6.5.4.5,6,5 ,4  ,5   ,Deck of War - Title,NA,NA,NA,NA,NA,NA,NA,NA
Nathan Ford,6.5.4.5,6,5 ,4  ,5   ,Crystal Geode Jam,NA,NA,NA,NA,NA,NA,NA,NA
NIGORO,6.5.4.5,6,5 ,4  ,5   ,Fearless Challenger,0.668,[],5,3,2015-05-10,147.992,0.771,2015
Nobuo Uematsu,6.5.4.5,6,5 ,4  ,5   ,Final Fantasy V - Battle,0.828,[u'otacore'],5,8,2016-04-20,177.969,0.282,2016
Parry Gripp,6.5.4.5,6,5 ,4  ,5   ,It's Raining Tacos,0.684,[],3,23,2016-09-14,145.993,0.939,2016
Peter Gabriel,6.5.4.5,6,5 ,4  ,5   ,Here Comes The Flood,0.322,"[u'blues-rock', u'classic rock', u'folk', u'folk rock', u'jam band', u'mellow gold', u'psychedelic rock', u'rock', u'roots rock', u'singer-songwriter', u'traditional folk']",0,23,1973,88.913,0.472,1973
