 "menuid"   "year"   "price"   "avgwordlen"   "numwords"   "numitems"   "adj"   "choice"   "person"   "traditional"   "origin"   "generous"   "useless"   "delicious"   "sensoryadj" 
"1254"   "33134"   "1917"   "$$"   "6.109937"   "473"   "134.000000"   "0.343284"   "0.067164"   "0.000000"   "0.000000"   "0.007463"   "0.000000"   "0.000000"   "0.007463"   "0.149254" 
"1255"   "33133"   "1917"   "$$"   "6.224638"   "138"   "39.000000"   "0.358974"   "0.025641"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.230769" 
"1256"   "33132"   "1917"   "$$"   "6.014706"   "136"   "29.000000"   "0.413793"   "0.068966"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.172414" 
"1257"   "33131"   "1917"   "$$"   "6.336364"   "110"   "25.000000"   "0.400000"   "0.040000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.080000" 
"1258"   "33130"   "1917"   "$"   "6.037975"   "158"   "21.000000"   "1.380952"   "0.000000"   "0.000000"   "0.095238"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.142857" 
"1259"   "33201"   "1917"   "$"   "6.074074"   "270"   "81.000000"   "0.481481"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.024691" 
"1260"   "33200"   "1917"   "$"   "5.900735"   "272"   "71.000000"   "0.464789"   "0.014085"   "0.000000"   "0.140845"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.098592" 
"1261"   "33203"   "1917"   "$"   "6.022346"   "358"   "130.000000"   "0.315385"   "0.007692"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.030769" 
"1262"   "32278"   "1918"   "$"   "6.000000"   "4"   "1.000000"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1263"   "33205"   "1917"   "$$"   "6.211340"   "194"   "57.000000"   "0.175439"   "0.017544"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.017544" 
"1264"   "33204"   "1917"   "$"   "6.082353"   "85"   "19.000000"   "0.315789"   "0.000000"   "0.000000"   "0.105263"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1265"   "21576"   "1898"   "$$"   "6.000000"   "21"   "10.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1266"   "33206"   "1917"   "$$"   "6.306452"   "124"   "36.000000"   "0.444444"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.194444" 
"1267"   "17485"   "1900"   "$$"   "6.399718"   "708"   "241.000000"   "0.331950"   "0.020747"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.037344"   "0.000000"   "0.120332" 
"1268"   "17482"   "1900"   "$"   "6.154206"   "214"   "72.000000"   "0.597222"   "0.000000"   "0.000000"   "0.000000"   "0.027778"   "0.000000"   "0.013889"   "0.000000"   "0.069444" 
"1269"   "22845"   "1906"   "$$"   "6.098191"   "387"   "146.000000"   "0.267123"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.027397" 
"1270"   "13391"   "1901"   "$"   "6.300448"   "223"   "77.000000"   "0.532468"   "0.000000"   "0.000000"   "0.000000"   "0.025974"   "0.000000"   "0.012987"   "0.000000"   "0.064935" 
"1271"   "33945"   "1914"   "$"   "5.863708"   "631"   "183.000000"   "0.426230"   "0.005464"   "0.000000"   "0.000000"   "0.005464"   "0.000000"   "0.000000"   "0.000000"   "0.125683" 
"1272"   "21877"   "1900"   "$"   "6.382256"   "913"   "337.000000"   "0.267062"   "0.005935"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.029674" 
"1273"   "21876"   "1898"   "$$"   "6.820000"   "50"   "28.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.071429" 
"1274"   "32275"   "1918"   "$"   "5.745098"   "51"   "21.000000"   "0.142857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1275"   "13022"   "1900"   "$"   "6.363636"   "22"   "8.000000"   "0.000000"   "0.125000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1276"   "13021"   "1900"   "$"   "5.537634"   "93"   "28.000000"   "0.392857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.071429" 
"1277"   "13020"   "1900"   "$"   "5.614035"   "114"   "38.000000"   "0.315789"   "0.078947"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.131579" 
"1278"   "32901"   "1917"   "$"   "6.086957"   "23"   "4.000000"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1279"   "20228"   "1901"   "$$"   "5.989418"   "756"   "251.000000"   "0.314741"   "0.027888"   "0.000000"   "0.000000"   "0.003984"   "0.000000"   "0.000000"   "0.000000"   "0.039841" 
"1280"   "23557"   "1894"   "$$"   "6.203915"   "1226"   "399.000000"   "0.345865"   "0.002506"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.002506"   "0.000000"   "0.075188" 
"1281"   "21141"   "1907"   "$$"   "6.082677"   "508"   "163.000000"   "0.159509"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.030675" 
"1282"   "23558"   "1907"   "$"   "7.333333"   "6"   "2.000000"   "0.500000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1283"   "23559"   "1900"   "$"   "5.995066"   "608"   "219.000000"   "0.269406"   "0.022831"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.077626" 
"1284"   "27645"   "1910"   "$$"   "6.572115"   "208"   "61.000000"   "0.557377"   "0.049180"   "0.000000"   "0.000000"   "0.016393"   "0.000000"   "0.000000"   "0.000000"   "0.049180" 
"1285"   "27646"   "1910"   "$"   "6.868421"   "114"   "36.000000"   "0.611111"   "0.027778"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.027778" 
"1286"   "34039"   "1914"   "$$"   "6.500000"   "50"   "11.000000"   "0.363636"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.090909" 
"1287"   "23331"   "1906"   "$$"   "5.666667"   "15"   "3.000000"   "0.666667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.333333" 
"1288"   "34562"   "1912"   "$$"   "6.417910"   "67"   "19.000000"   "0.157895"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052632" 
"1289"   "32900"   "1917"   "$"   "6.193651"   "315"   "50.000000"   "0.940000"   "0.040000"   "0.000000"   "0.080000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.200000" 
"1290"   "15252"   "1900"   "$$"   "5.945946"   "37"   "10.000000"   "0.200000"   "0.100000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1291"   "15251"   "1900"   "$$"   "4.764706"   "17"   "6.000000"   "0.333333"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1292"   "15256"   "1900"   "$$"   "6.300000"   "40"   "13.000000"   "0.307692"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1293"   "19736"   "1900"   "$$"   "6.127119"   "118"   "33.000000"   "0.878788"   "0.030303"   "0.000000"   "0.000000"   "0.060606"   "0.000000"   "0.030303"   "0.000000"   "0.090909" 
"1294"   "24734"   "1900"   "$$"   "6.275000"   "80"   "29.000000"   "0.068966"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.034483" 
"1295"   "24739"   "1907"   "$$"   "6.018576"   "323"   "104.000000"   "0.144231"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.028846" 
"1296"   "21013"   "1906"   "$$"   "6.356364"   "275"   "113.000000"   "0.203540"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.044248" 
"1297"   "34821"   "1912"   "$"   "5.813433"   "134"   "60.000000"   "0.383333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.016667"   "0.000000"   "0.183333" 
"1298"   "22068"   "1907"   "$$"   "6.331731"   "416"   "167.000000"   "0.311377"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.059880" 
"1299"   "13625"   "1901"   "$$"   "6.389610"   "77"   "29.000000"   "0.206897"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1300"   "13624"   "1901"   "$$"   "6.473684"   "114"   "41.000000"   "0.243902"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.097561" 
"1301"   "13626"   "1901"   "$"   "6.177122"   "271"   "83.000000"   "0.325301"   "0.060241"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.048193" 
"1302"   "13622"   "1901"   "$"   "5.971098"   "346"   "118.000000"   "0.296610"   "0.008475"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.025424"   "0.000000"   "0.008475" 
"1303"   "13628"   "1901"   "$$"   "6.155172"   "58"   "24.000000"   "0.208333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1304"   "25489"   "1906"   "$$"   "6.172973"   "185"   "54.000000"   "0.111111"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.018519" 
"1305"   "35306"   "1913"   "$$"   "6.051913"   "366"   "121.000000"   "0.355372"   "0.008264"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.148760" 
"1306"   "34822"   "1912"   "$$"   "6.086022"   "93"   "27.000000"   "0.148148"   "0.000000"   "0.000000"   "0.000000"   "0.037037"   "0.000000"   "0.000000"   "0.000000"   "0.037037" 
"1307"   "14251"   "1901"   "$"   "6.046229"   "411"   "126.000000"   "0.404762"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.119048" 
"1308"   "25484"   "1900"   "$"   "6.000000"   "2"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1309"   "21901"   "1900"   "$"   "5.943262"   "423"   "155.000000"   "0.251613"   "0.032258"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.019355" 
"1310"   "12979"   "1900"   "$$"   "6.184211"   "76"   "25.000000"   "0.240000"   "0.040000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.040000" 
"1311"   "21905"   "1900"   "$"   "5.749770"   "1087"   "335.000000"   "0.286567"   "0.014925"   "0.000000"   "0.035821"   "0.000000"   "0.000000"   "0.005970"   "0.000000"   "0.053731" 
"1312"   "21904"   "1899"   "$$"   "6.189621"   "1002"   "315.000000"   "0.269841"   "0.006349"   "0.000000"   "0.006349"   "0.000000"   "0.000000"   "0.009524"   "0.000000"   "0.015873" 
"1313"   "34823"   "1912"   "$$"   "6.516949"   "118"   "43.000000"   "0.116279"   "0.023256"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.023256" 
"1314"   "32310"   "1918"   "$$"   "6.748634"   "183"   "34.000000"   "0.529412"   "0.088235"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.058824" 
"1315"   "12974"   "1900"   "$$"   "6.161290"   "31"   "10.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1316"   "34549"   "1912"   "$$"   "6.375940"   "133"   "52.000000"   "0.173077"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1317"   "12975"   "1900"   "$$"   "6.380952"   "84"   "23.000000"   "0.391304"   "0.043478"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.043478" 
"1318"   "13565"   "1901"   "$"   "5.585789"   "577"   "195.000000"   "0.266667"   "0.005128"   "0.000000"   "0.010256"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.082051" 
"1319"   "32415"   "1918"   "$"   "5.818182"   "132"   "43.000000"   "0.279070"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1320"   "32311"   "1918"   "$"   "6.691667"   "120"   "46.000000"   "0.369565"   "0.086957"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.021739"   "0.000000"   "0.021739" 
"1321"   "32427"   "1918"   "$"   "6.122222"   "90"   "21.000000"   "0.333333"   "0.047619"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.095238" 
"1322"   "20766"   "1900"   "$$"   "6.000000"   "5"   "2.000000"   "0.500000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1323"   "20767"   "1900"   "$"   "6.125000"   "8"   "3.000000"   "0.333333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1324"   "32429"   "1918"   "$"   "7.428571"   "14"   "4.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1325"   "32313"   "1918"   "$$"   "6.249084"   "273"   "63.000000"   "0.444444"   "0.015873"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.031746"   "0.000000"   "0.095238" 
"1326"   "33388"   "1915"   "$"   "6.604167"   "48"   "13.000000"   "0.307692"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1327"   "32213"   "1916"   "$$"   "6.243553"   "349"   "140.000000"   "0.185714"   "0.042857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.050000" 
"1328"   "34218"   "1914"   "$$"   "5.446429"   "56"   "15.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1329"   "32417"   "1918"   "$"   "6.022762"   "659"   "208.000000"   "0.350962"   "0.024038"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.062500" 
"1330"   "34215"   "1914"   "$$"   "6.122449"   "147"   "40.000000"   "0.275000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.125000" 
"1331"   "35513"   "1913"   "$"   "6.027682"   "1156"   "224.000000"   "0.616071"   "0.156250"   "0.000000"   "0.040179"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.084821" 
"1332"   "16088"   "1906"   "$"   "5.700000"   "130"   "47.000000"   "0.297872"   "0.021277"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.021277" 
"1333"   "14282"   "1901"   "$$"   "6.150259"   "193"   "28.000000"   "0.321429"   "0.107143"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.035714" 
"1334"   "14936"   "1900"   "$"   "6.251613"   "155"   "51.000000"   "0.372549"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.098039" 
"1335"   "35516"   "1913"   "$"   "6.043478"   "437"   "124.000000"   "0.475806"   "0.000000"   "0.000000"   "0.000000"   "0.008065"   "0.000000"   "0.000000"   "0.000000"   "0.145161" 
"1336"   "26188"   "1900"   "$"   "6.633621"   "232"   "86.000000"   "0.383721"   "0.046512"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.023256"   "0.000000"   "0.000000" 
"1337"   "34178"   "1914"   "$"   "5.861456"   "563"   "175.000000"   "0.440000"   "0.057143"   "0.000000"   "0.005714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.062857" 
"1338"   "34172"   "1914"   "$$"   "6.107623"   "223"   "46.000000"   "0.782609"   "0.000000"   "0.000000"   "0.086957"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.108696" 
"1339"   "34171"   "1914"   "$$"   "6.449785"   "1394"   "391.000000"   "0.286445"   "0.058824"   "0.000000"   "0.015345"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.035806" 
"1340"   "34176"   "1914"   "$"   "5.923077"   "481"   "67.000000"   "1.462687"   "0.388060"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.044776" 
"1341"   "34177"   "1914"   "$"   "6.041431"   "531"   "99.000000"   "0.666667"   "0.060606"   "0.000000"   "0.080808"   "0.000000"   "0.000000"   "0.010101"   "0.000000"   "0.242424" 
"1342"   "34174"   "1914"   "$$"   "5.925373"   "67"   "22.000000"   "0.136364"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1343"   "32057"   "1919"   "$$"   "6.138504"   "361"   "146.000000"   "0.287671"   "0.020548"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.061644" 
"1344"   "24508"   "1907"   "$$"   "6.348511"   "571"   "217.000000"   "0.276498"   "0.013825"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.059908" 
"1345"   "32056"   "1919"   "$"   "6.198758"   "161"   "58.000000"   "0.310345"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.086207" 
"1346"   "13814"   "1901"   "$$"   "6.044118"   "204"   "67.000000"   "0.358209"   "0.074627"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.179104" 
"1347"   "13812"   "1901"   "$$"   "6.168344"   "2186"   "709.000000"   "0.322990"   "0.004231"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.004231"   "0.000000"   "0.039492" 
"1348"   "13813"   "1901"   "$"   "6.139368"   "696"   "269.000000"   "0.275093"   "0.003717"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.003717"   "0.000000"   "0.081784" 
"1349"   "13810"   "1901"   "$$"   "6.361111"   "684"   "233.000000"   "0.240343"   "0.051502"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.034335" 
"1350"   "35353"   "1913"   "$$"   "6.059289"   "253"   "74.000000"   "0.229730"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.148649" 
"1351"   "32054"   "1919"   "$"   "6.107311"   "848"   "264.000000"   "0.337121"   "0.053030"   "0.000000"   "0.011364"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.060606" 
"1352"   "35224"   "1913"   "$$"   "6.023112"   "649"   "211.000000"   "0.270142"   "0.018957"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052133" 
"1353"   "35227"   "1913"   "$"   "5.840149"   "269"   "60.000000"   "0.566667"   "0.016667"   "0.000000"   "0.366667"   "0.000000"   "0.000000"   "0.033333"   "0.000000"   "0.100000" 
"1354"   "34043"   "1914"   "$"   "6.112853"   "638"   "224.000000"   "0.361607"   "0.013393"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.093750" 
"1355"   "14840"   "1900"   "$$"   "7.857143"   "7"   "2.000000"   "0.500000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.500000" 
"1356"   "32053"   "1919"   "$"   "5.964968"   "314"   "115.000000"   "0.321739"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052174" 
"1357"   "35229"   "1913"   "$"   "5.757022"   "1531"   "291.000000"   "0.628866"   "0.240550"   "0.000000"   "0.068729"   "0.000000"   "0.000000"   "0.006873"   "0.000000"   "0.123711" 
"1358"   "14841"   "1900"   "$$"   "6.272727"   "22"   "7.000000"   "0.142857"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.142857" 
"1359"   "32390"   "1918"   "$$"   "6.391892"   "74"   "14.000000"   "0.357143"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.142857" 
"1360"   "33064"   "1917"   "$$"   "6.142857"   "28"   "8.000000"   "0.750000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.250000" 
"1361"   "33093"   "1917"   "$$"   "5.962963"   "189"   "48.000000"   "0.479167"   "0.020833"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.208333" 
"1362"   "32682"   "1917"   "$$"   "6.620253"   "79"   "18.000000"   "0.444444"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.055556"   "0.055556"   "0.055556" 
"1363"   "32683"   "1917"   "$$"   "6.370370"   "81"   "20.000000"   "0.150000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1364"   "32680"   "1917"   "$"   "6.333333"   "12"   "3.000000"   "0.666667"   "0.000000"   "0.000000"   "0.666667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1365"   "32684"   "1917"   "$$"   "6.183673"   "49"   "12.000000"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.083333" 
"1366"   "32685"   "1917"   "$"   "6.215962"   "213"   "82.000000"   "0.317073"   "0.048780"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.024390" 
"1367"   "32394"   "1918"   "$"   "6.180769"   "1040"   "285.000000"   "0.470175"   "0.000000"   "0.000000"   "0.035088"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.112281" 
"1368"   "32688"   "1917"   "$$"   "6.278351"   "291"   "48.000000"   "0.437500"   "0.000000"   "0.000000"   "0.041667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.020833" 
"1369"   "32689"   "1917"   "$"   "5.863014"   "73"   "11.000000"   "0.545455"   "0.000000"   "0.000000"   "0.090909"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1370"   "22214"   "1907"   "$$"   "7.000000"   "29"   "12.000000"   "0.083333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1371"   "22215"   "1900"   "$"   "6.029724"   "471"   "137.000000"   "0.357664"   "0.116788"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.007299"   "0.000000"   "0.058394" 
"1372"   "34532"   "1912"   "$$"   "6.647887"   "71"   "25.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.040000"   "0.000000"   "0.000000"   "0.000000"   "0.080000" 
"1373"   "21042"   "1905"   "$$"   "6.230337"   "178"   "49.000000"   "0.285714"   "0.000000"   "0.000000"   "0.020408"   "0.000000"   "0.000000"   "0.000000"   "0.020408"   "0.081633" 
"1374"   "25299"   "1906"   "$$"   "6.472527"   "182"   "57.000000"   "0.140351"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1375"   "25290"   "1900"   "$"   "5.907625"   "682"   "239.000000"   "0.263598"   "0.008368"   "0.000000"   "0.012552"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.029289" 
"1376"   "25292"   "1906"   "$"   "6.522936"   "109"   "33.000000"   "0.454545"   "0.060606"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.121212" 
"1377"   "34040"   "1914"   "$"   "6.257669"   "163"   "37.000000"   "0.675676"   "0.189189"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.189189" 
"1378"   "32384"   "1918"   "$$"   "5.866667"   "90"   "21.000000"   "0.571429"   "0.047619"   "0.000000"   "0.095238"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.047619" 
"1379"   "32312"   "1918"   "$"   "6.197368"   "152"   "32.000000"   "0.593750"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.031250" 
"1380"   "24112"   "1901"   "$"   "6.057971"   "69"   "16.000000"   "0.312500"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1381"   "34523"   "1912"   "$$"   "5.769231"   "13"   "4.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1382"   "31727"   "1920"   "$$"   "5.899563"   "229"   "88.000000"   "0.238636"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.011364" 
"1383"   "33011"   "1917"   "$$"   "6.191176"   "68"   "19.000000"   "0.210526"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052632" 
"1384"   "33488"   "1915"   "$$"   "6.628205"   "78"   "25.000000"   "0.080000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.040000"   "0.000000" 
"1385"   "35304"   "1913"   "$"   "5.804000"   "250"   "84.000000"   "0.357143"   "0.023810"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.083333" 
"1386"   "21593"   "1900"   "$"   "6.109215"   "586"   "188.000000"   "0.281915"   "0.031915"   "0.000000"   "0.037234"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.015957" 
"1387"   "34226"   "1914"   "$$"   "6.198276"   "116"   "34.000000"   "0.147059"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"1388"   "32472"   "1918"   "$$"   "6.412844"   "109"   "23.000000"   "0.608696"   "0.043478"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.130435" 
"1389"   "23625"   "1905"   "$"   "5.963636"   "330"   "121.000000"   "0.322314"   "0.016529"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.049587" 
