 "menuid"   "year"   "price"   "avgwordlen"   "numwords"   "numitems"   "adj"   "choice"   "person"   "traditional"   "origin"   "generous"   "useless"   "delicious"   "sensoryadj" 
"135"   "32006"   "1919"   "$$"   "6.142395"   "309"   "106.000000"   "0.386792"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.132075" 
"136"   "32007"   "1919"   "$"   "5.887372"   "293"   "98.000000"   "0.367347"   "0.020408"   "0.000000"   "0.020408"   "0.020408"   "0.000000"   "0.000000"   "0.000000"   "0.051020" 
"137"   "15860"   "1900"   "$"   "6.073171"   "82"   "26.000000"   "0.115385"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"138"   "32122"   "1916"   "$"   "6.161290"   "341"   "100.000000"   "0.330000"   "0.090000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.050000" 
"139"   "32000"   "1919"   "$"   "6.218487"   "119"   "34.000000"   "0.382353"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.205882" 
"140"   "16910"   "1900"   "$"   "6.086957"   "138"   "35.000000"   "0.371429"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.057143"   "0.000000"   "0.057143" 
"141"   "16912"   "1900"   "$"   "6.450000"   "60"   "24.000000"   "0.083333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"142"   "33954"   "1914"   "$"   "5.934959"   "123"   "29.000000"   "0.689655"   "0.034483"   "0.000000"   "0.034483"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.275862" 
"143"   "32001"   "1919"   "$$"   "6.362832"   "113"   "31.000000"   "0.419355"   "0.032258"   "0.000000"   "0.032258"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.064516" 
"144"   "21406"   "1905"   "$$"   "6.384921"   "252"   "108.000000"   "0.231481"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.111111" 
"145"   "34033"   "1914"   "$$"   "6.276596"   "47"   "12.000000"   "0.166667"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"146"   "34032"   "1914"   "$$"   "6.657895"   "38"   "10.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"147"   "33098"   "1917"   "$$"   "6.333333"   "96"   "26.000000"   "0.192308"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"148"   "35032"   "1913"   "$$"   "6.176471"   "17"   "4.000000"   "0.250000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"149"   "14325"   "1905"   "$"   "6.209205"   "1673"   "557.000000"   "0.310592"   "0.014363"   "0.000000"   "0.005386"   "0.003591"   "0.000000"   "0.000000"   "0.000000"   "0.046679" 
"150"   "24577"   "1900"   "$"   "5.788168"   "524"   "158.000000"   "0.240506"   "0.018987"   "0.000000"   "0.012658"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.025316" 
"151"   "15582"   "1901"   "$$"   "6.121519"   "395"   "137.000000"   "0.321168"   "0.000000"   "0.007299"   "0.007299"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.072993" 
"152"   "15583"   "1901"   "$$"   "6.259431"   "1723"   "536.000000"   "0.343284"   "0.037313"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.005597"   "0.000000"   "0.055970" 
"153"   "15580"   "1901"   "$"   "6.156206"   "717"   "294.000000"   "0.224490"   "0.030612"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.003401"   "0.000000"   "0.027211" 
"154"   "15587"   "1900"   "$"   "6.067194"   "253"   "80.000000"   "0.287500"   "0.062500"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.012500" 
"155"   "15585"   "1900"   "$"   "5.997802"   "455"   "149.000000"   "0.382550"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.013423"   "0.000000"   "0.067114" 
"156"   "15588"   "1900"   "$$"   "4.000000"   "3"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"157"   "15589"   "1900"   "$$"   "5.980132"   "302"   "122.000000"   "0.385246"   "0.024590"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.081967" 
"158"   "33095"   "1917"   "$$"   "6.144144"   "111"   "23.000000"   "0.391304"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.086957" 
"159"   "32754"   "1917"   "$$"   "6.164589"   "802"   "246.000000"   "0.203252"   "0.008130"   "0.000000"   "0.008130"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.032520" 
"160"   "34189"   "1914"   "$$"   "6.327660"   "235"   "51.000000"   "0.725490"   "0.019608"   "0.000000"   "0.078431"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.137255" 
"161"   "34188"   "1914"   "$"   "6.169014"   "71"   "22.000000"   "0.318182"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"162"   "34183"   "1914"   "$"   "5.946193"   "1747"   "347.000000"   "0.634006"   "0.080692"   "0.000000"   "0.025937"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.083573" 
"163"   "34182"   "1914"   "$"   "6.207101"   "169"   "59.000000"   "0.406780"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"164"   "34181"   "1914"   "$$"   "6.214756"   "759"   "174.000000"   "0.591954"   "0.103448"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.051724" 
"165"   "34187"   "1914"   "$"   "5.680328"   "244"   "60.000000"   "0.450000"   "0.083333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.116667" 
"166"   "34185"   "1914"   "$$"   "5.906250"   "416"   "89.000000"   "0.516854"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.157303" 
"167"   "34184"   "1914"   "$"   "6.567568"   "74"   "19.000000"   "0.315789"   "0.052632"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.105263" 
"168"   "33096"   "1917"   "$$"   "6.303571"   "112"   "32.000000"   "0.375000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.062500" 
"169"   "23718"   "1901"   "$"   "5.893805"   "113"   "39.000000"   "0.333333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.102564" 
"170"   "23241"   "1900"   "$$"   "6.421663"   "517"   "212.000000"   "0.235849"   "0.009434"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.042453" 
"171"   "15322"   "1901"   "$$"   "6.369439"   "517"   "191.000000"   "0.282723"   "0.005236"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.078534" 
"172"   "15328"   "1900"   "$"   "6.176000"   "250"   "74.000000"   "0.513514"   "0.054054"   "0.000000"   "0.013514"   "0.000000"   "0.000000"   "0.013514"   "0.000000"   "0.067568" 
"173"   "15329"   "1900"   "$$"   "6.311864"   "295"   "82.000000"   "0.487805"   "0.000000"   "0.000000"   "0.012195"   "0.000000"   "0.000000"   "0.012195"   "0.000000"   "0.036585" 
"174"   "33090"   "1917"   "$"   "6.369919"   "246"   "85.000000"   "0.223529"   "0.105882"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.035294" 
"175"   "33091"   "1917"   "$$"   "6.250000"   "100"   "23.000000"   "0.130435"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"176"   "32968"   "1917"   "$$"   "5.729730"   "37"   "10.000000"   "0.100000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"177"   "33092"   "1917"   "$$"   "6.331126"   "151"   "45.000000"   "0.177778"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.044444" 
"178"   "32729"   "1917"   "$"   "5.681818"   "66"   "15.000000"   "0.400000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.133333" 
"179"   "25718"   "1906"   "$"   "5.776316"   "76"   "29.000000"   "0.137931"   "0.034483"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"180"   "21657"   "1895"   "$"   "5.654545"   "275"   "110.000000"   "0.190909"   "0.009091"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.036364" 
"181"   "21656"   "1906"   "$$"   "5.333333"   "3"   "1.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"182"   "21879"   "1900"   "$"   "5.810127"   "316"   "95.000000"   "0.347368"   "0.084211"   "0.000000"   "0.010526"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.031579" 
"183"   "32008"   "1919"   "$$"   "6.247475"   "198"   "61.000000"   "0.360656"   "0.049180"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.114754" 
"184"   "22838"   "1900"   "$$"   "6.737705"   "61"   "36.000000"   "0.083333"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.027778" 
"185"   "22837"   "1905"   "$$"   "6.482759"   "203"   "64.000000"   "0.156250"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.031250"   "0.000000"   "0.015625" 
"186"   "34059"   "1914"   "$$"   "6.121528"   "288"   "94.000000"   "0.297872"   "0.053191"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.117021" 
"187"   "33359"   "1915"   "$"   "6.215909"   "176"   "70.000000"   "0.285714"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.042857" 
"188"   "14849"   "1900"   "$$"   "6.552632"   "38"   "16.000000"   "0.125000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"189"   "33728"   "1914"   "$"   "6.176030"   "1068"   "345.000000"   "0.342029"   "0.046377"   "0.000000"   "0.008696"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.046377" 
"190"   "33729"   "1914"   "$"   "6.022727"   "352"   "95.000000"   "0.494737"   "0.021053"   "0.000000"   "0.063158"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.084211" 
"191"   "13090"   "1900"   "$"   "5.756098"   "41"   "14.000000"   "0.214286"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"192"   "13091"   "1900"   "$"   "5.971831"   "284"   "55.000000"   "0.327273"   "0.272727"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.127273" 
"193"   "23403"   "1901"   "$$"   "6.341390"   "1324"   "459.000000"   "0.263617"   "0.015251"   "0.000000"   "0.004357"   "0.000000"   "0.000000"   "0.008715"   "0.000000"   "0.056645" 
"194"   "33543"   "1914"   "$"   "5.931166"   "1046"   "293.000000"   "0.406143"   "0.010239"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.105802" 
"195"   "33541"   "1915"   "$$"   "7.000000"   "23"   "6.000000"   "0.500000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"196"   "33544"   "1914"   "$$"   "6.192708"   "192"   "72.000000"   "0.180556"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.013889"   "0.000000"   "0.027778" 
"197"   "33545"   "1914"   "$$"   "6.450402"   "373"   "146.000000"   "0.212329"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.047945" 
"198"   "22423"   "1907"   "$"   "6.009009"   "222"   "76.000000"   "0.434211"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.223684" 
"199"   "12854"   "1900"   "$"   "6.472050"   "161"   "51.000000"   "0.313725"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.058824" 
"200"   "33252"   "1917"   "$"   "5.882051"   "195"   "54.000000"   "0.388889"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.055556" 
"201"   "34058"   "1914"   "$$"   "6.353211"   "218"   "74.000000"   "0.310811"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.067568" 
"202"   "33894"   "1914"   "$"   "5.813793"   "145"   "47.000000"   "0.234043"   "0.000000"   "0.000000"   "0.106383"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.021277" 
"203"   "33895"   "1914"   "$"   "6.237421"   "636"   "209.000000"   "0.535885"   "0.000000"   "0.000000"   "0.009569"   "0.000000"   "0.000000"   "0.004785"   "0.000000"   "0.167464" 
"204"   "33897"   "1914"   "$$"   "6.396694"   "121"   "22.000000"   "0.954545"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.318182" 
"205"   "33890"   "1914"   "$$"   "6.100000"   "60"   "16.000000"   "0.562500"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.250000" 
"206"   "33891"   "1914"   "$"   "5.934272"   "213"   "49.000000"   "0.489796"   "0.000000"   "0.000000"   "0.020408"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.040816" 
"207"   "33892"   "1914"   "$"   "6.059065"   "1219"   "343.000000"   "0.411079"   "0.029155"   "0.000000"   "0.005831"   "0.000000"   "0.000000"   "0.002915"   "0.000000"   "0.090379" 
"208"   "33893"   "1914"   "$"   "6.381526"   "249"   "83.000000"   "0.409639"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.168675" 
"209"   "33250"   "1917"   "$$"   "6.063536"   "724"   "210.000000"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.095238" 
"210"   "33899"   "1914"   "$"   "5.826241"   "282"   "59.000000"   "0.542373"   "0.135593"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.050847" 
"211"   "12874"   "1900"   "$"   "6.069307"   "101"   "31.000000"   "0.548387"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.225806" 
"212"   "12872"   "1900"   "$$"   "5.826667"   "75"   "18.000000"   "0.277778"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"213"   "12871"   "1900"   "$$"   "6.068807"   "218"   "57.000000"   "0.280702"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.122807" 
"214"   "12879"   "1900"   "$"   "5.978102"   "548"   "177.000000"   "0.293785"   "0.022599"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.050847" 
"215"   "23013"   "1900"   "$"   "5.859568"   "648"   "236.000000"   "0.254237"   "0.021186"   "0.000000"   "0.016949"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.042373" 
"216"   "23012"   "1896"   "$"   "6.400552"   "362"   "153.000000"   "0.300654"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.006536"   "0.000000"   "0.045752" 
"217"   "23015"   "1900"   "$$"   "6.101222"   "573"   "190.000000"   "0.352632"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.010526"   "0.000000"   "0.052632" 
"218"   "23018"   "1900"   "$"   "6.416667"   "12"   "6.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"219"   "22630"   "1900"   "$"   "6.481481"   "27"   "6.000000"   "0.666667"   "0.166667"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"220"   "34933"   "1913"   "$$"   "6.058380"   "531"   "157.000000"   "0.305732"   "0.019108"   "0.000000"   "0.012739"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.038217" 
"221"   "13651"   "1900"   "$"   "5.985714"   "70"   "40.000000"   "0.225000"   "0.025000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"222"   "13653"   "1900"   "$$"   "6.785714"   "140"   "33.000000"   "0.060606"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"223"   "34377"   "1914"   "$"   "5.736111"   "72"   "26.000000"   "0.307692"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.076923" 
"224"   "32918"   "1917"   "$$"   "6.022901"   "131"   "38.000000"   "0.368421"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.105263" 
"225"   "32919"   "1917"   "$$"   "6.400000"   "65"   "17.000000"   "0.235294"   "0.058824"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.117647" 
"226"   "23909"   "1901"   "$"   "5.538462"   "39"   "11.000000"   "0.363636"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"227"   "25508"   "1906"   "$$"   "6.092784"   "194"   "57.000000"   "0.087719"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"228"   "25503"   "1900"   "$$"   "6.414698"   "381"   "137.000000"   "0.226277"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.043796" 
"229"   "24871"   "1895"   "$"   "5.496296"   "270"   "69.000000"   "0.579710"   "0.101449"   "0.000000"   "0.000000"   "0.014493"   "0.000000"   "0.014493"   "0.000000"   "0.043478" 
"230"   "33407"   "1915"   "$"   "6.000000"   "203"   "64.000000"   "0.390625"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.031250"   "0.000000"   "0.031250" 
"231"   "33154"   "1917"   "$"   "6.495935"   "123"   "34.000000"   "0.411765"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.029412" 
"232"   "32447"   "1918"   "$"   "6.014615"   "1779"   "494.000000"   "0.398785"   "0.026316"   "0.000000"   "0.006073"   "0.000000"   "0.000000"   "0.006073"   "0.000000"   "0.052632" 
"233"   "32105"   "1916"   "$"   "5.810155"   "453"   "117.000000"   "0.478632"   "0.119658"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.094017" 
"234"   "21461"   "1900"   "$"   "5.879093"   "397"   "201.000000"   "0.144279"   "0.014925"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.029851" 
"235"   "21464"   "1900"   "$$"   "6.185660"   "1325"   "400.000000"   "0.247500"   "0.052500"   "0.000000"   "0.000000"   "0.002500"   "0.000000"   "0.000000"   "0.000000"   "0.055000" 
"236"   "13136"   "1900"   "$$"   "6.379121"   "182"   "55.000000"   "0.363636"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.054545" 
"237"   "15835"   "1901"   "$"   "5.725191"   "1179"   "382.000000"   "0.287958"   "0.023560"   "0.000000"   "0.015707"   "0.000000"   "0.000000"   "0.010471"   "0.000000"   "0.039267" 
"238"   "18358"   "1901"   "$$"   "5.836066"   "122"   "47.000000"   "0.212766"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.021277"   "0.000000"   "0.042553" 
"239"   "18359"   "1901"   "$"   "6.375000"   "16"   "5.000000"   "0.400000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000" 
"240"   "33979"   "1914"   "$"   "6.192308"   "130"   "46.000000"   "0.500000"   "0.000000"   "0.000000"   "0.086957"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.369565" 
"241"   "33978"   "1914"   "$$"   "5.591837"   "49"   "19.000000"   "0.105263"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.052632" 
"242"   "20339"   "1900"   "$"   "5.738095"   "42"   "10.000000"   "0.200000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.100000" 
"243"   "34159"   "1914"   "$$"   "6.319149"   "376"   "108.000000"   "0.324074"   "0.055556"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.083333" 
"244"   "23733"   "1901"   "$"   "5.597143"   "350"   "110.000000"   "0.363636"   "0.018182"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.000000"   "0.054545" 
