"name"   "category"   "city"   "restdollars"   "numitems"   "origin"   "traditional"   "generous"   "participle"   "useless"   "delicious"   "choice"   "adj"   "sensoryadj"   "length"   "wordlen"
 "2133"   "Giorgio's Pizza"   "pizza"   "chicago"   "1.0"   "114"   "0.0000"   "0.2105"   "0.0000"   "0.2807"   "0.0351"   "0.0263"   "0.1930"   "1.7982"   "0.6316"   "11.2368"   "6.2185"
 "2134"   "Vox Populi"   "american (new)"   "boston"   "2.0"   "41"   "0.1220"   "0.0244"   "0.0000"   "0.8293"   "0.0000"   "0.0000"   "0.0244"   "1.9512"   "0.4878"   "12.9512"   "6.5719"
 "2135"   "Tortillas Restaurant"   "mexican"   "nyc"   "1.0"   "143"   "0.0000"   "0.0000"   "0.0000"   "0.1329"   "0.0000"   "0.0000"   "0.1818"   "0.5385"   "0.0769"   "5.1888"   "6.1619"
 "2136"   "Knickerbocker"   "american (traditional)"   "nyc"   "3.0"   "22"   "0.0000"   "0.0000"   "0.0000"   "0.3636"   "0.0000"   "0.0000"   "0.1818"   "1.2273"   "0.3636"   "9.2273"   "6.5369"
 "2137"   "Haru Sake Bar"   "sushi bars"   "nyc"   "2.0"   "151"   "0.0066"   "0.0066"   "0.0066"   "0.2252"   "0.0066"   "0.0000"   "0.0397"   "0.9735"   "0.4172"   "6.3974"   "6.2879"
 "2138"   "Umbria Ristorante"   "steakhouses"   "boston"   "3.0"   "52"   "0.1154"   "0.0000"   "0.0192"   "0.3846"   "0.0000"   "0.0000"   "0.0577"   "1.1538"   "0.1923"   "6.2885"   "6.5359"
 "2139"   "El Porton Bar"   "mexican"   "nyc"   "2.0"   "160"   "0.0000"   "0.0500"   "0.0000"   "0.2437"   "0.0000"   "0.0500"   "0.2250"   "1.0750"   "0.3250"   "8.4938"   "6.4506"
 "2140"   "Trimana Grill"   "fast food"   "la"   "1.0"   "120"   "0.0250"   "0.0167"   "0.1083"   "0.3583"   "0.0000"   "0.0000"   "0.1583"   "1.2750"   "0.2917"   "8.5750"   "6.1044"
 "2141"   "Taqueria Temaxcalapa"   "mexican"   "chicago"   "1.0"   "94"   "0.0000"   "0.0000"   "0.0000"   "0.1383"   "0.0000"   "0.0106"   "0.0213"   "0.3191"   "0.0106"   "4.1809"   "6.1195"
 "2142"   "Snack"   "sandwiches"   "nyc"   "2.0"   "59"   "0.0169"   "0.0339"   "0.0000"   "0.4915"   "0.0000"   "0.0169"   "0.0678"   "1.5763"   "0.3729"   "11.5593"   "6.4034"
 "2143"   "Bowzer's Pizza"   "pizza"   "sf"   "1.0"   "139"   "0.0000"   "0.0144"   "0.0000"   "0.5971"   "0.0288"   "0.0432"   "0.0000"   "1.6978"   "0.1871"   "10.0935"   "6.1078"
 "2144"   "No. 1 China"   "chinese"   "philadelphia"   "2.0"   "412"   "0.0000"   "0.0097"   "0.0000"   "0.0995"   "0.0000"   "0.0000"   "0.2233"   "0.6117"   "0.1117"   "5.5049"   "5.4307"
 "2145"   "Ara Wine Bar"   "bars"   "nyc"   "2.0"   "5"   "0.0000"   "0.0000"   "0.0000"   "0.6000"   "0.0000"   "0.0000"   "0.0000"   "3.2000"   "0.4000"   "17.2000"   "6.6912"
 "2146"   "Taqueria El Asadero"   "mexican"   "chicago"   "1.0"   "34"   "0.0000"   "0.0000"   "0.0000"   "0.0882"   "0.0000"   "0.0000"   "0.0000"   "0.2647"   "0.0000"   "2.1176"   "6.1343"
 "2147"   "Samhop Eatery"   "chinese"   "boston"   "1.0"   "234"   "0.0000"   "0.0000"   "0.0000"   "0.2607"   "0.0000"   "0.0000"   "0.0214"   "0.6282"   "0.1667"   "4.5641"   "5.9910"
 "2148"   "PS 7's"   "american (new)"   "washington"   "3.0"   "46"   "0.0217"   "0.0000"   "0.0217"   "0.3478"   "0.0435"   "0.0000"   "0.0652"   "1.1087"   "0.1957"   "10.0652"   "6.2048"
 "2149"   "Hana's Pizza"   "pizza"   "nyc"   "1.0"   "70"   "0.0000"   "0.0143"   "0.0286"   "0.0857"   "0.0000"   "0.0286"   "0.0000"   "0.3286"   "0.0714"   "2.7286"   "5.9195"
 "2150"   "Tuscana West"   "italian"   "washington"   "2.0"   "27"   "0.0370"   "0.0000"   "0.0000"   "0.8148"   "0.0000"   "0.1111"   "0.0370"   "2.6296"   "0.6296"   "19.8519"   "6.5569"
 "2151"   "Dim Sum Chef"   "chinese"   "boston"   "1.0"   "89"   "0.0000"   "0.0112"   "0.0000"   "0.1685"   "0.0000"   "0.0000"   "0.0337"   "0.6629"   "0.2022"   "4.8315"   "5.7770"
 "2152"   "Johnny's Half Shell"   "seafood"   "washington"   "3.0"   "53"   "0.0566"   "0.0000"   "0.0000"   "0.3585"   "0.0000"   "0.0000"   "0.0943"   "1.1887"   "0.1887"   "7.6226"   "6.3177"
 "2153"   "Thai Village"   "thai"   "nyc"   "2.0"   "90"   "0.0000"   "0.0000"   "0.0000"   "0.3333"   "0.0000"   "0.0000"   "0.3444"   "1.4556"   "0.4333"   "13.5778"   "5.8004"
 "2154"   "Fresco By Scotto"   "italian"   "nyc"   "3.0"   "28"   "0.2500"   "0.0357"   "0.0357"   "0.8214"   "0.0000"   "0.0000"   "0.0357"   "3.0714"   "0.5000"   "17.2500"   "6.7039"
 "2155"   "El Majahual"   "latin american"   "sf"   "1.0"   "81"   "0.0000"   "0.0123"   "0.0000"   "0.1481"   "0.0000"   "0.0000"   "0.0741"   "0.5185"   "0.1728"   "8.6296"   "6.0759"
 "2156"   "Domino's Pizza"   "pizza"   "washington"   "2.0"   "24"   "0.0000"   "0.0000"   "0.1250"   "0.1250"   "0.0833"   "0.0000"   "0.0833"   "1.6250"   "0.2917"   "10.9167"   "6.4283"
 "2157"   "Gianfranco Pizza Rustica"   "pizza"   "philadelphia"   "1.0"   "189"   "0.0000"   "0.0053"   "0.0053"   "0.1693"   "0.0000"   "0.0000"   "0.0582"   "0.6402"   "0.2116"   "6.0899"   "6.7210"
 "2158"   "Seattle's Best Coffee"   "coffee & tea"   "la"   "2.0"   "105"   "0.0762"   "0.0000"   "0.0095"   "1.0095"   "0.0571"   "0.0095"   "0.1143"   "2.7333"   "0.5429"   "17.4571"   "6.5018"
 "2159"   "Slice"   "pizza"   "nyc"   "2.0"   "34"   "0.1176"   "0.0588"   "0.0294"   "0.8824"   "0.0000"   "0.0000"   "0.2059"   "2.1765"   "0.1765"   "12.8529"   "6.8770"
 "2160"   "Dos Caminos Mexican Kitchen"   "mexican"   "nyc"   "3.0"   "6"   "0.5000"   "0.0000"   "0.0000"   "0.8333"   "0.0000"   "0.0000"   "0.0000"   "2.1667"   "0.5000"   "16.1667"   "6.8684"
 "2161"   "Felix Bar & Restaurant"   "french"   "nyc"   "2.0"   "30"   "0.0000"   "0.0000"   "0.0000"   "0.3000"   "0.0000"   "0.0000"   "0.1000"   "0.9000"   "0.1667"   "12.5333"   "5.7960"
 "2162"   "Slate"   "coffee & tea"   "philadelphia"   "2.0"   "21"   "0.0476"   "0.0476"   "0.0000"   "0.1905"   "0.0000"   "0.0000"   "0.0000"   "0.8571"   "0.0952"   "7.0000"   "6.7495"
 "2163"   "Palomino"   "american (new)"   "la"   "2.0"   "48"   "0.0625"   "0.0208"   "0.0000"   "0.6250"   "0.0208"   "0.0000"   "0.0000"   "1.3958"   "0.3125"   "9.3125"   "7.1010"
 "2164"   "San Samosa"   "indian"   "philadelphia"   "1.0"   "80"   "0.0000"   "0.1625"   "0.0000"   "0.3625"   "0.0500"   "0.0000"   "0.0125"   "1.1375"   "0.3125"   "10.5875"   "6.2057"
 "2165"   "Jim Ching"   "american (new)"   "chicago"   "1.0"   "285"   "0.0070"   "0.0035"   "0.0000"   "0.1263"   "0.0000"   "0.0000"   "0.0526"   "1.0421"   "0.3088"   "7.0772"   "5.5559"
 "2166"   "Linda's Place"   "fast food"   "sf"   "1.0"   "58"   "0.0000"   "0.0000"   "0.0000"   "0.1379"   "0.0000"   "0.0000"   "0.0862"   "0.3276"   "0.1552"   "4.8448"   "5.7706"
 "2167"   "Tavertine"   "italian"   "nyc"   "3.0"   "29"   "0.1379"   "0.0000"   "0.0000"   "0.5862"   "0.0000"   "0.0000"   "0.0000"   "1.2414"   "0.1034"   "8.1034"   "7.2884"
 "2168"   "Still Bar & Restaurant"   "bars"   "nyc"   "1.0"   "21"   "0.0000"   "0.1905"   "0.1429"   "0.9048"   "0.1429"   "0.0476"   "0.8095"   "3.6190"   "1.5238"   "20.6667"   "6.3351"
 "2169"   "Capitol Kim Tar"   "chinese"   "sf"   "1.0"   "76"   "0.0000"   "0.0000"   "0.0000"   "0.0395"   "0.0000"   "0.0000"   "0.0263"   "0.2368"   "0.1053"   "4.3421"   "5.6873"
 "2170"   "Mike's Bistro"   "american (new)"   "nyc"   "3.0"   "28"   "0.0357"   "0.0000"   "0.0000"   "0.7857"   "0.0000"   "0.0000"   "0.0000"   "1.8929"   "0.3214"   "10.8571"   "6.8988"
 "2171"   "Soy Cafe"   "coffee & tea"   "philadelphia"   "1.0"   "64"   "0.0156"   "0.1719"   "0.0000"   "0.1406"   "0.0000"   "0.0000"   "0.2969"   "0.9375"   "0.3594"   "8.9531"   "6.4634"
 "2172"   "Big Al's Pizza"   "pizza"   "nyc"   "1.0"   "37"   "0.0000"   "0.0541"   "0.0270"   "0.1351"   "0.0270"   "0.0270"   "0.0000"   "0.7027"   "0.1892"   "3.5946"   "6.6747"
 "2173"   "Warung Cafe"   "asian fusion"   "la"   "2.0"   "39"   "0.0513"   "0.0513"   "0.0000"   "0.3590"   "0.0000"   "0.0000"   "0.0256"   "1.4872"   "0.3846"   "11.3333"   "6.2591"
 "2174"   "Bistrot Du Coin"   "french"   "washington"   "2.0"   "63"   "0.0159"   "0.0635"   "0.0000"   "0.4127"   "0.0000"   "0.0000"   "0.0000"   "1.3333"   "0.2540"   "12.7778"   "6.3181"
 "2175"   "Mikado Sushi Roll & Teriyaki"   "sushi bars"   "la"   "2.0"   "106"   "0.0000"   "0.0000"   "0.0000"   "0.3396"   "0.0283"   "0.0094"   "0.0094"   "0.8396"   "0.2358"   "6.7170"   "6.0958"
 "2176"   "Annabelle's Bar & Bistro"   "american (new)"   "sf"   "2.0"   "35"   "0.1714"   "0.0000"   "0.0000"   "0.5714"   "0.0000"   "0.0000"   "0.0286"   "1.3429"   "0.2000"   "10.5143"   "6.7919"
 "2177"   "Parthenon Restaurant"   "greek"   "washington"   "2.0"   "77"   "0.0000"   "0.0000"   "0.0130"   "0.0909"   "0.0000"   "0.0000"   "0.0260"   "0.6494"   "0.0779"   "8.9221"   "6.7373"
 "2178"   "Grounded Organic Coffee & Tea House"   "sandwiches"   "nyc"   "1.0"   "26"   "0.0000"   "0.0000"   "0.0000"   "0.2692"   "0.0385"   "0.0000"   "0.0000"   "1.1538"   "0.3077"   "6.6154"   "6.2529"
 "2179"   "Congee Village"   "chinese"   "nyc"   "2.0"   "280"   "0.0036"   "0.0143"   "0.0000"   "0.3714"   "0.0000"   "0.0036"   "0.0071"   "0.8786"   "0.1357"   "5.5464"   "5.7929"
 "2180"   "East Side Poultry"   "american (traditional)"   "nyc"   "1.0"   "135"   "0.0000"   "0.0222"   "0.0000"   "0.2296"   "0.0000"   "0.0074"   "0.0889"   "0.5556"   "0.1333"   "4.5407"   "5.9484"
 "2181"   "Taylormade Deli"   "coffee & tea"   "chicago"   "1.0"   "60"   "0.0000"   "0.3167"   "0.0000"   "0.5000"   "0.0500"   "0.0333"   "0.0667"   "1.7000"   "0.3500"   "10.8167"   "6.1929"
 "2182"   "Chai Thai Restaurant"   "thai"   "nyc"   "2.0"   "79"   "0.0000"   "0.1899"   "0.0000"   "0.5443"   "0.0000"   "0.0633"   "0.2405"   "2.1392"   "0.5949"   "13.0253"   "6.0445"
 "2183"   "Mike Due Pizza"   "pizza"   "nyc"   "1.0"   "64"   "0.0000"   "0.0000"   "0.0000"   "0.1875"   "0.0312"   "0.0000"   "0.6250"   "0.5469"   "0.0938"   "6.0469"   "6.2143"
 "2184"   "Zia's Chicago Pizzeria"   "pizza"   "washington"   "2.0"   "115"   "0.0000"   "0.0000"   "0.0000"   "0.5478"   "0.0087"   "0.0000"   "0.0348"   "1.7652"   "0.1304"   "11.7913"   "6.5319"
 "2185"   "100% Healthy Dessert"   "other"   "sf"   "1.0"   "116"   "0.0000"   "0.0000"   "0.0000"   "0.1207"   "0.0000"   "0.0000"   "0.0086"   "0.3621"   "0.0862"   "3.3793"   "5.8841"
 "2186"   "Koi"   "sushi bars"   "philadelphia"   "2.0"   "150"   "0.0000"   "0.0000"   "0.0000"   "0.2600"   "0.0000"   "0.0000"   "0.0133"   "0.9467"   "0.3267"   "7.9333"   "6.1439"
 "2187"   "Blaggard's Restaurant & Pub"   "bars"   "nyc"   "2.0"   "50"   "0.0000"   "0.2000"   "0.0200"   "0.6400"   "0.1000"   "0.0000"   "0.1000"   "1.7800"   "0.4800"   "14.9600"   "6.2008"
 "2188"   "Sandy Restaurant"   "spanish"   "nyc"   "1.0"   "119"   "0.0000"   "0.0000"   "0.0000"   "0.1345"   "0.0000"   "0.0000"   "0.0168"   "0.2941"   "0.0420"   "3.0672"   "5.7817"
 "2189"   "Slainte Bar & Lounge"   "bars"   "nyc"   "2.0"   "57"   "0.0000"   "0.0175"   "0.0000"   "0.2456"   "0.0175"   "0.0000"   "0.0526"   "0.7368"   "0.1404"   "7.1930"   "6.1966"
 "2190"   "41 Greenwich Ave"   "american (new)"   "nyc"   "3.0"   "30"   "0.0000"   "0.0000"   "0.0000"   "0.3667"   "0.0000"   "0.0000"   "0.1333"   "0.5667"   "0.0333"   "5.9000"   "6.4386"
 "2191"   "Han's Coffee Shop"   "american (traditional)"   "sf"   "1.0"   "38"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0526"   "0.6579"   "0.0526"   "4.0526"   "4.9406"
 "2192"   "Slate Plus"   "american (new)"   "nyc"   "2.0"   "36"   "0.0556"   "0.0000"   "0.0278"   "0.6111"   "0.0278"   "0.0000"   "0.1944"   "1.4722"   "0.3889"   "11.0556"   "6.5695"
 "2193"   "Chef Ho's Chinese Restaurant"   "chinese"   "nyc"   "2.0"   "113"   "0.0088"   "0.0354"   "0.0000"   "0.3540"   "0.0531"   "0.0000"   "0.0531"   "0.9646"   "0.2301"   "6.4956"   "5.8757"
 "2194"   "Little Nepal Restaurant"   "otherasian"   "sf"   "2.0"   "14"   "0.0000"   "0.1429"   "0.0000"   "0.7143"   "0.0000"   "0.0000"   "0.2857"   "2.4286"   "0.9286"   "13.5000"   "5.4638"
 "2195"   "Obivia"   "american (new)"   "nyc"   "2.0"   "15"   "0.0667"   "0.0667"   "0.0000"   "0.2000"   "0.0000"   "0.0000"   "0.0000"   "1.3333"   "0.5333"   "8.5333"   "7.0551"
 "2196"   "Dynasty Buffet"   "chinese"   "philadelphia"   "2.0"   "171"   "0.0000"   "0.0000"   "0.0000"   "0.1111"   "0.0000"   "0.0000"   "0.1345"   "0.5322"   "0.0819"   "4.3684"   "5.1062"
 "2197"   "Micado"   "sushi bars"   "sf"   "2.0"   "92"   "0.0000"   "0.0000"   "0.0000"   "0.1848"   "0.0000"   "0.0326"   "0.0761"   "0.7174"   "0.2609"   "6.0761"   "6.0487"
 "2198"   "Neyla"   "mediterranean"   "washington"   "3.0"   "35"   "0.0000"   "0.0000"   "0.0857"   "0.3143"   "0.0286"   "0.0000"   "0.1143"   "1.1429"   "0.1429"   "11.4286"   "6.4422"
 "2199"   "Izumi"   "sushi bars"   "chicago"   "2.0"   "73"   "0.0137"   "0.0137"   "0.0000"   "0.3014"   "0.0137"   "0.0000"   "0.0274"   "1.1096"   "0.3973"   "8.7123"   "6.4885"
 "2200"   "Sonsie"   "american (new)"   "boston"   "3.0"   "24"   "0.0000"   "0.0000"   "0.0000"   "0.1250"   "0.0000"   "0.0000"   "0.0000"   "0.7500"   "0.3333"   "6.7917"   "7.1311"
 "2201"   "Square on Square"   "chinese"   "philadelphia"   "2.0"   "118"   "0.0000"   "0.0424"   "0.0085"   "0.1780"   "0.0254"   "0.0424"   "0.0169"   "1.3559"   "0.5254"   "7.6356"   "6.0510"
 "2202"   "NANA"   "sushi bars"   "nyc"   "2.0"   "69"   "0.0000"   "0.0580"   "0.0000"   "0.2464"   "0.0435"   "0.0000"   "0.0000"   "1.1449"   "0.3768"   "5.6957"   "6.4791"
 "2203"   "Grand Sichuan"   "chinese"   "nyc"   "2.0"   "219"   "0.0183"   "0.0046"   "0.0000"   "0.2557"   "0.0000"   "0.0000"   "0.0868"   "0.8174"   "0.3562"   "4.5525"   "5.6563"
 "2204"   "Tenzan Japanese Cuisine"   "sushi bars"   "nyc"   "2.0"   "137"   "0.0000"   "0.0000"   "0.0000"   "0.1752"   "0.0000"   "0.0000"   "0.0730"   "0.5182"   "0.1825"   "7.0438"   "6.1548"
 "2205"   "Adriana"   "pizza"   "nyc"   "1.0"   "169"   "0.0000"   "0.0710"   "0.0000"   "0.1538"   "0.0178"   "0.0355"   "0.0000"   "0.7515"   "0.1893"   "6.3550"   "6.3947"
 "2206"   "White Horse Tavern"   "american (traditional)"   "boston"   "2.0"   "47"   "0.0000"   "0.1277"   "0.0000"   "0.7234"   "0.0426"   "0.0000"   "0.7447"   "2.8511"   "0.4894"   "19.1915"   "6.3088"
 "2207"   "S & H Kebab House"   "seafood"   "philadelphia"   "2.0"   "68"   "0.0000"   "0.0735"   "0.0000"   "1.1912"   "0.0882"   "0.0000"   "0.0147"   "3.0735"   "0.6176"   "19.7794"   "6.4395"
 "2208"   "Taxco Restaurant"   "mexican"   "chicago"   "2.0"   "67"   "0.0000"   "0.0299"   "0.0000"   "0.4179"   "0.0149"   "0.0896"   "0.4328"   "1.6866"   "0.8209"   "15.8358"   "6.1416"
 "2209"   "South Sea Seafood Village"   "seafood"   "sf"   "2.0"   "190"   "0.0000"   "0.0000"   "0.0000"   "0.2842"   "0.0000"   "0.0000"   "0.0105"   "0.8316"   "0.2105"   "5.4474"   "5.8212"
 "2210"   "Ali Baba"   "middle eastern"   "nyc"   "2.0"   "103"   "0.0000"   "0.0485"   "0.0097"   "0.7282"   "0.0388"   "0.0000"   "0.1650"   "1.9320"   "0.3883"   "13.2718"   "6.3424"
 "2211"   "The Loop"   "sushi bars"   "nyc"   "2.0"   "203"   "0.0000"   "0.0148"   "0.0049"   "0.1527"   "0.0049"   "0.0000"   "0.0739"   "0.6946"   "0.3547"   "5.9754"   "6.2168"
 "2212"   "Walker's "   "american (new)"   "nyc"   "2.0"   "41"   "0.0000"   "0.0488"   "0.0000"   "0.5366"   "0.0000"   "0.0000"   "0.0732"   "1.1463"   "0.1951"   "8.5610"   "6.3082"
 "2213"   "Hawaiian Drive Inn. #28"   "fast food"   "sf"   "1.0"   "36"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0833"   "0.2778"   "0.0000"   "3.0833"   "6.1752"
 "2214"   "Maria Pia Trattoria"   "italian"   "nyc"   "2.0"   "34"   "0.0000"   "0.0000"   "0.0000"   "0.4412"   "0.0000"   "0.0000"   "0.0000"   "1.2059"   "0.3235"   "9.8529"   "6.9963"
 "2215"   "Cafe Henri"   "french"   "nyc"   "2.0"   "68"   "0.0147"   "0.1176"   "0.0000"   "0.2500"   "0.0000"   "0.0000"   "0.1912"   "0.6765"   "0.2206"   "5.8971"   "6.5031"
 "2216"   "Jean's Cafe"   "american (traditional)"   "philadelphia"   "1.0"   "166"   "0.0000"   "0.0301"   "0.0120"   "0.3313"   "0.0060"   "0.0301"   "0.0783"   "1.1446"   "0.4398"   "7.3976"   "6.0323"
 "2217"   "Royal Thai Restaurant"   "thai"   "chicago"   "1.0"   "84"   "0.0000"   "0.0238"   "0.0000"   "0.4762"   "0.0476"   "0.0952"   "0.3929"   "2.2500"   "0.6548"   "15.1548"   "5.8465"
 "2218"   "Chix"   "latin american"   "washington"   "1.0"   "31"   "0.0323"   "0.0000"   "0.0000"   "0.3226"   "0.0323"   "0.0000"   "0.1613"   "2.5484"   "0.0968"   "10.6774"   "6.1733"
 "2219"   "Impress Deli"   "other"   "nyc"   "1.0"   "48"   "0.0000"   "0.0208"   "0.0000"   "0.2500"   "0.0208"   "0.0000"   "0.0208"   "0.6250"   "0.1042"   "4.8750"   "6.5708"
 "2220"   "BXL Cafe"   "american (traditional)"   "nyc"   "2.0"   "20"   "0.0000"   "0.0000"   "0.0000"   "0.1000"   "0.0500"   "0.0000"   "0.0000"   "0.9000"   "0.4500"   "5.7000"   "6.8437"
 "2221"   "Fire House Cafe"   "other"   "sf"   "1.0"   "25"   "0.0000"   "0.0000"   "0.0000"   "0.1200"   "0.0000"   "0.0000"   "0.3600"   "0.6400"   "0.1200"   "5.6400"   "5.8016"
 "2222"   "Shiha Korean Barbeque House"   "korean"   "nyc"   "2.0"   "117"   "0.0000"   "0.0000"   "0.0000"   "0.1368"   "0.0000"   "0.0000"   "0.1197"   "0.8120"   "0.4872"   "7.4701"   "5.9573"
 "2223"   "Rana Halal Cuisine"   "middle eastern"   "philadelphia"   "2.0"   "125"   "0.0000"   "0.0080"   "0.0000"   "0.1520"   "0.0000"   "0.0000"   "0.0480"   "1.0320"   "0.0800"   "8.7440"   "6.2266"
 "2224"   "Flute"   "bars"   "nyc"   "3.0"   "32"   "0.1250"   "0.0312"   "0.0000"   "0.4062"   "0.0938"   "0.0000"   "0.0625"   "2.0625"   "0.8438"   "16.0938"   "6.4820"
 "2225"   "Dallas BBQ"   "barbeque"   "nyc"   "2.0"   "86"   "0.0000"   "0.0581"   "0.0116"   "0.3256"   "0.0581"   "0.0000"   "0.9884"   "1.8140"   "0.3953"   "12.6163"   "6.2108"
 "2226"   "The Standard Grill"   "bars"   "nyc"   "3.0"   "40"   "0.0750"   "0.0000"   "0.0000"   "0.1750"   "0.0000"   "0.0000"   "0.0000"   "0.6250"   "0.0500"   "5.8500"   "7.0615"
 "2227"   "Roomali"   "fast food"   "nyc"   "1.0"   "33"   "0.0000"   "0.1212"   "0.0000"   "0.6667"   "0.0000"   "0.0000"   "0.0000"   "1.8788"   "0.6667"   "11.1212"   "5.7851"
 "2228"   "Cafe Divine"   "italian"   "sf"   "2.0"   "34"   "0.0882"   "0.0000"   "0.0000"   "0.4412"   "0.0000"   "0.0000"   "0.0588"   "1.2353"   "0.2059"   "8.0000"   "6.2263"
 "2229"   "Boston Beer Works"   "american (traditional)"   "boston"   "2.0"   "92"   "0.0217"   "0.0000"   "0.0217"   "0.9457"   "0.0109"   "0.0000"   "0.4565"   "2.0978"   "0.4674"   "13.5761"   "6.3097"
 "2230"   "Shanghai House"   "chinese"   "sf"   "1.0"   "74"   "0.0000"   "0.0000"   "0.0000"   "0.3243"   "0.0000"   "0.0000"   "0.0000"   "1.2162"   "0.5405"   "7.7703"   "5.9357"
 "2231"   "Royal Ruby's Japanese & Thai Cuisine"   "asian fusion"   "nyc"   "3.0"   "233"   "0.0000"   "0.0000"   "0.0000"   "0.1245"   "0.0172"   "0.0043"   "0.0129"   "0.8455"   "0.3047"   "6.2575"   "6.0999"
 "2232"   "Il Portico"   "italian"   "philadelphia"   "3.0"   "48"   "0.0833"   "0.1042"   "0.0000"   "0.2500"   "0.0000"   "0.0000"   "0.0208"   "0.7917"   "0.2500"   "9.1250"   "6.4760"
 "2233"   "Two Boots Pizza"   "pizza"   "nyc"   "1.0"   "30"   "0.0000"   "0.0667"   "0.0000"   "0.3333"   "0.0000"   "0.0000"   "0.6333"   "1.6667"   "0.3333"   "10.4333"   "6.1771"
 "2234"   "Spiazzo Caffe"   "italian"   "sf"   "2.0"   "46"   "0.0652"   "0.0435"   "0.0217"   "0.4348"   "0.0000"   "0.0000"   "0.0000"   "1.6087"   "0.3913"   "13.9565"   "6.5420"
 "2235"   "Tartine"   "french"   "sf"   "1.0"   "68"   "0.0000"   "0.0000"   "0.0000"   "0.2353"   "0.0000"   "0.0000"   "0.1324"   "0.9559"   "0.1176"   "6.2500"   "6.5247"
 "2236"   "Trattoria Dopo Teatro"   "italian"   "nyc"   "2.0"   "61"   "0.0656"   "0.1967"   "0.0000"   "0.3607"   "0.0164"   "0.0000"   "0.1148"   "1.3443"   "0.3607"   "13.4426"   "6.5809"
 "2237"   "Our House East"   "american (traditional)"   "boston"   "1.0"   "78"   "0.0000"   "0.2436"   "0.0385"   "0.2179"   "0.0128"   "0.0385"   "0.3974"   "1.2308"   "0.3462"   "10.2051"   "6.0152"
 "2238"   "Little Giant"   "american (new)"   "nyc"   "3.0"   "57"   "0.1404"   "0.0000"   "0.0000"   "0.9474"   "0.0175"   "0.0000"   "0.1228"   "2.0877"   "0.3684"   "13.2632"   "6.7000"
 "2239"   "Bourbon"   "american (traditional)"   "washington"   "2.0"   "64"   "0.0312"   "0.0156"   "0.0000"   "0.4531"   "0.0000"   "0.0000"   "0.0469"   "0.8438"   "0.1094"   "6.7656"   "6.1489"
 "2240"   "Spice Express"   "indian"   "washington"   "1.0"   "23"   "0.0435"   "0.1304"   "0.0000"   "0.5217"   "0.0000"   "0.0000"   "0.0435"   "1.2609"   "0.4348"   "11.9565"   "6.2955"
 "2241"   "The Tap"   "american (traditional)"   "boston"   "2.0"   "49"   "0.0000"   "0.0612"   "0.1020"   "0.3469"   "0.0204"   "0.0000"   "0.4898"   "1.2245"   "0.3061"   "12.6327"   "6.2225"
 "2242"   "LongHorn Steakhouse"   "steakhouses"   "boston"   "2.0"   "11"   "0.0000"   "0.0000"   "0.0000"   "0.2727"   "0.0000"   "0.0000"   "0.0000"   "0.3636"   "0.0909"   "2.6364"   "7.1015"
 "2243"   "Vidalia"   "southern"   "washington"   "3.0"   "19"   "0.0526"   "0.0000"   "0.0000"   "0.3158"   "0.0000"   "0.0000"   "0.0526"   "0.8947"   "0.1579"   "10.3684"   "6.9960"
 "2244"   "Old City Cafe Of Jerusalem"   "middle eastern"   "washington"   "1.0"   "59"   "0.0000"   "0.0000"   "0.0000"   "0.1525"   "0.0000"   "0.0000"   "0.0169"   "0.6441"   "0.0000"   "4.4068"   "5.9377"
 "2245"   "Afghan Kebab House II"   "otherasian"   "nyc"   "2.0"   "43"   "0.0000"   "0.0233"   "0.0000"   "0.4186"   "0.0000"   "0.0000"   "0.0233"   "1.0930"   "0.3023"   "10.1163"   "6.4052"
 "2246"   "John's of Bleecker Street"   "pizza"   "nyc"   "2.0"   "18"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.0000"   "0.4444"   "0.1667"   "0.0000"   "4.6667"   "6.5021"
 "2247"   "David Copperfield's"   "american (traditional)"   "nyc"   "2.0"   "36"   "0.0556"   "0.0278"   "0.0000"   "0.8056"   "0.1111"   "0.0556"   "0.2500"   "2.1389"   "0.5000"   "14.6389"   "6.0834"
 "2248"   "Lemongrass"   "sushi bars"   "nyc"   "2.0"   "182"   "0.0000"   "0.0220"   "0.0000"   "0.3791"   "0.0934"   "0.0000"   "0.0275"   "1.8242"   "0.5165"   "16.2418"   "6.0379"
 "2249"   "Curry House"   "sushi bars"   "la"   "2.0"   "41"   "0.0000"   "0.0000"   "0.0000"   "0.0244"   "0.0488"   "0.0000"   "0.1220"   "0.4634"   "0.1220"   "6.0976"   "6.2448"
 "2250"   "Mario's Trattoria"   "italian"   "nyc"   "2.0"   "102"   "0.0000"   "0.0196"   "0.0000"   "0.0784"   "0.0000"   "0.0000"   "0.0686"   "0.6373"   "0.0588"   "4.4902"   "7.1919"
 "2251"   "Korea House"   "korean"   "sf"   "2.0"   "64"   "0.0312"   "0.0000"   "0.0000"   "0.1562"   "0.0000"   "0.0000"   "0.0156"   "1.0156"   "0.4844"   "9.1562"   "5.2127"
