core,name,power,rating,url,series,brand,corename,rank,productname,l3cache,l2cache,freq,price,socket
4,Core i7-6700K 8M,95W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N84BS1592,Core i7,Intel,Skylake,170,Intel Core i7-6700K 8M Skylake Quad-Core 4.0 GHz LGA 1151 95W CM8066201919901 Desktop Processor Intel?? HD Graphics 530,8 MB shared,4 x 256KB,4.0 GHz,382.54,LGA 1151
2,Core2 Duo E7500,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M23271,Core 2 Duo,Intel,Wolfdale,169,Intel Core2 Duo E7500 Wolfdale Dual-Core 2.93 GHz LGA 775 65W BX80571E7500 Processor,,3MB,2.93 GHz,175,LGA 775
2,Pentium G2130,55W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4U71180,Pentium,Intel,Ivy Bridge,168,Intel Pentium G2130 Ivy Bridge Dual-Core 3.2 GHz LGA 1155 55W BX80637G2130 Desktop Processor,3MB,2 x 256KB,3.2 GHz,135.99,LGA 1155
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N849S0031,,,,167,Intel CM8064601710501,,,,383.41,None
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA8SV50N0242,,Intel,,166,Intel Core i5-6600K 6M Skylake Quad-Core 3.5 GHz LGA 1151 91W BX80662I56600K Desktop Processor Intel HD Graphics 530,,,,252.48,None
4,Core i5 3470S,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA6ZP4TH1278,Core i5,Intel,Ivy Bridge,165,Intel Core i5 3470S Ivy Bridge Quad-Core 2.9 GHz LGA 1155 65W BX80637I53470S Desktop Processor Intel HD Graphics 2500,6MB,,2.9 GHz,330.79,LGA 1155
8,Xeon E5-2650,95W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA75M2XT7154,Xeon,Intel,Sandy Bridge-EP,164,HP 662931-B21 - Intel Xeon E5-2650 2.0GHz 20MB Cache 8-Core Processor,20MB,,2.0 GHz,664.95,LGA 2011
4,Core i7-875K,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M10770,Core i7,Intel,Lynnfield,163,Intel Core i7-875K Lynnfield Quad-Core 2.93 GHz LGA 1156 95W BX80605I7875K Unlocked Desktop Processor,8MB,,2.93 GHz,489,LGA 1156
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N84VV6651,,,,162,Intel CM8064401439612S,,,,"1,892.67",None
2,A6-7470K,65W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH4AU8516,A-Series APU,AMD,Godavari,161,AMD A6-7470K Godavari Dual-Core 3.7 GHz Socket FM2+ 65W AD747KYBJCBOX Desktop Processor AMD Radeon R5,,1MB,3.7 GHz,65.5,FM2+
4,Core i5-4690S,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96252,Core i5,Intel,Haswell,160,Intel Core i5-4690S Haswell Quad-Core 3.2 GHz LGA 1150 65W BX80646I54690S Desktop Processor Intel HD Graphics 4600,6MB,4 x 256KB,3.2 GHz,231.07,LGA 1150
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3082,,,,159,"AMD FX-8320 Eight-Core Vishera Processor 3.5GHz Socket AM3+, ",,,,213.14,AM3+
4,A10-6790K,100W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=9SIA6ZP3R96106,A-Series APU,AMD,Richland,157,AMD A10-6790K Richland 4.0 GHz (4.3GHz Turbo) Socket FM2 100W Quad-Core Desktop Processor ?€? Black Edition AMD Radeon HD 8670D,,2 x 2MB,4.0 GHz,147.42,FM2
2,Core i3-3245,55W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=9SIABRA4T48133,Core i3,Intel,Ivy Bridge,156,Intel Core i3-3245 Ivy Bridge Dual-Core 3.4 GHz LGA 1155 55W BX80637I33245 Desktop Processor Intel HD Graphics 4000,3MB,2 x 256KB,3.4 GHz,128.99,LGA 1155
4,A8-7670K,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G4EF5349,A-Series APU,AMD,Godavari,155,AMD A8-7670K Godavari Quad-Core 3.6 GHz Socket FM2+ 95W AD767KXBJCBOX Desktop Processor AMD Radeon R7,,2 x 2MB,3.6 GHz,113.15,FM2+
8,Core i7-6900K 20M,140W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N849S2345,Core i7,Intel,Broadwell-E,154,Intel Core i7-6900K 20M Broadwell-E 8-Core 3.2 GHz LGA 2011-v3 140W CM8067102056010 Desktop Processor,,,3.2 GHz,"1,261.89",LGA 2011-v3
Single,Celeron 440,35W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIABRA4T48189,Celeron,Intel,Conroe-L,153,Intel Celeron 440 Conroe-L Single-Core 2.0 GHz LGA 775 35W BX80557440 Processor,,512KB,2.0 GHz,40,LGA 775
2,Core i5-4570T,35W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96273,Core i5,Intel,Haswell,152,Intel Core i5-4570T Haswell Dual-Core 2.9 GHz LGA 1150 35W BX80646I54570T Desktop Processor Intel HD Graphics 4600,4MB,2 x 256KB,2.9 GHz,209.18,LGA 1150
4,Core i7-3770,77W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4P33928,Core i7,Intel,Ivy Bridge,151,Intel Core i7-3770 Ivy Bridge Quad-Core 3.4GHz (3.9GHz Turbo) LGA 1155 77W BX80637I73770 Desktop Processor Intel HD Graphics 4000,8MB,4 x 256KB,3.4GHz (3.9GHz Turbo),445,LGA 1155
10,Core i7-6950X 25M,140W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N849S2306,Core i7,Intel,Broadwell-E,150,Intel Core i7-6950X 25M Broadwell-E 10-Core 3.0 GHz LGA 2011-v3 140W CM8067102055800 Desktop Processor,,,3.0 GHz,"1,824.64",LGA 2011-v3
2,Pentium G3240,53W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96262,Pentium,Intel,Haswell,149,Intel Pentium G3240 Haswell Dual-Core 3.1 GHz LGA 1150 53W BX80646G3240 Desktop Processor Intel HD Graphics,3MB,2 x 256KB,3.1 GHz,58.7,LGA 1150
4,Core i7-2600,95W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G4996287,Core i7,Intel,Sandy Bridge,148,Intel Core i7-2600 Sandy Bridge Quad-Core 3.4GHz (3.8GHz Turbo Boost) LGA 1155 95W CM8062300834302S Desktop Processor Intel HD Graphics 2000,8MB,4 x 256KB,3.4GHz (3.8GHz Turbo Boost),408.84,LGA 1155
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3066,,,,147,"AMD FX-4300 Quad-Core Vishera Processor 3.8GHz Socket AM3+, ",,,,151.37,AM3+
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4SJ7239,,Intel,,146,OEM Intel Core i5-6500 6M Skylake Quad-Core 3.2 GHz LGA 1151 65W,,,,230.06,None
2,Pentium E5800,65W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M09797,Pentium,Intel,Wolfdale,145,Intel Pentium E5800 Wolfdale Dual-Core 3.2 GHz LGA 775 65W BX80571E5800 Desktop Processor,,2MB,3.2 GHz,115,LGA 775
6,Core i7-3970X Extreme Edition,150W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116877,Core i7 Extreme Edition,Intel,Sandy Bridge-E,144,Intel Core i7-3970X Extreme Edition Sandy Bridge-E 6-Core 3.5GHz (4.0GHz Turbo) LGA 2011 150W BX80619i73970X Desktop Processor,15MB,6 x 256KB,3.5GHz (4.0GHz Turbo),"1,099.99",LGA 2011
2,Core i3-4350,54W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96225,Core i3,Intel,Haswell,143,Intel Core i3-4350 Haswell Dual-Core 3.6 GHz LGA 1150 54W BX80646I34350 Desktop Processor Intel HD Graphics 4600,4MB,2 x 256KB,3.6 GHz,156.6,LGA 1150
4,Core i5-760,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M23184,Core i5,Intel,Lynnfield,141,Intel Core i5-760 Lynnfield Quad-Core 2.8 GHz LGA 1156 95W BX80605I5760 Desktop Processor,8MB,,2.8 GHz,235,LGA 1156
4,Core 2 Quad Q9300,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M23216,Core 2 Quad,Intel,Yorkfield,140,Intel Core 2 Quad Q9300 Yorkfield Quad-Core 2.5 GHz LGA 775 95W BX80580Q9300 Processor,,6MB,2.5 GHz,205,LGA 775
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84GV7598,,Intel,,139,Intel Core i3 i3-6098P Dual-core (2 Core) 3.60 GHz Processor - Socket H4 LGA-1151Retail Pack,,,,124.89,None
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA8SV4R57025,,Intel,,138,Intel Boxed Core I7-6700 FC-LGA14C 3.40 GHz 8 M Processor Cache 4 LGA 1151 BX80662I76700,,,,329.99,None
4,Core i7-860,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIABRA4T48184,Core i7,Intel,Lynnfield,137,Intel Core i7-860 Lynnfield Quad-Core 2.8 GHz LGA 1156 95W BX80605I7860 Processor,8MB,,2.8 GHz,339.99,LGA 1156
2,Core 2 Duo E8400,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M23205,Core 2 Duo,Intel,Wolfdale,136,Intel Core 2 Duo E8400 Wolfdale Dual-Core 3.0 GHz LGA 775 65W BX80570E8400 Processor,,6MB,3.0 GHz,199.99,LGA 775
4,Athlon 5150,25W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4M09885,Athlon,AMD,Kabini,135,AMD Athlon 5150 Kabini Quad-Core 1.6 GHz Socket AM1 25W AD5150JAHMBOX Desktop Processor AMD Radeon HD 8400,,2MB,1.6 GHz,45,AM1
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3075,,,,134,Intel Pentium G3258 Socket 1150 Dual-core 3.20 GHz CPU Processor (BX80646G3258),,,,110.19,LGA 1150
2,Celeron G1830,54W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3ZF9349,Celeron,Intel,Haswell,133,Intel Celeron G1830 Haswell Dual-Core 2.8 GHz LGA 1150 54W BX80646G1830 Desktop Processor Intel HD Graphics,2MB,2 x 256KB,2.8 GHz,57.67,LGA 1150
4,Core 2 Quad Q6700,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4U71198,Core 2 Quad,Intel,Kentsfield,132,Intel Core 2 Quad Q6700 Kentsfield Quad-Core 2.66 GHz LGA 775 95W BX80562Q6700 Processor,,2 x 4MB,2.66 GHz,265,LGA 775
2,Intel Core i5-650 3.2GHz,73W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M23185,Core i5,Intel,Clarkdale,131,Intel Intel Core i5-650 3.2GHz Clarkdale Dual-Core 3.2 GHz LGA 1156 73W BX80616I5650 Desktop Processor Intel HD Graphics,4MB,2 x 512KB,3.2 GHz,245,LGA 1156
2,Athlon X2 370K,65W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113336,Athlon X2,AMD,Richland,130,AMD Athlon X2 370K Richland Dual-Core 4.0 GHz Socket FM2 65W AD370KOKHLBOX Desktop Processor,,1MB,4.0 GHz,53.99,FM2
2,Intel Celeron G3920,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G41G0238,Celeron,Intel,Skylake,129,Intel Intel Celeron G3920 Skylake Dual-Core 2.9 GHz LGA 1151 65W BX80662G3920 Desktop Processor Intel HD Graphics 510,2MB shared,,2.9 GHz,45.5,LGA 1151
2,A4-4000,65W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH4N60208,A-Series APU,AMD,Richland,128,AMD A4-4000 Richland Dual-Core 3.2 GHz Socket FM2 65W AD4000OKHLBOX Desktop Processor,,1MB,3.2 GHz,32.23,FM2
4,Core i5-4570S,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116897,Core i5,Intel,Haswell,127,Intel Core i5-4570S Haswell Quad-Core 2.9 GHz LGA 1150 65W BX80646I54570S Desktop Processor Intel HD Graphics,6MB,,2.9 GHz,194.99,LGA 1150
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3080,,,,126,"AMD FX-8320E Eight-Core Vishera Processor 3.2GHz Socket AM3+, ",,,,194.81,AM3+
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3072,,,,125,AMD FX-8320 3.5Ghz Eight-Core 8 core Socket AM3+ Vishera Desktop CPU Processor,,,,222.45,AM3+
2,Pentium G3220,54W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA6ZP4MT9644,Pentium Dual-Core,Intel,Haswell,124,Intel Pentium G3220 Haswell Dual-Core 3.0 GHz LGA 1150 54W BX80646G3220 Desktop Processor Intel HD Graphics,3MB,2 x 256KB,3.0 GHz,109.99,LGA 1150
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3069,,,,123,"AMD A8-7600 Quad-Core APU Kaveri Processor 3.1GHz Socket FM2+, ",,,,114.33,FM2+
4,Core i7-3770S,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M22346,Core i7,Intel,Ivy Bridge,122,Intel Core i7-3770S Ivy Bridge Quad-Core 3.1GHz (3.9GHz Turbo) LGA 1155 65W BX80637I73770S Desktop Processor Intel HD Graphics 4000,8MB,4 x 256KB,3.1GHz (3.9GHz Turbo),485,LGA 1155
4,Core i7-4770,84W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA0FU4TX1277,Core i7,Intel,Haswell,120,Intel Core i7-4770 Haswell Quad-Core 3.4 GHz LGA 1150 84W BX80646I74770 Desktop Processor Intel HD Graphics 4600,8MB,,3.4 GHz,337.34,LGA 1150
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3093,,,,119,"AMD A10-7800 Quad-Core APU Kaveri Processor 3.5GHz Socket FM2+, ",,,,236.06,FM2+
2,Pentium G4520,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z96229,Pentium,Intel,Skylake,118,Intel Pentium G4520 Skylake Dual-Core 3.6 GHz LGA 1151 65W BX80662G4520 Desktop Processor Intel HD Graphics 530,3MB,2 x 256KB,3.6 GHz,89.57,LGA 1151
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3074,,,,117,"Intel Core i7-6700 Skylake Processor 3.4GHz 8.0GT/s 8MB LGA 1151 CPU, ",,,,440.15,LGA 1151
4,A10-7860K,65W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84P48975,A10-Series,AMD,Godavari,116,AMD A10-7860K Godavari Quad-Core 3.6 GHz Socket FM2+ 65W AD786KYBJCSBX Desktop Processor,,2 x 2MB,3.6 GHz,115.89,FM2+
4,Core i7-3770,77W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIABB74S22530,Core i7,Intel,Ivy Bridge,115,Intel Core i7-3770 Ivy Bridge Quad-Core 3.4GHz (3.9GHz Turbo) LGA 1155 77W CM8063701211600 Desktop Processor Intel HD Graphics 4000,8MB,4 x 256KB,3.4GHz (3.9GHz Turbo),319.99,LGA 1155
4,A8-7670K,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84D68855,A-Series APU,AMD,Godavari,114,AMD A8-7670K Godavari Quad-Core 3.6 GHz Socket FM2+ 95W AD767KXBJCBOX Desktop Processor AMD Radeon R7,,2 x 2MB,3.6 GHz,113.14,FM2+
2,Core i3-4360,54W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84D68956,Core i3,Intel,Haswell,113,Intel Core i3-4360 Haswell Dual-Core 3.7 GHz LGA 1150 54W BX80646I34360 Desktop Processor Intel HD Graphics 4600,4MB,2 x 256KB,3.7 GHz,156.43,LGA 1150
4,Core i5-3450,77W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M22703,Core i5,Intel,Ivy Bridge,112,Intel Core i5-3450 Ivy Bridge Quad-Core 3.1GHz (3.5GHz Turbo) LGA 1155 77W BX80637I53450 Desktop Processor Intel HD Graphics 2500,6MB,4 x 256KB,3.1GHz (3.5GHz Turbo),265,LGA 1155
4,Core i5-3350P,69W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M22712,Core i5,Intel,Ivy Bridge,111,Intel Core i5-3350P Ivy Bridge Quad-Core 3.1GHz (3.3GHz Turbo) LGA 1155 69W BX80637i53350P Desktop Processor,6MB,,3.1GHz (3.3GHz Turbo),225,LGA 1155
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3087,,,,109,"AMD FX-6300 Six-Core Vishera Processor 3.5GHz Socket AM3+, ",,,,164.02,AM3+
8,FX-9370,220W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z95812,FX-Series,AMD,Vishera,110,AMD FX-9370 Vishera 8-Core 4.4 GHz Socket AM3+ 220W FD9370FHHKBOF Desktop Processor - Black Edition,8MB,4 x 2MB,4.4 GHz,222.35,AM3+
2,Core i3-2100,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIABRA4T48099,Core i3,Intel,Sandy Bridge,108,Intel Core i3-2100 Sandy Bridge Dual-Core 3.1 GHz LGA 1155 65W BX80623I32100 Desktop Processor Intel HD Graphics 2000,3MB,2 x 256KB,3.1 GHz,169.99,LGA 1155
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4R80803,,Intel,,107,Intel Corporation - Intel Core I5 I5-4690K Quad-Core (4 Core) 3.50 Ghz Processor - Socket H3 Lga-1150Retail Pack - 1 Mb,,,,309.97,None
4,Core i7-975 Extreme Edition,130W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M10762,Core i7 Extreme Edition,Intel,Bloomfield,106,Intel Core i7-975 Extreme Edition Bloomfield Quad-Core 3.33 GHz LGA 1366 130W BX80601975 Desktop Processor,8MB,4 x 256KB,3.33 GHz,659,LGA 1366
2,Core i3-3220,55W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIABB74HH5926,Core i3,Intel,Ivy Bridge,105,Intel Core i3-3220 Ivy Bridge Dual-Core 3.3 GHz LGA 1155 55W BX80637i33220 Desktop Processor                                                                                   Intel HD Graphics 2500,3MB,,3.3 GHz,125.99,LGA 1155
4,Core i5-750,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M23192,Core i5,Intel,Lynnfield,104,Intel Core i5-750 Lynnfield Quad-Core 2.66 GHz LGA 1156 95W BX80605I5750 Processor,8MB,,2.66 GHz,255,LGA 1156
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA8SV4VV4475,,Intel,,103,Intel Core i5-6500 6MB Skylake Quad-Core 3.2 GHz LGA 1151 65W BX80662I56500 Desktop Processor Intel HD Graphics 530,,,,229.99,None
4,Core i7-950,130W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4P25364,Core i7,Intel,Bloomfield,102,Intel Core i7-950 Bloomfield Quad-Core 3.06 GHz LGA 1366 130W BX80601950 Processor,8MB,4 x 256KB,3.06 GHz,325,LGA 1366
2,Core i3-4370,54W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117446,Core i3,Intel,Haswell,101,Intel Core i3-4370 Haswell Dual-Core 3.8 GHz LGA 1150 54W BX80646I34370 Desktop Processor Intel HD Graphics 4600,4MB,2 x 256KB,3.8 GHz,146.99,LGA 1150
4,Core i7-4771,84W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819116941,Core i7,Intel,Haswell,99,Intel Core i7-4771 Haswell Quad-Core 3.5GHz (3.9GHz Turbo) LGA 1150 84W BX80646I74771 Desktop Processor Intel HD Graphics 4600,8MB,,3.5GHz (3.9GHz Turbo),317.99,LGA 1150
4,Athlon X4 870k,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113409,Athlon X4,AMD,Godavari,97,AMD Athlon X4 870k with AMD quiet cooler Quad-Core Socket FM2+ 95W AD870KXBJCSBX Desktop Processor,,2 x 2MB,3.9 GHz,86.99,FM2+
4,Core 2 Quad Q9550,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M22523,Core 2 Quad,Intel,Yorkfield,98,Intel Core 2 Quad Q9550 Yorkfield Quad-Core 2.83 GHz LGA 775 95W BX80569Q9550 Desktop Processor,,12MB,2.83 GHz,410,LGA 775
2,A6-6400K,65W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH4MK3842,A-Series APU,AMD,Richland,96,AMD A6-6400K Richland Dual-Core 3.9 GHz Socket FM2 65W AD640KOKHLBOX Desktop Processor - Black Edition AMD Radeon HD,,1MB,3.9 GHz,53.67,FM2
2,Celeron G1840,53W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G3RH7915,Celeron,Intel,Haswell,95,Intel Celeron G1840 Haswell Dual-Core 2.8 GHz LGA 1150 53W BX80646G1840 Desktop Processor Intel HD Graphics,2MB,2 x 256KB,2.8 GHz,49.47,LGA 1150
2,G3260 3MB,,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83U88497,Pentium,Intel,Haswell,94,Intel G3260 3MB Haswell Dual-Core 3.3 GHz LGA 1150 BX80646G3260 Desktop Processor,,,3.3 GHz,69.93,LGA 1150
2,Sempron 2650,25W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3ZW2894,Sempron,AMD,Kabini,93,AMD Sempron 2650 Kabini Dual-Core 1.4 GHz Socket AM1 25W SD2650JAHMBOX Desktop Processor AMD Radeon HD 8240,,1MB,1.4 GHz,30.55,AM1
6,Core i7-6800K 15M,140W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N849R9728,Core i7,Intel,Broadwell-E,92,Intel Core i7-6800K 15M Broadwell-E 6-Core 3.4 GHz LGA 2011-v3 140W CM8067102056201 Desktop Processor,,,3.4 GHz,545.99,LGA 2011-v3
None,AMD Athlon 5370,25W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3Z95817,Athlon,AMD,Kabini,91,AMD AMD Athlon 5370 AM1 FS1B 25W AD5370JAHMBOX Desktop Processor AMD Radeon HD 8400,,,,52.6,AM1
8,FX-8370E,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH4NT0972,FX-Series,AMD,Vishera,90,AMD FX-8370E Vishera 8-Core 3.3GHz (4.3GHz Turbo) Socket AM3+ 95W FD837EWMHKBOX Desktop Processor,8MB,4 x 2MB,3.3GHz (4.3GHz Turbo),200.86,AM3+
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA30R4SB3083,,,,89,"Intel Core i5-6600 Skylake Processor 3.3GHz 8.0GT/s 6MB LGA 1151 CPU, ",,,,383.28,LGA 1151
4,Core 2 Quad Q6600,,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4M23119,Core 2 Quad,Intel,Kentsfield,88,Intel Core 2 Quad Q6600 Kentsfield Quad-Core 2.4 GHz LGA 775 BX80562Q6600 Processor,,2 x 4MB,2.4 GHz,245,LGA 775
4,Intel Core i5-6402P,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84D69060,Core i5,Intel,Skylake,87,Intel Core i5 i5-6402P Quad-core (4 Core) 2.80 GHz Processor - Socket H4 LGA-1151Retail Pack,6MB,4 x 256KB,2.8 GHz,199.15,LGA 1151
4,A8-7670K,95W,Rating + 4,http://www.newegg.com/Product/Product.aspx?Item=N82E16819113405,A-Series APU,AMD,Godavari,86,AMD A8-7670K with AMD quiet cooler Quad-Core Socket FM2+ 95W AD767KXBJCSBX Desktop Processor AMD Radeon R7,,2 x 2MB,3.6 GHz,101.99,FM2+
4,Core i5-6600 6M,65W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N849S2177,Core i5,Intel,Skylake,85,Intel Core i5-6600 6M Skylake Quad-Core 3.3 GHz LGA 1151 65W CM8066201920401 Desktop Processor Intel HD Graphics 530,6 MB shared,4 x 256KB,3.3 GHz,226.94,LGA 1151
8,,,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4M11480,,AMD,,84,AMD 8-Core 4.0 GHz Socket AM3+ FD8350FRW8KHK FX-8350 8C AM3+ 125W Tray,8MB,8MB,4.0 GHz,189.89,AM3+
4,i7-4790K,,no rating,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117547,Core i7,Intel,,83,Intel i7-4790K Quad-Core LGA 1150 BXF80646I74790K Desktop Processor,,,,369.99,LGA 1150
4,A10-7870K,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4T08007,A-Series APU,AMD,Godavari,82,AMD A10-7870K Godavari Quad-Core 3.9 GHz Socket FM2+ 95W AD787KXDJCBOX Desktop Processor AMD Radeon R7,,2 x 2MB,3.9 GHz,157.99,FM2+
2,Core i3-4130,54W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4XU5003,Core i3,Intel,Haswell,81,Intel Core i3-4130 Haswell Dual-Core 3.4 GHz LGA 1150 54W BX80646I34130 Desktop Processor Intel HD Graphics 4400,3MB,,3.4 GHz,285,LGA 1150
4,Core i5-6500 6M,65W,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N84BC8290,Core i5,Intel,Skylake,80,Intel Core i5-6500 6M Skylake Quad-Core 3.2 GHz LGA 1151 65W CM8066201920404 Desktop Processor Intel HD Graphics 530,6 MB shared,4 x 256KB,3.2 GHz,204.36,LGA 1151
4,Core i5-2500,95W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=9SIAAEE4U21174,Core i5,Intel,Sandy Bridge,79,Intel Core i5-2500 Sandy Bridge Quad-Core 3.3GHz (3.7GHz Turbo Boost) LGA 1155 95W BX80623I52500 Desktop Processor Intel HD Graphics 2000,6MB,4 x 256KB,3.3GHz (3.7GHz Turbo Boost),278,LGA 1155
4,Core i5-5675C,65W,Rating + 5,http://www.newegg.com/Product/Product.aspx?Item=N82E16819117554,Core i5,Intel,Broadwell,78,Intel Core i5-5675C Broadwell Quad-Core 3.1GHz  LGA 1150 65W BX80658I55675C Desktop Processor,,4MB,3.1 GHz,289.99,LGA 1150
None,,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIABRA4UV3823,,Intel,,77,Intel Core i5 i5-4670K Quad-core (4 Core) 3.40 GHz Processor,,,,249,None
None,Core i7-3770K,,no rating,http://www.newegg.com/Product/Product.aspx?Item=9SIABRA4UV3683,Core i7,Intel,,76,Intel Core i7-3770K Ivy Bridge Quad-Core 3.5GHz (3.9GHz Turbo) LGA 1155 77W Desktop Processor Intel HD Graphics 4000,,,,449,1155 / H2 / LGA1155
