rating,chipmake,brand,memorysize,rank,boostclock,coreclock,url,memorytype,memoryclock,memoryinterface,gpu,model,productname,price
Rating + 4,NVIDIA,Inno3D,,346,1241 MHz,1178 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA4UB4PG0148,GDDR5,7Gbps,128-Bit,GeForce GTX 960,,"Inno3D NVIDIA Geforce GTX 960 OC Overclocked 2GB 128-Bit GDDR5 Video Card SLI,HDMI,DP X3, DVI 4K",287.76
Rating + 4,NVIDIA,EVGA,1GB,345,,810 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814130815,DDR3,1000 MHz,64-Bit,GeForce GT 610,01G-P3-2615-KR,EVGA GeForce GT 610 DirectX 12 (feature level 11_0) 01G-P3-2615-KR 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Video Card,34.99
Rating + 4,NVIDIA,,256MB,344,,,http://www.newegg.com/Product/Product.aspx?Item=9SIA4UB3T94337,DDR,,128-Bit,GeForce FX 5500,3081882674,NVIDIA GeForce GF FX 5500 FX5500 256 MB PCI Desktop Video Graphics Card Vga,47.89
Rating + 4,NVIDIA,,4GB,343,,,http://www.newegg.com/Product/Product.aspx?Item=9SIA4UB3T94248,,,128-Bit,GeForce GT 730,8073367222,NVIDIA Geforce 4GB PCI Express x16 Video Graphics Card HMDI Low profile shipping from US,147.09
Rating + 4,AMD,MSI,4GB,342,1316 MHz (OC Mode). 1303 MHz (Gaming Mode). 1266 MHz (Silent Mode).,,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4UW5937,GDDR5,7100 MHz (OC Mode). 7000 MHz (Gaming Mode). 7000 MHz (Silent Mode).,256-Bit,Radeon RX 480,RX 480 GAMING X 4G,MSI Radeon RX 480 4GB DirectX 12 RX 480 GAMING X 4G 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Graphics Card,387.77
Rating + 4,AMD,VisionTek,2GB,341,,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814129262,GDDR5,,256-Bit,Radeon HD 7870 GHz Edition,900548,Visiontek Radeon 7870 2GB GDDR5 6M (6x MiniDP),359.99
Rating + 4,NVIDIA,GIGABYTE,2GB,340,,1072 MHz (Std: 993 MHz),http://www.newegg.com/Product/Product.aspx?Item=N82E16814125774,GDDR5,5000 MHz,128-Bit,GeForce GT 740,GV-N740D5OC-2GI (rev. 2.0),GIGABYTE GeForce GT 740 2GB 100mm FAN OC EDITION,89.99
Rating + 4,AMD,ASUS,8GB,339,,1090 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=9SIA0AJ43B7034,GDDR5,6000 MHz,512-Bit,Radeon R9 390X,STRIX-R9390X-DC3OC-8GD5-GAMING,ASUS Radeon R9 390X DirectX 12 STRIX-R9390X-DC3OC-8GD5-GAMING 8GB 512-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,599.89
Rating + 4,AMD,MSI,4GB,338,,1000 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4RT1842,GDDR5,5800 MHz (OC Mode),256-Bit,Radeon R9 380,R9 380 GAMING 4G,MSI Radeon R9 380 DirectX 12 R9 380 GAMING 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card,439.89
Rating + 4,NVIDIA,Laintek,2GB,337,,810 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA4UB1UJ9856,DDR3,1000 MHz,64-Bit,GeForce GT 610,887745771,NVIDIA 2GB GeForce GT 610 Half Height Low Profile SFF Dual Monitor Display View HD Video Graphics Card Shipping From US,98.99
Rating + 4,NVIDIA,EVGA,2GB,336,,954 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83WM4241,DDR3,1800 MHz,64-Bit,GeForce GT 710,02G-P3-2717-KR,EVGA GeForce GT 710 DirectX 12 02G-P3-2717-KR 2GB 64-Bit DDR3 PCI Express 2.0 Video Card,45.78
Rating + 4,NVIDIA,MSI,8GB,334,1721 MHz (OC Mode). 1708 MHz (Gaming Mode). 1683 MHz (Silent Mode).,1531 MHz (OC Mode). 1518 MHz (Gaming Mode). 1506 MHz (Silent Mode).,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TK3622,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,GTX 1070 SEA HAWK,MSI GeForce GTX 1070 8GB DirectX 12 GTX 1070 SEA HAWK 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Graphics Card,698.77
Rating + 4,AMD,ASUS,1GB,333,,625 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N82KK1704,DDR3,1200 MHz,64-Bit,Radeon HD 6450,EAH6450 Silent/DI/1GD3(LP),ASUS Radeon HD 6450 DirectX 11 EAH6450 Silent/DI/1GD3(LP) 1GB 64-Bit DDR3 PCI Express 2.1 HDCP Ready Low Profile Ready Video Card,45.36
Rating + 4,NVIDIA,MSI,2GB,332,,902 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127920,DDR3,1600MHz,64-Bit,GeForce GT 730,N730K-2GD3H/LP,MSI GeForce GT 730 DirectX 12 N730K-2GD3H/LP 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,62.99
Rating + 4,ATI,Laintek,8MB,331,,,http://www.newegg.com/Product/Product.aspx?Item=9SIA4UB1T25480,,,,,9114962498,ATI Rage XL 8MB/8 MB PCI 3D VGA Video Graphics Card,18.69
Rating + 4,NVIDIA,GIGABYTE,4GB,330,1430 MHz in OC Mode,1316 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G5132680,GDDR5,7008 MHz,128-Bit,GeForce GTX 1050 Ti,GV-N105TD5-4GD,GIGABYTE GeForce GTX 1050 Ti DirectX 12 GV-N105TD5-4GD 4GB 128-Bit GDDR5 PCI Express 3.0 x16 ATX Video Cards,179.62
Rating + 4,NVIDIA,MSI,3GB,329,1809 MHz (OC). 1784 MHz (Gaming). 1708 MHz (Silent).,1594 MHz (OC). 1569 MHz (Gaming). 1506 MHz (Silent).,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TS5440,GDDR5,8108 MHz (OC). 8008 MHz (Gaming / Silent).,192-Bit,GeForce GTX 1060,,MSI GeForce GTX 1060 3GB DirectX 12 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Graphics Card (GTX 1060 GAMING X 3G),357.77
Rating + 4,NVIDIA,MSI,6GB,328,1759 MHz,1544 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH50R1816,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GTX 1060 ARMOR 6G OCV1,MSI GeForce GTX 1060 DirectX 12 GTX 1060 ARMOR 6G OCV1 6GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,282.37
Rating + 4,NVIDIA,EVGA,8GB,327,1797 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4SG0142,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070,08G-P4-6276-KR,"EVGA GeForce GTX 1070 FTW GAMING ACX 3.0, 08G-P4-6276-KR, 8GB GDDR5, RGB LED, 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC) Video Graphics Card",623.77
Rating + 4,NVIDIA,EVGA,4GB,326,1178 MHz,1050 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TA8668,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,04G-P4-3973-KR,EVGA GeForce GTX 970 4GB DirectX 12 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support 04G-P4-3973-KR Video Graphics Card,657.77
Rating + 4,AMD,MSI,4GB,325,1070 MHz,1020 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4R42642,GDDR5,5700MHz,256-Bit,Radeon R7 370,R7 370 GAMING 4G,MSI Radeon R7 370 DirectX 12 R7 370 GAMING 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card,399.89
Rating + 4,NVIDIA,PNY,8GB,324,1733 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA5754R57878,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080 FE,VCGGTX10808PB-CG,PNY GeForce GTX 1080 Founders Edition 8GB GDDR5 PCI Express 3.0 VCGGTX10808PB-CG Video Graphics Card,"1,011.77"
Rating + 4,AMD,SAPPHIRE,4GB,323,,1050 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA70F4TV9296,HBM,,4096-Bit,Radeon R9 Fury,,SAPPHIRE NITRO Radeon R9 Fury 100379NTOC+SR 4GB 4096-Bit HBM TRI-X OC+ (UEFI) 1 x Dual-Link DVI-D 1 x HDMI 3 x DisplayPort Video Card,787.76
Rating + 4,AMD,MSI,2GB,322,,625 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127738,DDR3,1066MHz,64-Bit,Radeon HD 6450,R6450-2GD3H/LP,MSI Radeon HD 6450 DirectX 11 R6450-2GD3H/LP 2GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Passive Low Profile Video Card,44.99
Rating + 4,NVIDIA,EVGA,8GB,321,1683 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487279,GDDR5,8008 MHz,256-Bit,GeForce GTX 1070 GAMING ACX 3.0 Black Edition,08G-P4-5171-KR,"EVGA GeForce GTX 1070 GAMING ACX 3.0 Black Edition, 08G-P4-5171, 8GB GDDR5, LED, DX12 OSD Support (PCOX)",399.99
Rating + 4,AMD,SAPPHIRE,4GB,320,,1050 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA0AJ3KM0168,HBM,1000 MHz,4096-Bit,Radeon R9 Fury X,100380SR,Sapphire Radeon R9 FURY X 4GB HBM PCI-E HDMI / TRIPLE DP,799.95
Rating + 4,NVIDIA,ASUS,2GB,319,,954 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126052,DDR3,900 MHz (1800 MHz GDDR3),64-Bit,GeForce GT 710,710-2-SL-CSM,ASUS GeForce GT 710 DirectX 12 710-2-SL-CSM 2GB 64-Bit DDR3 PCI Express 2.0 x 8 HDCP Ready Video Card,39.99
Rating + 4,NVIDIA,ASUS,6GB,318,1317 MHz (OC Model),1216 MHz (OC Model),http://www.newegg.com/Product/Product.aspx?Item=9SIA0AJ3Z43752,GDDR5,7200 MHz,384-Bit,GeForce GTX 980 Ti,MATRIX-GTX980TI-P-6GD5-GAMING,ASUS ROG GeForce GTX 980 Ti MATRIX-GTX980TI-P-6GD5-GAMING 6GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready Gaming Video Card,899.89
Rating + 4,NVIDIA,ZOTAC,2GB,317,,993 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA5752JT3023,DDR3,1782 MHz,128-Bit,GeForce GT 740,,ZOTAC Video Graphics Card NVIDIA GeForce GT 740 2 GB DDR3 VGA/DVI/HDMI Low Profile PCI-Express 2GB,147.77
Rating + 4,NVIDIA,EVGA,4GB,316,1367 MHz,1216 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4SM1995,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,04G-P4-2978-KR,"EVGA GeForce GTX 970 04G-P4-2978-KR 4GB FTW GAMING w/ACX 2.0, Silent Cooling Video Graphics Card",798.77
Rating + 4,NVIDIA,MSI,8GB,315,1683 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TS4976,GDDR5,4004 MHz,256-Bit,GeForce GTX 1070 FE,MSI GeForce GTX 1070 Founders Edition,MSI GTX 1070 Founders Edition GeForce GTX 1070 Video Graphic Card - 1.51 GHz Core - 1.,637.77
Rating + 4,NVIDIA,GIGABYTE,4GB,314,1304 MHz in OC Mode,1203 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4SC7425,GDDR5,7010 MHz,256-Bit,GeForce GTX 980,GV-N980WF3OC-4GD (rev. 1.0/1.1),GIGABYTE GeForce GTX 980 4GB WINDFORCE 3X OC EDITION,739.89
Rating + 4,NVIDIA,GIGABYTE,2GB,313,1431 MHz in OC Mode,1228 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125823,GDDR5,,128-Bit,GeForce GTX 950,GV-N950XTREME-2GD,GIGABYTE GeForce GTX 950 DirectX 12 GV-N950XTREME-2GD 2GB 128-Bit GDDR5 PCI Express 3.0 ATX Video Card,169.99
Rating + 4,NVIDIA,MSI,6GB,312,1076 MHz,1000 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4R42511,GDDR5,7010 MHz,384-Bit,GeForce GTX 980 Ti,GTX 980Ti GAMING 6G LE,MSI GeForce GTX 980TI GAMING 6G LE,719.99
Rating + 4,NVIDIA,MSI,2GB,311,1085 MHz,1020 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4VE3397,GDDR5,5400 MHz,128-Bit,GeForce GTX 750 Ti,N750 Ti-2GD5TLP,MSI GeForce GTX 750 Ti 2GB DirectX 11.2 N750 Ti-2GD5TLP 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Graphics Card,186.77
Rating + 4,AMD,XFX,2GB,310,,1220 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150779,GDDR5,7.0 GHz,128-Bit,Radeon RX 460,RX-460P2DFG5,XFX Radeon RX 460 DirectX 12 RX-460P2DFG5 2GB 128-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,119.99
Rating + 4,NVIDIA,EVGA,4GB,309,,1059MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487043,DDR3,1334MHz,128-Bit,GeForce GT 740 Superclocked,04G-P4-2744-KR,EVGA GeForce GT 740 Superclocked DirectX 12 (feature level 11_0) 04G-P4-2744-KR 4GB 128-Bit DDR3 PCI Express 3.0 Video Card,99.99
Rating + 4,,,,308,,,http://www.newegg.com/Product/Product.aspx?Item=9SIAA4T4Z27040,,,,,,NVIDIA QUADRO NVS 450 PCIE VIDEO CARD NVS450 512MB 4 MONITORS,225.00
Rating + 4,NVIDIA,MSI,3GB,307,1759 MHz,1544 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N84R84159,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GTX 1060 3G OCV1,MSI GeForce GTX 1060 DirectX 12 GTX 1060 3G OCV1 3GB 192-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,212.61
Rating + 5,NVIDIA,MSI,2GB,305,1163 MHz (OC mode),1085 MHz (OC mode),http://www.newegg.com/Product/Product.aspx?Item=9SIABVR4V75477,GDDR5,5400 MHz,128-Bit,GeForce GTX 750Ti GAMING,N750Ti TF 2GD5/OC,MSI GeForce GTX 750Ti GAMING DirectX 12 N750Ti TF 2GD5/OC 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,159.99
Rating + 5,NVIDIA,Inno3D,,304,1228 MHz,1088 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA4UB4PG0636,GDDR5,7.0Gbps,256-Bit,,,"Inno3D NVIDIA Geforce GTX 970 4GB GDDR5 256-bit PCI Express 3.0 x16 Overclocked DirectX 12 API OpenGL 4.4 Video Graphics Card HD1080,4K,4 monitors",457.76
Rating + 5,NVIDIA,EVGA,6GB,303,1708 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G4R63748,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,06G-P4-6366-KR,"EVGA GeForce GTX 1060 6GB FTW+ DT GAMING ACX 3.0, 6GB GDDR5, LED, DX12 OSD Support (PXOC), 06G-P4-6366-KR",322.14
Rating + 5,AMD,MSI,2GB,302,,800 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127954,GDDR5,4500 MHz,128-Bit,Radeon R7 240,R7 240 2GD5,MSI Radeon R7 240 DirectX 11.2 R7 240 2GD5 2GB 128-Bit GDDR5 PCI Express 3.0 Video Cards,59.99
Rating + 5,NVIDIA,GIGABYTE,8GB,301,1936 MHz in OC mode,1784 MHz in OC mode,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N84R62950,GDDR5X,10416 MHz in OC mode,256-Bit,GeForce GTX 1080,GV-N1080XTREME-8GD,GIGABYTE GeForce GTX 1080 XTREME Gaming GV-N1080XTREME-8GD Video Card,776.42
Rating + 5,AMD,MSI,2GB,300,,1000 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIABVR4RP2035,GDDR5,5500 MHz,256-Bit,Radeon R9 380,R9 380 GAMING 2G,MSI Radeon R9 380 DirectX 12 R9 380 GAMING 2G 2GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready CrossFireX Support ATX Video Card,249.99
Rating + 5,,,,299,,,http://www.newegg.com/Product/Product.aspx?Item=9SIAA4T4ZW8272,,,,,,"Nvidia Quadro M6000 12GB GDDR5 PCIe 3.0 x16 GPU Graphics Card HP L2K02AA J0G92A 	
813596-001","4,359.00"
Rating + 5,AMD,VisionTek,1GB,298,,650 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814129172,DDR3,1333 MHz,128-Bit,Radeon HD 5570,900345,Visiontek Radeon 5570 SFF 1GB DDR3 4M VHDCI DVI (4 x DVI-D),179.99
Rating + 5,AMD,XFX,8GB,297,,1000 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH4BY6751,HBM,500 MHz,4096-Bit,Radeon Pro Duo,R9-PROD-8VRW,XFX Radeon Pro Duo R9-PROD-8VRW 8GB 4096-Bit HBM PCI Express 3.0 CrossFireX Support Video Card,"1,596.41"
Rating + 5,NVIDIA,ZOTAC,4GB,296,1240 MHz,1177 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4RA6250,GDDR5,7010 MHz,128-Bit,GeForce GTX 960,ZT-90308-10M,ZOTAC GeForce GTX 960 4G,339.89
Rating + 5,AMD,SAPPHIRE,8GB,295,,1055 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA0AJ48D6539,GDDR5,6000 MHz,512-Bit,Radeon R9 390X,100381NTOCL,SAPPHIRE NITRO Radeon R9 390X DirectX 12 100381NTOCL 8GB 512-Bit GDDR5 PCI Express 3.0 OC Version w/ backplate (UEFI) Video Card,629.48
Rating + 5,AMD,SAPPHIRE,8GB,294,,1040 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA5753KG6269,,6000 MHz,512-Bit,Radeon R9 390,11244-01-20G,Sapphire Nitro AMD Radeon R9 390 8GB GDDR5 DVI/HDMI/3DisplayPort PCI-Express Video Graphics Card,537.77
Rating + 5,NVIDIA,EVGA,6GB,293,1835 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4SR7906,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,06G-P4-6163-KR,"EVGA GeForce GTX 1060 SC GAMING, ACX 2.0 (Single Fan), 06G-P4-6163-KR, 6GB GDDR5, DX12 OSD Support (PXOC), Only 6.8 Inches Video Graphics Card",398.77
Rating + 5,NVIDIA,EVGA,2GB,292,1317 MHz,1127 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA6KX47N9505,GDDR5,6610 MHz,128-Bit,GeForce GTX 950,02G-P4-1956-KR,EVGA GeForce GTX 950 DirectX 12 02G-P4-1956-KR 2GB 128-Bit GDDR5 PCI Express 3.0 x16 SLI Support SC GAMING Video Card,175.00
Rating + 5,NVIDIA,EVGA,2GB,291,,700 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487056,DDR3,1400 MHz,128-Bit,GeForce GT 730,02G-P3-2738-KR,EVGA GeForce GT 730 DirectX 12 (feature level 11_0) 02G-P3-2738-KR 2GB 128-Bit DDR3 PCI Express 2.0 Video Card,69.99
Rating + 5,NVIDIA,,8GB,290,1733MHz,1506MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA4F94WW4977,GDDR5,8Gbps,256-Bit,GeForce GTX 1070,GeForce GTX 1070,Inno3D Nvidia Geforce GTX 1070 Twin X2 Video Graphics Card,499.00
Rating + 5,NVIDIA,MSI,8GB,289,1847 MHz,1708 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TF2280,GDDR5X,10108 MHz,256-Bit,GeForce GTX 1080,GTX 1080 SEA HAWK X,MSI GeForce GTX 1080 8GB DirectX 12 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX GTX 1080 SEA HAWK X Video Graphics Card,"1,149.77"
Rating + 5,NVIDIA,GIGABYTE,4GB,288,1367 MHz in OC Mode,1215 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4TF5910,GDDR5,7100 MHz,256-Bit,GeForce GTX 970,GV-N970XTREME-4GD,GIGABYTE GeForce GTX 970 4GB XTREME GAMING OC EDITION,439.89
Rating + 5,,EVGA,2GB,287,,1085 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83U90794,GDDR5,5000 MHz,128-Bit,GeForce GT 740,02G-P4-3747-KR,EVGA GeForce GT 740 02G-P4-3747-KR 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,95.07
Rating + 5,NVIDIA,EVGA,6GB,286,1190 MHz,1000 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4R42294,GDDR5,7010 MHz,384-Bit,GeForce GTX 980 Ti,06G-P4-4997-KR,EVGA GeForce GTX 980 Ti DirectX 12 06G-P4-4997-KR 6GB 384-Bit GDDR5 PCI Express 3.0 SLI Support Classified ACX 2.0+ Video Card,799.74
Rating + 5,AMD,GIGABYTE,8GB,285,,1025 MHz (standard: 1000 MHz),http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4RA6558,GDDR5,6000 MHz,512-Bit,Radeon R9 390,GV-R939G1 GAMING-8GD,GIGABYTE Radeon R9 390 DirectX 12 GV-R939G1 GAMING-8GD 8GB 512-Bit GDDR5 PCI Express 3.0 HDCP Ready ATX Video Card,499.89
Rating + 5,NVIDIA,EVGA,2GB,284,1190 MHz,1025 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA6KX47N9497,GDDR5,6610 MHz,128-Bit,GeForce GTX 950,02G-P4-1954-KR,EVGA GeForce GTX 950 DirectX 12 02G-P4-1954-KR 2GB 128-Bit GDDR5 PCI Express 3.0 x16 SLI Support GAMING Video Card,179.99
Rating + 5,NVIDIA,EVGA,8GB,283,1860 MHz,1721 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TB1275,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080,08G-P4-6286-KR,"EVGA NVIDIA GeForce GTX 1080 8GB FTW GAMING ACX 3.0 GDDR5X, Adjustable RGB LED, 10CM FAN, 10 Power Phases, Double BIOS, DX12 OSD Support (PXOC) 08G-P4-6286-KR Video Graphics Card","1,173.77"
Rating + 5,NVIDIA,EVGA,6GB,282,1228 MHz,1140 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487144,GDDR5,7010 MHz,384-Bit,GeForce GTX 980 Ti Hybrid,06G-P4-1996-KR,"EVGA GeForce GTX 980 Ti 06G-P4-1996-KR 6GB HYBRID GAMING, ""All in One"" No Hassle Water Cooling, Just Plug and Play Graphics Card",773.99
Rating + 5,NVIDIA,MSI,8GB,281,1797 MHz (OC Mode). 1771 MHz (Gaming Mode). 1683 MHz (Silent Mode).,1607 MHz (OC Mode). 1582 MHz (Gaming Mode). 1506 MHz (Silent Mode).,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TK3674,GDDR5,8108 MHz,256-Bit,GeForce GTX 1070,,MSI GeForce GTX 1070 8GB DirectX 12 GTX 1070 GAMING X 8G 256-Bit GDDR5 DVI/HDMI/3DisplayPort PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Graphics Card,622.77
Rating + 5,NVIDIA,MSI,2GB,280,1304 MHz (OC Mode),1241 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4R42232,GDDR5,7010 MHz,128-Bit,GeForce GTX 960,GTX 960 GAMING 2G,MSI GeForce GTX 960 DirectX 12 GTX 960 GAMING 2G 2GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,399.79
Rating + 5,AMD,SAPPHIRE,4GB,279,,,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G4W98343,GDDR5,,128-Bit,Graphics Core Next (GCN),32255-00-20G,SAPPHIRE GPRO 4200 Graphics Core Next (GCN) DirectX 12 32255-00-20G 4GB 128-Bit GDDR5 PCI Express 3.0 Low Profile Video Card,156.58
Rating + 5,NVIDIA,,8GB,278,1733MHz,1607MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA4F94WW4976,GDDR5X,10Gbps,256-Bit,GeForce GTX 1080,GeForce GTX 1080,Inno3D Nvidia Geforce GTX 1080 Twin X2 Video Graphics Card,788.00
Rating + 5,NVIDIA,MSI,4GB,277,1279 MHz (OC Mode),1140 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=9SIA85V4R41361,GDDR5,7010 MHz,256-Bit,GeForce GTX 970,GTX 970 GAMING 100ME,MSI GeForce GTX 970 GAMING 100ME,499.98
Rating + 5,NVIDIA,MSI,8GB,275,1797 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TS5211,GDDR5,8000 MHz,256-Bit,GeForce GTX 1070,GTX 1070 SEA HAWK EK X,MSI GeForce GTX 1070 8GB DirectX 12 GTX 1070 SEA HAWK EK X 256-Bit DDR5 PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Graphics Card,759.77
Rating + 5,NVIDIA,PNY,,274,1733 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA4UB4PF7672,GDDR5X,,256-Bit,GeForce GTX 1080 FE,VCGGTX10808PB-CG,PNY GeForce GTX 1080 Founders Edition 8GB GDDR5 256-Bit PCI Express 3.0 VCGGTX10808PB-CG Boost Clock 1733 MHz Video Graphics Card,"1,011.76"
Rating + 5,NVIDIA,EVGA,2GB,273,1342 MHz,1279 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TB0600,GDDR5,7010 MHz,128-Bit,GeForce GTX 960,02G-P4-2966-KR,"EVGA GeForce GTX 960 02G-P4-2966-KR 2GB SSC GAMING w/ACX 2.0+, Whisper Silent Cooling Graphics Card",486.77
Rating + 5,NVIDIA,,8GB,272,1847 MHz (OC Mode). 1822 MHz (Gaming Mode). 1733 MHz (Silent Mode).,1708 MHz (OC Mode). 1683 MHz (Gaming Mode). 1607 MHz (Silent Mode).,http://www.newegg.com/Product/Product.aspx?Item=9SIA73M4TF1858,GDDR5X,10108 MHz,256-Bit,GeForce GTX 1080,GTX 1080 GAMING X 8G,MSI GeForce GTX 1080 8GB DirectX 12 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX GTX 1080 GAMING X 8G Video Graphics Card,"1,039.77"
Rating + 5,NVIDIA,EVGA,4GB,271,1279 MHz,1216 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA70F4VB3549,GDDR5,7010 MHz,128-Bit,GeForce GTX 960,04G-P4-3962-KR,"EVGA GeForce GTX 960 04G-P4-3962-KR 4GB SC GAMING, Only 6.8 inches, Perfect for mITX Build Graphics Card",599.99
