rating,chipmake,brand,memorysize,rank,boostclock,coreclock,url,memorytype,memoryclock,memoryinterface,gpu,model,productname,price
Rating + 3,NVIDIA,EVGA,4GB,194,,700 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83V74322,DDR3,,128-Bit,GeForce GT 730,04G-P3-2739-KR,EVGA GeForce GT 730 DirectX 12 04G-P3-2739-KR 4GB 128-Bit DDR3 PCI Express 2.0 Video Card,82.09
Rating + 3,ATI,VisionTek,512MB,193,,,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH3YS7999,GDDR2,,128-Bit,Radeon HD 3650,900232,VisionTek Radeon HD 3650 DirectX 10.1 900232 512MB 128-Bit GDDR2 PCI Express 2.0 x16 HDCP Ready CrossFireX Support Video Card,80.85
Rating + 3,ATI,VisionTek,512MB,192,,650 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814129173,DDR3,,,Radeon HD 5450,900344,Visiontek Radeon 5450 SFF 512MB DDR3 3M (3 x DVI-D),124.99
Rating + 3,NVIDIA,PNY,1GB,191,,902MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133542,GDDR5,5000 MHz,64-Bit,GeForce GT 730,VCGGT7301D5LXPB,PNY GeForce GT 730 DirectX 12 (feature 11_0) VCGGT7301D5LXPB 1GB 64-Bit GDDR5 PCI Express 2.0 Low Profile Ready Video Card,54.99
Rating + 3,AMD,VisionTek,1GB,190,,800 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814129271,DDR3,1600MHz,128-Bit,Radeon HD 7750,900574,"Visiontek Radeon 7750 SFF 1GB DDR3 3M (2 x HDMI, miniDP)",142.99
Rating + 3,ATI,VisionTek,512MB,189,,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814129149,DDR2,,64-Bit,Radeon HD 4350,900270,"Visiontek Radeon 4350 512MB DDR2 (DVI-I, HDMI, VGA)",32.99
Rating + 3,NVIDIA,ASUS,8GB,188,1733 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126101,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080 FE,GTX1080-8G,ASUS GeForce GTX 1080 Founders Edition,699.99
Rating + 3,NVIDIA,EVGA,1GB,187,,810 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814130788,DDR3,1000 MHz,64-Bit,GeForce GT 610,01G-P3-2616-KR,EVGA GeForce GT 610 DirectX 12 (feature level 11_0) 01G-P3-2616-KR 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Video Card,39.99
Rating + 3,NVIDIA,ASUS,6GB,186,OC Mode: 1809 MHz,OC Mode: 1594 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126122,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,DUAL-GTX1060-O6G,ASUS GeForce GTX 1060 DUAL-GTX1060-O6G 6GB 192-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,279.99
Rating + 3,NVIDIA,GIGABYTE,3GB,185,1771 MHz in OC Mode,1556 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=9SIA65C4Z87284,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,GV-N1060IXOC-3GD,GIGABYTE GeForce GTX 1060 Mini ITX OC 3GB GV-N1060IXOC-3GD Video Card,189.99
Rating + 3,AMD,ASUS,2GB,184,,1244 MHz (OC mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814126125,GDDR5,7000 MHz (1750 MHz GDDR5),128-Bit,Radeon RX 460,DUAL-RX460-O2G,ASUS Dual-fan Radeon RX 460 2GB OC Edition AMD Gaming Graphics Card with DP 1.4 HDMI 2.0 (DUAL-RX460-O2G),119.99
Rating + 3,AMD,VisionTek,1GB,183,,,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F83MY0207,DDR3,,,Radeon HD 6350,900456,"Visiontek Radeon 6350 SFF 1GB DDR3 3M DMS59 (2 x DVI-I, miniDP) w/ 2 x DVI-I to VGA Adapter",86.88
Rating + 3,NVIDIA,EVGA,1GB,182,,902MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83U88399,GDDR5,5000 MHz,64-Bit,GeForce GT 730,01G-P3-3731-KR,EVGA GeForce GT 730 DirectX 12 (feature level 11_0) 01G-P3-3731-KR 1GB 64-Bit GDDR5 PCI Express 2.0 Low Profile Ready Video Card,68.00
Rating + 3,AMD,VisionTek,2GB,181,,800 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814129314,GDDR5,1125MHz x4 (4.5Gb/s),128-Bit,Radeon HD 7750,900798,Visiontek Radeon 7750 SFF 2GB GDDR5 4M (4x miniDP),189.99
Rating + 4,NVIDIA,EVGA,2GB,179,,700 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487055,DDR3,1400 MHz,128-Bit,GeForce GT 730,02G-P3-2732-KR,EVGA GeForce GT 730 DirectX 12 (feature level 11_0) 02G-P3-2732-KR 2GB 128-Bit DDR3 PCI Express 2.0 Low Profile Ready Video Card,67.99
Rating + 4,NVIDIA,ASUS,6GB,178,1708 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126114,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,STRIX-GTX1060-6G-GAMING,ASUS GeForce GTX 1060 6GB ROG STRIX VR Ready HDMI 2.0 DP 1.4 Auto-extreme Graphics Card,319.99
Rating + 4,AMD,XFX,4GB,177,,990 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150761,DDR5,5.7 GHz,256-Bit,Radeon R9 380X,R9-380X-4255,XFX Radeon R9 380X R9-380X-4255 4GB 256-Bit DDR5 PCI Express 3.0 CrossFireX Support DD XXX OC Video Card,234.99
Rating + 4,NVIDIA,GIGABYTE,2GB,176,1137 MHz,1059 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125824,GDDR5,5400 MHz,128-Bit,GeForce GTX 750 Ti,GV-N75TOC2-2GI,GIGABYTE GeForce GTX 750 Ti 2GB WINDFORCE 2X OC EDITION,119.99
Rating + 4,AMD,ASUS,2GB,175,,650 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814121657,DDR3,1200 MHz,64-Bit,Radeon HD 6450,HD6450-SL-2GD3-L,ASUS Radeon HD 6450 DirectX 11 HD6450-SL-2GD3-L 2GB 64-Bit DDR3 PCI Express 2.1 x16 HDCP Ready Low Profile Ready Video Card,54.99
Rating + 4,NVIDIA,ASUS,4GB,174,1342 MHz,1241 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814121908,GDDR5,7010 MHz,256-Bit,GeForce GTX 980,MATRIX-GTX980-P-4GD5,ASUS ROG GeForce GTX 980 MATRIX-GTX980-P-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Gaming Video Card,586.99
Rating + 4,NVIDIA,PNY,2GB,173,1367 MHz,1304 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133590,GDDR5,7Gbps,128-Bit,GeForce GTX 960,VCGGTX9602XPB-XE-OC,PNY GeForce GTX 960 DirectX 12 VCGGTX9602XPB-XE-OC 2GB 128-Bit GDDR5 PCI Express 3.0 x16 SLI Support XLR8 Elite OC Video Card,179.99
Rating + 4,NVIDIA,ASUS,2GB,172,1202 MHz,1124 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814121896,GDDR5,5400MHz,128-Bit,GeForce GTX 750 Ti,STRIX-GTX750TIOC2GD5,ASUS GeForce GTX 750 Ti STRIX-GTX750TIOC2GD5 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,114.99
Rating + 4,AMD,VisionTek,4GB,171,,1220 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814129324,GDDR5,,128-Bit,Radeon RX 460,900900,"VisionTek Radeon RX 460 DirectX 12 900900 4GB 128-Bit GDDR5 PCI Express 3.0 x16 ""Overclocked"" Edition Video Card",119.99
Rating + 4,NVIDIA,GIGABYTE,8GB,170,1733 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA57X4SV2322,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080 FE,GV-N1080D5X-8GD-B,GIGABYTE GeForce GTX 1080 Founders Edition GV-N1080D5X-8GD-B,649.00
Rating + 4,NVIDIA,MSI,2GB,169,,700 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83WM4218,DDR3,1600MHz,128-Bit,GeForce GT 730,N730-2GD3V3,MSI GeForce GT 730 DirectX 12 N730-2GD3V3 2GB 128-Bit DDR3 PCI Express 2.0 x16 HDCP Ready ATX Video Card,61.81
Rating + 4,NVIDIA,EVGA,1GB,168,,954 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83V74290,DDR3,1800 MHz,64-Bit,GeForce GT 710,01G-P3-2711-KR,EVGA GeForce GT 710 DirectX 12 01G-P3-2711-KR 1GB 64-Bit DDR3 PCI Express 2.0 Low Profile Video Card,42.34
Rating + 4,AMD,ASUS,2GB,167,780 MHz,730 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F83MX9238,DDR3,900 MHz,128-Bit,Radeon R7 240,R7240-2GD3-L,ASUS Radeon R7 240 DirectX 11.2 R7240-2GD3-L 2GB 128-Bit DDR3 PCI Express 3.0 HDCP Ready Low Profile Video Card,68.99
Rating + 4,AMD,ASUS,2GB,166,,990 MHz (OC Mode),http://www.newegg.com/Product/Product.aspx?Item=N82E16814126128,GDDR5,5500 MHz (DDR2),256-Bit,Radeon R9 380,STRIX-R9380-DC2-2GD5-GAMING,ASUS Radeon R9 380 STRIX-R9380-DC2-2GD5-GAMING 2GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,189.99
Rating + 4,NVIDIA,ZOTAC,8GB,165,1797 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84964257,GDDR5,8000 MHz,256-Bit,GeForce GTX 1070,ZT-P10700C-10P,"ZOTAC GeForce GTX 1070 AMP! Edition, ZT-P10700C-10P, 8GB GDDR5 IceStorm Cooling, Metal Wraparound Carbon ExoArmor exterior, Ultra-wide 100mm Fans, Spectra Lighting, PowerBoost, FREEZE fan stop",415.30
Rating + 4,NVIDIA,GIGABYTE,2GB,164,1111 MHz,1033 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125680,GDDR5,5400 MHz,128-Bit,GeForce GTX 750 Ti,GV-N75TOC-2GL,GIGABYTE GeForce GTX 750Ti 2GB LOW PROFILE OC EDITION,109.99
Rating + 4,NVIDIA,PNY,2GB,163,,954 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133621,DDR3,1600MHz,64-Bit,GeForce GT 710,VCGGT7102XPB,PNY GeForce GT 710 DirectX 12 VCGGT7102XPB 2GB 64-Bit DDR3 PCI Express 2.0 x 8 Low Profile Video Card,39.99
Rating + 4,NVIDIA,GIGABYTE,2GB,162,,954 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125899,DDR3,1600MHz,64-Bit,GeForce GT 710,GV-N710D3-2GL REV2.0,GIGABYTE GeForce GT 710 DirectX 12 GV-N710D3-2GL REV2.0 2GB 64-Bit DDR3 PCI Express 2.0 Low Profile Video Card,36.99
Rating + 4,AMD,PowerColor,4GB,161,1212 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131698,GDDR5,1750 MHz (7.0 Gbps),128-Bit,Radeon RX 460,AXRX4604GBD5-DHV2/OC,PowerColor RED DRAGON Radeon RX 460 DirectX 12 AXRX4604GBD5-DHV2/OC 4GB 128-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,129.99
Rating + 4,AMD,XFX,2GB,160,,1220 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150780,GDDR5,7.0 GHz,128-Bit,Radeon RX 460,RX-460P2SFG5,XFX Radeon RX 460 True OC DirectX 12 RX-460P2SFG5 2GB 128-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,99.99
Rating + 4,AMD,XFX,2GB,159,,1000 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150716,DDR3,1300 MHz,128-Bit,Radeon R7 250X,R7-250X-CGF4,XFX Radeon R7 250X DirectX 11.2 R7-250X-CGF4 2GB 128-Bit DDR3 PCI Express 3.0 x16 Core Edition Video Card,89.99
Rating + 4,AMD,VisionTek,8GB,158,,1288 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814129325,GDDR5,,256-Bit,Radeon RX 480,900898,"VisionTek Radeon RX 480 DirectX 12 900898 8GB 256-Bit GDDR5 PCI Express 3.0 x16 ""Overclocked"" Edition Video Card",269.99
Rating + 4,NVIDIA,PNY,1GB,157,1085 MHz,1020 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133532,GDDR5,5000 MHz,128-Bit,GeForce GTX 750,VCGGTX7501XPB,PNY VCGGTX7501XPB GeForce GTX 750 1GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,109.99
Rating + 4,AMD,PowerColor,1GB,156,,650 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131338,DDR3,400 MHz x 2,64-Bit,Radeon HD 5450,AX5450 1GBK3-SHEV4,PowerColor Go! Green Radeon HD 5450 DirectX 11 AX5450 1GBK3-SHEV4 1GB 64-Bit DDR3 PCI Express 2.1 CrossFireX Support Low Profile Video Card (UEFI Ready),34.99
Rating + 4,AMD,ASUS,4GB,155,,1270 MHz in OC mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126124,GDDR5,,256-Bit,Radeon RX 470,STRIX-RX470-O4G-GAMING,ASUS ROG STRIX Radeon RX 470 4GB OC Edition AMD Gaming Graphics Card with DP 1.4 HDMI 2.0 (STRIX-RX470-O4G),199.99
Rating + 4,AMD,SAPPHIRE,1GB,154,,625 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202199,DDR3,,64-Bit,Radeon R5 230,100372L,SAPPHIRE Radeon R5 230 DirectX 11 100372L 1GB 64-Bit DDR3 PCI Express 3.0 Video Card,32.99
Rating + 4,NVIDIA,EVGA,2GB,153,1190 MHz,1025 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487250,GDDR5,6610 MHz,128-Bit,GeForce GTX 950,02G-P4-1953-KR,EVGA GeForce GTX 950 DirectX 12 02G-P4-1953-KR 2GB 128-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,159.99
Rating + 4,AMD,ASUS,2GB,152,925 MHz,725 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA4M54FU7410,GDDR5,1125 MHz,128-Bit,Radeon R7 250,R7250-2GD5,ASUS Radeon R7 250 DirectX 12 R7250-2GD5 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Cards,92.46
Rating + 4,AMD,GIGABYTE,4GB,151,,1000 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125822,HBM,1000 MHz,4096-Bit,Radeon R9 Nano,GV-R9NANO-4GD-B,GIGABYTE Radeon R9 Nano GV-R9NANO-4GD-B 4GB 4096-Bit HBM PCI Express 3.0 ATX Video Card,489.99
Rating + 4,NVIDIA,EVGA,2GB,150,,902MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487052,GDDR5,5000 MHz,64-Bit,GeForce GT 730,02G-P3-3733-KR,EVGA GeForce GT 730 DirectX 12 (feature level 11_0) 02G-P3-3733-KR 2GB 64-Bit GDDR5 PCI Express 2.0 Low Profile Ready Video Card,69.99
Rating + 4,NVIDIA,MSI,1GB,149,,954 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N83WZ4770,DDR3,1600MHz,64-Bit,GeForce GT 710,GT 710 1GD3H LP,MSI GeForce GT 710 DirectX 12 GT 710 1GD3H LP 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,37.81
Rating + 4,NVIDIA,GIGABYTE,8GB,148,1683 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G4AY2765,GDDR5,,256-Bit,GeForce GTX 1070 FE,GV-N1070D5-8GD-B,GIGABYTE GeForce GTX 1070 Founders Edition GV-N1070D5-8GD-B,429.99
Rating + 4,NVIDIA,GIGABYTE,1GB,147,,520 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125402,DDR3,1200 MHz,64-Bit,GeForce 210,GV-N210SL-1GI,GIGABYTE HD Experience Series GeForce 210 DirectX 10.1 GV-N210SL-1GI 1GB 64-Bit DDR3 PCI Express 2.0 HDCP Ready Low Profile Ready Video Card,29.99
Rating + 4,AMD,GIGABYTE,2GB,146,1212 MHz,,http://www.newegg.com/Product/Product.aspx?Item=9SIA24G4NE5291,GDDR5,7000 MHz,128-Bit,Radeon RX 460,GV-RX460WF2OC-2GD,GIGABYTE Radeon RX 460 WINDFORCE OC 2GB GV-RX460WF2OC-2GD,117.97
Rating + 4,NVIDIA,PNY,8GB,145,1683 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA2F84K21694,GDDR5,8000 MHz,256-Bit,GeForce GTX 1070 FE,VCGGTX10708PB-CG,PNY GeForce GTX 1070 Founders Edition 8GB GDDR5 PCI Express 3.0 Graphics Card VCGGTX10708PB-CG,451.02
Rating + 4,NVIDIA,MSI,8GB,143,1683 MHz,1506 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127941,GDDR5,4004 MHz,256-Bit,GeForce GTX 1070 FE,GTX 1070 FOUNDERS ED,MSI GeForce GTX 1070 Founders Edition,459.99
Rating + 4,AMD,GIGABYTE,8GB,142,1266 MHz,1120 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125912,GDDR5,8000 MHz,256-Bit,Radeon RX 480,GV-RX480WF2-8GD,GIGABYTE Radeon RX 480 WINDFORCE 8GB GV-RX480WF2-8GD Video Card,239.99
Rating + 4,AMD,ASUS,8GB,141,OC Mode: 1330 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126117,GDDR5,8000 MHz,256-Bit,Radeon RX 480,STRIX-RX480-O8G-GAMING,ASUS ROG Radeon RX 480 STRIX-RX480-O8G-GAMING 8GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,299.99
Rating + 4,NVIDIA,GIGABYTE,4GB,140,1137 MHz (std: 1085 MHz),1059 MHz (std: 1020 MHz),http://www.newegg.com/Product/Product.aspx?Item=N82E16814125813,GDDR5,5400 MHz,128-Bit,GeForce GTX 750 Ti,GV-N75TWF2OC-4GI,GIGABYTE GeForce GTX 750Ti 4GB WINDFORCE 2X OC EDITION,119.99
Rating + 4,AMD,GIGABYTE,4GB,139,,980 MHz (standard: 970 MHz),http://www.newegg.com/Product/Product.aspx?Item=N82E16814125836,GDDR5,5700 MHz,256-Bit,Radeon R9 380X,GV-R938XG1 GAMING-4GD,GIGABYTE Radeon R9 380X DirectX 12 GV-R938XG1 GAMING-4GD 4GB 256-Bit GDDR5 PCI Express 3.0 ATX Video Card,219.99
Rating + 4,NVIDIA,MSI,1GB,138,,1006 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1N84RK1488,GDDR5,5000 MHz,64-Bit,GeForce GT 730,N730K-1GD5LP/OC,MSI GeForce GT 730 DirectX 12 N730K-1GD5LP/OC 1GB 64-Bit GDDR5 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,53.60
Rating + 4,NVIDIA,EVGA,1GB,137,,954 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487222,DDR3,1800 MHz,64-Bit,GeForce GT 710,01G-P3-2710-KR,EVGA GeForce GT 710 DirectX 12 01G-P3-2710-KR 1GB 64-Bit DDR3 PCI Express 2.0 Video Card,34.99
Rating + 4,AMD,VisionTek,1GB,136,,650 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA4M53Z61180,DDR3,,,Radeon 5450,900860,VisionTek Radeon 5450 DirectX 11 900860 1GB DDR3 PCI Express 2.1 x16 ATX Video Card,35.26
Rating + 4,NVIDIA,MSI,8GB,135,1797 MHz,1657 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814127945,GDDR5X,10010 MHz,256-Bit,GeForce GTX 1080,GTX 1080 ARMOR 8G OC,MSI GeForce GTX 1080 DirectX 12 GTX 1080 ARMOR 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,629.99
Rating + 4,AMD,SAPPHIRE,2GB,134,,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814202237,GDDR5,1125 MHz,128-Bit,Radeon R7 350,100385L,SAPPHIRE Radeon R7 350 DirectX 12 100385L 2GB 128-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,54.99
Rating + 4,NVIDIA,PNY,2GB,133,1085 MHz,1020 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133531,GDDR5,5400 MHz,128-Bit,GeForce GTX 750 Ti,VCGGTX750T2XPB,PNY GeForce GTX 750 Ti DirectX 11.2 VCGGTX750T2XPB 2GB 128-Bit GDDR5 PCI Express 3.0 x16 Video Card,109.99
Rating + 4,NVIDIA,EVGA,512MB,132,,520 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814130602,DDR3,1200 MHz,32-Bit,GeForce 210,512-P3-1310-LR,EVGA GeForce 210 DirectX 10.1 512-P3-1310-LR 512MB 32-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Video Card,28.99
Rating + 4,NVIDIA,GIGABYTE,8GB,131,1898 MHz in OC mode ,1695 MHz in OC mode ,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125876,GDDR5,8328 MHz in OC mode ,256-Bit,GeForce GTX 1070,GV-N1070XTREME-8GD,GIGABYTE GeForce GTX 1070 XTREME Gaming GV-N1070XTREME-8GD Video Card,459.99
Rating + 4,NVIDIA,GIGABYTE,2GB,130,,970 MHz (Standard: 925 MHz),http://www.newegg.com/Product/Product.aspx?Item=N82E16814125862,DDR3,1600MHz,128-Bit,Radeon R7 250,GV-R725OC-2GI (rev. 5.0),GIGABYTE Ultra Durable 2 Series Radeon R7 250 DirectX 12 GV-R725OC-2GI (rev. 5.0) 2GB 128-Bit DDR3 PCI Express 3.0 x16 ATX Video Cards,59.99
Rating + 4,NVIDIA,GIGABYTE,2GB,129,1317 MHz in OC Mode,1127 MHz in OC Mode,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125809,GDDR5,6610 MHz,128-Bit,GeForce GTX 950,GV-N950WF2OC-2GD (rev. 1.0),GIGABYTE GeForce GTX 950 2GB WINDFORCE 2X OC EDITION,134.99
Rating + 4,AMD,VisionTek,4GB,128,,1206+ MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814129323,GDDR5,,256-Bit,Radeon RX 470,900905,"Radeon RX 470 Overclocked 4GB GDDR5 Rear Blower 4M (3 x DP, HDMI)",189.99
Rating + 4,NVIDIA,PNY,8GB,127,1797 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133632,GDDR5,8 Gbps,256-Bit,GeForce GTX 1070,VCGGTX10708XGPB-OC,PNY GeForce GTX 1070 DirectX 12 VCGGTX10708XGPB-OC 8GB 256-Bit GDDR5 PCI Express 3.0 x16 XLR8 Gaming OC Edition Video Card,409.99
Rating + 4,AMD,PowerColor,4GB,126,,985 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131678,GDDR5,1425 MHz (5.7Gbps),256-Bit,Radeon R7 370,AXR7 370 4GBD5-PPDHE,PowerColor PCS+ Radeon R7 370 DirectX 12 AXR7 370 4GBD5-PPDHE 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,139.99
Rating + 4,NVIDIA,EVGA,2GB,125,,954 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814487220,DDR3,1800 MHz,64-Bit,GeForce GT 710,02G-P3-2712-KR,EVGA GeForce GT 710 DirectX 12 02G-P3-2712-KR 2GB 64-Bit DDR3 PCI Express 2.0 Video Card,39.99
Rating + 4,NVIDIA,EVGA,1GB,124,,520 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814130585,DDR3,1200 MHz,64-Bit,GeForce 8400 GS,01G-P3-1302-LR,EVGA 8 GeForce 8400 GS DirectX 10 01G-P3-1302-LR 1GB 64-Bit DDR3 PCI Express 2.0 x16 HDCP Ready Low Profile Ready Video Card,29.99
Rating + 4,NVIDIA,PNY,4GB,123,1392 MHz,1290 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814133639,GDDR5,7 Gbps,128-Bit,GeForce GTX 1050 Ti,VCGGTX1050T4PB,PNY GeForce GTX 1050 Ti DirectX 12 VCGGTX1050T4PB 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,149.99
Rating + 4,AMD,GIGABYTE,4GB,122,,1290 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125907,GDDR5,7000 MHz,256-Bit,Radeon RX 480,GV-RX480G1GAMING-4GD,GIGABYTE Radeon RX 480 G1 Gaming 4GB GV-RX480G1GAMING-4GD Video Card,229.99
Rating + 4,AMD,PowerColor,4GB,121,1270 MHz,,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131696,GDDR5,1750 MHz (7.0 Gbps),256-Bit,Radeon RX 470,AXRX 470 4GBD5-3DH/OC,PowerColor RED DEVIL Radeon RX 470 DirectX 12 AXRX 470 4GBD5-3DH/OC 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,184.99
Rating + 4,NVIDIA,ASUS,3GB,120,OC mode: 1809 MHz,OC mode: 1594 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814126133,GDDR5,8008 MHz,192-Bit,GeForce GTX 1060,DUAL-GTX1060-O3G,ASUS GeForce GTX 1060 3GB Dual-fan OC Edition VR Ready Dual HDMI DP 1.4 Gaming Graphics Card (DUAL-GTX1060-O3G),214.99
Rating + 4,NVIDIA,PNY,8GB,119,1733 MHz,1607 MHz,http://www.newegg.com/Product/Product.aspx?Item=9SIA1UH4VB7462,GDDR5X,10000 MHz,256-Bit,GeForce GTX 1080 FE,VCGGTX10808PB-CG,PNY GeForce GTX 1080 Founders Edition 8GB GDDR5X PCI Express 3.0 Graphics Card VCGGTX10808PB-CG,700.93
Rating + 4,AMD,PowerColor,4GB,118,,985 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814131690,GDDR5,1425 MHz (5.7Gbps),256-Bit,Radeon R7 370,AXR7 370 4GBD5-DHE/OC,PowerColor Radeon R7 370 DirectX 12 AXR7 370 4GBD5-DHE/OC 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,154.99
Rating + 4,AMD,GIGABYTE,2GB,117,,900 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814125516,DDR3,1800 MHz,128-Bit,Radeon R7 240,GV-R724OC-2GI REV2.0,GIGABYTE Radeon R7 240 DirectX 11.1 GV-R724OC-2GI REV2.0 2GB 128-Bit DDR3 PCI Express 3.0 HDCP Ready Video Card,56.99
Rating + 4,AMD,XFX,4GB,116,,1220 MHz,http://www.newegg.com/Product/Product.aspx?Item=N82E16814150778,GDDR5,7.0 GHz,128-Bit,Radeon RX 460,RX-460P4DFG5,XFX Radeon RX 460 DirectX 12 RX-460P4DFG5 4GB 128-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,139.99
