Reporter,Partner,Product categories,Indicator Type,Indicator,Year,Indicator Value
New Zealand,World,Intermediate goods,Import,Import(US$ Mil),2011,6328.58
New Zealand,World,Raw materials,Import,Import(US$ Mil),2011,5513.23
Oman,World,Animal,Export,Export(US$ Mil),2011,468.12
Oman,World,Capital goods,Export,Export(US$ Mil),2011,497.03
Oman,World,Chemicals,Export,Export(US$ Mil),2011,3112.33
Oman,World,Consumer goods,Export,Export(US$ Mil),2011,5583.94
Oman,World,Food Products,Export,Export(US$ Mil),2011,327.67
Oman,World,Footwear,Export,Export(US$ Mil),2011,18.73
Oman,World,Fuels,Export,Export(US$ Mil),2011,32026.41
Oman,World,Hides and Skins,Export,Export(US$ Mil),2011,2.07
Oman,World,Intermediate goods,Export,Export(US$ Mil),2011,5653.35
Oman,World,Mach and Elec,Export,Export(US$ Mil),2011,629.08
Oman,World,Metals,Export,Export(US$ Mil),2011,1478.02
Oman,World,Minerals,Export,Export(US$ Mil),2011,435.43
Oman,World,Miscellaneous,Export,Export(US$ Mil),2011,6997.85
Oman,World,Plastic or Rubber,Export,Export(US$ Mil),2011,807.93
Oman,World,Raw materials,Export,Export(US$ Mil),2011,28414.79
Oman,World,Stone and Glass,Export,Export(US$ Mil),2011,166.82
Oman,World,Textiles and Clothing,Export,Export(US$ Mil),2011,59.01
Oman,World,Transportation,Export,Export(US$ Mil),2011,199.13
Oman,World,Vegetable,Export,Export(US$ Mil),2011,308.17
Oman,World,Wood,Export,Export(US$ Mil),2011,55.09
Oman,World,Capital goods,Import,Import(US$ Mil),2011,6300.76
Oman,World,Consumer goods,Import,Import(US$ Mil),2011,9911.92
Oman,World,Intermediate goods,Import,Import(US$ Mil),2011,5277.29
Oman,World,Raw materials,Import,Import(US$ Mil),2011,1664.31
Pakistan,World,Animal,Export,Export(US$ Mil),2011,581.28
Pakistan,World,Capital goods,Export,Export(US$ Mil),2011,726.61
Pakistan,World,Chemicals,Export,Export(US$ Mil),2011,376.03
Pakistan,World,Consumer goods,Export,Export(US$ Mil),2011,13615.09
Pakistan,World,Food Products,Export,Export(US$ Mil),2011,589.85
Pakistan,World,Footwear,Export,Export(US$ Mil),2011,114.27
Pakistan,World,Fuels,Export,Export(US$ Mil),2011,1312.45
Pakistan,World,Hides and Skins,Export,Export(US$ Mil),2011,1149.86
Pakistan,World,Intermediate goods,Export,Export(US$ Mil),2011,8143.71
Pakistan,World,Mach and Elec,Export,Export(US$ Mil),2011,349.21
Pakistan,World,Metals,Export,Export(US$ Mil),2011,522.89
Pakistan,World,Minerals,Export,Export(US$ Mil),2011,689.41
Pakistan,World,Miscellaneous,Export,Export(US$ Mil),2011,668.54
Pakistan,World,Plastic or Rubber,Export,Export(US$ Mil),2011,558.88
Pakistan,World,Raw materials,Export,Export(US$ Mil),2011,2825.7
Pakistan,World,Stone and Glass,Export,Export(US$ Mil),2011,524.39
Pakistan,World,Textiles and Clothing,Export,Export(US$ Mil),2011,13582.49
Pakistan,World,Transportation,Export,Export(US$ Mil),2011,99.72
Pakistan,World,Vegetable,Export,Export(US$ Mil),2011,4137.68
Pakistan,World,Wood,Export,Export(US$ Mil),2011,86.82
Pakistan,World,Capital goods,Import,Import(US$ Mil),2011,6446.01
Pakistan,World,Consumer goods,Import,Import(US$ Mil),2011,14886.56
Pakistan,World,Intermediate goods,Import,Import(US$ Mil),2011,13349.52
Pakistan,World,Raw materials,Import,Import(US$ Mil),2011,8740.0
Panama,World,Animal,Export,Export(US$ Mil),2011,157.87
Panama,World,Capital goods,Export,Export(US$ Mil),2011,1400.74
Panama,World,Chemicals,Export,Export(US$ Mil),2011,5755.14
Panama,World,Consumer goods,Export,Export(US$ Mil),2011,7987.01
Panama,World,Food Products,Export,Export(US$ Mil),2011,462.8
Panama,World,Footwear,Export,Export(US$ Mil),2011,1191.65
Panama,World,Fuels,Export,Export(US$ Mil),2011,1.26
Panama,World,Hides and Skins,Export,Export(US$ Mil),2011,235.62
Panama,World,Intermediate goods,Export,Export(US$ Mil),2011,4309.55
Panama,World,Mach and Elec,Export,Export(US$ Mil),2011,2140.27
Panama,World,Metals,Export,Export(US$ Mil),2011,356.43
Panama,World,Minerals,Export,Export(US$ Mil),2011,2.59
Panama,World,Miscellaneous,Export,Export(US$ Mil),2011,666.34
Panama,World,Plastic or Rubber,Export,Export(US$ Mil),2011,321.14
Panama,World,Raw materials,Export,Export(US$ Mil),2011,433.87
Panama,World,Stone and Glass,Export,Export(US$ Mil),2011,379.12
Panama,World,Textiles and Clothing,Export,Export(US$ Mil),2011,2399.24
Panama,World,Transportation,Export,Export(US$ Mil),2011,186.87
Panama,World,Vegetable,Export,Export(US$ Mil),2011,184.9
Panama,World,Wood,Export,Export(US$ Mil),2011,113.56
Panama,World,Capital goods,Import,Import(US$ Mil),2011,3838.2
Panama,World,Consumer goods,Import,Import(US$ Mil),2011,11569.74
Panama,World,Intermediate goods,Import,Import(US$ Mil),2011,5483.67
Panama,World,Raw materials,Import,Import(US$ Mil),2011,405.25
Peru,World,Animal,Export,Export(US$ Mil),2011,865.32
Peru,World,Capital goods,Export,Export(US$ Mil),2011,377.16
Peru,World,Chemicals,Export,Export(US$ Mil),2011,1056.82
Peru,World,Consumer goods,Export,Export(US$ Mil),2011,8373.37
Peru,World,Food Products,Export,Export(US$ Mil),2011,3196.83
Peru,World,Footwear,Export,Export(US$ Mil),2011,29.45
Peru,World,Fuels,Export,Export(US$ Mil),2011,4886.39
Peru,World,Hides and Skins,Export,Export(US$ Mil),2011,47.32
Peru,World,Intermediate goods,Export,Export(US$ Mil),2011,19946.92
Peru,World,Mach and Elec,Export,Export(US$ Mil),2011,312.85
Peru,World,Metals,Export,Export(US$ Mil),2011,5115.57
Peru,World,Minerals,Export,Export(US$ Mil),2011,13459.55
Peru,World,Miscellaneous,Export,Export(US$ Mil),2011,118.54
Peru,World,Plastic or Rubber,Export,Export(US$ Mil),2011,560.27
Peru,World,Raw materials,Export,Export(US$ Mil),2011,17654.45
Peru,World,Stone and Glass,Export,Export(US$ Mil),2011,10636.6
Peru,World,Textiles and Clothing,Export,Export(US$ Mil),2011,2021.98
Peru,World,Transportation,Export,Export(US$ Mil),2011,73.98
Peru,World,Vegetable,Export,Export(US$ Mil),2011,3611.27
Peru,World,Wood,Export,Export(US$ Mil),2011,393.27
Peru,World,Capital goods,Import,Import(US$ Mil),2011,11332.12
Peru,World,Consumer goods,Import,Import(US$ Mil),2011,9847.34
Peru,World,Intermediate goods,Import,Import(US$ Mil),2011,10080.94
Peru,World,Raw materials,Import,Import(US$ Mil),2011,5945.65
Philippines,World,Animal,Export,Export(US$ Mil),2011,591.88
Philippines,World,Capital goods,Export,Export(US$ Mil),2011,18715.69
Philippines,World,Chemicals,Export,Export(US$ Mil),2011,1556.56
Philippines,World,Consumer goods,Export,Export(US$ Mil),2011,9276.11
Philippines,World,Food Products,Export,Export(US$ Mil),2011,1884.3
Philippines,World,Footwear,Export,Export(US$ Mil),2011,71.53
Philippines,World,Fuels,Export,Export(US$ Mil),2011,1402.88
Philippines,World,Hides and Skins,Export,Export(US$ Mil),2011,95.09
Philippines,World,Intermediate goods,Export,Export(US$ Mil),2011,6139.36
Philippines,World,Mach and Elec,Export,Export(US$ Mil),2011,16968.67
Philippines,World,Metals,Export,Export(US$ Mil),2011,2106.09
Philippines,World,Minerals,Export,Export(US$ Mil),2011,1102.72
Philippines,World,Miscellaneous,Export,Export(US$ Mil),2011,11291.01
Philippines,World,Plastic or Rubber,Export,Export(US$ Mil),2011,876.62
Philippines,World,Raw materials,Export,Export(US$ Mil),2011,3693.13
Philippines,World,Stone and Glass,Export,Export(US$ Mil),2011,788.26
Philippines,World,Textiles and Clothing,Export,Export(US$ Mil),2011,1599.19
Philippines,World,Transportation,Export,Export(US$ Mil),2011,2868.67
Philippines,World,Vegetable,Export,Export(US$ Mil),2011,2717.55
Philippines,World,Wood,Export,Export(US$ Mil),2011,2121.12
Philippines,World,Capital goods,Import,Import(US$ Mil),2011,16072.8
Philippines,World,Consumer goods,Import,Import(US$ Mil),2011,12661.38
Philippines,World,Intermediate goods,Import,Import(US$ Mil),2011,12780.79
Philippines,World,Raw materials,Import,Import(US$ Mil),2011,12059.32
Palau,World,Capital goods,Import,Import(US$ Mil),2011,19.53
Palau,World,Consumer goods,Import,Import(US$ Mil),2011,90.72
Palau,World,Intermediate goods,Import,Import(US$ Mil),2011,9.39
Palau,World,Raw materials,Import,Import(US$ Mil),2011,8.07
Papua New Guinea,World,Animal,Export,Export(US$ Mil),2011,88.97
Papua New Guinea,World,Capital goods,Export,Export(US$ Mil),2011,216.47
Papua New Guinea,World,Chemicals,Export,Export(US$ Mil),2011,37.16
Papua New Guinea,World,Consumer goods,Export,Export(US$ Mil),2011,209.26
Papua New Guinea,World,Food Products,Export,Export(US$ Mil),2011,251.34
Papua New Guinea,World,Footwear,Export,Export(US$ Mil),2011,0.15
Papua New Guinea,World,Fuels,Export,Export(US$ Mil),2011,209.11
Papua New Guinea,World,Hides and Skins,Export,Export(US$ Mil),2011,0.89
Papua New Guinea,World,Intermediate goods,Export,Export(US$ Mil),2011,3336.89
Papua New Guinea,World,Mach and Elec,Export,Export(US$ Mil),2011,59.52
Papua New Guinea,World,Metals,Export,Export(US$ Mil),2011,63.27
Papua New Guinea,World,Minerals,Export,Export(US$ Mil),2011,782.02
Papua New Guinea,World,Miscellaneous,Export,Export(US$ Mil),2011,28.43
Papua New Guinea,World,Plastic or Rubber,Export,Export(US$ Mil),2011,29.49
Papua New Guinea,World,Raw materials,Export,Export(US$ Mil),2011,1720.46
Papua New Guinea,World,Stone and Glass,Export,Export(US$ Mil),2011,2326.37
Papua New Guinea,World,Textiles and Clothing,Export,Export(US$ Mil),2011,1.07
Papua New Guinea,World,Transportation,Export,Export(US$ Mil),2011,140.97
Papua New Guinea,World,Vegetable,Export,Export(US$ Mil),2011,1236.93
Papua New Guinea,World,Wood,Export,Export(US$ Mil),2011,243.64
Papua New Guinea,World,Capital goods,Import,Import(US$ Mil),2011,2562.69
Papua New Guinea,World,Consumer goods,Import,Import(US$ Mil),2011,1978.05
Papua New Guinea,World,Intermediate goods,Import,Import(US$ Mil),2011,1003.83
Papua New Guinea,World,Raw materials,Import,Import(US$ Mil),2011,340.79
Poland,World,Animal,Export,Export(US$ Mil),2011,7126.14
Poland,World,Capital goods,Export,Export(US$ Mil),2011,51938.03
Poland,World,Chemicals,Export,Export(US$ Mil),2011,12730.99
Poland,World,Consumer goods,Export,Export(US$ Mil),2011,76991.47
Poland,World,Food Products,Export,Export(US$ Mil),2011,9718.88
Poland,World,Footwear,Export,Export(US$ Mil),2011,759.47
Poland,World,Fuels,Export,Export(US$ Mil),2011,9225.22
Poland,World,Hides and Skins,Export,Export(US$ Mil),2011,727.48
Poland,World,Intermediate goods,Export,Export(US$ Mil),2011,40589.93
Poland,World,Mach and Elec,Export,Export(US$ Mil),2011,44388.98
Poland,World,Metals,Export,Export(US$ Mil),2011,22296.46
Poland,World,Minerals,Export,Export(US$ Mil),2011,335.63
Poland,World,Miscellaneous,Export,Export(US$ Mil),2011,12583.77
Poland,World,Plastic or Rubber,Export,Export(US$ Mil),2011,13276.96
Poland,World,Raw materials,Export,Export(US$ Mil),2011,11521.56
Poland,World,Stone and Glass,Export,Export(US$ Mil),2011,5353.44
Poland,World,Textiles and Clothing,Export,Export(US$ Mil),2011,5939.26
Poland,World,Transportation,Export,Export(US$ Mil),2011,30308.26
Poland,World,Vegetable,Export,Export(US$ Mil),2011,4031.94
Poland,World,Wood,Export,Export(US$ Mil),2011,9302.21
Poland,World,Capital goods,Import,Import(US$ Mil),2011,60895.55
Poland,World,Consumer goods,Import,Import(US$ Mil),2011,57390.23
Poland,World,Intermediate goods,Import,Import(US$ Mil),2011,51404.63
Poland,World,Raw materials,Import,Import(US$ Mil),2011,32160.96
Portugal,World,Animal,Export,Export(US$ Mil),2011,1639.11
Portugal,World,Capital goods,Export,Export(US$ Mil),2011,10768.78
Portugal,World,Chemicals,Export,Export(US$ Mil),2011,3400.15
Portugal,World,Consumer goods,Export,Export(US$ Mil),2011,30195.73
Portugal,World,Food Products,Export,Export(US$ Mil),2011,3609.1
Portugal,World,Footwear,Export,Export(US$ Mil),2011,2260.95
Portugal,World,Fuels,Export,Export(US$ Mil),2011,4281.66
Portugal,World,Hides and Skins,Export,Export(US$ Mil),2011,226.76
Portugal,World,Intermediate goods,Export,Export(US$ Mil),2011,14167.74
Portugal,World,Mach and Elec,Export,Export(US$ Mil),2011,8733.13
Portugal,World,Metals,Export,Export(US$ Mil),2011,4765.0
Portugal,World,Minerals,Export,Export(US$ Mil),2011,1018.82
Portugal,World,Miscellaneous,Export,Export(US$ Mil),2011,2619.6
Portugal,World,Plastic or Rubber,Export,Export(US$ Mil),2011,4029.17
Portugal,World,Raw materials,Export,Export(US$ Mil),2011,4186.49
Portugal,World,Stone and Glass,Export,Export(US$ Mil),2011,2894.38
Portugal,World,Textiles and Clothing,Export,Export(US$ Mil),2011,5799.19
Portugal,World,Transportation,Export,Export(US$ Mil),2011,7700.95
Portugal,World,Vegetable,Export,Export(US$ Mil),2011,1584.65
Portugal,World,Wood,Export,Export(US$ Mil),2011,5025.69
Portugal,World,Capital goods,Import,Import(US$ Mil),2011,16662.35
Portugal,World,Consumer goods,Import,Import(US$ Mil),2011,29252.65
Portugal,World,Intermediate goods,Import,Import(US$ Mil),2011,19602.94
Portugal,World,Raw materials,Import,Import(US$ Mil),2011,16618.23
Paraguay,World,Animal,Export,Export(US$ Mil),2011,777.45
Paraguay,World,Capital goods,Export,Export(US$ Mil),2011,40.44
Paraguay,World,Chemicals,Export,Export(US$ Mil),2011,78.82
Paraguay,World,Consumer goods,Export,Export(US$ Mil),2011,443.99
Paraguay,World,Food Products,Export,Export(US$ Mil),2011,580.84
Paraguay,World,Footwear,Export,Export(US$ Mil),2011,16.64
Paraguay,World,Fuels,Export,Export(US$ Mil),2011,2280.62
Paraguay,World,Hides and Skins,Export,Export(US$ Mil),2011,108.17
Paraguay,World,Intermediate goods,Export,Export(US$ Mil),2011,3456.79
Paraguay,World,Mach and Elec,Export,Export(US$ Mil),2011,52.8
Paraguay,World,Metals,Export,Export(US$ Mil),2011,77.33
Paraguay,World,Minerals,Export,Export(US$ Mil),2011,6.54
Paraguay,World,Miscellaneous,Export,Export(US$ Mil),2011,26.23
Paraguay,World,Plastic or Rubber,Export,Export(US$ Mil),2011,119.7
Paraguay,World,Raw materials,Export,Export(US$ Mil),2011,3818.93
Paraguay,World,Stone and Glass,Export,Export(US$ Mil),2011,16.96
Paraguay,World,Textiles and Clothing,Export,Export(US$ Mil),2011,128.51
Paraguay,World,Transportation,Export,Export(US$ Mil),2011,1.77
Paraguay,World,Vegetable,Export,Export(US$ Mil),2011,3374.38
Paraguay,World,Wood,Export,Export(US$ Mil),2011,116.78
Paraguay,World,Capital goods,Import,Import(US$ Mil),2011,4026.11
Paraguay,World,Consumer goods,Import,Import(US$ Mil),2011,5538.29
Paraguay,World,Intermediate goods,Import,Import(US$ Mil),2011,2252.37
Paraguay,World,Raw materials,Import,Import(US$ Mil),2011,317.87
French Polynesia,World,Animal,Export,Export(US$ Mil),2011,11.99
French Polynesia,World,Capital goods,Export,Export(US$ Mil),2011,23.49
French Polynesia,World,Chemicals,Export,Export(US$ Mil),2011,3.22
French Polynesia,World,Consumer goods,Export,Export(US$ Mil),2011,22.27
French Polynesia,World,Food Products,Export,Export(US$ Mil),2011,9.26
French Polynesia,World,Footwear,Export,Export(US$ Mil),2011,0.05
French Polynesia,World,Fuels,Export,Export(US$ Mil),2011,0.05
French Polynesia,World,Hides and Skins,Export,Export(US$ Mil),2011,0.02
French Polynesia,World,Intermediate goods,Export,Export(US$ Mil),2011,15.22
French Polynesia,World,Mach and Elec,Export,Export(US$ Mil),2011,12.79
French Polynesia,World,Metals,Export,Export(US$ Mil),2011,1.74
French Polynesia,World,Minerals,Export,Export(US$ Mil),2011,0.01
French Polynesia,World,Miscellaneous,Export,Export(US$ Mil),2011,3.8
French Polynesia,World,Plastic or Rubber,Export,Export(US$ Mil),2011,0.47
French Polynesia,World,Raw materials,Export,Export(US$ Mil),2011,88.8
French Polynesia,World,Stone and Glass,Export,Export(US$ Mil),2011,81.31
French Polynesia,World,Textiles and Clothing,Export,Export(US$ Mil),2011,0.5
French Polynesia,World,Transportation,Export,Export(US$ Mil),2011,13.93
French Polynesia,World,Vegetable,Export,Export(US$ Mil),2011,10.18
French Polynesia,World,Wood,Export,Export(US$ Mil),2011,0.5
French Polynesia,World,Capital goods,Import,Import(US$ Mil),2011,304.94
French Polynesia,World,Consumer goods,Import,Import(US$ Mil),2011,975.89
French Polynesia,World,Intermediate goods,Import,Import(US$ Mil),2011,183.62
French Polynesia,World,Raw materials,Import,Import(US$ Mil),2011,133.94
Romania,World,Animal,Export,Export(US$ Mil),2011,782.75
Romania,World,Capital goods,Export,Export(US$ Mil),2011,18215.76
Romania,World,Chemicals,Export,Export(US$ Mil),2011,2996.77
Romania,World,Consumer goods,Export,Export(US$ Mil),2011,24741.27
Romania,World,Food Products,Export,Export(US$ Mil),2011,1496.54
Romania,World,Footwear,Export,Export(US$ Mil),2011,1851.67
Romania,World,Fuels,Export,Export(US$ Mil),2011,3445.91
Romania,World,Hides and Skins,Export,Export(US$ Mil),2011,380.4
Romania,World,Intermediate goods,Export,Export(US$ Mil),2011,12182.0
Romania,World,Mach and Elec,Export,Export(US$ Mil),2011,16736.52
Romania,World,Metals,Export,Export(US$ Mil),2011,7560.8
Romania,World,Minerals,Export,Export(US$ Mil),2011,150.56
Romania,World,Miscellaneous,Export,Export(US$ Mil),2011,4134.99
Romania,World,Plastic or Rubber,Export,Export(US$ Mil),2011,3438.25
Romania,World,Raw materials,Export,Export(US$ Mil),2011,5472.81
Romania,World,Stone and Glass,Export,Export(US$ Mil),2011,333.87
Romania,World,Textiles and Clothing,Export,Export(US$ Mil),2011,4899.34
Romania,World,Transportation,Export,Export(US$ Mil),2011,8999.45
Romania,World,Vegetable,Export,Export(US$ Mil),2011,3162.02
Romania,World,Wood,Export,Export(US$ Mil),2011,2322.15
Romania,World,Capital goods,Import,Import(US$ Mil),2011,22777.31
Romania,World,Consumer goods,Import,Import(US$ Mil),2011,22280.18
Romania,World,Intermediate goods,Import,Import(US$ Mil),2011,20420.71
Romania,World,Raw materials,Import,Import(US$ Mil),2011,8289.63
Russian Federation,World,Animal,Export,Export(US$ Mil),2011,2565.82
Russian Federation,World,Capital goods,Export,Export(US$ Mil),2011,11394.72
Russian Federation,World,Chemicals,Export,Export(US$ Mil),2011,20372.56
Russian Federation,World,Consumer goods,Export,Export(US$ Mil),2011,170319.89
Russian Federation,World,Food Products,Export,Export(US$ Mil),2011,2353.93
Russian Federation,World,Footwear,Export,Export(US$ Mil),2011,36.27
Russian Federation,World,Fuels,Export,Export(US$ Mil),2011,346530.2
Russian Federation,World,Hides and Skins,Export,Export(US$ Mil),2011,331.25
Russian Federation,World,Intermediate goods,Export,Export(US$ Mil),2011,75393.71
Russian Federation,World,Mach and Elec,Export,Export(US$ Mil),2011,8635.41
Russian Federation,World,Metals,Export,Export(US$ Mil),2011,42920.57
Russian Federation,World,Minerals,Export,Export(US$ Mil),2011,5396.18
Russian Federation,World,Miscellaneous,Export,Export(US$ Mil),2011,57619.31
Russian Federation,World,Plastic or Rubber,Export,Export(US$ Mil),2011,5447.33
Russian Federation,World,Raw materials,Export,Export(US$ Mil),2011,203482.01
Russian Federation,World,Stone and Glass,Export,Export(US$ Mil),2011,4426.16
Russian Federation,World,Textiles and Clothing,Export,Export(US$ Mil),2011,401.61
Russian Federation,World,Transportation,Export,Export(US$ Mil),2011,3182.95
Russian Federation,World,Vegetable,Export,Export(US$ Mil),2011,6427.07
Russian Federation,World,Wood,Export,Export(US$ Mil),2011,10346.0
Russian Federation,World,Capital goods,Import,Import(US$ Mil),2011,107669.21
Russian Federation,World,Consumer goods,Import,Import(US$ Mil),2011,100307.62
Russian Federation,World,Intermediate goods,Import,Import(US$ Mil),2011,44216.18
Russian Federation,World,Raw materials,Import,Import(US$ Mil),2011,23131.77
Rwanda,World,Animal,Export,Export(US$ Mil),2011,6.17
Rwanda,World,Capital goods,Export,Export(US$ Mil),2011,10.09
Rwanda,World,Chemicals,Export,Export(US$ Mil),2011,3.51
Rwanda,World,Consumer goods,Export,Export(US$ Mil),2011,110.24
Rwanda,World,Food Products,Export,Export(US$ Mil),2011,7.74
Rwanda,World,Footwear,Export,Export(US$ Mil),2011,1.82
Rwanda,World,Fuels,Export,Export(US$ Mil),2011,20.52
Rwanda,World,Hides and Skins,Export,Export(US$ Mil),2011,7.63
Rwanda,World,Intermediate goods,Export,Export(US$ Mil),2011,18.6
Rwanda,World,Mach and Elec,Export,Export(US$ Mil),2011,4.4
Rwanda,World,Metals,Export,Export(US$ Mil),2011,3.77
Rwanda,World,Minerals,Export,Export(US$ Mil),2011,165.79
Rwanda,World,Miscellaneous,Export,Export(US$ Mil),2011,3.01
Rwanda,World,Plastic or Rubber,Export,Export(US$ Mil),2011,1.74
Rwanda,World,Raw materials,Export,Export(US$ Mil),2011,261.86
Rwanda,World,Stone and Glass,Export,Export(US$ Mil),2011,4.06
Rwanda,World,Textiles and Clothing,Export,Export(US$ Mil),2011,4.24
Rwanda,World,Transportation,Export,Export(US$ Mil),2011,19.96
Rwanda,World,Vegetable,Export,Export(US$ Mil),2011,146.03
Rwanda,World,Wood,Export,Export(US$ Mil),2011,0.9
Rwanda,World,Capital goods,Import,Import(US$ Mil),2011,309.98
Rwanda,World,Consumer goods,Import,Import(US$ Mil),2011,648.21
Rwanda,World,Intermediate goods,Import,Import(US$ Mil),2011,445.84
Rwanda,World,Raw materials,Import,Import(US$ Mil),2011,89.73
Saudi Arabia,World,Animal,Export,Export(US$ Mil),2011,1445.03
Saudi Arabia,World,Capital goods,Export,Export(US$ Mil),2011,4472.61
Saudi Arabia,World,Chemicals,Export,Export(US$ Mil),2011,16518.01
Saudi Arabia,World,Consumer goods,Export,Export(US$ Mil),2011,38845.8
Saudi Arabia,World,Food Products,Export,Export(US$ Mil),2011,1364.58
Saudi Arabia,World,Footwear,Export,Export(US$ Mil),2011,12.07
Saudi Arabia,World,Fuels,Export,Export(US$ Mil),2011,317623.68
Saudi Arabia,World,Hides and Skins,Export,Export(US$ Mil),2011,130.98
Saudi Arabia,World,Intermediate goods,Export,Export(US$ Mil),2011,34620.77
Saudi Arabia,World,Mach and Elec,Export,Export(US$ Mil),2011,2831.73
Saudi Arabia,World,Metals,Export,Export(US$ Mil),2011,2592.67
Saudi Arabia,World,Minerals,Export,Export(US$ Mil),2011,286.07
Saudi Arabia,World,Miscellaneous,Export,Export(US$ Mil),2011,585.2
Saudi Arabia,World,Plastic or Rubber,Export,Export(US$ Mil),2011,14562.9
Saudi Arabia,World,Raw materials,Export,Export(US$ Mil),2011,286409.54
Saudi Arabia,World,Stone and Glass,Export,Export(US$ Mil),2011,1516.47
Saudi Arabia,World,Textiles and Clothing,Export,Export(US$ Mil),2011,634.94
Saudi Arabia,World,Transportation,Export,Export(US$ Mil),2011,2649.64
Saudi Arabia,World,Vegetable,Export,Export(US$ Mil),2011,735.71
Saudi Arabia,World,Wood,Export,Export(US$ Mil),2011,1208.03
Saudi Arabia,World,Capital goods,Import,Import(US$ Mil),2011,41096.03
Saudi Arabia,World,Consumer goods,Import,Import(US$ Mil),2011,42941.28
Saudi Arabia,World,Intermediate goods,Import,Import(US$ Mil),2011,32723.02
Saudi Arabia,World,Raw materials,Import,Import(US$ Mil),2011,11304.4
Sudan,World,Animal,Export,Export(US$ Mil),2011,299.87
Sudan,World,Capital goods,Export,Export(US$ Mil),2011,3.85
Sudan,World,Chemicals,Export,Export(US$ Mil),2011,10.0
Sudan,World,Consumer goods,Export,Export(US$ Mil),2011,208.65
Sudan,World,Food Products,Export,Export(US$ Mil),2011,8.16
Sudan,World,Footwear,Export,Export(US$ Mil),2011,0.15
Sudan,World,Fuels,Export,Export(US$ Mil),2011,7406.59
Sudan,World,Hides and Skins,Export,Export(US$ Mil),2011,31.48
Sudan,World,Intermediate goods,Export,Export(US$ Mil),2011,880.7
Sudan,World,Mach and Elec,Export,Export(US$ Mil),2011,2.95
Sudan,World,Metals,Export,Export(US$ Mil),2011,23.82
Sudan,World,Minerals,Export,Export(US$ Mil),2011,12.26
Sudan,World,Miscellaneous,Export,Export(US$ Mil),2011,0.71
Sudan,World,Plastic or Rubber,Export,Export(US$ Mil),2011,0.93
Sudan,World,Raw materials,Export,Export(US$ Mil),2011,7888.14
Sudan,World,Stone and Glass,Export,Export(US$ Mil),2011,828.25
Sudan,World,Textiles and Clothing,Export,Export(US$ Mil),2011,26.02
Sudan,World,Transportation,Export,Export(US$ Mil),2011,1.64
Sudan,World,Vegetable,Export,Export(US$ Mil),2011,328.22
Sudan,World,Wood,Export,Export(US$ Mil),2011,0.69
Sudan,World,Capital goods,Import,Import(US$ Mil),2011,2720.85
Sudan,World,Consumer goods,Import,Import(US$ Mil),2011,3088.1
Sudan,World,Intermediate goods,Import,Import(US$ Mil),2011,2499.38
Sudan,World,Raw materials,Import,Import(US$ Mil),2011,1131.25
Senegal,World,Animal,Export,Export(US$ Mil),2011,322.28
Senegal,World,Capital goods,Export,Export(US$ Mil),2011,71.94
Senegal,World,Chemicals,Export,Export(US$ Mil),2011,456.07
Senegal,World,Consumer goods,Export,Export(US$ Mil),2011,812.63
Senegal,World,Food Products,Export,Export(US$ Mil),2011,239.51
Senegal,World,Footwear,Export,Export(US$ Mil),2011,4.84
Senegal,World,Fuels,Export,Export(US$ Mil),2011,374.42
Senegal,World,Hides and Skins,Export,Export(US$ Mil),2011,6.81
Senegal,World,Intermediate goods,Export,Export(US$ Mil),2011,1254.1
Senegal,World,Mach and Elec,Export,Export(US$ Mil),2011,61.05
Senegal,World,Metals,Export,Export(US$ Mil),2011,185.13
Senegal,World,Minerals,Export,Export(US$ Mil),2011,282.08
Senegal,World,Miscellaneous,Export,Export(US$ Mil),2011,9.31
Senegal,World,Plastic or Rubber,Export,Export(US$ Mil),2011,34.45
Senegal,World,Raw materials,Export,Export(US$ Mil),2011,399.32
Senegal,World,Stone and Glass,Export,Export(US$ Mil),2011,251.43
Senegal,World,Textiles and Clothing,Export,Export(US$ Mil),2011,34.17
Senegal,World,Transportation,Export,Export(US$ Mil),2011,34.38
Senegal,World,Vegetable,Export,Export(US$ Mil),2011,222.21
Senegal,World,Wood,Export,Export(US$ Mil),2011,23.57
Senegal,World,Capital goods,Import,Import(US$ Mil),2011,1040.18
Senegal,World,Consumer goods,Import,Import(US$ Mil),2011,2893.48
Senegal,World,Intermediate goods,Import,Import(US$ Mil),2011,972.94
Senegal,World,Raw materials,Import,Import(US$ Mil),2011,976.56
"Serbia, FR(Serbia/Montenegro)",World,Animal,Export,Export(US$ Mil),2011,117.26
"Serbia, FR(Serbia/Montenegro)",World,Capital goods,Export,Export(US$ Mil),2011,1664.48
"Serbia, FR(Serbia/Montenegro)",World,Chemicals,Export,Export(US$ Mil),2011,617.96
"Serbia, FR(Serbia/Montenegro)",World,Consumer goods,Export,Export(US$ Mil),2011,4462.7
"Serbia, FR(Serbia/Montenegro)",World,Food Products,Export,Export(US$ Mil),2011,952.93
"Serbia, FR(Serbia/Montenegro)",World,Footwear,Export,Export(US$ Mil),2011,271.34
"Serbia, FR(Serbia/Montenegro)",World,Fuels,Export,Export(US$ Mil),2011,478.73
"Serbia, FR(Serbia/Montenegro)",World,Hides and Skins,Export,Export(US$ Mil),2011,67.36
"Serbia, FR(Serbia/Montenegro)",World,Intermediate goods,Export,Export(US$ Mil),2011,3609.33
