movie_name,release_date,worldwide_gross,production_budget,num_rows,movie_link,domestic_gross
Going the Distance,9/3/2010,"$43,603,990","$32,000,000",,http://www.the-numbers.com/movie/Going-the-Distance#tab=summary,"$17,804,299"
Bringing Out The Dead,10/22/1999,"$16,640,210","$32,000,000",,http://www.the-numbers.com/movie/Bringing-Out-The-Dead#tab=summary,"$16,640,210"
Repo Men,3/19/2010,"$18,195,238","$32,000,000",,http://www.the-numbers.com/movie/Repo-Men#tab=summary,"$13,942,007"
D-War,9/14/2007,"$79,915,361","$32,000,000",,http://www.the-numbers.com/movie/D-War#tab=summary,"$10,977,721"
Bogus,9/6/1996,"$4,357,406","$32,000,000",,http://www.the-numbers.com/movie/Bogus#tab=summary,"$4,357,406"
Cats Don't Dance,3/26/1997,"$3,588,602","$32,000,000",,http://www.the-numbers.com/movie/Cats-Dont-Dance#tab=summary,"$3,588,602"
Cradle Will Rock,12/8/1999,"$2,899,970","$32,000,000",,http://www.the-numbers.com/movie/Cradle-Will-Rock#tab=summary,"$2,899,970"
The Good German,12/15/2006,"$1,308,696","$32,000,000",,http://www.the-numbers.com/movie/Good-German-The#tab=summary,"$1,308,696"
George and the Dragon,12/31/2004,$0,"$32,000,000",,http://www.the-numbers.com/movie/George-and-the-Dragon#tab=summary,$0
Apocalypse Now,8/15/1979,"$81,250,488","$31,500,000",,http://www.the-numbers.com/movie/Apocalypse-Now#tab=summary,"$78,800,000"
Criminal,4/15/2016,"$36,131,497","$31,500,000",,http://www.the-numbers.com/movie/Criminal-(2015)#tab=summary,"$14,708,696"
Flight,11/2/2012,"$160,558,438","$31,000,000",,http://www.the-numbers.com/movie/Flight#tab=summary,"$93,772,375"
Mr. Holland's Opus,12/29/1995,"$106,282,604","$31,000,000",,http://www.the-numbers.com/movie/Mr-Hollands-Opus#tab=summary,"$82,582,604"
Out of Africa,12/18/1985,"$258,210,860","$31,000,000",,http://www.the-numbers.com/movie/Out-of-Africa#tab=summary,"$79,096,868"
Moonraker,6/29/1979,"$210,300,000","$31,000,000",,http://www.the-numbers.com/movie/Moonraker#tab=summary,"$70,300,000"
The Grand Budapest Hotel,3/7/2014,"$164,350,409","$31,000,000",,http://www.the-numbers.com/movie/Grand-Budapest-Hotel-The#tab=summary,"$59,076,019"
Vacation,7/29/2015,"$100,655,892","$31,000,000",,http://www.the-numbers.com/movie/Vacation#tab=summary,"$58,884,188"
Arachnophobia,7/18/1990,"$53,208,180","$31,000,000",,http://www.the-numbers.com/movie/Arachnophobia#tab=summary,"$53,208,180"
Frequency,4/28/2000,"$68,079,671","$31,000,000",,http://www.the-numbers.com/movie/Frequency#tab=summary,"$44,983,704"
Hearts in Atlantis,9/28/2001,"$30,885,781","$31,000,000",,http://www.the-numbers.com/movie/Hearts-in-Atlantis#tab=summary,"$24,185,781"
Extraordinary Measures,1/22/2010,"$15,826,984","$31,000,000",,http://www.the-numbers.com/movie/Extraordinary-Measures#tab=summary,"$12,482,741"
Get Shorty,10/20/1995,"$115,021,008","$30,250,000",,http://www.the-numbers.com/movie/Get-Shorty#tab=summary,"$72,021,008"
Ghostbusters,6/8/1984,"$295,212,467","$30,000,000",,http://www.the-numbers.com/movie/Ghostbusters-(1984)#tab=summary,"$242,212,467"
Toy Story,11/22/1995,"$364,545,516","$30,000,000",,http://www.the-numbers.com/movie/Toy-Story#tab=summary,"$191,796,233"
Chicago,12/27/2002,"$306,776,732","$30,000,000",,http://www.the-numbers.com/movie/Chicago#tab=summary,"$170,687,518"
Big Daddy,6/25/1999,"$228,641,283","$30,000,000",,http://www.the-numbers.com/movie/Big-Daddy#tab=summary,"$163,479,795"
American Pie 2,8/10/2001,"$286,500,000","$30,000,000",,http://www.the-numbers.com/movie/American-Pie-2#tab=summary,"$145,096,820"
The Vow,2/10/2012,"$197,618,160","$30,000,000",,http://www.the-numbers.com/movie/Vow-The#tab=summary,"$125,014,030"
Speed,6/10/1994,"$283,200,000","$30,000,000",,http://www.the-numbers.com/movie/Speed#tab=summary,"$121,248,145"
The Hunt for Red October,3/2/1990,"$200,500,000","$30,000,000",,http://www.the-numbers.com/movie/Hunt-for-Red-October-The#tab=summary,"$120,709,866"
Lee Daniels' The Butler,8/16/2013,"$177,025,498","$30,000,000",,http://www.the-numbers.com/movie/Butler-The#tab=summary,"$116,632,095"
Remember the Titans,9/29/2000,"$136,706,683","$30,000,000",,http://www.the-numbers.com/movie/Remember-the-Titans#tab=summary,"$115,654,751"
District 9,8/14/2009,"$212,453,431","$30,000,000",,http://www.the-numbers.com/movie/District-9#tab=summary,"$115,646,235"
Dodgeball: A True Underdog Story,6/18/2004,"$167,791,704","$30,000,000",,http://www.the-numbers.com/movie/Dodgeball-A-True-Underdog-Story#tab=summary,"$114,326,736"
The Addams Family,11/22/1991,"$191,502,246","$30,000,000",,http://www.the-numbers.com/movie/Addams-Family-The#tab=summary,"$113,502,246"
Ace Ventura: When Nature Calls,11/10/1995,"$212,400,000","$30,000,000",,http://www.the-numbers.com/movie/Ace-Ventura-When-Nature-Calls#tab=summary,"$108,360,063"
The Princess Diaries,8/3/2001,"$165,334,774","$30,000,000",,http://www.the-numbers.com/movie/Princess-Diaries-The#tab=summary,"$108,244,774"
Analyze This,3/5/1999,"$176,885,658","$30,000,000",,http://www.the-numbers.com/movie/Analyze-This#tab=summary,"$106,885,658"
The First Wives Club,9/20/1996,"$181,489,203","$30,000,000",,http://www.the-numbers.com/movie/First-Wives-Club-The#tab=summary,"$105,489,203"
Million Dollar Baby,12/15/2004,"$232,016,402","$30,000,000",,http://www.the-numbers.com/movie/Million-Dollar-Baby#tab=summary,"$100,492,203"
Se7en,9/22/1995,"$328,125,643","$30,000,000",,http://www.the-numbers.com/movie/Se7en#tab=summary,"$100,125,643"
Mystic River,10/8/2003,"$156,822,020","$30,000,000",,http://www.the-numbers.com/movie/Mystic-River#tab=summary,"$90,135,191"
Sisters,12/18/2015,"$106,030,660","$30,000,000",,http://www.the-numbers.com/movie/Sisters#tab=summary,"$87,044,645"
Pokemon: The First Movie,11/10/1999,"$163,644,662","$30,000,000",,http://www.the-numbers.com/movie/Pokemon-The-First-Movie#tab=summary,"$85,744,662"
SpongeBob SquarePants: The Movie,11/19/2004,"$142,051,255","$30,000,000",,http://www.the-numbers.com/movie/SpongeBob-SquarePants-The-Movie#tab=summary,"$85,416,609"
Up in the Air,12/4/2009,"$166,842,739","$30,000,000",,http://www.the-numbers.com/movie/Up-in-the-Air#tab=summary,"$83,823,381"
The Notebook,6/25/2004,"$116,117,340","$30,000,000",,http://www.the-numbers.com/movie/Notebook-The#tab=summary,"$81,001,787"
Hannah Montana the Movie,4/10/2009,"$169,173,206","$30,000,000",,http://www.the-numbers.com/movie/Hannah-Montana#tab=summary,"$79,576,189"
27 Dresses,1/13/2008,"$160,247,805","$30,000,000",,http://www.the-numbers.com/movie/27-Dresses#tab=summary,"$76,808,654"
Rugrats in Paris,11/17/2000,"$103,284,813","$30,000,000",,http://www.the-numbers.com/movie/Rugrats-in-Paris#tab=summary,"$76,501,438"
The Prince of Tides,12/25/1991,"$74,787,599","$30,000,000",,http://www.the-numbers.com/movie/Prince-of-Tides-The#tab=summary,"$74,787,599"
Four Brothers,8/12/2005,"$92,494,381","$30,000,000",,http://www.the-numbers.com/movie/Four-Brothers#tab=summary,"$74,494,381"
Legends of the Fall,12/23/1994,"$160,502,573","$30,000,000",,http://www.the-numbers.com/movie/Legends-of-the-Fall#tab=summary,"$66,502,573"
Looper,9/28/2012,"$170,466,405","$30,000,000",,http://www.the-numbers.com/movie/Looper#tab=summary,"$66,486,205"
Warm Bodies,2/1/2013,"$115,121,608","$30,000,000",,http://www.the-numbers.com/movie/Warm-Bodies#tab=summary,"$66,380,662"
About Schmidt,12/13/2002,"$107,054,484","$30,000,000",,http://www.the-numbers.com/movie/About-Schmidt#tab=summary,"$65,005,217"
The Nut Job,1/17/2014,"$122,529,966","$30,000,000",,http://www.the-numbers.com/movie/Nut-Job-The#tab=summary,"$64,251,538"
Down to Earth,2/16/2001,"$71,172,251","$30,000,000",,http://www.the-numbers.com/movie/Down-to-Earth#tab=summary,"$64,172,251"
Babe,8/4/1995,"$246,100,000","$30,000,000",,http://www.the-numbers.com/movie/Babe-(1995)#tab=summary,"$63,658,910"
Hope Springs,8/8/2012,"$133,085,295","$30,000,000",,http://www.the-numbers.com/movie/Hope-Springs#tab=summary,"$63,536,011"
Forgetting Sarah Marshall,4/18/2008,"$105,173,042","$30,000,000",,http://www.the-numbers.com/movie/Forgetting-Sarah-Marshall#tab=summary,"$63,172,463"
Friday Night Lights,10/8/2004,"$61,950,770","$30,000,000",,http://www.the-numbers.com/movie/Friday-Night-Lights#tab=summary,"$61,255,921"
Baby Mama,4/25/2008,"$64,170,447","$30,000,000",,http://www.the-numbers.com/movie/Baby-Mama#tab=summary,"$60,494,212"
Hope Floats,5/29/1998,"$81,529,000","$30,000,000",,http://www.the-numbers.com/movie/Hope-Floats#tab=summary,"$60,110,313"
Bride Wars,1/9/2009,"$115,150,424","$30,000,000",,http://www.the-numbers.com/movie/Bride-Wars#tab=summary,"$58,715,510"
Without a Paddle,8/20/2004,"$65,121,280","$30,000,000",,http://www.the-numbers.com/movie/Without-a-Paddle#tab=summary,"$58,156,435"
13 Going On 30,4/23/2004,"$96,439,723","$30,000,000",,http://www.the-numbers.com/movie/13-Going-On-30#tab=summary,"$57,139,723"
Midnight in Paris,5/20/2011,"$162,942,835","$30,000,000",,http://www.the-numbers.com/movie/Midnight-in-Paris#tab=summary,"$56,816,662"
Wallace & Gromit: The Curse of the Were-Rabbit,10/5/2005,"$197,593,152","$30,000,000",,http://www.the-numbers.com/movie/Wallace-and-Gromit-The-Curse-of-the-Were-Rabbit#tab=summary,"$56,068,547"
P.S. I Love You,12/21/2007,"$155,769,678","$30,000,000",,http://www.the-numbers.com/movie/P-S-I-Love-You#tab=summary,"$53,695,808"
The Corpse Bride,9/16/2005,"$114,770,654","$30,000,000",,http://www.the-numbers.com/movie/Corpse-Bride-The#tab=summary,"$53,359,111"
Letters to Juliet,5/14/2010,"$82,148,538","$30,000,000",,http://www.the-numbers.com/movie/Letters-to-Juliet#tab=summary,"$53,032,453"
Blow,4/6/2001,"$83,282,296","$30,000,000",,http://www.the-numbers.com/movie/Blow#tab=summary,"$52,990,775"
Message in a Bottle,2/12/1999,"$52,880,016","$30,000,000",,http://www.the-numbers.com/movie/Message-in-a-Bottle#tab=summary,"$52,880,016"
Southpaw,7/24/2015,"$89,825,208","$30,000,000",,http://www.the-numbers.com/movie/Southpaw-(2015)#tab=summary,"$52,421,953"
Star Trek V: The Final Frontier,6/9/1989,"$70,200,000","$30,000,000",,http://www.the-numbers.com/movie/Star-Trek-V-The-Final-Frontier#tab=summary,"$52,210,049"
Like Mike,7/3/2002,"$62,432,423","$30,000,000",,http://www.the-numbers.com/movie/Like-Mike#tab=summary,"$51,432,423"
Naked Gun 33 1/3: The Final Insult,3/18/1994,"$51,041,856","$30,000,000",,http://www.the-numbers.com/movie/Naked-Gun-33-1-3-The-Final-Insult#tab=summary,"$51,041,856"
Atonement,12/7/2007,"$129,779,728","$30,000,000",,http://www.the-numbers.com/movie/Atonement#tab=summary,"$50,980,159"
A View to a Kill,5/24/1985,"$152,627,960","$30,000,000",,http://www.the-numbers.com/movie/View-to-a-Kill-A#tab=summary,"$50,327,960"
Racing Stripes,1/14/2005,"$89,955,540","$30,000,000",,http://www.the-numbers.com/movie/Racing-Stripes#tab=summary,"$49,772,522"
Sicario,9/18/2015,"$78,571,737","$30,000,000",,http://www.the-numbers.com/movie/Sicario#tab=summary,"$46,889,293"
Black Rain,9/22/1989,"$45,892,212","$30,000,000",,http://www.the-numbers.com/movie/Black-Rain#tab=summary,"$45,892,212"
The Three Stooges,4/13/2012,"$54,052,249","$30,000,000",,http://www.the-numbers.com/movie/Three-Stooges-The#tab=summary,"$44,338,224"
Pokemon 2000,7/21/2000,"$133,946,923","$30,000,000",,http://www.the-numbers.com/movie/Pokemon-2000#tab=summary,"$43,746,923"
Glory Road,1/13/2006,"$42,799,060","$30,000,000",,http://www.the-numbers.com/movie/Glory-Road#tab=summary,"$42,647,449"
The Age of Adaline,4/24/2015,"$69,057,415","$30,000,000",,http://www.the-numbers.com/movie/Age-of-Adaline-The#tab=summary,"$42,629,776"
Step Up 3D,8/6/2010,"$165,889,117","$30,000,000",,http://www.the-numbers.com/movie/Step-Up-3D#tab=summary,"$42,400,223"
Drag Me To Hell,5/29/2009,"$91,388,487","$30,000,000",,http://www.the-numbers.com/movie/Drag-Me-To-Hell#tab=summary,"$42,100,625"
The Cabin in the Woods,4/13/2012,"$70,768,144","$30,000,000",,http://www.the-numbers.com/movie/Cabin-in-the-Woods#tab=summary,"$42,073,277"
Secondhand Lions,9/19/2003,"$47,902,566","$30,000,000",,http://www.the-numbers.com/movie/Secondhand-Lions#tab=summary,"$42,070,939"
Stranger Than Fiction,11/10/2006,"$53,572,822","$30,000,000",,http://www.the-numbers.com/movie/Stranger-Than-Fiction#tab=summary,"$40,435,190"
Hanna,4/8/2011,"$65,343,694","$30,000,000",,http://www.the-numbers.com/movie/Hanna#tab=summary,"$40,259,119"
Blue Crush,8/16/2002,"$51,618,420","$30,000,000",,http://www.the-numbers.com/movie/Blue-Crush#tab=summary,"$40,118,420"
30 Days of Night,10/19/2007,"$80,276,156","$30,000,000",,http://www.the-numbers.com/movie/30-Days-of-Night#tab=summary,"$39,568,996"
Little Shop of Horrors,12/19/1986,"$38,747,385","$30,000,000",,http://www.the-numbers.com/movie/Little-Shop-of-Horrors#tab=summary,"$38,747,385"
Gridiron Gang,9/15/2006,"$41,457,834","$30,000,000",,http://www.the-numbers.com/movie/Gridiron-Gang#tab=summary,"$38,432,823"
Midnight Run,7/20/1988,"$81,613,606","$30,000,000",,http://www.the-numbers.com/movie/Midnight-Run#tab=summary,"$38,413,606"
Meet the Spartans,1/25/2008,"$84,646,831","$30,000,000",,http://www.the-numbers.com/movie/Meet-the-Spartans#tab=summary,"$38,233,676"
The Running Man,11/13/1987,"$38,122,000","$30,000,000",,http://www.the-numbers.com/movie/Running-Man-The#tab=summary,"$38,122,000"
The Family,9/13/2013,"$51,078,541","$30,000,000",,http://www.the-numbers.com/movie/Family-The#tab=summary,"$36,918,811"
Mortal Kombat: Annihilation,11/21/1997,"$51,327,406","$30,000,000",,http://www.the-numbers.com/movie/Mortal-Kombat-Annihilation#tab=summary,"$35,927,406"
Larry Crowne,7/1/2011,"$61,449,135","$30,000,000",,http://www.the-numbers.com/movie/Larry-Crowne#tab=summary,"$35,608,245"
Carrie,10/18/2013,"$82,409,520","$30,000,000",,http://www.the-numbers.com/movie/Carrie-(2013)#tab=summary,"$35,266,619"
Take the Lead,4/1/2006,"$65,390,493","$30,000,000",,http://www.the-numbers.com/movie/Take-the-Lead#tab=summary,"$34,742,066"
Love and Other Drugs,11/24/2010,"$102,716,321","$30,000,000",,http://www.the-numbers.com/movie/Love-and-Other-Drugs#tab=summary,"$32,367,005"
Entourage,6/3/2015,"$46,225,326","$30,000,000",,http://www.the-numbers.com/movie/Entourage#tab=summary,"$32,363,404"
What's the Worst That Could Happen?,6/1/2001,"$38,462,071","$30,000,000",,http://www.the-numbers.com/movie/Whats-the-Worst-That-Could-Happen#tab=summary,"$32,267,774"
Side Effects,2/8/2013,"$66,742,138","$30,000,000",,http://www.the-numbers.com/movie/Side-Effects-(2013)#tab=summary,"$32,172,757"
9,9/9/2009,"$48,559,999","$30,000,000",,http://www.the-numbers.com/movie/9#tab=summary,"$31,749,894"
Deliver Us from Evil,7/2/2014,"$87,956,618","$30,000,000",,http://www.the-numbers.com/movie/Deliver-Us-From-Evil-(2014)#tab=summary,"$30,577,122"
Get on Up,8/1/2014,"$33,315,804","$30,000,000",,http://www.the-numbers.com/movie/Get-on-Up#tab=summary,"$30,569,935"
The Five-Year Engagement,4/27/2012,"$61,623,819","$30,000,000",,http://www.the-numbers.com/movie/Five-Year-Engagement#tab=summary,"$28,700,285"
The Prince & Me,4/2/2004,"$29,356,757","$30,000,000",,http://www.the-numbers.com/movie/Prince-and-Me-The#tab=summary,"$28,165,882"
Winnie the Pooh,7/15/2011,"$50,145,607","$30,000,000",,http://www.the-numbers.com/movie/Winnie-the-Pooh#tab=summary,"$26,692,846"
Bulworth,5/15/1998,"$29,203,383","$30,000,000",,http://www.the-numbers.com/movie/Bulworth#tab=summary,"$26,528,684"
Dumb and Dumberer: When Harry Met Lloyd,6/13/2003,"$26,214,846","$30,000,000",,http://www.the-numbers.com/movie/Dumb-and-Dumberer-When-Harry-Met-Lloyd#tab=summary,"$26,214,846"
Virtuosity,8/4/1995,"$23,998,226","$30,000,000",,http://www.the-numbers.com/movie/Virtuosity#tab=summary,"$23,998,226"
One True Thing,9/18/1998,"$26,708,196","$30,000,000",,http://www.the-numbers.com/movie/One-True-Thing#tab=summary,"$23,337,196"
Sanctum,2/4/2011,"$104,283,753","$30,000,000",,http://www.the-numbers.com/movie/Sanctum#tab=summary,"$23,209,310"
My Super Ex-Girlfriend,7/21/2006,"$60,772,856","$30,000,000",,http://www.the-numbers.com/movie/My-Super-Ex-Girlfriend#tab=summary,"$22,530,295"
Mr. 3000,9/17/2004,"$21,827,296","$30,000,000",,http://www.the-numbers.com/movie/Mr-3000#tab=summary,"$21,800,302"
The Next Three Days,11/19/2010,"$67,255,916","$30,000,000",,http://www.the-numbers.com/movie/Next-Three-Days-The#tab=summary,"$21,148,651"
Little Black Book,8/6/2004,"$21,758,371","$30,000,000",,http://www.the-numbers.com/movie/Little-Black-Book#tab=summary,"$20,422,207"
Assault On Precinct 13,1/19/2005,"$36,040,895","$30,000,000",,http://www.the-numbers.com/movie/Assault-On-Precinct-13#tab=summary,"$20,040,895"
Runner Runner,10/4/2013,"$60,512,680","$30,000,000",,http://www.the-numbers.com/movie/Runner-Runner#tab=summary,"$19,316,646"
The Replacement Killers,2/6/1998,"$19,035,741","$30,000,000",,http://www.the-numbers.com/movie/Replacement-Killers#tab=summary,"$19,035,741"
Ultraviolet,3/3/2006,"$30,962,112","$30,000,000",,http://www.the-numbers.com/movie/Ultraviolet#tab=summary,"$18,522,064"
North Country,10/21/2005,"$23,676,771","$30,000,000",,http://www.the-numbers.com/movie/North-Country#tab=summary,"$18,324,242"
Fright Night,8/19/2011,"$40,520,649","$30,000,000",,http://www.the-numbers.com/movie/Fright-Night-(2010)#tab=summary,"$18,298,649"
Steve Jobs,10/9/2015,"$35,403,508","$30,000,000",,http://www.the-numbers.com/movie/Steve-Jobs-(2015)#tab=summary,"$17,766,658"
Eight Legged Freaks,7/17/2002,"$36,722,311","$30,000,000",,http://www.the-numbers.com/movie/Eight-Legged-Freaks#tab=summary,"$17,266,505"
Fled,7/19/1996,"$19,892,205","$30,000,000",,http://www.the-numbers.com/movie/Fled#tab=summary,"$17,192,205"
Splice,6/4/2010,"$26,857,459","$30,000,000",,http://www.the-numbers.com/movie/Splice#tab=summary,"$17,010,170"
88 Minutes,4/18/2008,"$32,955,399","$30,000,000",,http://www.the-numbers.com/movie/88-Minutes#tab=summary,"$16,930,884"
The Whole Ten Yards,4/9/2004,"$26,323,969","$30,000,000",,http://www.the-numbers.com/movie/Whole-Ten-Yards-The#tab=summary,"$16,323,969"
Howard the Duck,8/1/1986,"$16,295,774","$30,000,000",,http://www.the-numbers.com/movie/Howard-the-Duck#tab=summary,"$16,295,774"
Pride and Glory,10/24/2008,"$43,440,721","$30,000,000",,http://www.the-numbers.com/movie/Pride-and-Glory#tab=summary,"$15,740,721"
The Cave,8/26/2005,"$27,147,991","$30,000,000",,http://www.the-numbers.com/movie/Cave-The#tab=summary,"$15,007,991"
Godsend,4/30/2004,"$16,910,708","$30,000,000",,http://www.the-numbers.com/movie/Godsend#tab=summary,"$14,334,645"
Alex & Emma,6/20/2003,"$15,358,583","$30,000,000",,http://www.the-numbers.com/movie/Alex-and-Emma#tab=summary,"$14,208,384"
Wicker Park,9/3/2004,"$21,601,257","$30,000,000",,http://www.the-numbers.com/movie/Wicker-Park#tab=summary,"$13,001,257"
The New World,12/25/2005,"$26,184,400","$30,000,000",,http://www.the-numbers.com/movie/New-World-The#tab=summary,"$12,712,093"
The Last Stand,1/18/2013,"$48,330,757","$30,000,000",,http://www.the-numbers.com/movie/Last-Stand-The#tab=summary,"$12,050,299"
In Dreams,1/15/1999,"$12,017,369","$30,000,000",,http://www.the-numbers.com/movie/In-Dreams#tab=summary,"$12,017,369"
Wing Commander,3/12/1999,"$11,578,022","$30,000,000",,http://www.the-numbers.com/movie/Wing-Commander#tab=summary,"$11,578,022"
Antitrust,1/12/2001,"$17,865,209","$30,000,000",,http://www.the-numbers.com/movie/Antitrust#tab=summary,"$10,965,209"
Dead Man Down,3/8/2013,"$19,599,974","$30,000,000",,http://www.the-numbers.com/movie/Dead-Man-Down#tab=summary,"$10,895,295"
Hoodwinked Too: Hood vs. Evil,4/29/2011,"$23,353,111","$30,000,000",,http://www.the-numbers.com/movie/Hoodwinked-2-Hood-vs-Evil#tab=summary,"$10,143,779"
