movie_name,release_date,worldwide_gross,production_budget,num_rows,movie_link,domestic_gross
Burn After Reading,9/12/2008,"$168,167,798","$37,000,000",,http://www.the-numbers.com/movie/Burn-After-Reading#tab=summary,"$60,355,347"
Nim's Island,4/4/2008,"$101,857,425","$37,000,000",,http://www.the-numbers.com/movie/Nims-Island#tab=summary,"$48,006,762"
How to be Single,2/12/2016,"$99,595,932","$37,000,000",,http://www.the-numbers.com/movie/How-to-be-Single#tab=summary,"$46,843,513"
Cop Out,2/26/2010,"$55,909,910","$37,000,000",,http://www.the-numbers.com/movie/Cop-Out#tab=summary,"$44,875,481"
The Rite,1/28/2011,"$97,143,987","$37,000,000",,http://www.the-numbers.com/movie/Rite-The#tab=summary,"$33,047,633"
Space Chimps,7/18/2008,"$67,029,956","$37,000,000",,http://www.the-numbers.com/movie/Space-Chimps#tab=summary,"$30,105,968"
Magnolia,12/17/1999,"$48,446,802","$37,000,000",,http://www.the-numbers.com/movie/Magnolia#tab=summary,"$22,450,975"
Aloha,5/29/2015,"$24,935,799","$37,000,000",,http://www.the-numbers.com/movie/Aloha#tab=summary,"$21,052,030"
Obitaemyy ostrov,12/31/2009,"$15,000,000","$36,500,000",,http://www.the-numbers.com/movie/Obitaemyy-ostrov#tab=summary,$0
Gnomeo and Juliet,2/11/2011,"$193,737,977","$36,000,000",,http://www.the-numbers.com/movie/Gnomeo-and-Juliet#tab=summary,"$99,967,670"
John Q,2/15/2002,"$102,226,631","$36,000,000",,http://www.the-numbers.com/movie/John-Q#tab=summary,"$71,026,631"
Blue Streak,9/17/1999,"$117,448,157","$36,000,000",,http://www.the-numbers.com/movie/Blue-Streak#tab=summary,"$68,208,190"
Never Say Never Again,10/7/1983,"$160,000,000","$36,000,000",,http://www.the-numbers.com/movie/Never-Say-Never-Again#tab=summary,"$55,500,000"
Hot Tub Time Machine,3/26/2010,"$65,967,750","$36,000,000",,http://www.the-numbers.com/movie/Hot-Tub-Time-Machine#tab=summary,"$50,269,859"
Breakdown,5/2/1997,"$50,159,144","$36,000,000",,http://www.the-numbers.com/movie/Breakdown#tab=summary,"$50,159,144"
Dolphin Tale 2,9/12/2014,"$57,824,533","$36,000,000",,http://www.the-numbers.com/movie/Dolphin-Tale-2#tab=summary,"$42,024,533"
A Man Apart,4/4/2003,"$43,797,731","$36,000,000",,http://www.the-numbers.com/movie/Man-Apart-A#tab=summary,"$26,500,000"
Reindeer Games,2/25/2000,"$23,360,779","$36,000,000",,http://www.the-numbers.com/movie/Reindeer-Games#tab=summary,"$23,360,779"
Snow Falling on Cedars,12/24/1999,"$14,378,353","$36,000,000",,http://www.the-numbers.com/movie/Snow-Falling-on-Cedars#tab=summary,"$14,378,353"
Ghosts of Mississippi,12/20/1996,"$13,052,741","$36,000,000",,http://www.the-numbers.com/movie/Ghosts-of-Mississippi#tab=summary,"$13,052,741"
Gattaca,10/24/1997,"$12,532,777","$36,000,000",,http://www.the-numbers.com/movie/Gattaca#tab=summary,"$12,532,777"
Isn't She Great,1/28/2000,"$2,954,405","$36,000,000",,http://www.the-numbers.com/movie/Isnt-She-Great#tab=summary,"$2,954,405"
Yip Man 3,1/22/2016,"$156,835,197","$36,000,000",,http://www.the-numbers.com/movie/Yip-Man-3#tab=summary,"$2,679,437"
There Be Dragons,5/6/2011,"$4,020,990","$36,000,000",,http://www.the-numbers.com/movie/There-Be-Dragons#tab=summary,"$1,069,334"
Head of State,3/28/2003,"$38,283,765","$35,200,000",,http://www.the-numbers.com/movie/Head-of-State#tab=summary,"$37,788,228"
The Hangover,6/5/2009,"$465,764,086","$35,000,000",,http://www.the-numbers.com/movie/Hangover-The#tab=summary,"$277,322,503"
The Blind Side,11/20/2009,"$305,705,794","$35,000,000",,http://www.the-numbers.com/movie/Blind-Side-The#tab=summary,"$255,959,475"
Batman,6/23/1989,"$411,348,924","$35,000,000",,http://www.the-numbers.com/movie/Batman#tab=summary,"$251,188,924"
Austin Powers: The Spy Who Shagged Me,6/10/1999,"$310,332,636","$35,000,000",,http://www.the-numbers.com/movie/Austin-Powers-The-Spy-Who-Shagged-Me#tab=summary,"$206,040,085"
True Grit,12/22/2010,"$252,276,928","$35,000,000",,http://www.the-numbers.com/movie/True-Grit-(2010)#tab=summary,"$171,243,005"
Lethal Weapon 3,5/15/1992,"$319,700,000","$35,000,000",,http://www.the-numbers.com/movie/Lethal-Weapon-3#tab=summary,"$144,731,527"
Rush Hour,9/18/1998,"$245,300,000","$35,000,000",,http://www.the-numbers.com/movie/Rush-Hour#tab=summary,"$141,186,864"
Identity Thief,2/8/2013,"$175,361,578","$35,000,000",,http://www.the-numbers.com/movie/Identity-Thief#tab=summary,"$134,506,920"
The Devil Wears Prada,6/30/2006,"$326,073,155","$35,000,000",,http://www.the-numbers.com/movie/Devil-Wears-Prada-The#tab=summary,"$124,740,460"
Horrible Bosses,7/8/2011,"$212,417,601","$35,000,000",,http://www.the-numbers.com/movie/Horrible-Bosses#tab=summary,"$117,538,559"
Spy Kids,3/30/2001,"$197,692,062","$35,000,000",,http://www.the-numbers.com/movie/Spy-Kids#tab=summary,"$112,692,062"
Trainwreck,7/17/2015,"$140,561,831","$35,000,000",,http://www.the-numbers.com/movie/Trainwreck#tab=summary,"$110,038,130"
Saving Mr. Banks,12/13/2013,"$114,962,525","$35,000,000",,http://www.the-numbers.com/movie/Saving-Mr-Banks#tab=summary,"$83,299,761"
Star Trek: The Motion Picture,12/7/1979,"$139,000,000","$35,000,000",,http://www.the-numbers.com/movie/Star-Trek-The-Motion-Picture#tab=summary,"$82,258,456"
21,3/21/2008,"$157,852,532","$35,000,000",,http://www.the-numbers.com/movie/21#tab=summary,"$81,159,365"
What Happens in Vegas...,5/3/2008,"$218,535,708","$35,000,000",,http://www.the-numbers.com/movie/What-Happens-in-Vegas#tab=summary,"$80,277,646"
Cape Fear,11/15/1991,"$182,291,969","$35,000,000",,http://www.the-numbers.com/movie/Cape-Fear#tab=summary,"$79,091,969"
The English Patient,11/15/1996,"$231,716,374","$35,000,000",,http://www.the-numbers.com/movie/English-Patient-The#tab=summary,"$78,716,374"
Guess Who,3/25/2005,"$102,115,888","$35,000,000",,http://www.the-numbers.com/movie/Guess-Who#tab=summary,"$68,915,888"
This is 40,12/21/2012,"$90,221,182","$35,000,000",,http://www.the-numbers.com/movie/This-is-40#tab=summary,"$67,544,505"
L.A. Confidential,9/19/1997,"$126,204,977","$35,000,000",,http://www.the-numbers.com/movie/L-A-Confidential#tab=summary,"$64,604,977"
Sky High,7/29/2005,"$83,109,359","$35,000,000",,http://www.the-numbers.com/movie/Sky-High#tab=summary,"$63,939,454"
In & Out,9/19/1997,"$83,226,569","$35,000,000",,http://www.the-numbers.com/movie/In-and-Out#tab=summary,"$63,826,569"
A Nightmare on Elm Street,4/30/2010,"$117,729,621","$35,000,000",,http://www.the-numbers.com/movie/Nightmare-on-Elm-Street-A-(2010)#tab=summary,"$63,075,011"
The Cell,8/18/2000,"$85,911,226","$35,000,000",,http://www.the-numbers.com/movie/Cell-The#tab=summary,"$61,280,963"
Species,7/7/1995,"$113,354,449","$35,000,000",,http://www.the-numbers.com/movie/Species#tab=summary,"$60,054,449"
The Benchwarmers,4/7/2006,"$65,063,726","$35,000,000",,http://www.the-numbers.com/movie/Benchwarmers-The#tab=summary,"$59,843,754"
Secretariat,10/8/2010,"$60,376,247","$35,000,000",,http://www.the-numbers.com/movie/Secretariat#tab=summary,"$59,699,513"
The Man in the Iron Mask,3/13/1998,"$56,968,169","$35,000,000",,http://www.the-numbers.com/movie/Man-in-the-Iron-Mask#tab=summary,"$56,968,169"
Friends with Benefits,7/22/2011,"$146,595,891","$35,000,000",,http://www.the-numbers.com/movie/Friends-with-Benefits#tab=summary,"$55,802,754"
Neighbors 2: Sorority Rising,5/20/2016,"$104,444,374","$35,000,000",,http://www.the-numbers.com/movie/Neighbors-2-Sorority-Rising#tab=summary,"$55,340,730"
TMNT,3/23/2007,"$96,096,018","$35,000,000",,http://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-(2007)#tab=summary,"$54,149,098"
Radio,10/24/2003,"$53,293,628","$35,000,000",,http://www.the-numbers.com/movie/Radio#tab=summary,"$52,333,738"
Old Dogs,11/25/2009,"$95,104,304","$35,000,000",,http://www.the-numbers.com/movie/Old-Dogs#tab=summary,"$49,492,060"
Malcolm X,11/18/1992,"$48,169,910","$35,000,000",,http://www.the-numbers.com/movie/Malcolm-X#tab=summary,"$48,169,910"
Poltergeist,5/22/2015,"$95,825,125","$35,000,000",,http://www.the-numbers.com/movie/Poltergeist-(2014)#tab=summary,"$47,425,125"
Underworld 3: Rise of the Lycans,1/23/2009,"$89,102,315","$35,000,000",,http://www.the-numbers.com/movie/Underworld-3-Rise-of-the-Lycans#tab=summary,"$45,802,315"
Must Love Dogs,7/29/2005,"$58,405,313","$35,000,000",,http://www.the-numbers.com/movie/Must-Love-Dogs#tab=summary,"$43,894,863"
License to Wed,7/3/2007,"$70,187,088","$35,000,000",,http://www.the-numbers.com/movie/License-to-Wed#tab=summary,"$43,799,818"
Donnie Brasco,2/28/1997,"$65,303,052","$35,000,000",,http://www.the-numbers.com/movie/Donnie-Brasco#tab=summary,"$41,954,997"
Max Payne,10/17/2008,"$85,761,789","$35,000,000",,http://www.the-numbers.com/movie/Max-Payne#tab=summary,"$40,687,294"
Resident Evil,3/15/2002,"$103,787,401","$35,000,000",,http://www.the-numbers.com/movie/Resident-Evil#tab=summary,"$40,119,709"
The Ladykillers,3/26/2004,"$77,392,139","$35,000,000",,http://www.the-numbers.com/movie/Ladykillers-The#tab=summary,"$39,692,139"
Something Borrowed,5/6/2011,"$65,084,116","$35,000,000",,http://www.the-numbers.com/movie/Something-Borrowed#tab=summary,"$39,046,489"
The Nativity Story,12/1/2006,"$46,309,644","$35,000,000",,http://www.the-numbers.com/movie/Nativity-Story-The#tab=summary,"$37,629,831"
In Time,10/28/2011,"$165,103,952","$35,000,000",,http://www.the-numbers.com/movie/In-Time#tab=summary,"$37,553,932"
The Back-up Plan,4/23/2010,"$75,281,179","$35,000,000",,http://www.the-numbers.com/movie/Back-up-Plan-The#tab=summary,"$37,490,007"
J. Edgar,11/9/2011,"$84,606,030","$35,000,000",,http://www.the-numbers.com/movie/J-Edgar#tab=summary,"$37,306,030"
Bounce,11/17/2000,"$53,425,292","$35,000,000",,http://www.the-numbers.com/movie/Bounce#tab=summary,"$36,805,288"
Hot Pursuit,5/8/2015,"$45,680,201","$35,000,000",,http://www.the-numbers.com/movie/Hot-Pursuit-(2015)#tab=summary,"$34,580,201"
Concussion,12/25/2015,"$50,363,790","$35,000,000",,http://www.the-numbers.com/movie/Concussion-(2015)#tab=summary,"$34,531,832"
Closer,12/3/2004,"$116,209,001","$35,000,000",,http://www.the-numbers.com/movie/Closer#tab=summary,"$33,987,757"
Street Fighter,12/23/1994,"$99,423,000","$35,000,000",,http://www.the-numbers.com/movie/Street-Fighter#tab=summary,"$33,423,000"
Black Knight,11/21/2001,"$33,422,806","$35,000,000",,http://www.the-numbers.com/movie/Black-Knight#tab=summary,"$33,422,806"
The Bad News Bears,7/22/2005,"$33,500,620","$35,000,000",,http://www.the-numbers.com/movie/Bad-News-Bears-The-(2005)#tab=summary,"$32,868,349"
The Pianist,12/27/2002,"$111,854,182","$35,000,000",,http://www.the-numbers.com/movie/Pianist-The#tab=summary,"$32,519,322"
House of Wax,5/6/2005,"$70,064,800","$35,000,000",,http://www.the-numbers.com/movie/House-of-Wax-(2005)#tab=summary,"$32,064,800"
From Hell,10/19/2001,"$68,712,365","$35,000,000",,http://www.the-numbers.com/movie/From-Hell#tab=summary,"$31,598,308"
Mirrors,8/15/2008,"$77,220,596","$35,000,000",,http://www.the-numbers.com/movie/Mirrors#tab=summary,"$30,691,439"
Queen of the Damned,2/22/2002,"$30,307,804","$35,000,000",,http://www.the-numbers.com/movie/Queen-of-the-Damned#tab=summary,"$30,307,804"
Nanny McPhee and the Big Bang,8/20/2010,"$97,799,865","$35,000,000",,http://www.the-numbers.com/movie/Nanny-McPhee-and-the-Big-Bang#tab=summary,"$29,197,642"
Untraceable,1/25/2008,"$52,649,951","$35,000,000",,http://www.the-numbers.com/movie/Untraceable#tab=summary,"$28,687,835"
Predator 2,11/21/1990,"$54,768,418","$35,000,000",,http://www.the-numbers.com/movie/Predator-2#tab=summary,"$28,317,513"
Abduction,9/23/2011,"$86,648,359","$35,000,000",,http://www.the-numbers.com/movie/Abduction#tab=summary,"$28,087,155"
Flash Gordon,12/5/1980,"$27,107,960","$35,000,000",,http://www.the-numbers.com/movie/Flash-Gordon#tab=summary,"$27,107,960"
Superhero Movie,3/28/2008,"$73,026,302","$35,000,000",,http://www.the-numbers.com/movie/Superhero-Movie#tab=summary,"$26,638,520"
Blast from the Past,2/12/1999,"$26,613,620","$35,000,000",,http://www.the-numbers.com/movie/Blast-from-the-Past#tab=summary,"$26,613,620"
Alex Cross,10/19/2012,"$35,426,759","$35,000,000",,http://www.the-numbers.com/movie/Alex-Cross#tab=summary,"$25,888,412"
Jersey Girl,3/26/2004,"$37,066,129","$35,000,000",,http://www.the-numbers.com/movie/Jersey-Girl#tab=summary,"$25,266,129"
Midnight in the Garden of Good and Evil,11/21/1997,"$25,078,937","$35,000,000",,http://www.the-numbers.com/movie/Midnight-in-the-Garden-of-Good-and-Evil#tab=summary,"$25,078,937"
Bridget Jonesâ€™s Baby,9/16/2016,"$191,828,010","$35,000,000",,http://www.the-numbers.com/movie/Bridget-Joness-Baby#tab=summary,"$24,128,010"
Heist,11/9/2001,"$28,906,817","$35,000,000",,http://www.the-numbers.com/movie/Heist-(2001)#tab=summary,"$23,483,357"
Hoffa,12/25/1992,"$28,391,473","$35,000,000",,http://www.the-numbers.com/movie/Hoffa#tab=summary,"$23,365,858"
Whiskey Tango Foxtrot,3/4/2016,"$24,888,742","$35,000,000",,http://www.the-numbers.com/movie/Whiskey-Tango-Foxtrot#tab=summary,"$23,083,334"
Ella Enchanted,4/9/2004,"$22,913,677","$35,000,000",,http://www.the-numbers.com/movie/Ella-Enchanted#tab=summary,"$22,913,677"
Hitman: Agent 47,8/21/2015,"$81,967,450","$35,000,000",,http://www.the-numbers.com/movie/Hitman-Agent-47#tab=summary,"$22,467,450"
The X-Files: I Want to Believe,7/25/2008,"$68,170,792","$35,000,000",,http://www.the-numbers.com/movie/X-Files-I-Want-to-Believe-The#tab=summary,"$20,982,478"
Premium Rush,8/24/2012,"$31,393,201","$35,000,000",,http://www.the-numbers.com/movie/Premium-Rush#tab=summary,"$20,275,446"
Broken City,1/18/2013,"$34,480,045","$35,000,000",,http://www.the-numbers.com/movie/Broken-City#tab=summary,"$19,701,164"
Valiant,8/19/2005,"$64,188,387","$35,000,000",,http://www.the-numbers.com/movie/Valiant#tab=summary,"$19,478,106"
Wonder Boys,2/23/2000,"$33,422,485","$35,000,000",,http://www.the-numbers.com/movie/Wonder-Boys#tab=summary,"$19,389,454"
Cursed,2/25/2005,"$25,114,901","$35,000,000",,http://www.the-numbers.com/movie/Cursed#tab=summary,"$19,294,901"
Walk Hard: The Dewey Cox Story,12/21/2007,"$20,606,053","$35,000,000",,http://www.the-numbers.com/movie/Walk-Hard-The-Dewey-Cox-Story#tab=summary,"$18,317,151"
The Four Feathers,9/20/2002,"$29,882,645","$35,000,000",,http://www.the-numbers.com/movie/Four-Feathers-The#tab=summary,"$18,306,166"
Furry Vengeance,4/30/2010,"$39,340,177","$35,000,000",,http://www.the-numbers.com/movie/Furry-Vengeance#tab=summary,"$17,630,465"
Parker,1/25/2013,"$48,543,388","$35,000,000",,http://www.the-numbers.com/movie/Parker#tab=summary,"$17,616,641"
Wimbledon,9/17/2004,"$41,666,476","$35,000,000",,http://www.the-numbers.com/movie/Wimbledon#tab=summary,"$16,862,585"
Bait,9/15/2000,"$15,471,969","$35,000,000",,http://www.the-numbers.com/movie/Bait#tab=summary,"$15,325,127"
Dungeons and Dragons,12/8/2000,"$33,771,965","$35,000,000",,http://www.the-numbers.com/movie/Dungeons-and-Dragons#tab=summary,"$15,185,241"
Lions for Lambs,11/9/2007,"$63,211,088","$35,000,000",,http://www.the-numbers.com/movie/Lions-for-Lambs#tab=summary,"$14,998,070"
Flight of the Intruder,1/18/1991,"$14,471,440","$35,000,000",,http://www.the-numbers.com/movie/Flight-of-the-Intruder#tab=summary,"$14,471,440"
The Tree of Life,5/27/2011,"$61,721,826","$35,000,000",,http://www.the-numbers.com/movie/Tree-of-Life-The-(2011)#tab=summary,"$13,305,665"
American Outlaws,8/17/2001,"$13,601,109","$35,000,000",,http://www.the-numbers.com/movie/American-Outlaws#tab=summary,"$13,264,986"
Zoom,8/11/2006,"$12,506,188","$35,000,000",,http://www.the-numbers.com/movie/Zoom-(2006)#tab=summary,"$11,989,328"
The Shipping News,12/25/2001,"$24,405,825","$35,000,000",,http://www.the-numbers.com/movie/Shipping-News-The#tab=summary,"$11,405,825"
The Young Victoria,12/18/2009,"$31,878,891","$35,000,000",,http://www.the-numbers.com/movie/Young-Victoria-The#tab=summary,"$11,001,272"
Sabotage,3/28/2014,"$18,376,443","$35,000,000",,http://www.the-numbers.com/movie/Sabotage#tab=summary,"$10,508,518"
Knock Off,9/4/1998,"$10,319,915","$35,000,000",,http://www.the-numbers.com/movie/Knock-Off#tab=summary,"$10,319,915"
Whiteout,9/11/2009,"$12,254,746","$35,000,000",,http://www.the-numbers.com/movie/Whiteout#tab=summary,"$10,275,638"
Unfinished Business,3/6/2015,"$12,819,501","$35,000,000",,http://www.the-numbers.com/movie/Unfinished-Business#tab=summary,"$10,219,501"
The Fountain,11/22/2006,"$15,461,638","$35,000,000",,http://www.the-numbers.com/movie/Fountain-The#tab=summary,"$10,144,010"
The Walk,9/30/2015,"$61,173,364","$35,000,000",,http://www.the-numbers.com/movie/Walk-The#tab=summary,"$10,137,502"
Mandela: Long Walk to Freedom,11/29/2013,"$29,890,402","$35,000,000",,http://www.the-numbers.com/movie/Mandela-Long-Walk-to-Freedom#tab=summary,"$8,323,085"
Punisher: War Zone,12/5/2008,"$10,157,534","$35,000,000",,http://www.the-numbers.com/movie/Punisher-War-Zone-The#tab=summary,"$8,050,977"
The Order,9/5/2003,"$11,559,747","$35,000,000",,http://www.the-numbers.com/movie/Order-The#tab=summary,"$7,659,747"
A Good Year,11/10/2006,"$42,064,105","$35,000,000",,http://www.the-numbers.com/movie/Good-Year-A#tab=summary,"$7,459,300"
The Brothers Grimsby,3/11/2016,"$28,748,384","$35,000,000",,http://www.the-numbers.com/movie/Brothers-Grimsby-The#tab=summary,"$6,864,016"
Femme Fatale,11/6/2002,"$16,830,252","$35,000,000",,http://www.the-numbers.com/movie/Femme-Fatale#tab=summary,"$6,630,252"
Warriors of Virtue,5/2/1997,"$6,448,817","$35,000,000",,http://www.the-numbers.com/movie/Warriors-of-Virtue#tab=summary,"$6,448,817"
Luther,9/26/2003,"$32,738,814","$35,000,000",,http://www.the-numbers.com/movie/Luther#tab=summary,"$5,781,086"
Biutiful,1/21/2010,"$24,687,524","$35,000,000",,http://www.the-numbers.com/movie/Biutiful#tab=summary,"$5,101,237"
Radio Flyer,2/21/1992,"$4,651,977","$35,000,000",,http://www.the-numbers.com/movie/Radio-Flyer#tab=summary,"$4,651,977"
Bound by Honor,4/16/1993,"$4,496,583","$35,000,000",,http://www.the-numbers.com/movie/Bound-by-Honor#tab=summary,"$4,496,583"
Smilla's Sense of Snow,2/28/1997,"$2,221,994","$35,000,000",,http://www.the-numbers.com/movie/Smillas-Sense-of-Snow#tab=summary,"$2,221,994"
Playing for Keeps,10/3/1986,"$2,000,000","$35,000,000",,http://www.the-numbers.com/movie/Playing-for-Keeps#tab=summary,"$2,000,000"
Lion of the Desert,1/1/1980,"$1,500,000","$35,000,000",,http://www.the-numbers.com/movie/Lion-of-the-Desert#tab=summary,"$1,500,000"
Le hussard sur le toit,4/19/1996,"$1,320,043","$35,000,000",,http://www.the-numbers.com/movie/Hussard-sur-le-toit-Le#tab=summary,"$1,320,043"
Ride With the Devil,11/24/1999,"$630,779","$35,000,000",,http://www.the-numbers.com/movie/Ride-With-the-Devil#tab=summary,"$630,779"
Stolen,9/14/2012,"$17,967,746","$35,000,000",,http://www.the-numbers.com/movie/Stolen-(2012)#tab=summary,"$289,773"
Bandidas,9/22/2006,"$19,282,590","$35,000,000",,http://www.the-numbers.com/movie/Bandidas#tab=summary,$0
The Lovers,3/13/2015,"$11,106","$35,000,000",,http://www.the-numbers.com/movie/Lovers-The#tab=summary,$0
Black Water Transit,12/31/2008,$0,"$35,000,000",,http://www.the-numbers.com/movie/Black-Water-Transit#tab=summary,$0
The Darkest Hour,12/25/2011,"$62,831,715","$34,800,000",,http://www.the-numbers.com/movie/Darkest-Hour-The#tab=summary,"$21,443,494"
The Maze Runner,9/19/2014,"$348,319,861","$34,000,000",,http://www.the-numbers.com/movie/Maze-Runner-The#tab=summary,"$102,427,862"
The Longest Ride,4/10/2015,"$63,802,928","$34,000,000",,http://www.the-numbers.com/movie/Longest-Ride-The#tab=summary,"$37,446,117"
The Age of Innocence,9/17/1993,"$32,014,993","$34,000,000",,http://www.the-numbers.com/movie/Age-of-Innocence-The#tab=summary,"$32,014,993"
Gake no ue no Ponyo,8/14/2009,"$205,312,666","$34,000,000",,http://www.the-numbers.com/movie/Gake-no-ue-no-Ponyo#tab=summary,"$15,090,399"
Chill Factor,9/1/1999,"$11,263,966","$34,000,000",,http://www.the-numbers.com/movie/Chill-Factor#tab=summary,"$11,263,966"
The Astronaut's Wife,8/27/1999,"$10,672,566","$34,000,000",,http://www.the-numbers.com/movie/Astronauts-Wife-The#tab=summary,"$10,672,566"
I Dreamed of Africa,5/5/2000,"$14,291,999","$34,000,000",,http://www.the-numbers.com/movie/I-Dreamed-of-Africa#tab=summary,"$6,543,194"
Thunder and the House of Magic,9/5/2014,"$10,392,666","$34,000,000",,http://www.the-numbers.com/movie/Thunder-and-the-House-of-Magic-The#tab=summary,"$4,091"
Reds,12/4/1981,"$50,000,000","$33,500,000",,http://www.the-numbers.com/movie/Reds#tab=summary,"$50,000,000"
A Few Good Men,12/11/1992,"$236,500,000","$33,000,000",,http://www.the-numbers.com/movie/Few-Good-Men-A#tab=summary,"$141,340,178"
Big Momma's House,6/2/2000,"$173,559,438","$33,000,000",,http://www.the-numbers.com/movie/Big-Mommas-House#tab=summary,"$117,559,438"
Exit Wounds,3/16/2001,"$79,958,599","$33,000,000",,http://www.the-numbers.com/movie/Exit-Wounds#tab=summary,"$51,758,599"
Mike and Dave Need Wedding Dates,7/8/2016,"$75,909,673","$33,000,000",,http://www.the-numbers.com/movie/Mike-and-Dave-Need-Wedding-Dates#tab=summary,"$46,009,673"
Step Up Revolution,7/27/2012,"$165,552,290","$33,000,000",,http://www.the-numbers.com/movie/Step-Up-Revolution#tab=summary,"$35,074,677"
Snakes on a Plane,8/18/2006,"$62,020,814","$33,000,000",,http://www.the-numbers.com/movie/Snakes-on-a-Plane#tab=summary,"$34,020,814"
The Punisher,4/16/2004,"$54,533,774","$33,000,000",,http://www.the-numbers.com/movie/Punisher-The#tab=summary,"$33,664,370"
The Watcher,9/8/2000,"$47,267,829","$33,000,000",,http://www.the-numbers.com/movie/Watcher-The#tab=summary,"$28,946,615"
Safe,4/27/2012,"$41,495,213","$33,000,000",,http://www.the-numbers.com/movie/Safe-(2011)#tab=summary,"$17,142,080"
Doomsday,3/14/2008,"$21,621,188","$33,000,000",,http://www.the-numbers.com/movie/Doomsday#tab=summary,"$11,008,770"
Pushing Tin,4/23/1999,"$8,408,835","$33,000,000",,http://www.the-numbers.com/movie/Pushing-Tin#tab=summary,"$8,408,835"
Goal! The Dream Begins,5/12/2006,"$27,610,873","$33,000,000",,http://www.the-numbers.com/movie/Goal#tab=summary,"$4,283,255"
The Young and Prodigious T.S. Spivet,7/31/2015,"$357,687","$33,000,000",,http://www.the-numbers.com/movie/Young-and-Prodigious-TS-Spivet-The#tab=summary,"$176,847"
Rings,2/3/2017,$0,"$33,000,000",,http://www.the-numbers.com/movie/Rings-(2016)#tab=summary,$0
Freaks of Nature,10/30/2015,$0,"$33,000,000",,http://www.the-numbers.com/movie/Freaks-of-Nature#tab=summary,$0
Star Wars Ep. VI: Return of the Jedi,5/25/1983,"$572,705,079","$32,500,000",,http://www.the-numbers.com/movie/Star-Wars-Ep-VI-Return-of-the-Jedi#tab=summary,"$309,205,079"
Bridesmaids,5/13/2011,"$289,527,030","$32,500,000",,http://www.the-numbers.com/movie/Bridesmaids#tab=summary,"$169,106,725"
The Reader,12/10/2008,"$113,019,290","$32,500,000",,http://www.the-numbers.com/movie/Reader-The#tab=summary,"$34,194,407"
The Big Wedding,4/26/2013,"$48,425,971","$32,500,000",,http://www.the-numbers.com/movie/Big-Wedding-The#tab=summary,"$21,819,348"
Wanderlust,2/24/2012,"$24,159,934","$32,500,000",,http://www.the-numbers.com/movie/Wanderlust#tab=summary,"$17,288,155"
Elf,11/7/2003,"$220,236,410","$32,000,000",,http://www.the-numbers.com/movie/Elf#tab=summary,"$173,398,518"
Phenomenon,7/5/1996,"$152,036,382","$32,000,000",,http://www.the-numbers.com/movie/Phenomenon#tab=summary,"$104,636,382"
This is the End,6/12/2013,"$126,539,117","$32,000,000",,http://www.the-numbers.com/movie/This-is-the-End#tab=summary,"$101,470,202"
Snow Dogs,1/18/2002,"$116,898,028","$32,000,000",,http://www.the-numbers.com/movie/Snow-Dogs#tab=summary,"$81,150,692"
Nacho Libre,6/16/2006,"$99,296,462","$32,000,000",,http://www.the-numbers.com/movie/Nacho-Libre#tab=summary,"$80,197,993"
Scrooged,11/23/1988,"$59,450,353","$32,000,000",,http://www.the-numbers.com/movie/Scrooged#tab=summary,"$59,450,353"
Takers,8/27/2010,"$70,587,268","$32,000,000",,http://www.the-numbers.com/movie/Takers#tab=summary,"$57,744,720"
Source Code,4/1/2011,"$140,428,499","$32,000,000",,http://www.the-numbers.com/movie/Source-Code#tab=summary,"$54,712,227"
Stigmata,9/10/1999,"$89,441,732","$32,000,000",,http://www.the-numbers.com/movie/Stigmata#tab=summary,"$50,041,732"
Men of Honor,11/10/2000,"$82,339,483","$32,000,000",,http://www.the-numbers.com/movie/Men-of-Honor#tab=summary,"$48,814,909"
The Transporter 2,9/2/2005,"$88,978,458","$32,000,000",,http://www.the-numbers.com/movie/Transporter-2-The#tab=summary,"$43,095,856"
"Big Mommas: Like Father, Like Son",2/18/2011,"$82,332,450","$32,000,000",,http://www.the-numbers.com/movie/Big-Mommas-Like-Father-Like-Son#tab=summary,"$37,915,414"
Alive,1/15/1993,"$36,299,670","$32,000,000",,http://www.the-numbers.com/movie/Alive#tab=summary,"$36,299,670"
The Number 23,2/23/2007,"$77,593,167","$32,000,000",,http://www.the-numbers.com/movie/Number-23-The#tab=summary,"$35,193,167"
1941,12/14/1979,"$94,875,000","$32,000,000",,http://www.the-numbers.com/movie/1941#tab=summary,"$34,175,000"
Dreamer: Inspired by a True Story,10/21/2005,"$39,498,360","$32,000,000",,http://www.the-numbers.com/movie/Dreamer-Inspired-by-a-True-Story#tab=summary,"$33,022,286"
A History of Violence,9/23/2005,"$61,477,797","$32,000,000",,http://www.the-numbers.com/movie/History-of-Violence-A#tab=summary,"$31,493,782"
The Incredible Burt Wonderstone,3/15/2013,"$27,392,609","$32,000,000",,http://www.the-numbers.com/movie/Incredible-Burt-Wonderstone-The#tab=summary,"$22,537,881"
The Quick and the Dead,2/10/1995,"$18,552,460","$32,000,000",,http://www.the-numbers.com/movie/Quick-and-the-Dead-The#tab=summary,"$18,552,460"
Laws of Attraction,4/30/2004,"$29,948,322","$32,000,000",,http://www.the-numbers.com/movie/Laws-of-Attraction#tab=summary,"$17,848,322"
