count,from,to,lat1,lon1,lat2,lon2
4,Angola,Congo (Kinshasa),-11.202692,17.873887,-4.038333,21.758664
1,Angola,Cuba,-11.202692,17.873887,21.521757,-77.781167
2,Angola,Ethiopia,-11.202692,17.873887,9.145,40.489673
1,Angola,France,-11.202692,17.873887,46.227638,2.213749
1,Angola,Germany,-11.202692,17.873887,51.165691,10.451526
1,Angola,Kenya,-11.202692,17.873887,-0.023559,37.906193
1,Angola,Morocco,-11.202692,17.873887,31.791702,-7.09262
1,Angola,Mozambique,-11.202692,17.873887,-18.665695,35.529562
3,Angola,Namibia,-11.202692,17.873887,-22.95764,18.49041
1,Angola,Netherlands,-11.202692,17.873887,52.132633,5.291266
3,Angola,Portugal,-11.202692,17.873887,39.399872,-8.224454
1,Angola,Sao Tome and Principe,-11.202692,17.873887,0.18636,6.613081
3,Angola,South Africa,-11.202692,17.873887,-30.559482,22.937506
1,Angola,Spain,-11.202692,17.873887,40.463667,-3.74922
2,Angola,United Arab Emirates,-11.202692,17.873887,23.424076,53.847818
2,Angola,United Kingdom,-11.202692,17.873887,55.378051,-3.435973
1,Angola,Zimbabwe,-11.202692,17.873887,-19.015438,29.154857
1,Anguilla,Antigua and Barbuda,18.220554,-63.068615,17.060816,-61.796428
2,Anguilla,Netherlands Antilles,18.220554,-63.068615,12.2018902,-68.2623822
2,Anguilla,Puerto Rico,18.220554,-63.068615,18.220833,-66.590149
1,Anguilla,Virgin Islands,18.220554,-63.068615,18.335765,-64.896335
1,Antigua and Barbuda,Anguilla,17.060816,-61.796428,18.220554,-63.068615
2,Antigua and Barbuda,Barbados,17.060816,-61.796428,13.193887,-59.543198
2,Antigua and Barbuda,Canada,17.060816,-61.796428,56.130366,-106.346771
1,Antigua and Barbuda,Dominica,17.060816,-61.796428,15.414999,-61.370976
3,Antigua and Barbuda,Dominican Republic,17.060816,-61.796428,18.735693,-70.162651
2,Antigua and Barbuda,France,17.060816,-61.796428,46.227638,2.213749
1,Antigua and Barbuda,Germany,17.060816,-61.796428,51.165691,10.451526
2,Antigua and Barbuda,Guadeloupe,17.060816,-61.796428,16.265,-61.551
1,Antigua and Barbuda,Jamaica,17.060816,-61.796428,18.109581,-77.297508
1,Antigua and Barbuda,Netherlands Antilles,17.060816,-61.796428,12.2018902,-68.2623822
1,Antigua and Barbuda,Puerto Rico,17.060816,-61.796428,18.220833,-66.590149
4,Antigua and Barbuda,Saint Kitts and Nevis,17.060816,-61.796428,17.357822,-62.782998
2,Antigua and Barbuda,Saint Lucia,17.060816,-61.796428,13.909444,-60.978893
2,Antigua and Barbuda,Trinidad and Tobago,17.060816,-61.796428,10.691803,-61.222503
3,Antigua and Barbuda,United Kingdom,17.060816,-61.796428,55.378051,-3.435973
7,Antigua and Barbuda,United States,17.060816,-61.796428,37.09024,-95.712891
2,Argentina,Bolivia,-38.416097,-63.616672,-16.290154,-63.588653
28,Argentina,Brazil,-38.416097,-63.616672,-14.235004,-51.92528
9,Argentina,Chile,-38.416097,-63.616672,-35.675147,-71.542969
2,Argentina,Colombia,-38.416097,-63.616672,4.570868,-74.297333
1,Argentina,Cuba,-38.416097,-63.616672,21.521757,-77.781167
1,Argentina,Dominican Republic,-38.416097,-63.616672,18.735693,-70.162651
1,Argentina,Ecuador,-38.416097,-63.616672,-1.831239,-78.183406
1,Argentina,Falkland Islands,-38.416097,-63.616672,-51.796253,-59.523613
2,Argentina,France,-38.416097,-63.616672,46.227638,2.213749
1,Argentina,Germany,-38.416097,-63.616672,51.165691,10.451526
2,Argentina,Italy,-38.416097,-63.616672,41.87194,12.56738
1,Argentina,Mexico,-38.416097,-63.616672,23.634501,-102.552784
1,Argentina,Netherlands,-38.416097,-63.616672,52.132633,5.291266
2,Argentina,Panama,-38.416097,-63.616672,8.537981,-80.782127
4,Argentina,Paraguay,-38.416097,-63.616672,-23.442503,-58.443832
4,Argentina,Peru,-38.416097,-63.616672,-9.189967,-75.015152
4,Argentina,Spain,-38.416097,-63.616672,40.463667,-3.74922
1,Argentina,United Kingdom,-38.416097,-63.616672,55.378051,-3.435973
10,Argentina,United States,-38.416097,-63.616672,37.09024,-95.712891
9,Argentina,Uruguay,-38.416097,-63.616672,-32.522779,-55.765835
2,Argentina,Venezuela,-38.416097,-63.616672,6.42375,-66.58973
3,Armenia,Austria,40.069099,45.038189,47.516231,14.550072
1,Armenia,Belarus,40.069099,45.038189,53.709807,27.953389
2,Armenia,Czech Republic,40.069099,45.038189,49.817492,15.472962
3,Armenia,France,40.069099,45.038189,46.227638,2.213749
1,Armenia,Greece,40.069099,45.038189,39.074208,21.824312
1,Armenia,Iran,40.069099,45.038189,32.427908,53.688046
1,Armenia,Italy,40.069099,45.038189,41.87194,12.56738
1,Armenia,Kazakhstan,40.069099,45.038189,48.019573,66.923684
1,Armenia,Lebanon,40.069099,45.038189,33.854721,35.862285
1,Armenia,Poland,40.069099,45.038189,51.919438,19.145136
26,Armenia,Russia,40.069099,45.038189,61.52401,105.318756
2,Armenia,Ukraine,40.069099,45.038189,48.379433,31.16558
2,Armenia,United Arab Emirates,40.069099,45.038189,23.424076,53.847818
2,Aruba,Canada,12.52111,-69.968338,56.130366,-106.346771
2,Aruba,Colombia,12.52111,-69.968338,4.570868,-74.297333
2,Aruba,Dominican Republic,12.52111,-69.968338,18.735693,-70.162651
1,Aruba,Netherlands,12.52111,-69.968338,52.132633,5.291266
3,Aruba,Netherlands Antilles,12.52111,-69.968338,12.2018902,-68.2623822
1,Aruba,Panama,12.52111,-69.968338,8.537981,-80.782127
1,Aruba,Suriname,12.52111,-69.968338,3.919305,-56.027783
21,Aruba,United States,12.52111,-69.968338,37.09024,-95.712891
11,Aruba,Venezuela,12.52111,-69.968338,6.42375,-66.58973
1,Australia,Brunei,-25.274398,133.775136,4.535277,114.727669
1,Australia,Canada,-25.274398,133.775136,56.130366,-106.346771
2,Australia,Chile,-25.274398,133.775136,-35.675147,-71.542969
17,Australia,China,-25.274398,133.775136,35.86166,104.195397
1,Australia,Christmas Island,-25.274398,133.775136,-10.447525,105.690449
1,Australia,Cook Islands,-25.274398,133.775136,-21.236736,-159.777671
2,Australia,East Timor,-25.274398,133.775136,-8.874217,125.727539
11,Australia,Fiji,-25.274398,133.775136,-17.713371,178.065032
1,Australia,Guam,-25.274398,133.775136,13.444304,144.793731
16,Australia,Hong Kong,-25.274398,133.775136,22.396428,114.109497
2,Australia,India,-25.274398,133.775136,20.593684,78.96288
26,Australia,Indonesia,-25.274398,133.775136,-0.789275,113.921327
15,Australia,Japan,-25.274398,133.775136,36.204824,138.252924
14,Australia,Malaysia,-25.274398,133.775136,4.210484,101.975766
1,Australia,Mauritius,-25.274398,133.775136,-20.348404,57.552152
1,Australia,Nauru,-25.274398,133.775136,-0.522778,166.931503
4,Australia,New Caledonia,-25.274398,133.775136,-20.904305,165.618042
77,Australia,New Zealand,-25.274398,133.775136,-40.900557,174.885971
2,Australia,Norfolk Island,-25.274398,133.775136,-29.040835,167.954712
9,Australia,Papua New Guinea,-25.274398,133.775136,-6.314993,143.95555
4,Australia,Philippines,-25.274398,133.775136,12.879721,121.774017
2,Australia,Qatar,-25.274398,133.775136,25.354826,51.183884
2,Australia,Samoa,-25.274398,133.775136,-13.759029,-172.104629
42,Australia,Singapore,-25.274398,133.775136,1.352083,103.819836
2,Australia,Solomon Islands,-25.274398,133.775136,-9.64571,160.156194
4,Australia,South Africa,-25.274398,133.775136,-30.559482,22.937506
3,Australia,Taiwan,-25.274398,133.775136,23.69781,120.960515
14,Australia,Thailand,-25.274398,133.775136,15.870032,100.992541
1,Australia,Tonga,-25.274398,133.775136,-21.178986,-175.198242
16,Australia,United Arab Emirates,-25.274398,133.775136,23.424076,53.847818
26,Australia,United States,-25.274398,133.775136,37.09024,-95.712891
7,Australia,Vanuatu,-25.274398,133.775136,-15.376706,166.959158
4,Australia,Vietnam,-25.274398,133.775136,14.058324,108.277199
1,Austria,Albania,47.516231,14.550072,41.153332,20.168331
1,Austria,Algeria,47.516231,14.550072,28.033886,1.659626
3,Austria,Armenia,47.516231,14.550072,40.069099,45.038189
2,Austria,Azerbaijan,47.516231,14.550072,40.143105,47.576927
2,Austria,Belarus,47.516231,14.550072,53.709807,27.953389
2,Austria,Belgium,47.516231,14.550072,50.503887,4.469936
1,Austria,Bosnia and Herzegovina,47.516231,14.550072,43.915886,17.679076
3,Austria,Bulgaria,47.516231,14.550072,42.733883,25.48583
3,Austria,Canada,47.516231,14.550072,56.130366,-106.346771
2,Austria,China,47.516231,14.550072,35.86166,104.195397
6,Austria,Croatia,47.516231,14.550072,45.1,15.2
3,Austria,Cyprus,47.516231,14.550072,35.126413,33.429859
1,Austria,Czech Republic,47.516231,14.550072,49.817492,15.472962
5,Austria,Denmark,47.516231,14.550072,56.26392,9.501785
6,Austria,Egypt,47.516231,14.550072,26.820553,30.802498
2,Austria,Finland,47.516231,14.550072,61.92411,25.748151
11,Austria,France,47.516231,14.550072,46.227638,2.213749
2,Austria,Georgia,47.516231,14.550072,32.1656221,-82.9000751
52,Austria,Germany,47.516231,14.550072,51.165691,10.451526
36,Austria,Greece,47.516231,14.550072,39.074208,21.824312
1,Austria,Hungary,47.516231,14.550072,47.162494,19.503304
2,Austria,India,47.516231,14.550072,20.593684,78.96288
2,Austria,Iran,47.516231,14.550072,32.427908,53.688046
1,Austria,Iraq,47.516231,14.550072,33.223191,43.679291
1,Austria,Ireland,47.516231,14.550072,53.41291,-8.24389
3,Austria,Israel,47.516231,14.550072,31.046051,34.851612
28,Austria,Italy,47.516231,14.550072,41.87194,12.56738
2,Austria,Japan,47.516231,14.550072,36.204824,138.252924
3,Austria,Jordan,47.516231,14.550072,30.585164,36.238414
2,Austria,Kazakhstan,47.516231,14.550072,48.019573,66.923684
2,Austria,Latvia,47.516231,14.550072,56.879635,24.603189
1,Austria,Lithuania,47.516231,14.550072,55.169438,23.881275
2,Austria,Luxembourg,47.516231,14.550072,49.815273,6.129583
1,Austria,Macedonia,47.516231,14.550072,41.608635,21.745275
4,Austria,Malta,47.516231,14.550072,35.937496,14.375416
1,Austria,Moldova,47.516231,14.550072,47.411631,28.369885
2,Austria,Montenegro,47.516231,14.550072,42.708678,19.37439
5,Austria,Netherlands,47.516231,14.550072,52.132633,5.291266
2,Austria,Norway,47.516231,14.550072,60.472024,8.468946
4,Austria,Poland,47.516231,14.550072,51.919438,19.145136
6,Austria,Portugal,47.516231,14.550072,39.399872,-8.224454
1,Austria,Qatar,47.516231,14.550072,25.354826,51.183884
8,Austria,Romania,47.516231,14.550072,45.943161,24.96676
13,Austria,Russia,47.516231,14.550072,61.52401,105.318756
3,Austria,Serbia,47.516231,14.550072,44.016521,21.005859
1,Austria,Slovakia,47.516231,14.550072,48.669026,19.699024
2,Austria,Slovenia,47.516231,14.550072,46.151241,14.995463
40,Austria,Spain,47.516231,14.550072,40.463667,-3.74922
4,Austria,Sweden,47.516231,14.550072,60.128161,18.643501
14,Austria,Switzerland,47.516231,14.550072,46.818188,8.227512
1,Austria,Taiwan,47.516231,14.550072,23.69781,120.960515
3,Austria,Thailand,47.516231,14.550072,15.870032,100.992541
1,Austria,Tunisia,47.516231,14.550072,33.886917,9.537499
19,Austria,Turkey,47.516231,14.550072,38.963745,35.243322
10,Austria,Ukraine,47.516231,14.550072,48.379433,31.16558
2,Austria,United Arab Emirates,47.516231,14.550072,23.424076,53.847818
11,Austria,United Kingdom,47.516231,14.550072,55.378051,-3.435973
6,Austria,United States,47.516231,14.550072,37.09024,-95.712891
1,Azerbaijan,Afghanistan,40.143105,47.576927,33.93911,67.709953
2,Azerbaijan,Austria,40.143105,47.576927,47.516231,14.550072
1,Azerbaijan,Belarus,40.143105,47.576927,53.709807,27.953389
2,Azerbaijan,China,40.143105,47.576927,35.86166,104.195397
2,Azerbaijan,Czech Republic,40.143105,47.576927,49.817492,15.472962
2,Azerbaijan,France,40.143105,47.576927,46.227638,2.213749
2,Azerbaijan,Georgia,40.143105,47.576927,32.1656221,-82.9000751
3,Azerbaijan,Germany,40.143105,47.576927,51.165691,10.451526
1,Azerbaijan,Hungary,40.143105,47.576927,47.162494,19.503304
3,Azerbaijan,Iran,40.143105,47.576927,32.427908,53.688046
1,Azerbaijan,Israel,40.143105,47.576927,31.046051,34.851612
4,Azerbaijan,Italy,40.143105,47.576927,41.87194,12.56738
4,Azerbaijan,Kazakhstan,40.143105,47.576927,48.019573,66.923684
2,Azerbaijan,Latvia,40.143105,47.576927,56.879635,24.603189
2,Azerbaijan,Qatar,40.143105,47.576927,25.354826,51.183884
19,Azerbaijan,Russia,40.143105,47.576927,61.52401,105.318756
6,Azerbaijan,Turkey,40.143105,47.576927,38.963745,35.243322
2,Azerbaijan,Turkmenistan,40.143105,47.576927,38.969719,59.556278
3,Azerbaijan,Ukraine,40.143105,47.576927,48.379433,31.16558
2,Azerbaijan,United Arab Emirates,40.143105,47.576927,23.424076,53.847818
2,Azerbaijan,United Kingdom,40.143105,47.576927,55.378051,-3.435973
1,Azerbaijan,Uzbekistan,40.143105,47.576927,41.377491,64.585262
3,Bahamas,Canada,25.03428,-77.39628,56.130366,-106.346771
1,Bahamas,Cayman Islands,25.03428,-77.39628,19.3133,-81.2546
2,Bahamas,Cuba,25.03428,-77.39628,21.521757,-77.781167
1,Bahamas,Jamaica,25.03428,-77.39628,18.109581,-77.297508
1,Bahamas,Panama,25.03428,-77.39628,8.537981,-80.782127
4,Bahamas,Turks and Caicos Islands,25.03428,-77.39628,21.694025,-71.797928
1,Bahamas,United Kingdom,25.03428,-77.39628,55.378051,-3.435973
72,Bahamas,United States,25.03428,-77.39628,37.09024,-95.712891
1,Bahrain,Cyprus,26.0667,50.5577,35.126413,33.429859
2,Bahrain,Egypt,26.0667,50.5577,26.820553,30.802498
1,Bahrain,Ethiopia,26.0667,50.5577,9.145,40.489673
1,Bahrain,France,26.0667,50.5577,46.227638,2.213749
1,Bahrain,Germany,26.0667,50.5577,51.165691,10.451526
6,Bahrain,India,26.0667,50.5577,20.593684,78.96288
3,Bahrain,Iran,26.0667,50.5577,32.427908,53.688046
2,Bahrain,Iraq,26.0667,50.5577,33.223191,43.679291
2,Bahrain,Jordan,26.0667,50.5577,30.585164,36.238414
4,Bahrain,Kuwait,26.0667,50.5577,29.31166,47.481766
1,Bahrain,Lebanon,26.0667,50.5577,33.854721,35.862285
3,Bahrain,Oman,26.0667,50.5577,21.512583,55.923255
6,Bahrain,Pakistan,26.0667,50.5577,30.375321,69.345116
2,Bahrain,Philippines,26.0667,50.5577,12.879721,121.774017
10,Bahrain,Qatar,26.0667,50.5577,25.354826,51.183884
8,Bahrain,Saudi Arabia,26.0667,50.5577,23.885942,45.079162
2,Bahrain,Sri Lanka,26.0667,50.5577,7.873054,80.771797
1,Bahrain,Sudan,26.0667,50.5577,12.862807,30.217636
3,Bahrain,Thailand,26.0667,50.5577,15.870032,100.992541
2,Bahrain,Turkey,26.0667,50.5577,38.963745,35.243322
16,Bahrain,United Arab Emirates,26.0667,50.5577,23.424076,53.847818
4,Bahrain,United Kingdom,26.0667,50.5577,55.378051,-3.435973
2,Bahrain,Yemen,26.0667,50.5577,15.552727,48.516388
1,Bangladesh,Bhutan,23.684994,90.356331,27.514162,90.433601
1,Bangladesh,Burma,23.684994,90.356331,21.913965,95.956223
2,Bangladesh,China,23.684994,90.356331,35.86166,104.195397
3,Bangladesh,Hong Kong,23.684994,90.356331,22.396428,114.109497
11,Bangladesh,India,23.684994,90.356331,20.593684,78.96288
1,Bangladesh,Italy,23.684994,90.356331,41.87194,12.56738
2,Bangladesh,Kuwait,23.684994,90.356331,29.31166,47.481766
6,Bangladesh,Malaysia,23.684994,90.356331,4.210484,101.975766
4,Bangladesh,Nepal,23.684994,90.356331,28.394857,84.124008
5,Bangladesh,Oman,23.684994,90.356331,21.512583,55.923255
1,Bangladesh,Pakistan,23.684994,90.356331,30.375321,69.345116
2,Bangladesh,Qatar,23.684994,90.356331,25.354826,51.183884
7,Bangladesh,Saudi Arabia,23.684994,90.356331,23.885942,45.079162
4,Bangladesh,Singapore,23.684994,90.356331,1.352083,103.819836
2,Bangladesh,Sri Lanka,23.684994,90.356331,7.873054,80.771797
7,Bangladesh,Thailand,23.684994,90.356331,15.870032,100.992541
1,Bangladesh,Turkey,23.684994,90.356331,38.963745,35.243322
9,Bangladesh,United Arab Emirates,23.684994,90.356331,23.424076,53.847818
1,Bangladesh,United Kingdom,23.684994,90.356331,55.378051,-3.435973
2,Barbados,Antigua and Barbuda,13.193887,-59.543198,17.060816,-61.796428
1,Barbados,Brazil,13.193887,-59.543198,-14.235004,-51.92528
2,Barbados,Canada,13.193887,-59.543198,56.130366,-106.346771
1,Barbados,Dominica,13.193887,-59.543198,15.414999,-61.370976
1,Barbados,Germany,13.193887,-59.543198,51.165691,10.451526
1,Barbados,Grenada,13.193887,-59.543198,12.1165,-61.679
1,Barbados,Guyana,13.193887,-59.543198,4.860416,-58.93018
1,Barbados,Jamaica,13.193887,-59.543198,18.109581,-77.297508
1,Barbados,Martinique,13.193887,-59.543198,14.641528,-61.024174
1,Barbados,Netherlands Antilles,13.193887,-59.543198,12.2018902,-68.2623822
1,Barbados,Saint Lucia,13.193887,-59.543198,13.909444,-60.978893
1,Barbados,Saint Vincent and the Grenadines,13.193887,-59.543198,13.2528179,-61.1971628
1,Barbados,Trinidad and Tobago,13.193887,-59.543198,10.691803,-61.222503
5,Barbados,United Kingdom,13.193887,-59.543198,55.378051,-3.435973
3,Barbados,United States,13.193887,-59.543198,37.09024,-95.712891
1,Belarus,Armenia,53.709807,27.953389,40.069099,45.038189
2,Belarus,Austria,53.709807,27.953389,47.516231,14.550072
1,Belarus,Azerbaijan,53.709807,27.953389,40.143105,47.576927
1,Belarus,Cyprus,53.709807,27.953389,35.126413,33.429859
2,Belarus,Czech Republic,53.709807,27.953389,49.817492,15.472962
2,Belarus,Finland,53.709807,27.953389,61.92411,25.748151
2,Belarus,France,53.709807,27.953389,46.227638,2.213749
3,Belarus,Georgia,53.709807,27.953389,32.1656221,-82.9000751
4,Belarus,Germany,53.709807,27.953389,51.165691,10.451526
1,Belarus,Hungary,53.709807,27.953389,47.162494,19.503304
1,Belarus,Iran,53.709807,27.953389,32.427908,53.688046
1,Belarus,Israel,53.709807,27.953389,31.046051,34.851612
2,Belarus,Italy,53.709807,27.953389,41.87194,12.56738
1,Belarus,Kazakhstan,53.709807,27.953389,48.019573,66.923684
2,Belarus,Latvia,53.709807,27.953389,56.879635,24.603189
1,Belarus,Lebanon,53.709807,27.953389,33.854721,35.862285
1,Belarus,Lithuania,53.709807,27.953389,55.169438,23.881275
1,Belarus,Netherlands,53.709807,27.953389,52.132633,5.291266
2,Belarus,Poland,53.709807,27.953389,51.919438,19.145136
12,Belarus,Russia,53.709807,27.953389,61.52401,105.318756
1,Belarus,Spain,53.709807,27.953389,40.463667,-3.74922
1,Belarus,Sweden,53.709807,27.953389,60.128161,18.643501
1,Belarus,Switzerland,53.709807,27.953389,46.818188,8.227512
2,Belarus,Turkey,53.709807,27.953389,38.963745,35.243322
1,Belarus,Turkmenistan,53.709807,27.953389,38.969719,59.556278
2,Belarus,Ukraine,53.709807,27.953389,48.379433,31.16558
2,Belarus,United Arab Emirates,53.709807,27.953389,23.424076,53.847818
1,Belarus,United Kingdom,53.709807,27.953389,55.378051,-3.435973
1,Belgium,Algeria,50.503887,4.469936,28.033886,1.659626
4,Belgium,Angola,50.503887,4.469936,-11.202692,17.873887
2,Belgium,Austria,50.503887,4.469936,47.516231,14.550072
4,Belgium,Benin,50.503887,4.469936,9.30769,2.315834
4,Belgium,Bulgaria,50.503887,4.469936,42.733883,25.48583
4,Belgium,Burkina Faso,50.503887,4.469936,12.238333,-1.561593
4,Belgium,Burundi,50.503887,4.469936,-3.373056,29.918886
9,Belgium,Cameroon,50.503887,4.469936,7.369722,12.354722
7,Belgium,Canada,50.503887,4.469936,56.130366,-106.346771
2,Belgium,China,50.503887,4.469936,35.86166,104.195397
1,Belgium,Congo (Kinshasa),50.503887,4.469936,-4.038333,21.758664
3,Belgium,Cote d'Ivoire,50.503887,4.469936,7.539989,-5.54708
5,Belgium,Croatia,50.503887,4.469936,45.1,15.2
2,Belgium,Cyprus,50.503887,4.469936,35.126413,33.429859
4,Belgium,Czech Republic,50.503887,4.469936,49.817492,15.472962
5,Belgium,Denmark,50.503887,4.469936,56.26392,9.501785
2,Belgium,Egypt,50.503887,4.469936,26.820553,30.802498
2,Belgium,Estonia,50.503887,4.469936,58.595272,25.013607
1,Belgium,Finland,50.503887,4.469936,61.92411,25.748151
34,Belgium,France,50.503887,4.469936,46.227638,2.213749
11,Belgium,Germany,50.503887,4.469936,51.165691,10.451526
20,Belgium,Greece,50.503887,4.469936,39.074208,21.824312
3,Belgium,Hungary,50.503887,4.469936,47.162494,19.503304
1,Belgium,Iceland,50.503887,4.469936,64.963051,-19.020835
4,Belgium,India,50.503887,4.469936,20.593684,78.96288
3,Belgium,Ireland,50.503887,4.469936,53.41291,-8.24389
2,Belgium,Israel,50.503887,4.469936,31.046051,34.851612
44,Belgium,Italy,50.503887,4.469936,41.87194,12.56738
2,Belgium,Latvia,50.503887,4.469936,56.879635,24.603189
1,Belgium,Lebanon,50.503887,4.469936,33.854721,35.862285
5,Belgium,Lithuania,50.503887,4.469936,55.169438,23.881275
1,Belgium,Macedonia,50.503887,4.469936,41.608635,21.745275
2,Belgium,Malta,50.503887,4.469936,35.937496,14.375416
2,Belgium,Montenegro,50.503887,4.469936,42.708678,19.37439
22,Belgium,Morocco,50.503887,4.469936,31.791702,-7.09262
1,Belgium,Netherlands,50.503887,4.469936,52.132633,5.291266
3,Belgium,Norway,50.503887,4.469936,60.472024,8.468946
6,Belgium,Poland,50.503887,4.469936,51.919438,19.145136
18,Belgium,Portugal,50.503887,4.469936,39.399872,-8.224454
1,Belgium,Qatar,50.503887,4.469936,25.354826,51.183884
4,Belgium,Romania,50.503887,4.469936,45.943161,24.96676
2,Belgium,Russia,50.503887,4.469936,61.52401,105.318756
5,Belgium,Rwanda,50.503887,4.469936,-1.940278,29.873888
5,Belgium,Senegal,50.503887,4.469936,14.497401,-14.452362
2,Belgium,Serbia,50.503887,4.469936,44.016521,21.005859
3,Belgium,Sierra Leone,50.503887,4.469936,8.460555,-11.779889
1,Belgium,Slovakia,50.503887,4.469936,48.669026,19.699024
3,Belgium,Slovenia,50.503887,4.469936,46.151241,14.995463
57,Belgium,Spain,50.503887,4.469936,40.463667,-3.74922
7,Belgium,Sweden,50.503887,4.469936,60.128161,18.643501
9,Belgium,Switzerland,50.503887,4.469936,46.818188,8.227512
2,Belgium,Thailand,50.503887,4.469936,15.870032,100.992541
4,Belgium,Tunisia,50.503887,4.469936,33.886917,9.537499
8,Belgium,Turkey,50.503887,4.469936,38.963745,35.243322
2,Belgium,Ukraine,50.503887,4.469936,48.379433,31.16558
3,Belgium,United Arab Emirates,50.503887,4.469936,23.424076,53.847818
17,Belgium,United Kingdom,50.503887,4.469936,55.378051,-3.435973
21,Belgium,United States,50.503887,4.469936,37.09024,-95.712891
1,Belize,El Salvador,17.189877,-88.49765,13.794185,-88.89653
2,Belize,Guatemala,17.189877,-88.49765,15.783471,-90.230759
2,Belize,Honduras,17.189877,-88.49765,15.199999,-86.241905
2,Belize,Mexico,17.189877,-88.49765,23.634501,-102.552784
10,Belize,United States,17.189877,-88.49765,37.09024,-95.712891
1,Benin,Burkina Faso,9.30769,2.315834,12.238333,-1.561593
4,Benin,Cameroon,9.30769,2.315834,7.369722,12.354722
7,Benin,Congo (Brazzaville),9.30769,2.315834,-4.267778,15.291944
8,Benin,Cote d'Ivoire,9.30769,2.315834,7.539989,-5.54708
2,Benin,Equatorial Guinea,9.30769,2.315834,1.650801,10.267895
1,Benin,Ethiopia,9.30769,2.315834,9.145,40.489673
1,Benin,France,9.30769,2.315834,46.227638,2.213749
3,Benin,Gabon,9.30769,2.315834,-0.803689,11.609444
1,Benin,Ghana,9.30769,2.315834,7.946527,-1.023194
1,Benin,Kenya,9.30769,2.315834,-0.023559,37.906193
3,Benin,Mali,9.30769,2.315834,17.570692,-3.996166
1,Benin,Niger,9.30769,2.315834,17.607789,8.081666
3,Benin,Nigeria,9.30769,2.315834,9.081999,8.675277
2,Benin,Senegal,9.30769,2.315834,14.497401,-14.452362
3,Benin,Togo,9.30769,2.315834,8.619543,0.824782
2,Bermuda,Canada,32.3078,-64.7505,56.130366,-106.346771
2,Bermuda,United Kingdom,32.3078,-64.7505,55.378051,-3.435973
11,Bermuda,United States,32.3078,-64.7505,37.09024,-95.712891
