"isbn","title","authors","publishedDate","publisher","categories","pageCount","averageRating","ratingsCount","maturityRating","imageThumbnail","infoLink","textSnippet"
"0312995423","Digital Fortress","Dan Brown","2004-01-05","Macmillan","Fiction",429,3,3045,"NOT_MATURE","http://books.google.com/books/content?id=QACdjY_ju9kC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=QACdjY_ju9kC&dq=isbn:0312995423&hl=&source=gbs_api","A former National Security Agency programmer threatens to release a mathematical formula that will allow organized crime and terrorism to skyrocket, unless the code-breaking computer that is used to keep them in check but that violates ..."
"0767902521","A Walk in the Woods","Bill Bryson","1999","Broadway","Travel",276,3.5,3919,"NOT_MATURE","http://books.google.com/books/content?id=bE-4PlBHvI8C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=bE-4PlBHvI8C&dq=isbn:0767902521&hl=&source=gbs_api","Bryson share his experiences hiking the Appalachian Trail with a childhood friend. The two encounter eccentric characters, a blizzard, getting lost, and rude yuppies along the way."
"0425182908","Isle of Dogs","Patricia Cornwell","2002","Penguin","Fiction",432,1.5,2,"NOT_MATURE","http://books.google.com/books/content?id=DO7wIWAbIMkC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=DO7wIWAbIMkC&dq=isbn:0425182908&hl=&source=gbs_api","Angered over the governor&#39;s order on speed traps, the eccentric inhabitants of the Isle of Tangier, off the coast of Virginia, declare war on their own state, and it is up to Judy Hammer, the new superintendent of the state police, to stop ..."
"0312980140","Seven Up","Janet Evanovich","2002-06-17","Farrar, Straus, and Giroux","Fiction",357,4,21,"NOT_MATURE","http://books.google.com/books/content?id=mYlSEszWRbQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=mYlSEszWRbQC&dq=isbn:0312980140&hl=&source=gbs_api","When a senior citzen is charged with smuggling contraband cigarettes, Stephanie Plum and Lula get more than they bargained for--a corpse in the woodshed and an old man on the lam--but Stephanie is more focused on vice cop Joe Morelli who ..."
"0767905180","Jemima J","Jane Green","2000","Broadway","Fiction",384,4,15,"NOT_MATURE","http://books.google.com/books/content?id=a5tgOcqSeFcC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=a5tgOcqSeFcC&dq=isbn:0767905180&hl=&source=gbs_api","With a fast-paced plot that never quits and a surprise ending no reader will see coming, Jemima J is the chronicle of one woman&#39;s quest to become the woman she&#39;s always wanted to be, learning along the way a host of lessons about attraction ..."
"1400031354","Tears of the Giraffe","Alexander McCall Smith","2000","Anchor","Fiction",227,5,2,"NOT_MATURE","http://books.google.com/books/content?id=0sYkvG0JASAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=0sYkvG0JASAC&dq=isbn:1400031354&hl=&source=gbs_api","The story of The No. 1 Ladies&#39; Detective Agency continues as irrepressible sleuth Precious Ramotswe searches for a young man who vanished many years ago on the African plains, while dealing with her engagement to Mr. J. L. B. Matekoni, ..."
"0312971346","High Five","Janet Evanovich","2000-06-15","Farrar, Straus, and Giroux","Fiction",340,3.5,39,"MATURE","http://books.google.com/books/content?id=IPmI4Bp3-9AC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=IPmI4Bp3-9AC&dq=isbn:0312971346&hl=&source=gbs_api","New Jersey bounty hunter Stephanie Plum returns in her fifth adventure as she struggles to make ends meet while coping with a missing Uncle Fred, homicidal rapist and stalker Benito Ramirez, amorous vice cop Joe Morelli, and would-be lover ..."
"0312976275","Hot Six","Janet Evanovich","2001-06-15","Farrar, Straus, and Giroux","Fiction",350,4,41,"NOT_MATURE","http://books.google.com/books/content?id=F-vUlShRcqAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=F-vUlShRcqAC&dq=isbn:0312976275&hl=&source=gbs_api","In her latest adventure, sexy Trenton bounty hunter Stephanie Plum joins vice cop Joe Morelli in a search for Ranger, a bounty hunter on the run, just when Grandma Mazur decides to move in with Stephanie and Rex, her hamster. Reprint."
"0385335881","Shopaholic Takes Manhattan","Sophie Kinsella","2002-01","Dial Press","Fiction",323,4.5,5,"NOT_MATURE","http://books.google.com/books/content?id=LKBZn-vdujgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=LKBZn-vdujgC&dq=isbn:0385335881&hl=&source=gbs_api","Becky Bloomwood, a successful TV financial guru, has finally paid off her debts and credit card bills, until her boyfriend, Luke, invites her to accompany him when he moves to New York, and she discovers the wonders of sample sales, power ..."
"0380718340","Cruel & Unusual","Patricia D. Cornwell","1994-05-01","Harper Collins","Fiction",416,4,1,"NOT_MATURE","http://books.google.com/books/content?id=T-3-cFehVB4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=T-3-cFehVB4C&dq=isbn:0380718340&hl=&source=gbs_api","Trying to solve the murder of a thirteen-year-old boy, Dr. Kay Scarpetta and police lieutenant Pete Marino race against time when Kay is implicated in a second brutal killing"
"0312282990","The Amazing Adventures of Kavalier & Clay","Michael Chabon","2001-08-25","Picador","Fiction",656,3.5,5,"NOT_MATURE","http://books.google.com/books/content?id=YcmOE4DUKIAC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=YcmOE4DUKIAC&dq=isbn:0312282990&hl=&source=gbs_api","This brilliant epic novel set in New York and Prague introduces us to two misfit young men who make it big by creating comic-book superheroes."
"0446606189","Cat & Mouse","James Patterson","1998-11-01","Vision","Fiction",480,5,5,"NOT_MATURE","http://books.google.com/books/content?id=dz3Vo-nl0VUC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=dz3Vo-nl0VUC&dq=isbn:0446606189&hl=&source=gbs_api","Who is the cat, and who is the mouse? What and where is the final trap? And who survives?"
"0439136350","Harry Potter and the Prisoner of Azkaban","J. K. Rowling","1999","Scholastic","Juvenile Fiction",435,4.5,3503,"NOT_MATURE","http://books.google.com/books/content?id=swJWQ5qq804C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=swJWQ5qq804C&dq=isbn:0439136350&hl=&source=gbs_api","During his third year at Hogwarts School for Witchcraft and Wizardry, Harry Potter must confront the devious and dangerous wizard responsible for his parents&#39; deaths."
"0385503822","The Summons","John Grisham","2002","Doubleday Books","Fiction",341,4,4,"NOT_MATURE","http://books.google.com/books/content?id=ajMMkYlsKCMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=ajMMkYlsKCMC&dq=isbn:0385503822&hl=&source=gbs_api","For the first time since A Time to Kill, the author returns to Ford County, Mississippi, a place rich in colorful characters and dark family secrets, for his latest legal thriller."
"0425162443","The Rapture of Canaan","Sheri Reynolds","1997","Penguin","Fiction",320,4,4,"NOT_MATURE","http://books.google.com/books/content?id=zDinkyCJOSoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=zDinkyCJOSoC&dq=isbn:0425162443&hl=&source=gbs_api","Ninah Huff, the teenage granddaughter of the founder of an isolated religious community, causes controversy when she is discovered to be pregnant with what she claims is a holy child"
"0385479565","The Hot Zone","Richard Preston","1995","Anchor","Health & Fitness",422,4,11,"NOT_MATURE","http://books.google.com/books/content?id=8VzvrNj8W2gC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=8VzvrNj8W2gC&dq=isbn:0385479565&hl=&source=gbs_api","Describes how a strain of lethal virus showed up in 1989 at a Virginia laboratory, and relates the efforts of a military biohazard SWAT team to identify and contain the virus"
"0812550706","Ender's Game","Orson Scott Card","1994-07-15","Tor Science Fiction","Fiction",352,4,3385,"NOT_MATURE","http://books.google.com/books/content?id=5tCSc9pZPBwC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=5tCSc9pZPBwC&dq=isbn:0812550706&hl=&source=gbs_api","Between the three of them lie the abilities to remake a world. If, that is, the world survives. Ender&#39;s Game is the winner of the 1985 Nebula Award for Best Novel and the 1986 Hugo Award for Best Novel."
"0671004530","On the Street Where You Live","Mary Higgins Clark","2002-04-01","Pocket Books","Fiction",432,3,16,"NOT_MATURE","http://books.google.com/books/content?id=XQ9QPQqhXRgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=XQ9QPQqhXRgC&dq=isbn:0671004530&hl=&source=gbs_api","In the gripping new novel from the Queen of Suspense, a woman is haunted by two grisly murders separated by more than a century, yet somehow, inextricably linked."
"067102423X","Bag of Bones","Stephen King","1999-06-01","Pocket Books","Fiction",752,4.5,6,"NOT_MATURE","http://books.google.com/books/content?id=FxmjXM5RNNwC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=FxmjXM5RNNwC&dq=isbn:067102423X&hl=&source=gbs_api","Plagued by vivid nightmares of the summer house he had shared with his late wife, grieving widower Mike Noonan returns to his former Maine getaway, only to find a town in the grip of a ruthless millionaire and tormented by a series of ..."
"0439139597","Harry Potter and the Goblet of Fire","J. K. Rowling","2000","Scholastic","Juvenile Fiction",734,4.5,1365,"NOT_MATURE","http://books.google.com/books/content?id=7Z6XYbS1YFcC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=7Z6XYbS1YFcC&dq=isbn:0439139597&hl=&source=gbs_api","The fourth title in the continuing saga includes Harry&#39;s latest adventure at Hogwarts School of Witchcraft and Wizardry."
"1573225789","The Color of Water","James McBride","1996","Riverhead Trade (Paperbacks)","Biography & Autobiography",291,4,17,"NOT_MATURE","http://books.google.com/books/content?id=YmCnDSbMVdUC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=YmCnDSbMVdUC&dq=isbn:1573225789&hl=&source=gbs_api","An African American man describes life as the son of a white mother and Black father, reflecting on his mother&#39;s contributions to his life and his confusion over his own identity"
"034538475X","The Tale of the Body Thief","Anne Rice","1993","Random House Digital, Inc.","Fiction",435,3,11,"NOT_MATURE","http://books.google.com/books/content?id=foXKnZIlRDoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=foXKnZIlRDoC&dq=isbn:034538475X&hl=&source=gbs_api","In 1992 Miami, the immortal vampire Lestat finds himself alone, yearning to regain his soul and to once again experience the joys and anguish of being a mortal man. Reissue."
"0439139600","Harry Potter and the Goblet of Fire (Book 4)","Rowling, J.K.","2015-01-10","Pottermore","Juvenile Fiction",734,4.5,132,"NOT_MATURE","http://books.google.com/books/content?id=-TE0BgAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=-TE0BgAAQBAJ&dq=isbn:0439139600&hl=&source=gbs_api","In Harry Potter and the Goblet of Fire, Harry is midway through both his training as a wizard and his coming of age."
"0451524934","1984","George Orwell","1977","Univ. Press of Mississippi","Fiction",268,4,2324,"NOT_MATURE","http://books.google.com/books/content?id=yxv1LK5gyV4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=yxv1LK5gyV4C&dq=isbn:0451524934&hl=&source=gbs_api","Portrays life in a future time when a totalitarian government watches over all citizens and directs all activities."
"0375702709","A Lesson Before Dying","Ernest J. Gaines","1997-09-28","Vintage","Fiction",272,4,16,"NOT_MATURE","http://books.google.com/books/content?id=ahhIGaaJyUwC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=ahhIGaaJyUwC&dq=isbn:0375702709&hl=&source=gbs_api","From the author of A Gathering of Old Men and The Autobiography of Miss Jane Pittman comes a deep and compassionate novel."
"0743225406","The Shipping News","","2001-12-01","Scribner Book Company","Fiction",368,3,8,"NOT_MATURE","http://books.google.com/books/content?id=PU3Ca8G6PUgC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=PU3Ca8G6PUgC&dq=isbn:0743225406&hl=&source=gbs_api","Quoyle is wrenched violently out of his workaday life when his two-timing wife meets her just deserts and he retreats with his two daughters to his ancestral home on the starkly beautiful Newfoundland coast."
"014029628X","Girl in Hyacinth Blue","Susan Vreeland","2000","Penguin","Fiction",242,3,6,"NOT_MATURE","http://books.google.com/books/content?id=RTlPJJOwEP4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=RTlPJJOwEP4C&dq=isbn:014029628X&hl=&source=gbs_api","Chronicles the history of a painting and the lives with which it intersects, from the artist&#39;s inspiration to its admiration by two art scholars three hundred years later. Reprint."
"0871136791","Cold Mountain","Charles Frazier","1997","Atlantic Monthly Press","Fiction",356,4,9,"NOT_MATURE","http://books.google.com/books/content?id=6hkExFYAvMEC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=6hkExFYAvMEC&dq=isbn:0871136791&hl=&source=gbs_api","Inman, a wounded soldier, walks away from the front during the Civil War to return to his prewar sweetheart, Ada, who desperately works to revive a struggling farm"
"0066214122","Prey","Michael Crichton","2002-11-25","Harper","Fiction",384,4.5,2,"NOT_MATURE","http://books.google.com/books/content?id=38OGtpCKoJwC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=38OGtpCKoJwC&dq=isbn:0066214122&hl=&source=gbs_api","Every attempt to destroy it has failed. And we are the prey. As fresh as today&#39;s headlines, Michael Crichton&#39;smost compelling novel yet tells the story of a mechanical plague and the desperate efforts of a handful of scientists to stop it."
"0451183665","A Case of Need","Michael Crichton, Jeffrey Hudson","1969","Signet Book","Abortion",416,3.5,8,"NOT_MATURE","http://books.google.com/books/content?id=J8k2csBT-80C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=J8k2csBT-80C&dq=isbn:0451183665&hl=&source=gbs_api","A Case of Need is Michael Crichton&#39;s award-winning debut novel, written shortly after he completed his medical internship."
"0141000198","Bridget Jones's Diary","Helen Fielding","2001","Penguin","Fiction",271,3.5,2860,"NOT_MATURE","http://books.google.com/books/content?id=LtNSdRFFRbAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=LtNSdRFFRbAC&dq=isbn:0141000198&hl=&source=gbs_api","Chronicles a year in the life of Bridget Jones, a single, thirtysomething woman on a perpetual quest for self-improvement, as she struggles to cope with relationships, weight control, and the other baffling complexities of modern life."
"0553275976","The Bonfire of the Vanities","Tom Wolfe","1988","Bantam","Fiction",690,4,41,"NOT_MATURE","http://books.google.com/books/content?id=OCmxUMUp4QQC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=OCmxUMUp4QQC&dq=isbn:0553275976&hl=&source=gbs_api","Sherman McCoy, a young investment banker in Manhattan, finds himself arrested following a freak accident and becomes involved with prosecutors, politicians, the press, and assorted hustlers"
"0140067477","The Tao of Pooh","Benjamin Hoff","1982","Penguin Group USA","Humor",158,3,13,"NOT_MATURE","http://books.google.com/books/content?id=gueZIor5UXYC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=gueZIor5UXYC&dq=isbn:0140067477&hl=&source=gbs_api","An expert in Chinese philosophy explains facets of Taoism using Milne&#39;s famous character and explores the world of Winnie-the-Pooh through Tao, characterizing Pooh as a simple bear who subscribes to the principles of successful living"
"0451184963","Insomnia","Stephen King","1995","Penguin","Fiction",672,3.5,43,"NOT_MATURE","http://books.google.com/books/content?id=dZhw2Pe1GFcC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=dZhw2Pe1GFcC&dq=isbn:0451184963&hl=&source=gbs_api","Ralph Roberts, a widower suffering from insomnia, begins to experience strange visual phenomena and is unable to believe that they are merely hallucinations. Reissue."
"0425169863","Point of Origin","Patricia Daniels Cornwell, Patricia Daniels Cornwell","1999","Penguin","Fiction, Fiction",397,3.5,14,"NOT_MATURE","http://books.google.com/books/content?id=s7PdE8fFEroC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=s7PdE8fFEroC&dq=isbn:0425169863&hl=&source=gbs_api","Virginia medical examiner Kay Scarpetta finds herself up against a killer who hids his crimes with fire"
"0425169863","Point of Origin","Patricia Daniels Cornwell, Patricia Daniels Cornwell","1998","Berkley Publishing Group","Fiction, Fiction",397,3.5,16,"NOT_MATURE","http://books.google.com/books/content?id=bokykUl0CloC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=bokykUl0CloC&dq=isbn:0425169863&hl=&source=gbs_api","Virginia medical examiner Kay Scarpetta finds herself up against a killer who hids his crimes with fire"
"0345439104","Drowning Ruth","Christina Schwarz","2001-07-31","Ballantine Books","Fiction",368,3.5,41,"NOT_MATURE","http://books.google.com/books/content?id=ThtnwXBZm5IC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=ThtnwXBZm5IC&dq=isbn:0345439104&hl=&source=gbs_api","Worn out from nursing soldiers at a Milwaukee hospital and struggling to recover from a traumatic love affair, Amanda Starkey returns to her family&#39;s rural Wisconsin farm to stay with her beloved sister, Mattie, and young niece, Ruth."
"0345465083","Seabiscuit","Laura Hillenbrand","2003","Random House Digital, Inc.","History",453,4,4,"NOT_MATURE","http://books.google.com/books/content?id=W8p7wQWqzv0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=W8p7wQWqzv0C&dq=isbn:0345465083&hl=&source=gbs_api","Retraces the journey of Seabiscuit, a horse with crooked legs and a pathetic tail that made racing history in 1938, thanks to the efforts of a trainer, owner, and jockey who transformed a bottom-level racehorse into a legend."
"0553580221","False Memory","Dean Ray Koontz","1999","Bantam","Fiction",751,4,16,"NOT_MATURE","http://books.google.com/books/content?id=FjT23BOr158C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=FjT23BOr158C&dq=isbn:0553580221&hl=&source=gbs_api","While struggling to help an agoraphobic friend cope, Martie Rhodes, a young video game designer, suddenly falls prey to her own traumatic autophobia, a fear of herself, and when her husband tries to uncover the roots of her problem, he ..."
"044651862X","The Celestine Prophecy","James Redfield","1994-03-01","Grand Central Publishing","Body, Mind & Spirit",247,3,3681,"NOT_MATURE","http://books.google.com/books/content?id=sEp2uR2S1aQC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=sEp2uR2S1aQC&dq=isbn:044651862X&hl=&source=gbs_api","You have never read a book like this before -- a book that comes along once in a lifetime to change lives forever."
"0375703055","Ellen Foster","Kaye Gibbons","1987","Vintage","Fiction",144,4,9,"NOT_MATURE","http://books.google.com/books/content?id=smjkTHZOKFAC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=smjkTHZOKFAC&dq=isbn:0375703055&hl=&source=gbs_api","&quot; So begins the tale of Ellen Foster, the brave and engaging heroine of Kay Gibbons&#39;s first novel, which won the Sue Kaufman Prize from the American Academy of Institute of Arts and Letters."
"0425163407","Unnatural Exposure","Patricia Daniels Cornwell","1997","Berkley Publishing Group","Fiction",367,3.5,5,"NOT_MATURE","http://books.google.com/books/content?id=H9UFkgEM-IoC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=H9UFkgEM-IoC&dq=isbn:0425163407&hl=&source=gbs_api","Virginia&#39;s chief medical examiner is trapped in a nightmare of unsolved murders and a pernicious virus in this thriller, where clues are elusive and the killer&#39;s threats are hurled through cyberspace."
"0767900383","Under the Tuscan Sun","Frances Mayes","1997","Broadway","Travel",280,3,3148,"NOT_MATURE","http://books.google.com/books/content?id=BHiW8y6xN74C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=BHiW8y6xN74C&dq=isbn:0767900383&hl=&source=gbs_api","Applies a poet&#39;s sensibility, a traveler&#39;s eye, and a cook&#39;s palate to the pleasures of the Tuscan countryside, where the author began restoring an abandoned villa"
"0553579606","Ashes to Ashes","Tami Hoag","1999","Bantam","Fiction",593,4,1,"NOT_MATURE","http://books.google.com/books/content?id=ItuwnRSW5iQC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=ItuwnRSW5iQC&dq=isbn:0553579606&hl=&source=gbs_api","A serial killer dubbed &quot;The Cremator&quot; for his habit of burning his victims engages in a lethal game with a former FBI agent who now works as an advocate for witnesses and victims. Reprint."
"042516098X","Hornet's Nest","Patricia Daniels Cornwell","1998","Penguin","Fiction",369,2.5,13,"NOT_MATURE","http://books.google.com/books/content?id=VkK0iDjPjZ0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=VkK0iDjPjZ0C&dq=isbn:042516098X&hl=&source=gbs_api","The gritty, heroic life of big-city police is seen through the eyes of three leading crimefighters from Charlotte, North Carolina"
"0446359866","Presumed Innocent","Scott Turow","1989-12-05","Grand Central Publishing","Fiction",432,5,1,"NOT_MATURE","http://books.google.com/books/content?id=HTRHCWzFjBkC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=HTRHCWzFjBkC&dq=isbn:0446359866&hl=&source=gbs_api","Scott Turow&#39;s #1 runaway bestseller comes to theaters everywhere as a major motion picture from Warner Bros., starring Harrison Ford, Brian Dennehy, Raul Julia, and Bonnie Bedelia, directed by Alan Pakula, best known for his award-winning ..."
"0345438329","Big Stone Gap","Adriana Trigiani","2001","Random House Digital, Inc.","Fiction",272,3.5,35,"NOT_MATURE","http://books.google.com/books/content?id=9ZYlZ_c5fH4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=9ZYlZ_c5fH4C&dq=isbn:0345438329&hl=&source=gbs_api","Town pharmacist and local spinster Ave Maria has been keeping the secrets of Stone Gap for a long time, but now a skeleton is about to tumble from her own family closet."
"0446604801","Jack & Jill","James Patterson","1997-11-01","Vision","Fiction",480,5,1,"NOT_MATURE","http://books.google.com/books/content?id=p4vNjgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=p4vNjgEACAAJ&dq=isbn:0446604801&hl=&source=gbs_api","From James Patterson, the sensational author of the bestsellers Kiss the Girls and Along Came a Spider, comes Jack &amp; Jill, the #1 thriller that breaks all the rules - and shatters every nerve."
"0842329218","Tribulation Force","Tim F. LaHaye, Jerry B. Jenkins","1996","Tyndale House Publishers, Inc.","Fiction",450,4,70,"NOT_MATURE","http://books.google.com/books/content?id=pO5lrl_JpOoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=pO5lrl_JpOoC&dq=isbn:0842329218&hl=&source=gbs_api","Four Christians left behind after The Rapture join forces to create the Tribulation Force, fighting the enemies of God left on Earth after three-quarters of the world&#39;s population has perished amid disease and natural disaster."
"0345350499","The Mists of Avalon","Marion Zimmer Bradley","1984","Random House LLC","Fiction",876,4.5,14,"NOT_MATURE","http://books.google.com/books/content?id=JVcs5pY1LsAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books?id=JVcs5pY1LsAC&dq=isbn:0345350499&hl=&source=gbs_api","Retells the legend of Arthur as perceived by Viviane, the Lady of the Lake and high priestess of Avalon, Arthur&#39;s mother Igraine, his Christian wife Guinevere, and the sorceress Morgaine"
"014023313X","The Stone Diaries","Carol Shields","1995","Penguin Group USA","Fiction",361,3.5,40,"NOT_MATURE","http://books.google.com/books/content?id=QTfSAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=QTfSAAAAMAAJ&dq=isbn:014023313X&hl=&source=gbs_api","From her birth in rural Manitoba, to her journey with her father to southern Indiana, to her years as a wife, mother, and widow, to her old age, Daisy Stone Goodwill struggles to find a place for herself in her own life"
"0553272535","Night","Elie Wiesel","1960","Bantam","History",109,4,3625,"NOT_MATURE","http://books.google.com/books/content?id=Zs3elbcMf-4C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=Zs3elbcMf-4C&dq=isbn:0553272535&hl=&source=gbs_api","Recalls the Nobel laureate&#39;s war years."
"0452264464","Beloved","Toni Morrison","1988","Plume Books","Fiction",275,4,7,"NOT_MATURE","http://books.google.com/books/content?id=55BeIlgCRoYC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=55BeIlgCRoYC&dq=isbn:0452264464&hl=&source=gbs_api","Staring unflinchingly into the abyss of slavery, this novel transforms history into a story as powerful as Exodus and as intimate as a lullaby."
"1559029838","The Wind in the Willows","Kenneth Grahame, O. Henry, Robert Louis Stevenson, Mary Shelley, Mary Shelley, daniel defoe, Charlotte Brontë, Mary Shelley, Robert Louis Stevenson, Nathaniel Hawthorne, James Passarelli, Kathryn Passarelli","1929","ICON Group International","Animals, Fiction, Fiction, Detective and mystery stories, English, Frankenstein, Victor (Fictitious character), Adventure and adventurers, Adultery",350,3,6,"NOT_MATURE","http://books.google.com/books/content?id=k56pqgp9Lc8C&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=k56pqgp9Lc8C&dq=isbn:1559029838&hl=&source=gbs_api",NA
"1559029838","Stories","Kenneth Grahame, O. Henry, Robert Louis Stevenson, Mary Shelley, Mary Shelley, daniel defoe, Charlotte Brontë, Mary Shelley, Robert Louis Stevenson, Nathaniel Hawthorne, James Passarelli, Kathryn Passarelli",NA,NA,"Animals, Fiction, Fiction, Detective and mystery stories, English, Frankenstein, Victor (Fictitious character), Adventure and adventurers, Adultery",NA,NA,NA,"NOT_MATURE",NA,"http://books.google.com/books?id=WBoAnTpt0GQC&dq=isbn:1559029838&hl=&source=gbs_api",NA
"1559029838","Kidnapped","Kenneth Grahame, O. Henry, Robert Louis Stevenson, Mary Shelley, Mary Shelley, daniel defoe, Charlotte Brontë, Mary Shelley, Robert Louis Stevenson, Nathaniel Hawthorne, James Passarelli, Kathryn Passarelli","1929",NA,"Animals, Fiction, Fiction, Detective and mystery stories, English, Frankenstein, Victor (Fictitious character), Adventure and adventurers, Adultery",222,NA,NA,"NOT_MATURE","http://books.google.com/books/content?id=jgkrefaYPRwC&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books?id=jgkrefaYPRwC&dq=isbn:1559029838&hl=&source=gbs_api","After being kidnapped by his villainous uncle, sixteen-year-old David Balfour escapes and becomes involved in the struggle of the Scottish highlanders against English rule."
"1559029838","Frankenstein","Kenneth Grahame, O. Henry, Robert Louis Stevenson, Mary Shelley, Mary Shelley, daniel defoe, Charlotte Brontë, Mary Shelley, Robert Louis Stevenson, Nathaniel Hawthorne, James Passarelli, Kathryn Passarelli",NA,NA,"Animals, Fiction, Fiction, Detective and mystery stories, English, Frankenstein, Victor (Fictitious character), Adventure and adventurers, Adultery",464,4,1,"NOT_MATURE",NA,"http://books.google.com/books?id=idExXwAACAAJ&dq=isbn:1559029838&hl=&source=gbs_api","Young scientist Victor Frankenstein creates a grotesque but sentient creature in an unorthodox science experiment."
"1559029838","Frankenstein","Kenneth Grahame, O. Henry, Robert Louis Stevenson, Mary Shelley, Mary Shelley, daniel defoe, Charlotte Brontë, Mary Shelley, Robert Louis Stevenson, Nathaniel Hawthorne, James Passarelli, Kathryn Passarelli",NA,NA,"Animals, Fiction, Fiction, Detective and mystery stories, English, Frankenstein, Victor (Fictitious character), Adventure and adventurers, Adultery",NA,4,1,"NOT_MATURE",NA,"http://books.google.com/books?id=vOY8PgAACAAJ&dq=isbn:1559029838&hl=&source=gbs_api",NA
