instant_book,rating_checkin,person_capacity,rating_cleanliness,tax,lon,amenities,response_time,cancel_policy,price,service_fee,lat,host_id,review_score_a,rev_count,bed_type,accuracy_rating,rating_communication,satisfaction_guest,hosting_id,url,cleaning_fee,nightly_price,room_type
True,10,2,10,6,-81.34796902891958,"[3, 4, 5, 8, 9, 17, 18, 30, 31, 33, 34, 35, 40, 41]",50.5,5,41.0,0,28.56535190109225,7861291,5,235,Real Bed,9,10,95,1467613,https://www.airbnb.com/rooms/1467613,10,$41,Private room
False,10,2,10,13,-81.40478618316276,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 18, 25, 30, 35, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 49, 50]",69.0,4,69.0,0,28.54592599519782,6271744,5,23,Real Bed,10,10,97,12275286,https://www.airbnb.com/rooms/12275286,35,$69,Private room
False,9,2,9,11,-81.46729744173126,"[1, 4, 5, 7, 8, 9, 15, 16, 25, 30, 33, 34, 35, 36, 39, 40, 41, 42, 44, 45, 46, 49, 50]",21981.0,3,45.0,0,28.482854421999686,82203952,4.5,3,Real Bed,10,9,93,14376313,https://www.airbnb.com/rooms/14376313,50,$45,Private room
False,10,2,10,9,-81.47134711131496,"[1, 2, 3, 4, 5, 8, 9, 25, 30, 35, 36, 39, 40, 41, 44, 45, 46, 47, 49, 50]",2718.5,5,47.0,0,28.493949541140864,3301008,5,176,Real Bed,10,10,98,655678,https://www.airbnb.com/rooms/655678,25,$47,Private room
True,10,2,10,5,-81.49309232366753,"[1, 3, 4, 5, 7, 8, 9, 30, 34, 35, 40, 41, 42, 44, 45, 46, 49, 50, 55]",5.0,5,41.0,0,28.52920485123533,19811395,5,85,Real Bed,10,10,99,10381225,https://www.airbnb.com/rooms/10381225,0,$41,Private room
False,10,2,10,8,-81.3538886190757,"[1, 2, 3, 4, 5, 8, 9, 17, 18, 19, 30, 31, 35, 39, 40, 41, 43, 44, 45, 47]",2244.0,4,65.0,0,28.504949618434857,25714598,5,230,Real Bed,10,10,98,4987840,https://www.airbnb.com/rooms/4987840,0,$65,Entire home/apt
True,10,1,9,2,-81.28056998487355,"[4, 8, 9, 34, 35, 49, 50]",402.5,3,20.0,0,28.60947274763968,57027203,4.5,14,Pull-out Sofa,9,10,86,10990787,https://www.airbnb.com/rooms/10990787,0,$20,Shared room
True,10,2,10,5,-81.23884636119004,"[1, 3, 4, 5, 9, 30, 35, 40, 41, 49, 50]",1955.0,4,40.0,0,28.576139380093807,70969917,5,22,Real Bed,10,10,99,13324997,https://www.airbnb.com/rooms/13324997,0,$40,Private room
False,9,4,10,18,-81.47108019384387,"[1, 3, 4, 5, 7, 8, 9, 14, 25, 30, 31, 33, 34, 35, 40, 43, 44, 45, 46, 47]",20301.5,5,95.0,0,28.50607838202266,52688951,5,59,Real Bed,10,10,95,10250197,https://www.airbnb.com/rooms/10250197,50,$95,Entire home/apt
True,9,2,8,5,-81.4742187068798,"[1, 3, 4, 5, 6, 7, 8, 9, 12, 15, 17, 30, 31, 32, 33, 34, 35, 37, 38, 39, 40, 41]",23.5,4,30.0,0,28.535043262657418,40746699,4.5,58,Real Bed,9,10,89,7750565,https://www.airbnb.com/rooms/7750565,10,$30,Private room
True,10,4,10,10,-81.43355666720029,"[1, 3, 4, 5, 6, 7, 8, 9, 15, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41]",3.0,5,59.0,0,28.370087744895972,33245081,5,121,Real Bed,9,10,95,6378082,https://www.airbnb.com/rooms/6378082,25,$59,Private room
False,10,3,10,7,-81.4645255036112,"[1, 3, 4, 5, 7, 8, 9, 25, 27, 28, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 42, 44, 45, 46, 47, 49, 50]",173.5,5,46.0,0,28.482707176973417,70854049,5,17,Real Bed,10,10,98,13527047,https://www.airbnb.com/rooms/13527047,10,$46,Private room
True,10,2,10,8,-81.46628395955791,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 17, 25, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 50]",4.5,4,45.0,0,28.482617766064457,96968307,5,11,Real Bed,10,10,98,15249235,https://www.airbnb.com/rooms/15249235,25,$45,Private room
True,9,2,10,10,-81.47347889747682,"[4, 5, 7, 8, 9, 30, 33, 34]",428.0,5,35.0,0,28.407340625829285,7269816,4.5,46,Real Bed,9,9,93,4642638,https://www.airbnb.com/rooms/4642638,45,$35,Private room
True,10,2,10,8,-81.48406555183831,"[3, 4, 5, 8, 9, 17, 18, 30, 31, 33, 34, 35, 37, 39, 40, 41, 42, 44, 45, 46]",88.0,5,45.0,0,28.398704027623708,71820349,5,6,Real Bed,10,10,100,15533754,https://www.airbnb.com/rooms/15533754,20,$45,Private room
False,10,3,10,6,-81.46216441978063,"[1, 3, 4, 5, 7, 9, 25, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 45, 46, 47, 49, 50]",145.0,5,45.0,0,28.48539630461366,11066121,5,73,Real Bed,10,10,97,8087661,https://www.airbnb.com/rooms/8087661,10,$45,Private room
False,10,2,10,4,-81.40143577986291,"[1, 3, 4, 5, 8, 9, 16, 17, 18, 30, 31, 33, 34, 35, 36, 37, 40, 41]",385.0,4,35.0,0,28.553088287323355,86735066,5,25,Real Bed,10,10,100,14251750,https://www.airbnb.com/rooms/14251750,0,$35,Private room
False,10,3,10,7,-81.46577954106793,"[1, 2, 3, 4, 5, 7, 9, 15, 17, 18, 25, 27, 28, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 50]",609.0,5,58.0,0,28.482271538437217,90042717,5,6,Real Bed,10,10,100,14882456,https://www.airbnb.com/rooms/14882456,0,$58,Private room
True,9,3,10,8,-81.44482649180303,"[1, 2, 3, 4, 5, 8, 9, 28, 31, 33, 34, 35, 36, 37, 38, 39, 40, 44, 45, 46, 47, 50]",272.0,5,35.0,0,28.480689470777566,67665413,4.5,34,Real Bed,10,9,91,12725895,https://www.airbnb.com/rooms/12725895,30,$35,Private room
False,10,2,10,12,-81.36977826877676,"[1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 25, 30, 31, 40, 41, 43, 44, 45, 46, 47]",2177.0,4,75.0,0,28.58114593409655,64913867,4.5,5,Pull-out Sofa,9,10,88,12106003,https://www.airbnb.com/rooms/12106003,25,$75,Entire home/apt
False,10,2,10,7,-81.47706439899824,"[3, 4, 5, 8, 9, 25, 30, 35, 39]",12253.0,5,35.0,0,28.47999676622955,49037035,4.5,52,Real Bed,10,9,93,11422560,https://www.airbnb.com/rooms/11422560,25,$35,Private room
True,9,4,9,19,-81.47429866886561,"[1, 4, 5, 7, 8, 9, 12, 25, 30, 33, 34]",1339.0,5,59.0,0,28.505872977751082,5263679,4.5,57,Real Bed,8,9,85,1295985,https://www.airbnb.com/rooms/1295985,99,$59,Entire home/apt
False,10,3,10,5,-81.47487363852812,"[1, 2, 3, 4, 5, 7, 8, 9, 12, 30, 31, 33, 34, 40, 41, 43, 44]",14193.5,4,40.0,0,28.48710828423206,58076089,5,9,Real Bed,10,10,98,11226590,https://www.airbnb.com/rooms/11226590,0,$40,Private room
True,10,2,10,10,-81.39000569771761,"[1, 2, 3, 4, 5, 7, 8, 9, 27, 30, 33, 34, 37, 40, 41, 44, 45, 46, 47, 49, 50]",106.0,5,60.0,0,28.564336788279796,1351362,5,205,Real Bed,10,10,99,742642,https://www.airbnb.com/rooms/742642,25,$60,Private room
False,9,2,10,6,-81.47220658718024,"[1, 4, 5, 8, 9, 21, 30, 31, 33, 34, 35, 39, 40, 41, 42, 44]",2.0,5,45.0,0,28.505078051818504,54224805,5,14,Real Bed,10,10,97,15210501,https://www.airbnb.com/rooms/15210501,10,$45,Private room
False,9,4,9,6,-81.46707600972621,"[1, 3, 4, 5, 6, 7, 8, 9, 21, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41]",7484.0,5,39.0,0,28.39159894876555,34554222,4.5,61,Real Bed,10,9,91,7875471,https://www.airbnb.com/rooms/7875471,15,$39,Private room
True,10,2,10,9,-81.42938248291043,"[1, 4, 5, 7, 8, 9, 12, 15, 33, 34, 35, 39, 44, 45]",250.0,5,45.0,0,28.489177170548892,5190733,5,61,Real Bed,10,10,98,6675929,https://www.airbnb.com/rooms/6675929,30,$45,Private room
True,10,2,9,8,-81.46944296322064,"[1, 2, 3, 4, 5, 7, 8, 9, 15, 21, 25, 30, 31, 33, 34, 35, 36, 40, 41, 43, 44, 45, 46, 47]",2.0,5,69.0,0,28.456318011211017,12694264,4.5,99,Real Bed,9,10,90,2481385,https://www.airbnb.com/rooms/2481385,0,$69,Entire home/apt
True,10,1,10,3,-81.4393365278076,"[3, 4, 5, 8, 9, 30, 31, 35, 36, 37, 38, 39, 40, 41, 42, 44, 46, 50, 51, 53]",245.5,5,24.0,0,28.51916699393101,61879526,5,8,Real Bed,10,10,95,13787565,https://www.airbnb.com/rooms/13787565,7,$24,Shared room
False,9,2,9,6,-81.4880875648899,"[1, 2, 3, 4, 5, 7, 8, 9, 27, 31, 33, 34, 35, 37, 40, 41, 42, 44, 45, 50]",6550.0,5,25.0,0,28.541737467807526,66658840,4.5,21,Real Bed,10,9,93,12495818,https://www.airbnb.com/rooms/12495818,25,$25,Private room
True,9,2,9,6,-81.47123529682311,"[4, 5, 7, 8, 9, 15, 31, 33, 34, 35, 36, 37, 39, 40, 42, 44, 46, 47, 50]",170.0,5,30.0,0,28.38666092652206,94869502,4.5,3,Real Bed,9,9,93,15372559,https://www.airbnb.com/rooms/15372559,18,$30,Private room
True,10,2,10,6,-81.42064025932918,"[1, 3, 4, 5, 7, 8, 9, 15, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47]",2597.0,5,37.0,0,28.495734442787708,28139893,4.5,3,Airbed,10,10,93,15074612,https://www.airbnb.com/rooms/15074612,15,$37,Private room
False,10,1,10,5,-81.40393357821776,"[1, 3, 4, 5, 8, 30, 33, 34, 35, 36, 37, 40, 41, 42, 44, 49, 50]",247.5,4,20.0,0,28.581024723228158,46495702,5,4,Real Bed,10,10,100,12925404,https://www.airbnb.com/rooms/12925404,20,$20,Private room
False,10,3,10,7,-81.42108303464768,"[1, 3, 4, 5, 6, 7, 8, 9, 15, 25, 30, 31, 33, 35, 36, 39, 40, 41, 42]",416.0,5,32.0,0,28.494119804413025,31162990,5,40,Real Bed,10,10,96,11890718,https://www.airbnb.com/rooms/11890718,25,$32,Private room
True,10,2,10,6,-81.38533550078162,"[1, 4, 5, 8, 9, 17, 18, 30, 33, 34, 35, 39, 40, 41, 42, 44, 45, 46, 49, 50]",3.0,5,49.0,0,28.572605987210302,79253853,5,22,Real Bed,10,10,99,13649795,https://www.airbnb.com/rooms/13649795,0,$49,Private room
True,10,2,10,3,-81.31745619945077,"[1, 3, 4, 5, 8, 9, 19, 30, 31, 40, 41, 44, 45]",319.0,5,29.0,0,28.54100456192925,3362758,5,107,Real Bed,10,10,97,1707806,https://www.airbnb.com/rooms/1707806,0,$29,Private room
True,10,2,10,8,-81.29354392091554,"[1, 2, 3, 4, 5, 7, 9, 15, 16, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]",2.0,3,68.0,0,28.469680220667644,59935290,5,30,Real Bed,10,10,100,11489654,https://www.airbnb.com/rooms/11489654,0,$68,Private room
True,10,2,10,4,-81.32337266318163,"[1, 4, 5, 7, 8, 9, 11, 12, 16, 30, 31, 33, 34, 35, 37, 38, 40, 41, 42, 44, 45, 46, 47]",4052.5,3,32.0,0,28.375162866008086,92778307,5,3,Real Bed,10,10,100,14866613,https://www.airbnb.com/rooms/14866613,0,$32,Private room
False,10,2,10,8,-81.5089193770917,"[1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 19, 20, 27, 30, 31, 33, 34, 35, 36, 37, 40, 41, 42, 43, 44, 45, 46, 47, 50]",14118.5,4,45.0,0,28.494930474670422,72026343,5,14,Real Bed,10,10,97,13032525,https://www.airbnb.com/rooms/13032525,19,$45,Private room
False,10,4,10,14,-81.43281712218214,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 21, 25, 30, 31, 33, 34, 35, 37, 38, 39, 40, 41, 44, 45, 46, 47, 50]",6108.5,4,76.0,0,28.483097966825156,43951670,5,18,Real Bed,10,10,98,13083092,https://www.airbnb.com/rooms/13083092,40,$76,Entire home/apt
False,10,4,10,5,-81.50223286037198,"[1, 2, 3, 4, 5, 7, 8, 9, 12, 30, 31, 33, 34, 40, 41, 43, 44, 45, 46, 47]",375.0,4,30.0,0,28.603005251584353,2827865,5,12,Real Bed,10,10,98,14789481,https://www.airbnb.com/rooms/14789481,10,$30,Private room
True,10,2,10,8,-81.36917897350932,"[1, 3, 4, 5, 7, 8, 9, 31, 33, 34, 40, 41, 43]",558.5,4,50.0,0,28.360950361887717,52012744,5,18,Real Bed,10,10,98,10135241,https://www.airbnb.com/rooms/10135241,20,$50,Private room
True,10,3,10,5,-81.23096023822305,"[1, 3, 4, 5, 8, 9, 30, 31, 33, 34, 35, 37, 40, 41, 42, 44, 46, 47]",114.5,3,40.0,0,28.604109857724975,80806096,5,15,Real Bed,10,10,100,14557466,https://www.airbnb.com/rooms/14557466,0,$40,Private room
True,10,2,10,9,-81.35596625054552,"[1, 3, 4, 5, 8, 9, 12, 16, 30, 31, 33, 34, 35, 36, 39, 40, 41, 43, 44, 45, 46, 47]",2.0,5,59.0,0,28.537776663085708,30940797,5,52,Real Bed,10,10,96,13625502,https://www.airbnb.com/rooms/13625502,20,$59,Entire home/apt
True,10,2,10,8,-81.4123224246415,"[1, 2, 3, 4, 5, 7, 8, 9, 14, 15, 19, 25, 28, 30, 31, 33, 34, 35, 36, 38, 39, 40, 41, 42, 43, 44, 45, 46]",110.0,5,35.0,0,28.48801736059099,30476711,5,101,Real Bed,10,10,97,6062600,https://www.airbnb.com/rooms/6062600,35,$35,Private room
False,9,4,8,11,-81.38824332885942,"[1, 3, 4, 5, 7, 8, 9, 15, 21, 30, 31, 33, 34, 39, 41, 43, 44, 47]",200.0,4,79.0,0,28.538618664953937,56853340,4.5,7,Real Bed,9,10,87,15195698,https://www.airbnb.com/rooms/15195698,15,$79,Entire home/apt
True,10,2,10,9,-81.36937731622082,"[1, 3, 4, 5, 8, 9, 30, 35, 36, 37, 39, 40, 41, 49, 50]",1.0,4,65.0,0,28.56514394691652,14949758,5,19,Real Bed,10,10,97,14232224,https://www.airbnb.com/rooms/14232224,10,$65,Entire home/apt
False,9,3,9,4,-81.44166043288017,"[1, 3, 4, 5, 7, 8, 9, 15, 30, 31, 33, 34, 35, 36, 39, 40, 41, 42, 44, 46, 47]",506.0,3,29.0,0,28.47501340943528,58929031,4.5,20,Real Bed,9,9,92,13130410,https://www.airbnb.com/rooms/13130410,10,$29,Private room
False,10,3,10,15,-81.38009464543134,"[1, 3, 4, 5, 8, 9, 30, 35, 39, 40, 43, 44, 45, 46, 47, 49, 50]",69.0,4,86.0,0,28.53128350711551,6271744,4.5,77,Real Bed,10,10,94,8763124,https://www.airbnb.com/rooms/8763124,35,$86,Entire home/apt
False,10,1,10,6,-81.22904793011494,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 17, 18, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47]",93.0,4,40.0,0,28.60413693304633,18415184,5,47,Real Bed,10,10,97,3653815,https://www.airbnb.com/rooms/3653815,15,$40,Private room
False,10,2,9,11,-81.40462771469605,"[1, 3, 4, 5, 7, 8, 9, 11, 17, 25, 30, 40, 41, 45, 46, 49, 50]",69.0,4,59.0,0,28.545993410261723,6271744,5,8,Real Bed,10,10,95,14037957,https://www.airbnb.com/rooms/14037957,35,$59,Private room
True,10,2,9,6,-81.34723940875126,"[3, 4, 5, 8, 9, 17, 18, 30, 31, 33, 34, 35, 40, 41]",50.5,5,41.0,0,28.565318152002657,7861291,4.5,169,Real Bed,9,10,93,1920236,https://www.airbnb.com/rooms/1920236,10,$41,Private room
False,10,3,9,7,-81.43461883452379,"[1, 3, 4, 5, 8, 9, 30, 31, 33, 34, 40, 41]",632.5,5,38.0,0,28.51657960406555,22068201,4.5,68,Real Bed,9,10,89,8957309,https://www.airbnb.com/rooms/8957309,22,$38,Entire home/apt
True,10,1,10,2,-81.4678721947782,"[3, 4, 5, 6, 7, 8, 9, 15, 33, 34, 35, 37, 39, 40, 49, 50]",283.0,5,20.0,0,28.53218279604328,57872799,5,5,Real Bed,10,10,100,15533452,https://www.airbnb.com/rooms/15533452,0,$20,Shared room
True,9,2,10,10,-81.47415782650779,"[4, 5, 7, 8, 9, 15, 21, 30, 33, 34, 35]",428.0,3,39.0,0,28.410441141536943,7269816,4.5,25,Real Bed,9,9,91,8595882,https://www.airbnb.com/rooms/8595882,45,$39,Private room
True,10,2,10,6,-81.4707176613757,"[1, 2, 3, 4, 5, 7, 8, 9, 21, 30, 31, 33, 34, 35, 40, 41, 42, 44, 45, 46]",2.0,5,40.0,0,28.506279008245997,54224805,5,77,Real Bed,10,10,100,10517919,https://www.airbnb.com/rooms/10517919,10,$40,Private room
True,10,2,9,3,-81.24609401237488,"[1, 2, 3, 4, 5, 8, 9, 30, 31, 33, 34, 35, 37, 39, 40, 43, 44, 45, 46, 47]",3.0,3,29.0,0,28.561937364342857,2080048,4.5,230,Futon,9,10,91,418279,https://www.airbnb.com/rooms/418279,0,$29,Private room
False,10,3,10,8,-81.46435459842104,"[1, 3, 4, 5, 7, 9, 25, 27, 28, 30, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 44, 45, 46, 47, 49, 50]",173.5,5,58.0,0,28.48482132347859,70854049,5,32,Real Bed,10,10,99,13209159,https://www.airbnb.com/rooms/13209159,10,$58,Private room
False,10,1,8,3,-81.36891747529496,"[1, 3, 4, 5, 8, 9, 17, 27, 30, 33, 34, 36, 37, 38, 39]",1575.0,5,25.0,0,28.54149632660368,20338853,4.5,36,Real Bed,10,10,92,8503348,https://www.airbnb.com/rooms/8503348,0,$25,Private room
False,10,1,9,6,-81.22962760906698,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 17, 18, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46]",93.0,4,40.0,0,28.603832151587383,18415184,4.5,45,Real Bed,10,10,92,5026779,https://www.airbnb.com/rooms/5026779,15,$40,Private room
True,9,1,9,5,-81.3493151970531,"[3, 4, 5, 8, 9, 17, 18, 30, 31, 33, 34, 35, 37, 41]",50.5,4,31.0,0,28.56511218344936,7861291,4.5,214,Real Bed,9,10,92,2333040,https://www.airbnb.com/rooms/2333040,10,$31,Private room
False,10,1,10,5,-81.55494391298815,"[1, 3, 4, 5, 8, 9, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47]",695.0,3,40.0,0,28.445999357160968,91191134,5,12,Real Bed,10,10,100,14672216,https://www.airbnb.com/rooms/14672216,0,$40,Private room
True,10,3,9,4,-81.43451393795085,"[1, 3, 4, 5, 8, 9, 30, 31, 33, 34, 35, 36, 39, 40, 41, 42, 50, 51, 54, 55]",632.5,5,29.0,0,28.516416380718315,22068201,4.5,79,Real Bed,9,10,91,8845501,https://www.airbnb.com/rooms/8845501,10,$29,Private room
True,10,2,10,13,-81.33175049265043,"[1, 2, 3, 4, 5, 8, 9, 30, 33, 34, 35, 36, 39, 40, 41, 43, 44, 45, 46, 47, 49, 50]",409.0,4,50.0,0,28.457717904439416,34824002,5,7,Real Bed,10,9,100,14934137,https://www.airbnb.com/rooms/14934137,60,$50,Entire home/apt
True,9,4,9,11,-81.30916652913078,"[1, 2, 3, 4, 5, 6, 7, 9, 15, 16, 21, 25, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]",2.0,3,94.0,0,28.46247412007002,6507148,4.5,131,Real Bed,10,9,92,1190405,https://www.airbnb.com/rooms/1190405,0,$94,Private room
False,10,2,9,8,-81.46822691212283,"[1, 3, 4, 5, 7, 8, 9, 15, 21, 25, 30, 33, 34, 35, 36, 40, 41, 44, 45, 46, 47, 49, 50]",344.0,5,45.0,0,28.4565720054987,54070622,4.5,6,Real Bed,9,10,93,14695760,https://www.airbnb.com/rooms/14695760,20,$45,Private room
True,10,4,9,10,-81.43204169328251,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 15, 16, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 43, 44, 45, 46, 47]",3.0,5,59.0,0,28.37152044319723,33245081,4.5,100,Real Bed,9,10,94,6773282,https://www.airbnb.com/rooms/6773282,25,$59,Private room
False,10,4,9,11,-81.35303385380885,"[1, 2, 4, 5, 8, 9, 12, 30, 31, 35, 40, 41, 42, 43, 44, 45, 46, 47]",190.0,4,55.0,0,28.515232532280265,78914094,4.5,13,Real Bed,10,10,94,15165016,https://www.airbnb.com/rooms/15165016,40,$55,Entire home/apt
False,10,2,10,6,-81.40544495546828,"[1, 2, 3, 4, 5, 7, 9, 15, 17, 30, 31, 35, 37, 39, 40, 41, 44, 45]",1782.0,5,45.0,0,28.36009064991027,47732547,5,66,Real Bed,10,10,97,9172155,https://www.airbnb.com/rooms/9172155,7,$45,Private room
True,10,2,10,11,-81.38911161973262,"[1, 2, 4, 5, 7, 8, 9, 27, 30, 33, 34, 37, 40, 41, 49, 50]",106.0,5,65.0,0,28.568463391829866,1351362,5,204,Real Bed,10,10,99,718351,https://www.airbnb.com/rooms/718351,25,$65,Private room
True,10,2,10,5,-81.44071721520214,"[3, 4, 5, 8, 9, 30, 34, 35, 40, 41, 42, 44, 45, 46, 49, 50, 55]",5.0,5,41.0,0,28.488728983278474,19811395,5,28,Real Bed,10,10,99,14253543,https://www.airbnb.com/rooms/14253543,0,$41,Private room
True,9,4,9,13,-81.46539250477667,"[1, 2, 3, 4, 5, 7, 8, 9, 14, 15, 16, 21, 25, 30, 31, 33, 34, 35, 36, 37, 39, 40, 41, 43, 44, 45, 46, 50]",1175.0,5,54.0,0,28.457308696042485,5472668,4.5,35,Real Bed,8,9,86,6182327,https://www.airbnb.com/rooms/6182327,50,$54,Entire home/apt
True,10,4,9,14,-81.40674439672243,"[1, 3, 4, 5, 8, 9, 12, 30, 31, 33, 34, 35, 40, 41]",1048.5,5,74.0,0,28.582682491203492,56824797,4.5,46,Real Bed,10,10,93,11142694,https://www.airbnb.com/rooms/11142694,40,$74,Entire home/apt
False,10,4,9,9,-81.36747854929133,"[2, 3, 4, 5, 7, 8, 9, 11, 16, 17, 19, 27, 30, 31, 33, 34, 35, 36, 37, 41]",1277.0,3,72.0,0,28.502482462085652,2842583,5,156,Real Bed,10,10,98,579710,https://www.airbnb.com/rooms/579710,0,$72,Private room
False,10,2,9,11,-81.40587840740403,"[1, 4, 5, 7, 8, 9, 11, 25, 30, 33, 34, 37, 38, 39, 40, 41, 42, 44, 45, 46, 49, 50]",69.0,4,59.0,0,28.54548176661613,6271744,5,8,Real Bed,10,10,98,13565256,https://www.airbnb.com/rooms/13565256,35,$59,Private room
True,10,4,10,4,-81.43364807694725,"[3, 4, 5, 8, 9, 31, 33, 34, 40, 41, 43, 50]",632.5,5,24.0,0,28.51754807998546,22068201,4.5,72,Real Bed,10,10,93,8268255,https://www.airbnb.com/rooms/8268255,10,$24,Private room
True,9,2,8,5,-81.47283973734913,"[1, 2, 3, 4, 5, 7, 8, 9, 12, 15, 17, 18, 30, 31, 32, 33, 34, 35, 37, 39, 40, 41, 43, 47]",23.5,4,35.0,0,28.53401752079397,40746699,4.5,60,Real Bed,9,9,86,8459205,https://www.airbnb.com/rooms/8459205,10,$35,Private room
False,10,2,9,6,-81.48795607721762,"[1, 2, 3, 4, 5, 7, 8, 9, 27, 31, 33, 34, 35, 37, 40, 41, 42, 44, 45, 50]",6550.0,5,24.0,0,28.542104122861165,66658840,4.5,32,Real Bed,9,10,91,12423432,https://www.airbnb.com/rooms/12423432,25,$24,Private room
True,9,2,9,2,-81.24489583881187,"[1, 2, 3, 4, 5, 8, 30, 31, 33, 34, 40, 43, 44, 45, 46, 47]",3.0,3,23.0,0,28.563540733573916,2080048,4.5,135,Real Bed,9,10,91,6245499,https://www.airbnb.com/rooms/6245499,0,$23,Private room
