,psraid,state,density,igender,irace,sex,qp2,age,q5,q29a,q29b,q29c,educ2,race3m1,income,party,ideo
1490,108401,Florida,4,Female,Black or African-American,Male,"Mitt Romney, the Republican",53,Middle class,More likely,More likely,Less likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Less than $10,000",Republican,Very conservative
1491,108403,Idaho,1,Female,White,Female,"Barack Obama, the Democrat [OR]",73,Middle class,No opinion/Don't know enough to say,More likely,Less likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Democrat,Moderate
1492,108416,Florida,4,Female,Black or African-American,Male,"Mitt Romney, the Republican",28,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Republican,Moderate
1493,108421,South Carolina,3,Male,Black or African-American,Female,"Mitt Romney, the Republican",50,Upper-middle class,Less likely,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",No preference (VOL.),Conservative
1494,108424,Michigan,2,Male,Black or African-American,Female,[VOL. DO NOT READ] Don't know/Refused,57,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,Conservative
1495,108448,Alabama,1,Female,Some other race,Male,"Mitt Romney, the Republican",56,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Democrat,Moderate
1496,108452,New York,5,Female,White,Female,"Barack Obama, the Democrat [OR]",59,Lower-middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","Less than $10,000",No preference (VOL.),(VOL. DO NOT READ) Don't know/Refused
1497,108456,Alabama,2,Female,White,Male,"Mitt Romney, the Republican",59,Middle class,Less likely,No opinion/Don't know enough to say,More likely,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Republican,Very conservative
1498,108458,Alabama,3,Female,Black or African-American,Female,"Mitt Romney, the Republican",60,Middle class,Less likely,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Independent,Moderate
1499,108467,North Carolina,3,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",45,Middle class,Less likely,No opinion/Don't know enough to say,More likely,"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","75 to under $100,000",Democrat,"Liberal, OR"
1500,108481,California,1,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",21,Middle class,Less likely,Less likely,Less likely,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","20 to under $30,000",Democrat,"Liberal, OR"
1501,108490,Nevada,1,Female,Black or African-American,Female,"Mitt Romney, the Republican",46,Middle class,More likely,No opinion/Don't know enough to say,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Republican,Moderate
1502,108500,California,2,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",18,Lower class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","Less than $10,000",Democrat,Very conservative
1503,108503,California,1,Female,White,Female,"Mitt Romney, the Republican",64,Upper-middle class,More likely,More likely,Less likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Republican,Very conservative
1504,108505,California,1,Female,White,Male,"Mitt Romney, the Republican",62,Upper-middle class,The Same/No difference (VOL.),More likely,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Republican,Conservative
1505,108514,Alabama,1,Female,Black or African-American,Male,"Mitt Romney, the Republican",28,Upper-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Republican,Conservative
1506,200001,Maryland,4,Male,White,Female,"Barack Obama, the Democrat [OR]",56,Upper-middle class,More likely,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Democrat,Moderate
1507,200004,Texas,2,Female,White,Male,"Barack Obama, the Democrat [OR]",46,Upper-middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","40 to under $50,000",Democrat,Conservative
1508,200006,New York,5,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",23,Lower-middle class,Less likely,Less likely,More likely,Two year associate degree from a college or university,Native American/American Indian/Alaska Native (VOL.),"40 to under $50,000",Democrat,"Liberal, OR"
1509,200032,Arkansas,1,Female,White,Female,"Barack Obama, the Democrat [OR]",49,Lower class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Less than $10,000",Independent,Moderate
1510,200040,Texas,4,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",28,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","30 to under $40,000",Democrat,Moderate
1511,200046,North Carolina,3,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",34,Middle class,Less likely,Less likely,More likely,"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","40 to under $50,000",Democrat,"Liberal, OR"
1512,200055,Texas,1,Female,Black or African-American,Female,"Mitt Romney, the Republican",58,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Republican,Very conservative
1513,200057,New York,5,Female,Black or African-American,Female,"Mitt Romney, the Republican",21,Middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Independent,"Liberal, OR"
1514,200095,Florida,3,Female,Black or African-American,Male,"Mitt Romney, the Republican",63,Lower-middle class,Less likely,More likely,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Republican,Conservative
1515,200102,New York,5,Male,Don't know/Refused (VOL.),Female,"Barack Obama, the Democrat [OR]",35,Upper-middle class,Less likely,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,Very liberal?
1516,200132,Texas,3,Female,White,Male,"Barack Obama, the Democrat [OR]",33,Lower-middle class,Less likely,More likely,More likely,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Democrat,Very liberal?
1517,200143,Texas,1,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",26,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,Less than high school (Grades 1-8 or no formal schooling),"Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)","30 to under $40,000",Democrat,Conservative
1518,200153,New Jersey,4,Male,White,Male,"Mitt Romney, the Republican",61,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Independent,Moderate
1519,200157,Delaware,4,Female,Black or African-American,Male,[VOL. DO NOT READ] Other candidate,52,Upper-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","100 to under $150,000",Democrat,"Liberal, OR"
1520,200162,Texas,3,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",19,Middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",(VOL. DO NOT READ) Don't know/Refused,Don't know/Refused (VOL.),Conservative
1521,200177,New York,3,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",58,Middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Republican,Conservative
1522,200181,New York,5,Male,White,Female,"Barack Obama, the Democrat [OR]",60,Lower-middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","Less than $10,000",Democrat,"Liberal, OR"
1523,200191,North Carolina,4,Female,Hispanic,Female,[VOL. DO NOT READ] Don't know/Refused,44,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",(VOL. DO NOT READ) Don't know/Refused,Don't know/Refused (VOL.),Moderate
1524,200204,Florida,4,Female,Hispanic,Female,"Barack Obama, the Democrat [OR]",42,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Democrat,Moderate
1525,200210,Texas,3,Male,Black or African-American,Female,"Mitt Romney, the Republican",26,Middle class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Independent,"Liberal, OR"
1526,200211,Illinois,1,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",46,Middle class,Less likely,No opinion/Don't know enough to say,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Moderate
1527,200217,New York,5,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",33,Upper-middle class,Less likely,Less likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","100 to under $150,000",Independent,"Liberal, OR"
1528,200229,Texas,4,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",65,Upper-middle class,Refused (VOL.),Refused (VOL.),Refused (VOL.),"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,"Liberal, OR"
1529,200238,Georgia,4,Female,Black or African-American,Male,"Mitt Romney, the Republican",40,Middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Republican,Conservative
1530,200239,New York,5,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",31,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Democrat,Moderate
1531,200244,Nebraska,1,Female,Hispanic,Male,"Mitt Romney, the Republican",52,Lower-middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","40 to under $50,000",Republican,Very conservative
1532,200249,Connecticut,4,Female,White,Male,"Mitt Romney, the Republican",24,Middle class,Less likely,Less likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,"Liberal, OR"
1533,200259,Georgia,5,Female,White,Female,"Barack Obama, the Democrat [OR]",38,Middle class,The Same/No difference (VOL.),More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Don't know/Refused (VOL.),"Liberal, OR"
1534,200279,Connecticut,4,Female,Some other race,Male,"Barack Obama, the Democrat [OR]",35,Middle class,More likely,Refused (VOL.),Less likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",(VOL. DO NOT READ) Don't know/Refused,Don't know/Refused (VOL.),Moderate
1535,200299,South Carolina,2,Male,Don't know/Refused (VOL.),Female,"Barack Obama, the Democrat [OR]",18,Middle class,Less likely,More likely,Less likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","10 to under $20,000",Independent,Very conservative
1536,200317,South Carolina,3,Female,Black or African-American,Female,"Mitt Romney, the Republican",22,Upper-middle class,No opinion/Don't know enough to say,More likely,More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Independent,Moderate
1537,200321,Mississippi,3,Male,White,Male,"Barack Obama, the Democrat [OR]",49,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","100 to under $150,000",Democrat,Conservative
1538,200342,New York,1,Female,White,Female,"Barack Obama, the Democrat [OR]",28,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Democrat,"Liberal, OR"
1539,200346,Texas,4,Female,Hispanic,Female,[VOL. DO NOT READ] Don't know/Refused,31,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,Less than high school (Grades 1-8 or no formal schooling),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Independent,Moderate
1540,200347,Texas,4,Male,White,Male,"Barack Obama, the Democrat [OR]",56,Middle class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","50 to under $75,000",Independent,Conservative
1541,200370,Mississippi,2,Female,White,Male,"Mitt Romney, the Republican",41,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Very conservative
1542,200375,South Carolina,3,Male,White,Male,"Mitt Romney, the Republican",56,Upper-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Other party (VOL.),Very conservative
1543,200381,New York,3,Male,Hispanic,Male,"Barack Obama, the Democrat [OR]",35,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","Less than $10,000",Independent,"Liberal, OR"
1544,200383,Illinois,4,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",18,Upper-middle class,The Same/No difference (VOL.),More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,"Liberal, OR"
1545,200398,Illinois,5,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",24,Middle class,Less likely,More likely,More likely,"Some college, no degree (includes community college)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","Less than $10,000",Democrat,Moderate
1546,200426,Tennessee,2,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",29,Lower class,Refused (VOL.),The Same/No difference (VOL.),More likely,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Independent,(VOL. DO NOT READ) Don't know/Refused
1547,200441,Alabama,2,Male,Black or African-American,Male,"Mitt Romney, the Republican",51,Middle class,More likely,The Same/No difference (VOL.),Less likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,Moderate
1548,200446,Indiana,5,Female,Black or African-American,Male,"Mitt Romney, the Republican",85,Lower-middle class,Less likely,No opinion/Don't know enough to say,More likely,Less than high school (Grades 1-8 or no formal schooling),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","20 to under $30,000",Republican,Very conservative
1549,200460,Missouri,2,Female,White,Female,"Barack Obama, the Democrat [OR]",65,Middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Independent,"Liberal, OR"
1550,200463,Louisiana,2,Female,Black or African-American,Male,"Mitt Romney, the Republican",31,Middle class,Less likely,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Republican,Conservative
1551,200467,Texas,1,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",60,Upper-middle class,Less likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),Pacific Islander/Native Hawaiian (VOL.),"100 to under $150,000",Independent,Conservative
1552,200469,New York,5,Male,White,Female,"Barack Obama, the Democrat [OR]",24,Middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)",(VOL. DO NOT READ) Don't know/Refused,Don't know/Refused (VOL.),Moderate
1553,200471,Utah,1,Female,Some other race,Female,"Mitt Romney, the Republican",48,Lower-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",No preference (VOL.),Moderate
1554,200476,Maryland,2,Male,Black or African-American,Female,"Barack Obama, the Democrat [OR]",60,Middle class,Refused (VOL.),More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Democrat,"Liberal, OR"
1555,200481,Texas,1,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",46,Middle class,More likely,Less likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","30 to under $40,000",Democrat,Conservative
1556,200483,Georgia,3,Male,White,Male,"Barack Obama, the Democrat [OR]",40,Lower class,More likely,More likely,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","20 to under $30,000",Independent,Conservative
1557,200493,Colorado,3,Male,White,Female,"Barack Obama, the Democrat [OR]",32,Upper-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Democrat,"Liberal, OR"
1558,200507,California,5,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",31,Upper-middle class,The Same/No difference (VOL.),No opinion/Don't know enough to say,No opinion/Don't know enough to say,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Asian or Asian-American (e.g., Asian Indian, Chinese, Filipino, Vietnamese or other Asian origin groups)","100 to under $150,000",Independent,Moderate
1559,200508,Kansas,3,Male,Black or African-American,Male,"Mitt Romney, the Republican",33,Middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,"Some college, no degree (includes community college)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","50 to under $75,000",Independent,Conservative
1560,200530,Texas,3,Male,Some other race,Male,"Barack Obama, the Democrat [OR]",28,Upper-middle class,Less likely,More likely,More likely,Two year associate degree from a college or university,"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","40 to under $50,000",Independent,"Liberal, OR"
1561,200537,Illinois,3,Female,Black or African-American,Female,[VOL. DO NOT READ] Don't know/Refused,50,Lower class,Less likely,More likely,More likely,Two year associate degree from a college or university,"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","Less than $10,000",Independent,Moderate
1562,200550,Maryland,4,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",64,Upper class,The Same/No difference (VOL.),The Same/No difference (VOL.),The Same/No difference (VOL.),"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)",(VOL. DO NOT READ) Don't know/Refused,Democrat,Moderate
1563,200554,New Mexico,1,Female,Black or African-American,Male,"Mitt Romney, the Republican",29,Middle class,Less likely,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Republican,Conservative
1564,200570,Florida,4,Male,Don't know/Refused (VOL.),Male,"Barack Obama, the Democrat [OR]",33,Middle class,Less likely,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","100 to under $150,000",Democrat,Moderate
1565,200571,Colorado,3,Male,Some other race,Male,"Mitt Romney, the Republican",56,Middle class,More likely,More likely,Less likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","100 to under $150,000",Republican,Moderate
1566,200575,Louisiana,4,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",58,Middle class,Less likely,More likely,More likely,"Four year college or university degree/Bachelor’s degree (e.g., BS, BA, AB)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Independent,Moderate
1567,200587,Texas,4,Male,White,Male,"Mitt Romney, the Republican",49,Lower-middle class,No opinion/Don't know enough to say,No opinion/Don't know enough to say,No opinion/Don't know enough to say,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","10 to under $20,000",Independent,Very conservative
1568,200606,Texas,5,Female,Black or African-American,Male,"Mitt Romney, the Republican",64,Upper-middle class,More likely,More likely,More likely,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","$150,000 or more",Independent,Conservative
1569,200622,Connecticut,4,Female,Hispanic,Male,"Barack Obama, the Democrat [OR]",74,Lower-middle class,No opinion/Don't know enough to say,More likely,No opinion/Don't know enough to say,Less than high school (Grades 1-8 or no formal schooling),Don't know (VOL.),"10 to under $20,000",Independent,Conservative
1570,200668,Georgia,5,Male,Black or African-American,Male,"Barack Obama, the Democrat [OR]",55,Middle class,Less likely,No opinion/Don't know enough to say,More likely,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)",(VOL. DO NOT READ) Don't know/Refused,Independent,Very conservative
1571,200671,Kansas,1,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",43,Middle class,Less likely,No opinion/Don't know enough to say,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Hispanic/Latino (VOL.) (e.g., Mexican, Puerto Rican, Cuban)","40 to under $50,000",Democrat,Conservative
1572,200674,Indiana,5,Male,White,Female,"Mitt Romney, the Republican",20,Middle class,More likely,More likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","75 to under $100,000",Republican,Moderate
1573,200676,Colorado,2,Female,Black or African-American,Female,"Barack Obama, the Democrat [OR]",42,Lower-middle class,The Same/No difference (VOL.),More likely,The Same/No difference (VOL.),"Postgraduate or professional degree, including master’s, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Democrat,Moderate
1574,200678,Alabama,3,Female,Black or African-American,Male,"Barack Obama, the Democrat [OR]",33,Lower class,More likely,Less likely,More likely,High school graduate (Grade 12 with diploma or GED certificate),"Black or African-American (e.g., Negro, Kenyan, Nigerian, Haitian)","20 to under $30,000",Independent,Very conservative
1575,200699,New Mexico,3,Female,Black or African-American,Female,"Mitt Romney, the Republican",51,Middle class,Less likely,More likely,The Same/No difference (VOL.),High school graduate (Grade 12 with diploma or GED certificate),"White (e.g., Caucasian, European, Irish, Italian, Arab, Middle Eastern)","30 to under $40,000",Republican,Very conservative
