review_count,style_score,brewer,wgt_avg,beer_img,state,beer_rank,overall_score,beer_style,beer_name,abv,est_cal,mean,ibu,beer_desc
27,77,Bluejacket,3.65,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_265728.jpg",WASHINGTON DC,13,95,Sour Red/Brown,Bluejacket / Brooklyn / New Belgium Rheinard de Vos,6.7%,201,3.76/5.0,,"An homage to the natural red wines of Auvergne, France, this soured Red Ale was fermented with Brettanomyces Bruxellensis Drei for notes of wild strawberry, earth & black pepper."
27,97,Right Proper Brewing Company,3.66,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_245955.jpg",WASHINGTON DC,12,96,Smoked,Right Proper The Lubitsch Touch,4.7%,141,3.77/5.0,,Our pale rauchbier is brewed with a mix of smoked malts for complexity and is a nod to the old Polish-style grätzer. A bit of campfire in a glass.
55,96,Bluejacket,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_241721.jpg",WASHINGTON DC,11,96,Sweet Stout,Bluejacket Mexican Radio,7.4%,222,/,32,"A creamy confluence of milk chocolate & vanilla is dusted in cinnamon spice & finished with a sweet & mildly smoky hint of ancho chili pepper; brewed with oats & lactose milk sugar; finished w/ vanilla beans, ancho chilies, cinnamon & cacao nibs locally-roasted by our friends at Undone Chocolate (Washington, DC)."
58,77,Bluejacket,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_282579.jpg",WASHINGTON DC,10,96,Sour/Wild Ale,Bluejacket / Intangible Ales Gene Turns 10k,,29,/,,"A farmhouse ale brewed for Gene Bonventre’s 10,000th RateBeer rating!  Crisp, dry and subtly nuanced, offering an aromatic array of lemon zest, cracked pepper, white grapefruit and earthy funk; crafted in collaboration with our friends Terry Hawbaker & Kristen Mullen (Intangible Ales), as well as with our good buddy Gene himself.  Brewed with rye & oats, hopped with Citra, Aramis & Chinook, soured with lactobacillus and fermented exclusively with Brettanomyces Bruxellensis Drei for six months in tank."
56,100,Bluejacket,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_234802.jpg",WASHINGTON DC,9,97,Kölsch,Bluejacket Forbidden Planet,,20,/,,"Heavily dry hopped with Australian-grown galaxy hops; semi-dry & quaffable with bold passion fruit, peach & mango aromatics."
26,83,Bluejacket,3.71,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_330269.jpg",WASHINGTON DC,8,97,Sour/Wild Ale,Bluejacket Wallflower,5.2%,156,3.82/5.0,25,"A brightly quenching, floral & juicy dry-hopped sour blond ale; soured for 5 days in our horizontal stainless tank with house lactobacillus,
then hopped & dry-hopped with Nelson Sauvin, Galaxy & Hull Melon hops."
26,98,Bluejacket,3.7,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_314745.jpg",WASHINGTON DC,7,97,Grodziskie/Gose/Lichtenhainer,Bluejacket A Little Golden Gem,,6,3.82/5.0,,"A Winter’s Gose; Bright, Tangy & Tantalizing With Juicy Citrus Notes and A Dusting Of Spice; Brewed With 60% Wheat (50% Malted & 10% unmalted), Lightly Hopped With Jarrylo, Seasoned With Coriander, spiked With Sea Salt, Soured For 5 Days With Our House Strain Of Lactobacillus & Finished With 100 Pounds Of Fresh Kumquats."
20,96,Right Proper Brewing Company,3.74,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_310509.jpg",WASHINGTON DC,6,97,Berliner Weisse,Right Proper Kick.Kick.Snare,3.1%,93,3.89/5.0,,"Today we introduce Kick.Kick.Snare, a dry-hopped Berliner weisse. This 3.1% rustic wheat beer was fermented solely with lactobacillus, then lightly dry-hopped with Citra and Cascade for an intensely acidic and juicy experience. Bright acidity highlights flavors of peaches, apricots, and citrus. Is it cold outside? I hadn’t noticed."
34,98,DC Brau Brewing Company,3.73,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_320480.jpg",WASHINGTON DC,5,98,India Pale Ale (IPA),DC Brau / Oskar Blues Smells Like Freedom,,65,3.82/5.0,,"Smells Like Freedom is our first collaboration with Oskar Blues. The 7-percent IPA — which is being brewed both at Oskar Blues and at DC Brau — is a nod to D.C.’s Initiative 71, the marijuana-legalization measure approved in November and expected to take effect early 2015."
74,94,Georgetown Trading Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_308053.jpg",WASHINGTON DC,4,98,American Strong Ale,James E. Pepper 1776 American Brown Ale ,10.2%,306,/,,"James E. Pepper brewed an American Brown Ale and aged it in oak barrels.  The Ale was aged in the same oak barrels in which James E. Pepper recently aged their 1776 Straight Rye Whiskey.  The Ale is a deep, dark brown ale, that, when served, could be mistaken for a stout.  The taste is sweet with coffee, vanilla and oak notes shining through.  The rye comes through a bit on the finish."
23,97,Right Proper Brewing Company,3.78,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_314002.jpg",WASHINGTON DC,3,98,Berliner Weisse,"Right Proper Diamonds, Fur Coat, Champagne",,,3.91/5.0,108,Aromatized Berliner weisse
37,93,DC Brau Brewing Company,3.77,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_250884.jpg",WASHINGTON DC,2,98,Imperial IPA,DC Brau Solar Abyss,10%,300,3.86/5.0,,"Alright, alright, alright… So you heard about the Armageddon. Didn’t happen. Not to worry though, there’s a new fiesta in the making. Solar Abyss. Party in your mouth. Lots of Mosaic hops. Everybody’s gonna be there. You should come. Piney, earthy, a little dank with that strawberry cough. Why don’t you ditch the geeks and get on board......."
269,97,DC Brau Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_165803.jpg",WASHINGTON DC,1,99,Imperial IPA,DC Brau On the Wings of Armageddon,,115,/,,And so it was written.......
28,80,Elysian Brewing (AB InBev),3.79,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_216524.jpg",WASHINGTON,24,98,Imperial Stout,Elysian The Fix,,55,3.92/5.0,,"Dark, rich, and roasty with Stumptown coffee and aged on cocoa nibs sourced by Theo Chocolate, this stout is complex and full of your favorite dark matter."
41,93,Urban Family Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_357673.jpg",WASHINGTON,23,98,Sour/Wild Ale,Urban Family Lady of the Night,,,/,186,"Citra, Amarillo and Centennial combine with a lactobacillus soured pale ale."
19,81,Holy Mountain Brewing Company,3.8,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_423222.jpg",WASHINGTON,22,98,Imperial Stout,Holy Mountain Midnight Still - Cherry Rye,13%,390,3.97/5.0,,"Midnight Still was aged on Sweetheart cherries from a small producer in Chelan in Rittenhouse Rye barrels for 19 months. This Cherry/Rye blend also contains Barrel 001, the first Midnight Still barrel ever filled."
609,99,Pike Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_1179.jpg",WASHINGTON,21,98,Stout,Pike XXXXX Stout,,65,/,,"A full-bodied beer with deep chocolate color, velvety malt texture, and a dark-roasted flavor, with hints of smokiness and coffee. It combines the dryness of traditional Dublin-style stout with the strength and character of Imperial Stout."
766,82,Elysian Brewing (AB InBev),,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_3788.jpg",WASHINGTON,20,98,Imperial Stout,Elysian Dragonstooth Stout,,,/,243,"A smooth and sturdy stout, made with 10% rolled oats, roasted barley and chocolate malt. The name is referential to the founders of Thebes, warriors who sprang from the earth when the teeth of a slain dragon were sown by Cadmus. Bittered with Chinook; finished with Cascade and Columbus hops."
100,94,Boundary Bay Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_19112.jpg",WASHINGTON,19,98,Imperial IPA,Boundary Bay Imperial IPA,9%,270,/,,"A full-bodied, copper India Pale Ale. Fairly strong alcohol content and an aggressive fresh hop quality. Original Gravity 1.084"
110,83,Old Schoolhouse Brewery,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_138080.jpg",WASHINGTON,18,99,Imperial Stout,Old Schoolhouse Imperial Stout,10%,300,/,,"Old Schoolhouse Brewer’s Reserve, waxed bottle and wicked stout flavor. Deep, dark, and complex with layers of caramel, chocolate, and roasted malts. Very rich with high alcohol and plenty of hops to balance out the loads of malted barley."
60,84,Black Raven Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_137749.jpg",WASHINGTON,17,99,Imperial Stout,Black Raven Grandfather Raven Imperial Stout,9.5%,285,/,70,"In the creator role, and in the Raven’s role as the totem and ancestor, the Raven is often addressed as Grandfather Raven. With this stately sense of pomp and tradition we bring you our Imperial Stout. This robust black ale is full with rich dark caramel, unsweetened chocolate, and hints of coffee aromas and flavors. Stately indeed, but at 9.5% ABV, perhaps it is just a vain attempt to encourage the trickster spirit to act respectably. Released annually in the winter."
412,96,Fish Brewing Company/Leavenworth Beers,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_27803.jpg",WASHINGTON,16,99,Barley Wine,Fish Tale 10² Anniversary Ale,10%,300,/,100,"10 Types of Hops - 100 IBU’s - 10% alc by vol. - Oak Barrel Aged - October, 2003"
14,99,Silver City Brewery,3.84,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_194246.jpg",WASHINGTON,15,99,Belgian Strong Ale,Silver City Le Fat,10%,300,4.08/5.0,,"Fat (Bastard) Scotch Ale fermented with Belgian yeast and then aged extensively in Merlot, Malbec and Cabernet wine barrels."
19,100,Alpenfire Cider,3.84,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_229562.jpg",WASHINGTON,14,99,Cider,Alpenfire smoke,,,4.02/5.0,480,"smoke, our smoky-oaky after dinner tipple cider has been triple fermented in whiskey and mead barrels.  It starts with Kingston Black, Dabinett and Vilberie apples for a very tannic base.  Aging in charred oak concentrates all the best features of each apple variety.  This cider is being sold as a fund-raiser for the many victims of this tragic 2013 fire season.  Please pick up a bottle at your local bottle shop or in our tasting room and give whatever additional support you can to the Wildland Firefighter Foundation."
25,95,Holy Mountain Brewing Company,3.85,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_382320.jpg",WASHINGTON,13,99,Sour/Wild Ale,Holy Mountain Misère au Borinage,,,3.98/5.0,,"A foudre aged grisette, brewed with a large quantity of both raw and malted wheat, and aged for many months with a mixed culture of Brett and Lacto in one of our foudres. Misère (mee-zair) was then refermented in the bottle with Brett and allowed to condition for three months. This grisette is nicely tart, dry, and funky. Definitely our best batch of grisette to date."
31,94,LaConner Brewing Company,3.82,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_17443.jpg",WASHINGTON,12,99,Barley Wine,LaConner Olde Curmudgeon,,,4.03/5.0,,
82,100,Fremont Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_132887.jpg",WASHINGTON,11,99,American Pale Ale,Fremont Cowiche Canyon - Citra & Simcoe (Fresh Hop),,70,/,,"Cowiche Canyon Fresh Hop Ale is made from select organic hops grown in the famous Cowiche Canyon of the Yakima Valley. Fresh Hop ales are brewed with hops harvested and placed in our kettle within 24 hours. We use only fresh hops throughout this beer for a unique, once-a-year beer. We brew Cowiche Canyon ale in partnership with legendary hop-growing wizards from the Yakima Valley in a joint effort to launch a large-scale organic hop industry in Washington State…Because Organic Hops Matter. A portion of all sales goes toward the Cowiche Canyon Conservancy."
77,98,Black Raven Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_114070.jpg",WASHINGTON,10,99,Imperial IPA,Black Raven Wisdom Seeker Double IPA,,85,/,,Malt: 2-Row Barley
21,92,Holy Mountain Brewing Company,3.92,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_423223.jpg",WASHINGTON,9,99,Imperial Stout,Holy Mountain Midnight Still - Coffee Vanilla,13%,390,4.1/5.0,,Midnight Still is a coffee/vanilla variant infused with Madagascar vanilla beans and Nine Swans blend coffee from Elm Coffee Roasters in Pioneer Square.
69,95,Fremont Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_297016.jpg",WASHINGTON,8,100,Imperial Stout,Fremont Dark Star - Bourbon Barrel Spice Wars,11%,330,/,,"BBADS with vanilla, cinnamon, nutmeg, allspice, ginger, and cloves."
228,99,Fremont Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_114487.jpg",WASHINGTON,7,100,American Strong Ale,Fremont Abominable - Bourbon Barrel ,,8,/,,"Lovingly referred to by Fremonters as the B-BOMB, this bourbon barrel-aged edition of our winter ale has a warming spicy aroma and rich carmelly notes of bourbon, wood and vanilla added to dark roasty chocolatey malt flavors and subtle hopping."
87,96,Walking Man Brewing,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_32084.jpg",WASHINGTON,6,100,Imperial Stout,Walking Man Jaywalker Russian Imperial Stout,,,/,381,Commemorative ale brewed in memory of Jay Johnson. IBU  100+
106,97,Fremont Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_297015.jpg",WASHINGTON,5,100,Imperial Stout,Fremont Dark Star - Bourbon Barrel Coffee Edition,11%,330,/,,
196,97,Fremont Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_142400.jpg",WASHINGTON,4,100,Imperial Stout,Fremont Dark Star - Bourbon Barrel,14.5%,435,/,,Our Imperial Oatmeal Stout aged in 15 year old single use Kentucky Bourbon Barrels. The roasted and chocolate malts compliment the smooth oats to bring you a stout delight wrapped in gentle embrace of Bourbon Barrel aged warmth. A touch of sweetness dances in balance with the hops to finish with a wave and then she’s gone.
27,97,Fremont Brewing Company,4.06,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_268621.jpg",WASHINGTON,3,100,Imperial Stout,Fremont Rusty Nail,,,4.21/5.0,396,"An imperial oatmeal stout with pale barely, smoked barley, brewer’s licorice, cinnamon bark, aged in Heaven Hills barrels for close to a year. The barrel aged version of the Pinebox 1st anniversary The 1st Nail."
48,100,Fremont Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_270858.jpg",WASHINGTON,2,100,Barley Wine,Fremont Brew 1000,,,/,300,"Made in celebration of Fremont’s 1,000th brew.  Made with Maris Otter malt, white wheat, Magnum and Golding hops.  Aged for 2 months in 2bar whiskey barrels."
128,100,Fremont Brewing Company,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_304112.jpg",WASHINGTON,1,100,American Strong Ale,Fremont Abominable - Bourbon Barrel Coffee Cinnamon,14%,420,/,,"Lovingly referred to by Fremonters as the B-BOMB, this bourbon barrel-aged edition of our winter ale has a warming spicy aroma and rich carmelly notes of bourbon, wood and vanilla added to dark roasty chocolatey malt flavors and subtle hopping."
35,76,Lickinghole Creek Craft Brewery,3.77,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_315487.jpg",VIRGINIA,24,98,Imperial Stout,Lickinghole Creek Heir Apparent,,,3.86/5.0,345,"Heir Apparent is an imperial stout with a complex caramel soul tempered by a chocolate and roasty undertone.  Sweeter in style than Russian Imperial stouts at only 60 IBUs but balanced by the heat of fresh Mexican peppers, vanilla and cacao nibs.  The Heir Apparent is ambitiously biding his time until he comes to power.  His time will come."
