state,beer_rank,beer_name,beer_style,brewer,review_count,overall_score,style_score,wgt_avg,abv,est_cal,mean,ibu,beer_desc,beer_img
ARIZONA,24,Thunder Canyon Warhead Stout,Imperial Stout,Thunder Canyon Brewery,100,99.0,93.0,,,45.0,,,"Winner of the BRONZE award in the Imperial Stout Category at the 2000 World Beer Cup International Beer Competition. Russian Imperial Stouts were originally brewed for export to the Royal Court of Russia where they were enjoyed by Catherine the Great. Ours has a rich intense maltiness with black currant, toffee and dark roasted malt flavors. The higher alcohol content is sure to warm you up from the inside out.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_22687.jpg"
ARIZONA,25,McFate Imperial Candy Bar Stout - Barrel Aged,Imperial Stout,McFate Brewing Company,9,99.0,,3.89,9.5,285.0,4.29,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_251790.jpg"
ARKANSAS,1,Ozark Bourbon Barrel Aged Double Cream Stout,Imperial Stout,Ozark Beer Company,50,98.0,77.0,,,72.0,,,"Barrel Aged Double Cream Stout is a double cream stout aged in Kentucky bourbon barrels. The barrels themselves, and held the spirit for nearly 15 years. We got them wet, straight from the distillery, then filled them with the beer. Over the next 7 months, the beer aged in the barrels, taking on the elements of char, oak, vanilla and of course bourbon in the barrels.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_322516.jpg"
ARKANSAS,2,Ozark American Pale Ale,American Pale Ale,Ozark Beer Company,45,93.0,96.0,,4,120.0,,39.0,"Hard work, honest beer.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_265901.jpg"
ARKANSAS,3,Vinos Rock Hopera Imperial IPA,Imperial IPA,Vinos Brewpub,27,92.0,47.0,3.48,,,3.65,270.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_47658.jpg"
ARKANSAS,4,Ozark Onyx Coffee Stout,Stout,Ozark Beer Company,19,91.0,92.0,3.55,5.3,159.0,3.67,,Cream stout base with Guatemalan French roasted coffee added. A collaboration with Onyx Coffee Labs.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_265905.jpg"
ARKANSAS,5,Core Oatmeal Stout,Stout,Core Brewing and Distilling,18,86.0,83.0,3.46,,,3.58,177.0,"A nitrogenated draught-style ale that is creamy, malty and full-bodied. Available year-round. Our Stout is satisfyingly rich but not too heavy. Caramel and Black malts give the Stout its deep, dark color and pronounced roasted flavor.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_153586.jpg"
ARKANSAS,6,Moody Brews Half Seas Over Imperial IPA,Imperial IPA,Moody Brews,10,86.0,42.0,3.39,8.5,255.0,3.89,80.0,"Moody Brews offers you our maiden voyage brew, an Imperial Pale Ale. We added hops from both hemispheres to create a citrus, apricot, and tropical fruit aroma braced by a bready, toasty malt backbone. We believe good beer is best served with good company.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_285610.jpg"
ARKANSAS,7,Vinos Imperial Stout,Imperial Stout,Vinos Brewpub,16,84.0,19.0,3.32,8,240.0,3.54,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_35615.jpg"
ARKANSAS,8,Lost Forty Pale Ale,American Pale Ale,Lost Forty Brewing,18,72.0,70.0,3.34,5.4,162.0,3.46,40.0,"A laid back, easy drinking, addictive pale ale. A toasty malt base gives way to big fresh hop hit - washing fruity, floral notes and spicy undertones all over your Pale Ale-loving palate. Arrives light on the palate and finishes dry.

Hops: Cascade, Crystal, Glacier","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_304682.jpg"
ARKANSAS,9,Core Easy Livin IPA,Session IPA,Core Brewing and Distilling,10,70.0,48.0,3.32,4.8,144.0,3.47,50.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_280331.jpg"
ARKANSAS,10,Core ESB,Premium Bitter/ESB,Core Brewing and Distilling,29,70.0,93.0,3.32,,,3.38,168.0,"Uncle Kit's personal favorite. This big beer is available year-round. The ESB is a rich, copper-colored ale with a balanced flavor profile featuring toasted malts, fresh hops and a pleasant finishing sweetness.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_153584.jpg"
ARKANSAS,11,Ozark Cream Stout,Sweet Stout,Ozark Beer Company,11,70.0,44.0,3.32,,,3.51,159.0,"Full bodied + smooth. Notes of dark chocolate, coffee, and dried fruit. Contains lactose.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_265904.jpg"
ARKANSAS,12,Core Barneys Imperial Red,Imperial IPA,Core Brewing and Distilling,17,69.0,24.0,3.31,9.5,285.0,3.4,113.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_235574.jpg"
ARKANSAS,13,Vinos Pinnacle IPA,India Pale Ale (IPA),Vinos Brewpub,47,67.0,40.0,,,,,,"A traditional India Pale Ale, light bodied, golden-amber in color with an intense hop aroma produced by dry-hopping during fermentation. A very tasty ale with little bitter aftertaste which makes it great on a hot day.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_2485.jpg"
ARKANSAS,14,Vinos Holidaze,Spice/Herb/Vegetable,Vinos Brewpub,17,62.0,68.0,3.13,7.5,225.0,3.26,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_53875.jpg"
ARKANSAS,15,Diamond Bear Paradise Porter,Porter,Diamond Bear Brewing Company,156,60.0,44.0,,,38.0,,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_39515.jpg"
ARKANSAS,16,Vinos Lazyboy Stout,Stout,Vinos Brewpub,33,59.0,42.0,3.17,,,3.26,,Medium-bodied dark ale with a rosasted flavor and a hint of chocolate. No bitter aftertaste.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_2479.jpg"
ARKANSAS,17,Diamond Bear Two Term Double IPA,Imperial IPA,Diamond Bear Brewing Company,69,52.0,12.0,,,90.0,,,This was a limited run that quickly gathered a cult following of depraved devotees. So much so that we had to start making it all year long. Big flavor. Makes other beers taste like tap water. Beer Geek Note: We started using Warrior hops in this brew in place of Chinook.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_114344.jpg"
ARKANSAS,18,Diamond Bear Strawberry Blonde,Fruit Beer,Diamond Bear Brewing Company,9,51.0,,3.2,4.4,132.0,3.31,20.0,"A light colored, crisp German lager infused with real strawberries. The nose gives you a bouquet of strawberry aroma, yet the taste is very subtle and sweet.  Look for it mid-Summer.  A crowd-pleaser in the Arkansas heat!","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_177052.jpg"
ARKANSAS,19,Diamond Bear Dogtown Brown,Dunkel/Tmav,Diamond Bear Brewing Company,15,50.0,87.0,3.16,,25.0,3.22,,"Dogtown Brown is a tribute to North Little Rock.  Embrace what others throw at you  it'll make you stronger.  So it is with our Brown   taking a style more common to ales, we created  a Brown but done with a lighter, lager yeast.  With notes of malty chocolate, our Brown is something sweet, something smooth and mighty drinkable.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_245758.jpg"
ARKANSAS,20,Core Hilltop IPA,India Pale Ale (IPA),Core Brewing and Distilling,15,49.0,28.0,3.17,6.3,189.0,3.25,53.0,"Our Hilltop IPA has quickly become a favorite here at Core Brewing co. Being known for BIG IPA's we wanted to offer something a little more sessionalble. At 53 IBU's and 6.3% ABV, this brew can be enjoyed year round by any craft beer lover. The complex hop profile features Horizon hops and is balanced with 4 premium American varities to display a full panorama of flavor and aroma. Hilltop IPA is a perfect friend while relaxing and taking in the view.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_240301.jpg"
ARKANSAS,21,Diamond Bear Presidential IPA,India Pale Ale (IPA),Diamond Bear Brewing Company,144,49.0,28.0,,,57.0,,,Rumor has it this beer is the favorite of a former U.S. President. An IPA with big hops bitterness bumping against three varieties of 2 row barley malt goodness. A fan favorite.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_39948.jpg"
ARKANSAS,22,Fossil Cove La Brea Brown,Brown Ale,Fossil Cove Brewing Company,9,48.0,,3.14,6,180.0,3.23,18.0,Hybrid Belgian Style with a rich chocolate maltiness complimented by a pleasant spice from the Belgian yeast and fresh coriander.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_192150.jpg"
ARKANSAS,23,Vinos Rainbow Wheat,German Hefeweizen,Vinos Brewpub,13,48.0,76.0,3.09,,,3.25,,"A classic Munich style Heffe-Weissbier, with a light slightly fruity flavor and an underlying sweetness.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_2481.jpg"
ARKANSAS,24,Vinos Octoberfest,Oktoberfest/Marzen,Vinos Brewpub,9,46.0,,3.04,,,3.23,,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_51431.jpg"
ARKANSAS,25,Core Toasted Coconut Ale,Brown Ale,Core Brewing and Distilling,15,46.0,48.0,3.13,6,180.0,3.19,27.0,,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_269369.jpg"
CALIFORNIA,1,AleSmith Speedway Stout - Bourbon Barrel Aged: Vietnamese Coffee,Imperial Stout,AleSmith Brewing Company,123,100.0,100.0,,12,360.0,,,Vietnamese Speedway stout aged in bourbon barrels.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_296243.jpg"
CALIFORNIA,2,Russian River Pliny the Younger,Imperial IPA,Russian River Brewing,753,100.0,100.0,,11,330.0,,,"Pliny the Younger was Pliny the Elder's nephew, in the case of this beer, the ""Younger"" is a triple IPA. Pliny the Younger is hopped three times more than our standard IPA, and is dry hopped four different times.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_43181.jpg"
CALIFORNIA,3,AleSmith Speedway Stout - Bourbon Barrel Aged,Imperial Stout,AleSmith Brewing Company,828,100.0,100.0,,12,360.0,,,"Special Markings: Gold foil neck and white numbering above rear label.  Some bottles have paper labels, some do not.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_28173.jpg"
CALIFORNIA,4,AleSmith Speedway Stout,Imperial Stout,AleSmith Brewing Company,2842,100.0,100.0,,12,360.0,,70.0,Bottle conditioned.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_14232.jpg"
CALIFORNIA,5,Russian River Pliny the Elder,Imperial IPA,Russian River Brewing,2820,100.0,100.0,,8,240.0,,100.0,"Pliny the Elder was a Roman naturalist, scholar, historian, traveler, officer, and writer. Although not considered his most important work, Pliny and his contemporaries created the botanical name for hops, ""lupus Salictarius"", meaning wolf among scrubs."" Hops at that time grew wild among willows, much like a wolf in the forest. Later the current botanical name, humulus Lupulus, was adopted. Pliny died in 79 AD while observing the eruption of Mount Vesuvius. He was immortalized by his nephew, Pliny the Younger, who continued his uncle's legacy by documenting much of what he observed during the eruption of Mount Vesuvius. Pliny the Elder, the beer, is brewed with 40% more malt and over twice the amount of hops as compared to our already hoppy IPA.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_8936.jpg"
CALIFORNIA,6,AleSmith Speedway Stout - Hawaiian,Imperial Stout,AleSmith Brewing Company,288,100.0,99.0,,12,360.0,,,"We often use Speedway Stout as a jet-black canvas for homages to things we hold dear, whether it's artisan coffee, a favorite edible or sumptuous flavor combination. The most recent variation of our celebrated imperial stout honors the culinary character of the Hawaiian Islands by combining the lush sweetness of coconut with vanilla and Ka'u coffee. Named after the region of Hawaii from which it hails, Ka'u is produced from some of the world's rarest coffee beans. Slow-grown beneficiaries of nutrient-rich volcanic soil and idyllic climate, Ka'u offers nuances of caramel and hazelnut plus a soft floral character, all of which marry seamlessly with natural sweetness from the vanilla and coconut as well as Speedway Stout's inherently rich, chocolaty character. Say aloha to something truly exceptional and evocative of its namesake isles.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_375318.jpg"
CALIFORNIA,7,AleSmith Speedway Stout - Velvet,Imperial Stout,AleSmith Brewing Company,27,100.0,99.0,4.18,12,360.0,4.35,,12% aged in Evan Williams 23 year old barrels and blended with barrel aged Jamaica Blue Mountain cold brew from Mostra Coffee and a house made rye whiskey/vanilla bean concoction. 600 bottle release plus limited kegs.,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_348526.jpg"
CALIFORNIA,8,Alpine Beer Company Keene Idea,Imperial IPA,Alpine Beer Company (CA),54,100.0,100.0,,8.88,266.0,,,"Toronado Pub in San Francisco is celebrating their 25th Anniversary this weekend and we brewed a special beer just for the blessed event. The pub with the notoriously rude bartenders set the bar for craft forward beer bars for two and a half decades, and they like us. So, to show we love them too, we brewed what could be considered Double Nelson and it's called Toronado 25th Anniversary Ale. The beer came in at 8.88% abv and is clear, clean and shockingly floral. The Nelson Sauvin hops shine and the alcohol is so unnoticeable that it too could be considered dangerously delicious.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_182333.jpg"
CALIFORNIA,9,AleSmith Speedway Stout - Brewers Blend: Vietnamese Coffee,Imperial Stout,AleSmith Brewing Company,39,100.0,99.0,4.18,12,360.0,4.31,,A blend of Barrel Aged Speedway Stout and Speedway Stout brewed with Vietnamese Coffee and Lactose,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_179874.jpg"
CALIFORNIA,10,AleSmith Speedway Stout - Vietnamese Coffee,Imperial Stout,AleSmith Brewing Company,446,100.0,99.0,,12,360.0,,,Speedway Stout brewed with Vietnamese Coffee and no Lactose,"http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_159307.jpg"
CALIFORNIA,11,Lost Abbey Cable Car,Sour/Wild Ale,Port Brewing Co / The Lost Abbey,429,100.0,100.0,,,,,210.0,"You've made it to 547 Haight Street. This destination is more San Francisco than Rice A Roni, Chinatown, and Lombard Street combined. Welcome to Broadway for brewers everywhere. Everyone who is anyone has poured their kegs here. For the last 20 years, this place has launched careers, confirmed legacies, and since 1987 the only name you need to know is David Keene.

Take a seat. Tip Strong. Nod appreciatively and don't ask stupid questions. Welcome to Big Daddy's House known to most simply as ""The T-Room."" Here the bartenders are fluent in English, German, Flemish, French, Waloon and Czech. But they're most known for their American Lip Service. Watch it. The lady with the jet black hair behind the bar eats idiots for lunch.

At 547 Haight Street, you won't find any Cable Cars except for this one. But if you're standing outside the Dutch Doors of the World Famous Toranado, you surely found the most interesting place in all San Francisco. Its' about RESPECT. Dave you continue to have ours. Here's to 20 more years of punishing livers everywhere.

Cheers

Gina, Jim, Tomme, Vince and the Brewers of Port Brewing","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_76897.jpg"
CALIFORNIA,12,Firestone Walker Parabola,Imperial Stout,Firestone Walker Brewing (Duvel Moortgat),1070,100.0,100.0,,,82.0,,,"Parabola has been a major component of past anniversary blends and is one of our most aggressive offerings. This beer features bold bourbon and tobacco aromas and a rich dark chocolate, charred oak flavor. Parabola is best enjoyed in moderation and is a perfect beer to pair with those chocolate dessert favs.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_60246.jpg"
CALIFORNIA,13,Stone Imperial Russian Stout - Bourbon Barrel,Imperial Stout,Stone Brewing,434,100.0,99.0,,10.8,324.0,,,"The beer is Stone Imperial Russian Stout, and it was aged for about a year in a used bourbon barrel. From that wooden cask, we were only able to keg up very little.","http://res.cloudinary.com/ratebeer/image/upload/w_250,c_limit/beer_57739.jpg"
