num_results,results,author
1,Cordell Hull,Cordell Hull
1,John Goodman,John Goodman
1,Fritz Sauckel,Fritz Sauckel
1,Nick Mason,Nick Mason
1,Juliette Lewis,Juliette Lewis
1,Eoin Colfer,Eoin Colfer
1,Jon Lovitz,Jon Lovitz
1,Jim Broadbent,Jim Broadbent
1,Alexander the Great,Alexander I of Yugoslavia
1,Ray Romano,Ray Romano
1,Nathan Lane,Nathan Lane
1,Mario Andretti,Mario Andretti
1,Michael Spence,Michael Spence
2,"Aristide Briand,Jean-Bertrand Aristide",Aristides
1,Jacques Santer,Jacques Santer
1,Muhammad Ali,Ali Karimi
1,Ed O'Brien,Ed O'Brien
1,Jonny Greenwood,Jonny Greenwood
1,Thom Yorke,Thom Yorke
1,Colin Greenwood,Colin Greenwood
1,Jon Stewart,Jon Stewart
1,Ashton Kutcher,Ashton Kutcher
1,Mark David Chapman,Mark David Chapman
1,John C. Reilly,John C. Reilly
1,Ferid Murad,Ferid Murad
1,Kim Cattrall,Kim Cattrall
1,John Schlesinger,John Schlesinger
1,Norman Borlaug,Norman Borlaug
1,Anders Fogh Rasmussen,Anders Fogh Rasmussen
1,Anna Paquin,Anna Paquin
1,Kristin Davis,Kristin Davis
1,Aaron Spelling,Aaron Spelling
1,Monica Bellucci,Monica Bellucci
1,Linda Evangelista,Linda Evangelista
1,Heidi Klum,Heidi Klum
1,Kate Moss,Kate Moss
1,Portia de Rossi,Portia de Rossi
1,Jake Gyllenhaal,Jake Gyllenhaal
1,Elle Macpherson,Elle Macpherson
1,Martin Gore,Martin Gore
1,Todor Zhivkov,Todor Zhivkov
1,Simon Kuznets,Simon Kuznets
1,Simon Cowell,Simon Cowell
1,Tom Felton,Tom Felton
1,Nnamdi Azikiwe,Nnamdi Azikiwe
1,Joe Pesci,Joe Pesci
1,Utada Hikaru,Utada Hikaru
1,Tom Selleck,Tom Selleck
1,Anna Faris,Anna Faris
1,Kate Beckinsale,Kate Beckinsale
1,Michael Sheen,Michael Sheen
1,Sonny Rollins,Sonny Rollins
1,Elmer Bernstein,Elmer Bernstein
1,Corazon Aquino,Corazon Aquino
1,JR,"Benigno Aquino, Jr."
3,"Mary Tyler Moore,Tipper Gore,Carl Honore",Gary Moore
1,Fernand Braudel,Fernand Braudel
2,"John Ford,John M. Ford",John Ford
1,David Copperfield,David Copperfield
1,Norman Angell,Norman Angell
1,Viswanathan Anand,Viswanathan Anand
1,Evo Morales,Evo Morales
1,Hans-Ulrich Obrist,Jan Ullrich
1,Oscar Robertson,Oscar Robertson
1,Bernard Hinault,Bernard Hinault
1,Michelle Trachtenberg,Michelle Trachtenberg
1,Jean Dubuffet,Jean Dubuffet
1,Goh Chok Tong,Goh Chok Tong
1,Manfred Eigen,Manfred Eigen
1,Christian Slater,Christian Slater
2,"David Hunt,James Hunt",James Hunt
1,Martin Landau,Martin Landau
1,Pierre Laval,Pierre Laval
3,"Maya Angelou,Maya Angelou, (Top 10)
",Maya Angelou
1,Michael Shanks,Michael Shanks
1,George Emil Palade,George Emil Palade
1,Pat Metheny,Pat Metheny
1,Harry Markowitz,Harry Markowitz
1,Alejo Carpentier,Alejo Carpentier
1,Prince,Prince Joachim of Denmark
1,Francisco de Quevedo,Francisco de Quevedo
1,Mischa Barton,Mischa Barton
1,Muhammad Ali,Ali Pasha
1,Alfred Sisley,Alfred Sisley
1,Jane Krakowski,Jane Krakowski
1,Gina Lollobrigida,Gina Lollobrigida
1,Banks,Briana Banks
1,Benicio Del Toro,Benicio del Toro
1,Damien Hirst,Damien Hirst
1,Yoweri Museveni,Yoweri Museveni
3,"Lauren Bacall,Lauren Bacall, (Top 10)
",Lauren Bacall
1,Jean Harlow,Jean Harlow
1,Jackie Stewart,Jackie Stewart
1,Owen Wilson,Owen Wilson
1,Erich von Stroheim,Erich von Stroheim
1,Chris Columbus,Chris Columbus
8,"Taylor Caldwell,Miriam Defensor-Santiago,Miriam Makeba,Miriam Toews,Robyn,Mary Ritter Beard,Miriam Schapiro,Miriam Hopkins",Miriam
1,Anthony Burgess,Anthony van Dyck
1,Imelda Marcos,Imelda Marcos
1,Maximilian Schell,Maximilian I of Bavaria
1,Alexander the Great,Alexander Gottlieb Baumgarten
1,Eric Carr,Paul Keres
3,"Hamad bin Isa Al Khalifa,Hamad bin Khalifa Al Thani,Al-Mayassa bint Hamad bin Khalifa Al-Thani",Hamad bin Khalifa
1,Bill Maher,Bill Maher
1,Dita Von Teese,Dita Von Teese
1,Jude Law,Jude Law
1,Lucy Lawless,Lucy Lawless
1,Abdurrahman Wahid,Abdurrahman Wahid
1,Betty Williams,Betty Williams
4,"Criss Angel,Iris Murdoch,Darren Criss,Aries Spears",Arius
1,Lin Biao,Lin Biao
1,Arthur Rubinstein,Arthur Rubinstein
1,Peter Max,Max Reger
1,Frederick Forsyth,Frederick Forsyth
1,Dr. Seuss,Theodor Heuss
1,Annie Jump Cannon,Annie Jump Cannon
1,William Dampier,William Dampier
1,Mikhail Khodorkovsky,Mikhail Khodorkovsky
1,Courteney Cox,Courteney Cox
1,Akhmad Kadyrov,Akhmad Kadyrov
1,Chick Corea,Chick Corea
1,Michael Madsen,Michael Madsen
1,Phil Lynott,Phil Lynott
1,Antony Hewish,Antony Hewish
1,Monica Seles,Monica Seles
1,Friedrich Nietzsche,Friedrich Paulus
1,Mike Huckabee,Mike Huckabee
1,Fernando Botero,Fernando Botero
1,Ilie Nastase,Ilie Năstase
1,Ramana Maharshi,Ramana Maharshi
1,Kiefer Sutherland,Kiefer Sutherland
1,Hulk Hogan,Hulk Hogan
1,John Cassavetes,John Cassavetes
1,Salman Khan,Salman Khan
1,Wyclef Jean,Wyclef Jean
1,Ivan Lendl,Ivan Lendl
1,Hugh Jackman,Hugh Jackman
1,Joel Schumacher,Joel Schumacher
5,"Great Art,Spoiled Brat,Bare Feet,Brat,Hart",Bret Hart
1,Triple H,Triple H
7,"Apollonius of Tyana,Yara Shahidi,Yaya Toure,Yash Chopra,Masa Takayama,Yana Kudryavtseva,Sasa Vucinic",Vyasa
1,will.i.am,William Lawrence Bragg
1,Michael Bay,Michael Bay
1,Jules Michelet,Jules Michelet
1,Vince McMahon,Vince McMahon
1,Bill Paxton,Bill Paxton
1,Enrique Iglesias,Enrique Iglesias
1,Abdus Salam,Abdus Salam
3,"Blade,Blades,Blade Runner",Claude Jade
1,Mira Sorvino,Mira Sorvino
1,Rahul Gandhi,Rahul Gandhi
1,Allen Iverson,Allen Iverson
1,Rita Hayworth,Rita Hayworth
1,Eduardo Galeano,Eduardo Galeano
1,Preston Brooks,Édith Cresson
1,Christopher Paolini,Christopher Paolini
3,"Robert Rauschenberg,Robert Rauschenberg, (Top 10)
",Robert Rauschenberg
1,Charlie Sheen,Charlie Sheen
1,Michelle Rodriguez,Michelle Rodriguez
1,Keith Haring,Keith Haring
1,Eddie Guerrero,Eddie Guerrero
3,"Henry David Thoreau,Henry David Thoreau, (Top 10)
",Henry David Thoreau
1,Jana Novotna,Jana Novotná
1,Friedrich Nietzsche,Karl Friedrich Schinkel
1,Max Frisch,Max Frisch
1,Sammy Hagar,Hagar
1,Stan Getz,Stan Getz
1,Pierre Bayle,Pierre Bayle
1,Delta Goodrem,Delta Goodrem
1,Chet Baker,Chet Baker
1,Steve Carell,Steve Carell
1,Mario Benedetti,Mario Benedetti
3,"Maurice Sendak,Maurice Sendak, (Top 10)
",Maurice Sendak
1,Sarah Brightman,Sarah Brightman
1,Thomas Jefferson,"Thomas Pelham-Holles, 1st Duke of Newcastle-upon-Tyne"
1,Ornella Muti,Ornella Muti
2,"will.i.am,William Petty","William Petty, 2nd Earl of Shelburne"
1,Alain Delon,Alain Delon
1,Arthur Henderson,Arthur Henderson
1,Michelle Branch,Michelle Branch
3,"Susan Sontag,Susan Sontag, (Top 10)
",Susan Sontag
1,Arthur Cayley,Arthur Cayley
1,Carrot Top,Carrot Top
1,Victor Vasarely,Victor Vasarely
1,Eugenio Montale,Eugenio Montale
1,Jerry Bruckheimer,Jerry Bruckheimer
1,Albert Einstein,Albert Lutuli
3,"Georgia O'Keeffe,Georgia O'Keeffe, (Top 10)
",Georgia O'Keeffe
1,R. D. Laing,Ronald David Laing
1,will.i.am,William Boeing
1,Jascha Heifetz,Jascha Heifetz
1,Fritz Kreisler,Fritz Kreisler
1,Howard Shore,Howard Shore
1,Sean Hayes,Sean Hayes
1,Kenzaburo Oe,Kenzaburō Ōe
7,"Levi,Deli,Beta,Jedi,Nets,Regis,Anti",Teti
1,Greg Grunberg,Greg Grunberg
2,"Mike Tyson,Mike Newell",Mike Powell
1,Richard Branson,Richard Arkwright
1,Robert Kocharian,Robert Kocharian
1,Nikolai Berdyaev,Nikolai Berdyaev
1,Hassan Nasrallah,Hassan Nasrallah
1,Charles Albert Gobat,Charles Albert Gobat
1,Miranda Cosgrove,Miranda Cosgrove
1,Danny Aiello,Danny Aiello
1,Larry King,Larry King
1,Edward Burnett Tylor,Edward Burnett Tylor
1,Jody Williams,Jody Williams
1,Giovanni Ribisi,Giovanni Ribisi
1,Apollonius of Tyana,Apollonius of Rhodes
1,Simon the Zealot,Simon the Zealot
1,Dennis Quaid,Dennis Quaid
1,Anna Lindh,Anna Lindh
1,Tara Strong,Tara Strong
1,Joseph Rotblat,Joseph Rotblat
1,Anthony Kiedis,Anthony Kiedis
1,Raymond Aron,Raymond Aron
1,Abraham Maslow,Abraham Maslow
1,Ralph Bunche,Ralph Bunche
1,James G. Frazer,James Frazer
1,Samora Machel,Samora Machel
1,Leopold Kronecker,Leopold Kronecker
1,Zubin Mehta,Zubin Mehta
1,Robert Woodrow Wilson,Robert Woodrow Wilson
1,Bill Shankly,Bill Shankly
1,Gianni Versace,Gianni Versace
1,Laurent Fabius,Laurent Fabius
1,Barry Levinson,Barry Levinson
1,George Carlin,George Enescu
2,"Michael Chang,Cai Guo-Qiang",Zhang Fei
1,Jennifer Tilly,Jennifer Tilly
8,"Brendan Behan,Brendan Iribe,Brendan I. Koerner,Brendan Fraser,Brendan Myers,Brendan Gleeson,Brendan Sexton III,Brendan Gill",Brendan
1,Karen Bender,Bent Larsen
1,Konstantin Tsiolkovsky,Konstantin Fehrenbach
3,"Arthur Ashe,Arthur Ashe, (Top 10)
",Arthur Ashe
1,Fran Drescher,Fran Drescher
1,Bryce Dallas Howard,Bryce Dallas Howard
1,Alexander the Great,Alexander I of Macedon
1,Jean Marais,Jean Marais
1,Rupert Everett,Rupert Everett
1,Anne Heche,Anne Heche
1,Klas Pontus Arnoldson,Klas Pontus Arnoldson
1,Gian Carlo Menotti,Gian Carlo Menotti
1,Fredrik Bajer,Fredrik Bajer
1,August Krogh,August Krogh
1,James Irwin,James Irwin
2,"John,Orr","John Boyd Orr, 1st Baron Boyd-Orr"
1,Mark Wahlberg,Mark Wahlberg
1,Bobby McFerrin,Bobby McFerrin
1,Atom Egoyan,Atom Egoyan
1,Alfred Hermann Fried,Alfred Hermann Fried
1,Henri La Fontaine,Henri La Fontaine
3,"Robert Owen,Major Owens,Robert Dale Owen",Robert Owen
3,"Nicolaus Copernicus,Nicolaus Copernicus, (Top 10)
",Nicolaus Copernicus
2,"Madrid,La",Miguel de la Madrid
1,Carlos Saavedra Lamas,Carlos Saavedra Lamas
2,"will.i.am,Cillian Murphy",William Murphy
1,Jerome Isaac Friedman,Jerome Isaac Friedman
1,Larry Hagman,Larry Hagman
1,Richard Branson,Richard Stone
1,Antonio Machado,Antonio Machado
1,John McEnroe,John McEnroe
1,Cormac McCarthy,Cormac McCarthy
1,Miguel,Miguel Ángel Asturias
2,"Robert,Cecil","Robert Cecil, 1st Viscount Cecil of Chelwood"
1,Carlos Fuentes,Carlos Fuentes
1,Diane Lane,Diane Lane
1,John Constable,John Dunstable
1,Jamie Foxx,Jamie Foxx
2,"Jerry Weller,Carey Lowell",Harry Kewell
1,Jeanne Calment,Jeanne Calment
1,Ferdinand Buisson,Ferdinand Buisson
1,U Thant,U Thant
1,Hjalmar Branting,Hjalmar Branting
1,Ian Mcewan,Ian McEwan
1,John Archibald Wheeler,John Archibald Wheeler
1,Israel Kamakawiwo'ole,Israel Kamakawiwo'ole
1,David Scott,David Scott
1,Kirstie Alley,Kirstie Alley
2,"John McLaughlin,Mahavishnu John McLaughlin",John McLaughlin
2,"Robert Byrd,Robert Carlyle",Robert Carlyle
1,John Turturro,John Turturro
1,Aleksandr Kuprin,Aleksandr Kuprin
1,Christian de Duve,Christian de Duve
1,Zooey Deschanel,Zooey Deschanel
1,David S. Goyer,David Moyes
1,Jean Ingelow,Jean Lannes
1,John Hope Franklin,John Franklin
1,Amos Oz,Amos Oz
1,Stjepan Mesic,Stjepan Mesić
1,Christian Bale,Christian Bale
1,Du Fu,Du Fu
1,Jerry West,Jerry West
1,Wally Schirra,Wally Schirra
1,David Coverdale,David Coverdale
1,Gordon Cooper,Gordon Cooper
1,Ferdinand Foch,Ferdinand Foch
1,Sholom Aleichem,Sholem Aleichem
1,Karl Jaspers,Karl Jaspers
1,Ric Flair,Ric Flair
1,Deryck Whibley,Deryck Whibley
1,Anthony Burgess,Anthony Giddens
1,Sean Paul,Sean Paul
6,"Leah LaBelle,Leah Ward Sears,Delta Burke,Leah Busque,Louise Berliawsky Nevelson,Leah Remini",Leah
7,"Robert Browning,Robert Browning, (Top 10)
,Bob Brown,Jason Robert Brown,Bobby Brown,Robert McAfee Brown",Robert Brown
1,Yanni,Yanni
1,Robert Delaunay,Robert Delaunay
1,Maxwell,John Maxwell Coetzee
1,Claire Forlani,Claire Forlani
1,Vannevar Bush,Vannevar Bush
1,Morarji Desai,Morarji Desai
1,Naomi Watts,Naomi Watts
1,Rudolf Nureyev,Rudolf Nureyev
1,Henrik Pontoppidan,Henrik Pontoppidan
1,Stephen Colbert,Stephen Colbert
1,Islom Karimov,Islam Karimov
1,Nelly Sachs,Nelly Sachs
1,Saint-John Perse,Saint-John Perse
1,Josef Albers,Josef Albers
1,Erno Rubik,Ernő Rubik
1,Paul Lauterbur,Paul Lauterbur
1,Jean Monnet,Jean Monnet
1,Emily Deschanel,Emily Deschanel
1,Beau Bridges,Beau Bridges
1,Richard Holbrooke,Richard Holbrooke
1,Jennifer Capriati,Jennifer Capriati
1,Markus Wolf,Markus Wolf
1,Rosanna Arquette,Rosanna Arquette
1,James W. Black,James W. Black
1,Allyson Felix,Allyson Felix
8,"Way,Away,Running Away,Going Away,Go Away,Ray,Right Away,Moving Away",Ray Ewry
1,Shirin Ebadi,Shirin Ebadi
1,Adam Levine,Adam Levine
1,Peter Higgs,Peter Higgs
1,Boris Trajkovski,Boris Trajkovski
1,"Frederik, Crown Prince of Denmark","Frederik, Crown Prince of Denmark"
1,Richard Branson,Richard von Weizsäcker
1,Mena Suvari,Mena Suvari
1,August Bebel,August Bebel
1,Alexander the Great,Alexander Suvorov
1,Aslan Maskhadov,Aslan Maskhadov
8,"Chill,Hill,Hill,Chilling,Hills,Chill Out,Phil,Chilled",Phil Hill
1,Jean Alesi,Jean Alesi
1,Lena Olin,Lena Olin
1,Victor Garber,Victor Garber
1,Howard Aiken,Howard Aiken
1,Stanford Moore,Stanford Moore
1,Audrey Tautou,Audrey Tautou
1,Christopher Plummer,Christopher Plummer
1,Alan Parker,Alan Parker
1,America Ferrera,America Ferrera
1,Chris Penn,Chris Penn
1,Shia LaBeouf,Shia LaBeouf
1,Carlos Mesa,Carlos Mesa
2,"Bernard Werber,Werner Erhard",Gerhard Berger
2,"Grand,Duke","Jean, Grand Duke of Luxembourg"
1,Andy Garcia,Andy García
1,Jim Lovell,Jim Lovell
1,Emile Zola,Emile Heskey
6,"Chris Van Hollen,Dan Fogler,Penelope Ann Miller,Patti Page,Dan Miller,Ann Miller",Jan Koller
1,Albert Einstein,Fritz Albert Lipmann
1,Andy Roddick,Andy Roddick
1,Richard Branson,Richard Burns
1,Bryan Robson,Bryan Robson
3,"Phyllis Diller,Phyllis Diller, (Top 10)
",Phyllis Diller
1,Ellen Pompeo,Ellen Pompeo
1,Mary Todd Lincoln,Mary Todd Lincoln
1,Dwyane Wade,Dwyane Wade
1,Steve Nash,Steve Nash
1,Robbie Fowler,Robbie Fowler
1,Kurt Angle,Kurt Angle
1,Anastacia,Anastacia
1,Gianfranco Ferre,Gianfranco Zola
1,Kevin Keegan,Kevin Keegan
2,"Levi Strauss,Claude Levi-Strauss",Levi Strauss
3,"Mother Teresa,Mother Teresa, (Top 10)
",Mother Teresa
1,Oliver Kahn,Oliver Kahn
1,Abdullah Ahmad Badawi,Abdullah Ahmad Badawi
1,Bryan Cranston,Bryan Cranston
3,"Nusrat Fateh Ali Khan,Dave Brat,Raymond Aubrac",Kubrat
1,John Millington Synge,John Millington Synge
1,Marc Anthony,Marc Anthony
3,"Parking Lot,Lots,Lot",Lot
1,Veronica Lake,Veronica Lake
1,Constantine Karamanlis,Constantine Karamanlis
1,Muqtada al Sadr,Muqtada al-Sadr
1,Casey Affleck,Casey Affleck
3,"Ville Valo,Tablo,Nalo Hopkinson",Italo Balbo
1,Yoshiro Mori,Yoshiro Mori
1,Shah Rukh Khan,Shahrukh Khan
1,Eduard Shevardnadze,Eduard Shevardnadze
1,Roman Abramovich,Roman Abramovich
1,J. J. Abrams,J.J. Abrams
1,Hulagu Khan,Hulagu Khan
1,Rani Mukerji,Rani Mukerji
1,Patti Page,Patti Page
1,Melvin Calvin,Melvin Calvin
1,Jules Massenet,Jules Massenet
2,"Larry Niven,Lillian Gordy Carter",Matt Hardy
1,Albert Einstein,Albert Lortzing
1,Michael Jordan,Camille Jordan
1,Johannes Heesters,Johannes Heesters
1,Mike Vogel,Émile Borel
1,Dennis Rodman,Dennis Rodman
1,Charles Goodyear,Charles Goodyear
1,Thomas Jefferson,Ambroise Thomas
1,Gertrude B. Elion,Gertrude B. Elion
1,George Papandreou,George Papandreou
3,"George Carlin,JR,George Papandreou",George Papandreou jr.
1,Debra Messing,Debra Messing
1,Walther Bothe,Walther Bothe
1,Dalai Lama,Panchen Lama
4,"Tommy Lee Jones,Rickie Lee Jones,Alex Van Halen,Jennifer Jones",Alex Jones
3,"Brian Greene,Brian Greene, (Top 10)
",Brian Greene
1,Thaksin Shinawatra,Thaksin Shinawatra
1,Otto Lilienthal,Otto Lilienthal
1,Sofia Coppola,Sofia Coppola
1,Miguel,Miguel Primo de Rivera
1,Ernest Walton,Ernest Walton
1,Pierre Bonnard,Pierre Bonnard
1,Sandra Oh,Sandra Oh
1,George A. Romero,George A. Romero
2,"Thalia,George Halas",Thalía
1,Toni Collette,Toni Collette
7,"Edna St. Vincent Millay,Barry Humphries,Edna O'Brien,Li Na,Edna Ferber,Dina Powell,Ellen Burstyn",Lina Medina
1,Alexander Pope,Pope John XIV
1,Alexander Pope,Pope John XV
1,Willow Smith,Willow Smith
1,Alexander Pope,Pope John XI
1,Alexander Pope,Pope John X
1,Alexander Pope,Pope John XII
1,Alexander Pope,Pope John VII
1,Eduard Buchner,Eduard Buchner
1,Alexander Pope,Pope John IX
1,Alexander Pope,Pope John VI
1,Alexander Pope,Pope John XVII
1,Alexander Pope,Pope John XVIII
1,Ken Watanabe,Ken Watanabe
1,Sidney Lumet,Sidney Lumet
1,Bashar al-Assad,Bashar al-Assad
1,Chaim Herzog,Chaim Herzog
1,Naoto Kan,Naoto Kan
1,Matt Stone,Matt Stone
1,Trey Parker,Trey Parker
1,Michael Vartan,Michael Vartan
1,Bradley Cooper,Bradley Cooper
1,Mandy Moore,Mandy Moore
1,Joseph Gordon-Levitt,Joseph Gordon-Levitt
1,Tony Parker,Tony Parker
1,Naomie Harris,Naomie Harris
1,Maurice Jarre,Maurice Jarre
1,Lars Ulrich,Lars Ulrich
1,Ruud van Nistelrooy,Ruud van Nistelrooy
1,Robert Schumann,Robert Schuman
1,George Lazenby,George Lazenby
1,Junius,Decimus Junius Brutus Albinus
1,Andrei A. Gromyko,Andrei Gromyko
1,Eric Burdon,Eric Burdon
1,Ursula Andress,Ursula Andress
1,Kris Carr,Karl Drais
1,Laura Linney,Laura Linney
1,Recep Tayyip Erdogan,Recep Tayyip Erdoğan
1,Claude Bernard,Claude Bernard
1,Joan Sutherland,Joan Sutherland
1,Nikki Reed,Nikki Reed
1,Mikheil Saakashvili,Mikheil Saakashvili
1,Renata Tebaldi,Renata Tebaldi
1,Alexis Bledel,Alexis Bledel
1,Gene Tunney,Sunny Leone
1,Kiri Te Kanawa,Kiri Te Kanawa
1,Elisabeth Schwarzkopf,Elisabeth Schwarzkopf
1,Wladimir Klitschko,Wladimir Klitschko
1,Lope de Vega,Lope de Vega
1,Lennart Meri,Lennart Meri
1,Raj Kapoor,Raj Kapoor
1,Sydney Brenner,Sydney Brenner
1,Kevin Rudd,Kevin Rudd
1,Colleen McCullough,Colleen McCullough
1,Thomas R. Cech,Thomas Cech
1,Simon Ammann,Simon Ammann
6,"James Franco,Frank Lampard,Jim Sensenbrenner,James Branch Cabell,James Frank,Frank James",James Franck
1,George Carlin,George de Hevesy
1,Marat Safin,Marat Safin
1,Alcuin,Balbinus
1,Lajos Kossuth,Lajos Kossuth
1,Seth MacFarlane,Seth MacFarlane
6,"Alan Lakein,Alan Arkin,Todd Akin,Christine Lakin,Hakan Nesser,Thomas Eakins",Hakan Yakin
1,Tim Roth,Tim Roth
1,Friedrich Bergius,Friedrich Bergius
1,Emily Osment,Emily Osment
1,Alain Robert,Alain Robert
1,Ali Khamenei,Ali Khamenei
1,Abdelaziz Bouteflika,Abdelaziz Bouteflika
1,George F. Kennan,George F. Kennan
1,will.i.am,Will.i.am
1,Brendan Fraser,Brendan Fraser
1,Ahmet Necdet Sezner,Ahmet Necdet Sezer
3,"Gray,Edward,John",John Edward Gray
1,Muhammad Ali,Zine El Abidine Ben Ali
1,Hjalmar Schacht,Hjalmar Schacht
1,Camilla Belle,Camilla Belle
1,Javier Solana,Javier Solana
4,"Alice Munro,Carice van Houten,Alan Price,Nancy Banks Smith",Ian Paice
1,Julian McMahon,Julian McMahon
1,Michael Chang,Michael Chang
1,Stefan Edberg,Stefan Edberg
1,Paul Biya,Paul Biya
1,Georgi Parvanov,Georgi Parvanov
1,Omar Bongo,Omar Bongo
1,Yahya Jammeh,Yahya Jammeh
1,Girma Woldegiorgis,Girma Wolde-Giorgis
1,John Agyekum Kufuor,John Kufuor
6,"Bono, (Top 10)
,Aung San Suu Kyi, (Top 10)
,Erica Jong, (Top 10)
",Anote Tong
1,Emile Lahoud,Émile Lahoud
1,Luis Federico Leloir,Luis Federico Leloir
1,Vladimir Zhirinovsky,Vladimir Zhirinovsky
1,Edmund Phelps,Edmund Phelps
1,Paul Kagame,Paul Kagame
1,Abdoulaye Wade,Abdoulaye Wade
1,Sellapan Ramanathan,Sellapan Ramanathan
1,Ronald Reagan,Ronald Venetiaan
1,Denzil Douglas,Denzil Douglas
1,Fatos Nano,Fatos Nano
1,Khaleda Zia,Khaleda Zia
1,Hun Sen,Hun Sen
1,Mohammed bin Rashid Al Maktoum,Maktoum bin Rashid Al Maktoum
1,Viktor Yanukovych,Viktor Yanukovych
1,Meles Zenawi,Meles Zenawi
1,Jean-Claude Juncker,Jean-Claude Juncker
1,Jason Segel,Jason Segel
1,Donna Reed,Donna Reed
1,Rafik Hariri,Rafic Hariri
1,Tony Iommi,Tony Iommi
1,Banksy,Banksy
8,"Marsha Blackburn,Dasha Zhukova,Harsha Bhogle,Tasha Smith,Mian Muhammad Mansha,Marsha Sinetar,Marsha Norman,Marsha Mason",Baasha
1,Thalia,Athaliah
1,William Henry Bragg,William Henry Bragg
1,Max von Laue,Max von Laue
1,Charles Glover Barkla,Charles Glover Barkla
1,Victor Francis Hess,Victor Francis Hess
2,"Jeff Cooper,Jean Toomer",Leon Cooper
2,"Otto von Bismarck, (Top 10)
",Otto Stern
1,W. E. B. Du Bois,W.E.B. Du Bois
1,Cecil Frank Powell,Cecil Frank Powell
1,Jennifer Morrison,Jennifer Morrison
1,Polykarp Kusch,Polykarp Kusch
1,Roy Rogers,Ilya Frank
1,Alfred Kastler,Alfred Kastler
1,Charles H. Townes,Charles Hard Townes
1,Burton Richter,Burton Richter
1,Terrence Howard,Terrence Howard
1,Ivar Giaever,Ivar Giaever
1,Martin Ryle,Martin Ryle
1,James Rainwater,James Rainwater
1,Bobby Fischer,Bobby Fischer
1,Sheldon Lee Glashow,Sheldon Lee Glashow
1,Philip Warren Anderson,Philip Warren Anderson
1,Maggie Gyllenhaal,Maggie Gyllenhaal
1,Michelle Obama,Michelle Obama
1,Crispin Glover,Crispin Glover
1,Rob Zombie,Rob Zombie
1,Dirk Nowitzki,Dirk Nowitzki
1,Barry Marshall,Barry Marshall
1,Bruno Schulz,Bruno Schulz
1,Alfred Schnittke,Alfred Schnittke
1,Sherwood Anderson,Sherwood Anderson
1,William H. Macy,William H. Macy
1,Alexander McQueen,Alexander McQueen
1,James Caan,James Caan
1,Eric Roberts,Eric Roberts
1,Vin Diesel,Vin Diesel
1,Akbar Hashemi Rafsanjani,Akbar Hashemi Rafsanjani
1,Muhammad Ali,Mohammad Ali Rajai
1,Jeri Ryan,Jeri Ryan
1,Sania Mirza,Sania Mirza
1,Abbas Kiarostami,Abbas Kiarostami
1,Sylvia Plath,Sylvia Plath
1,Pat Nixon,Pat Nixon
1,Mila Kunis,Mila Kunis
1,Aaron Swartz,Aaron Swartz
1,Timbaland,Timbaland
1,Ioan Gruffudd,Ioan Gruffudd
1,Muhammad Ali,Zulfikar Ali Bhutto
1,Muhammad Ali,Husayn ibn Ali
1,Andy Serkis,Andy Serkis
1,Kajol,Kajol
4,"Crown,Saudi,Saudi Arabia,Arabia","Sultan, Crown Prince of Saudi Arabia"
1,Orhan Pamuk,Orhan Pamuk
1,Chris Rock,Chris Benoit
2,"Philip,Miller",Philip Miller
1,Mark Viduka,Mark Viduka
1,Ali Abdullah Saleh,Saleh
1,Elizabeth Mitchell,Elizabeth Mitchell
6,"Ayaan Hirsi Ali,Ali Khamenei,Ali-Ollie Woodson,Monica Ali,Ali Abdullah Saleh,Ali Hewson",Ali
1,Steven Tyler,Steven Tyler
1,Chris Martin,Chris Martin
1,Henri Cartier-Bresson,Henri Cartier-Bresson
1,Sam Harris,Sam Harris
1,Giorgio Armani,Giorgio Armani
1,George Carlin,George Papadopoulos
3,"Karl Kraus,Karl Kraus, (Top 10)
",Karl Kraus
1,Vanessa Mae,Vanessa-Mae
1,Karl Urban,Karl Urban
1,Leonard Bernstein,Leonard Bernstein
1,Michael Jordan,Talal of Jordan
3,"Mecca,Bin,Hussein","Hussein bin Ali, Sharif of Mecca"
1,Paul Ryan,Paul Ryan
1,Jayne Mansfield,Jayne Mansfield
1,Alexander Pope,Pope John VIII
