"","Series.Name","Series.Code","Country.Name","Country.Code","X1990..YR1990.","X1991..YR1991.","X1992..YR1992.","X1993..YR1993.","X1994..YR1994.","X1995..YR1995.","X1996..YR1996.","X1997..YR1997.","X1998..YR1998.","X1999..YR1999.","X2000..YR2000.","X2001..YR2001.","X2002..YR2002.","X2003..YR2003.","X2004..YR2004.","X2005..YR2005.","X2006..YR2006.","X2007..YR2007.","X2008..YR2008.","X2009..YR2009.","X2010..YR2010.","X2011..YR2011.","X2012..YR2012.","X2013..YR2013.","X2014..YR2014.","Avg2000","Avg2012","AVG.GDP.P.CAP"
"11","GDP per capita (current US$)","NY.GDP.PCAP.CD","Austria","AUT","21628.76023","22356.92392","24820.22783","24023.51547","25584.91782","30252.79469","29742.42881","26646.88394","27289.63071","27116.67608","24517.26745","24489.73553","26351.37568","32102.93055","36693.40262","38242.04252","40430.99361","46586.65025","51386.37665","47654.18721","46659.84082","51123.56133","48324.25404","50557.80381","51148.35888","25952.93709","49562.76377","41084.5854"
"12","GDP per capita (current US$)","NY.GDP.PCAP.CD","Azerbaijan","AZE","1237.324492","1209.237493","676.1515115","530.0903798","436.1905586","397.1981161","409.2167452","505.5605732","561.9103017","573.8902562","655.0974326","703.6712504","763.1012122","883.614009","1045.026415","1578.36733","2473.085776","3851.437869","5574.603802","4950.294791","5842.805784","7189.691229","7393.771877","7811.621418","7886.459144","651.5340906","7224.86989","3906.843289"
"13","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bahamas, The","BHS","12350.88048","11914.81213","11682.12886","11402.65152","11812.12238","12239.82781","12717.06038","17288.05651","18456.99077","20505.94743","21241.16539","21497.30816","22505.40479","22008.4337","21995.51992","23405.87955","23721.15628","24306.14242","23657.36531","22043.01257","21920.51659","21514.89865","22112.60835","22315.60365","22217.49414","20841.36331","22016.22428","22430.83397"
"14","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bahrain","BHR","8528.760059","9057.563375","9088.63129","9707.566955","10138.47459","10376.36425","10523.08152","10620.34343","10005.23675","10330.73654","13590.52105","12917.3955","13279.0458","14541.61605","16275.18042","18418.07267","19669.31955","21167.61871","23043.02532","19166.70824","20386.01756","22238.71195","23063.13229","24378.94483","24855.21564","12024.58713","22984.40445","19132.7017"
"15","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bangladesh","BGD","298.144992","285.296976","285.6978098","292.3645263","291.3258679","320.3619277","383.8299551","390.4079054","396.1696495","398.2295463","406.5317405","403.5945462","401.7081533","434.0465632","462.2748798","485.8528881","495.8537802","543.0822631","618.0758836","683.6144223","760.3319352","838.5478017","858.9333626","954.3963997","1086.800087","401.2467272","899.8019172","628.9096471"
"16","GDP per capita (current US$)","NY.GDP.PCAP.CD","Barbados","BRB","7727.850593","7733.373704","7464.223599","7842.693318","8148.570378","8537.897388","9069.236722","9549.184429","10726.89319","11200.29068","11568.05194","11513.34018","11674.93618","12028.89874","12869.33659","14223.7777","15646.81501","16461.82927","16569.60496","16526.25455","15901.43294","15530.89429","15317.139","15153.82138","15366.29261","11336.70244","15453.91604","14423.49502"
"17","GDP per capita (current US$)","NY.GDP.PCAP.CD","Belarus","BLR","1704.740304","1747.438671","1666.227513","1590.035409","1460.017544","1370.67271","1452.447002","1396.502166","1511.770268","1209.614881","1273.049124","1244.441997","1479.465321","1819.479028","2378.374894","3126.367778","3848.586203","4735.956889","6376.173115","5176.044701","5818.854859","6305.773662","6721.834908","7722.123351","8025.304356","1343.668318","6918.778227","4403.455346"
"18","GDP per capita (current US$)","NY.GDP.PCAP.CD","Belgium","BEL","20710.66393","21154.31183","23497.74962","22403.238","24338.16069","28565.94615","27701.85197","25027.77782","25541.71829","25444.13926","23207.40591","23121.56635","25052.33028","30743.95693","35589.71295","36967.28292","38852.36103","44403.83131","48424.58927","44880.56015","44382.87977","47699.80705","44734.45235","46622.46799","47299.86011","24473.43202","46147.89345","38798.87096"
"19","GDP per capita (current US$)","NY.GDP.PCAP.CD","Belize","BLZ","2202.322556","2326.833728","2666.922772","2833.075677","2880.154008","2996.397406","3001.693234","2952.575494","2991.860011","3065.517898","3364.464523","3419.208672","3556.616082","3679.792815","3831.60983","3933.234373","4187.23289","4324.831017","4470.220796","4258.842876","4344.136669","4516.23303","4673.555198","4723.594321","4884.36862","3279.533437","4628.377568","4144.529448"
"20","GDP per capita (current US$)","NY.GDP.PCAP.CD","Benin","BEN","391.8934468","383.2953743","315.2183091","407.4501585","276.1591189","362.4709683","382.2854633","356.5782436","375.0240904","399.0492558","369.7008681","373.5536136","411.9590753","509.4610887","570.6855013","587.0802124","609.0186087","685.5516751","794.8701761","768.0134764","732.9536227","799.0355591","807.688451","882.6386333","903.464924","385.8573806","825.156238","653.7116991"
"21","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bermuda","BMU","26841.51974","27700.30952","28669.68226","30900.69489","31476.06312","33989.72236","44826.78907","48478.88325","51371.74081","54245.45974","56284.16865","58883.95943","62583.1002","66111.72523","70359.31911","75882.03386","83912.6978","90849.58698","93605.74817","88463.31282","88207.32756","85973.15842","85458.45551","85748.06541","..","56673.68576","86346.75172","78023.04708"
"22","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bhutan","BTN","559.8216186","467.65687","474.9128636","453.3890923","529.5484886","595.5104134","617.5547709","702.5389844","706.5620391","764.1242599","778.391266","820.2028589","897.4453332","1009.006232","1107.920596","1257.54864","1346.085775","1755.161709","1810.576177","1786.810672","2201.293078","2485.787052","2452.151588","2383.04473","2560.522132","793.3451514","2416.559716","1643.463189"
"23","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bolivia","BOL","709.9486541","764.1413321","791.381317","788.3991365","806.2211259","887.4682897","958.4735178","1006.964099","1058.718354","1012.510021","1007.002869","958.2363141","913.5758534","917.3643105","978.3347576","1046.427843","1233.592974","1389.63175","1736.924014","1776.85719","1981.160105","2377.70069","2645.290274","2948.032918","3124.080762","990.0086822","2615.25295","1668.947508"
"24","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bosnia and Herzegovina","BIH","..","..","..","..","314.5596047","481.1650399","731.1209512","971.5460643","1090.257056","1238.173385","1451.664002","1512.993014","1746.486383","2192.647078","2619.753258","2928.26359","3351.9634","4107.996232","4974.662267","4586.206313","4475.08813","4860.781811","4494.64064","4748.040692","4851.660528","1407.914768","4686.04236","3526.856489"
"25","GDP per capita (current US$)","NY.GDP.PCAP.CD","Botswana","BWA","2747.208438","2776.423062","2839.196963","2772.732774","2767.35374","3001.102631","3007.613623","3050.233587","2854.673402","3210.23188","3333.17955","3114.616594","3044.127353","4149.041377","4879.459462","5327.853518","5342.140336","5666.637847","5561.89824","5115.119247","6244.002574","7504.850907","6885.829681","6806.677467","7153.444325","3111.365756","6918.960991","5341.925232"
"26","GDP per capita (current US$)","NY.GDP.PCAP.CD","Brazil","BRA","3071.627953","3942.403941","2578.207009","2774.174127","3482.529816","4827.152443","5144.64366","5260.463813","5065.336705","3461.612858","3728.50801","3135.155229","2805.717257","3040.506496","3596.22458","4730.653468","5808.340547","7246.870105","8706.819142","8474.881066","11121.42095","13039.12165","12157.30822","12071.77799","11728.79939","3639.266012","12023.68564","7426.140273"
"27","GDP per capita (current US$)","NY.GDP.PCAP.CD","Brunei Darussalam","BRN","13701.89704","14002.10713","15381.31391","14678.07159","14220.63634","16046.98158","16913.93536","16779.33847","12784.76622","14205.77372","18154.83493","16616.79805","17016.94349","18758.98089","22131.94606","26337.91811","31157.68845","32707.70431","37798.3935","27726.48105","31453.2244","41787.0214","41807.65334","39151.23423","40979.64194","15755.82328","39035.75506","29572.43094"
"28","GDP per capita (current US$)","NY.GDP.PCAP.CD","Bulgaria","BGR","2377.335894","1267.734375","1211.980878","1278.247173","1148.494399","1554.046931","1208.850233","1346.91277","1771.993943","1643.609895","1609.280586","1762.455968","2079.228975","2693.75876","3353.564149","3852.977756","4455.690224","5932.899677","7296.122479","6955.987733","6752.552178","7750.03988","7333.355073","7656.638506","7851.265428","1773.313873","7468.770213","5155.721158"
"29","GDP per capita (current US$)","NY.GDP.PCAP.CD","Burkina Faso","BFA","351.9792491","346.4104428","240.9634032","244.1271502","193.0702756","235.832244","249.3587559","229.4880613","255.709631","267.1861609","226.8016078","235.5079325","260.808434","332.4237687","371.3951961","406.9988374","422.479938","474.7109451","569.0142638","551.8432409","574.4580893","665.8074467","673.0267834","709.0712477","713.4564416","249.2027533","667.1640017","479.1869449"
"30","GDP per capita (current US$)","NY.GDP.PCAP.CD","Burundi","BDI","201.6876563","202.6934403","183.7173204","155.9216027","150.8028052","160.3499893","137.2141027","151.5321043","137.2515028","121.9977308","128.6355365","126.2170813","115.2798803","106.0169747","119.460135","140.8151356","154.9245257","159.2654713","182.6878013","190.3942037","214.2309908","240.6144835","244.1964862","259.3652082","286.0023359","125.8763463","248.8819009","177.87375"
"31","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cabo Verde","CPV","899.2987882","915.5546927","996.3399903","1331.125879","1073.443426","1251.809027","1256.49316","1197.175871","1242.987493","1379.073093","1229.044456","1258.557222","1363.592698","1759.256131","1970.891373","2049.615979","2316.47949","3145.653828","3698.315397","3517.386791","3393.927492","3766.111654","3497.691141","3623.22243","3641.107656","1294.650993","3584.412075","2682.056916"
"32","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cambodia","KHM","..","..","..","253.1931946","269.567076","321.7746398","318.1495354","303.6859047","268.0430434","294.865212","299.5622376","319.6924597","337.8042535","361.0703476","407.0849062","472.4488559","537.8485827","629.2828776","742.9429233","735.4075239","782.6927899","879.1512441","946.4766787","1024.60887","1094.576688","303.9934413","945.5012541","638.0434159"
"33","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cameroon","CMR","923.8812783","1000.326541","890.5636811","1027.567353","680.6371437","626.9560402","679.7651939","668.972082","637.3608604","675.9238649","583.0948382","589.2039195","648.3996054","791.1064754","892.8987777","915.0912877","965.3686883","1070.954675","1191.709554","1164.717254","1147.242347","1258.924651","1222.192142","1331.200021","1407.403413","626.7966177","1273.392515","1011.967177"
"34","GDP per capita (current US$)","NY.GDP.PCAP.CD","Canada","CAN","21371.2911","21664.59864","20771.25035","20017.42985","19859.20398","20577.48939","21183.22008","21770.13408","20887.83947","22167.22585","24124.16917","23691.59472","24167.80431","28172.14883","31979.87195","36189.58838","40386.69948","44544.5268","46596.33599","40773.45436","47445.76193","52083.82622","52495.28847","52266.17568","50185.4815","23007.7267","50895.30676","39673.51519"
"35","GDP per capita (current US$)","NY.GDP.PCAP.CD","Central African Republic","CAF","490.3995393","457.4552983","457.0583079","403.2931149","261.6021372","334.3654767","294.9204314","268.0862195","270.4307455","273.5813579","245.4343849","245.5632726","256.8506088","290.5096583","318.4837946","332.9466401","353.8944517","404.1131819","463.8276186","454.3693169","446.8002046","488.3573422","472.8182181","317.1673705","351.994226","258.3720739","415.4274723","362.8753526"
"36","GDP per capita (current US$)","NY.GDP.PCAP.CD","Chad","TCD","291.8091874","305.1655083","296.3458445","223.1712788","174.1945723","206.5117899","221.9471769","206.119566","224.8400976","190.8154106","166.0080155","197.3022751","220.7953519","292.5815828","454.6552834","660.1815568","712.0468098","801.4016004","929.2796449","803.9143523","895.8779959","988.4431598","972.6793451","985.095322","1024.668354","199.9522301","973.3528354","673.6620433"
"37","GDP per capita (current US$)","NY.GDP.PCAP.CD","Chile","CHL","2401.525181","2727.573825","3277.669086","3461.435092","3942.967594","5026.720634","5263.191366","5674.153008","5367.211824","4872.692148","5229.177098","4709.9234","4566.523326","4948.74818","6323.75764","7728.611897","9500.835162","10513.54071","10791.02019","10217.31403","12785.05187","14582.17052","15253.33083","15764.75545","14566.14905","4949.105559","14590.29155","9832.060624"
"38","GDP per capita (current US$)","NY.GDP.PCAP.CD","China","CHN","316.2244304","331.474916","364.7596641","375.8142938","471.7608812","607.5685831","707.0297713","778.9439057","825.5479571","869.6548821","954.5522917","1047.477863","1141.757644","1280.602855","1498.173796","1740.096726","2082.183363","2673.294191","3441.221355","3800.474542","4514.94052","5574.187093","6264.643878","6991.853866","7587.289732","967.7981276","6186.583018","3372.849981"
"39","GDP per capita (current US$)","NY.GDP.PCAP.CD","Colombia","COL","1175.149339","1181.081508","1385.866438","1541.712336","2218.784474","2470.683383","2553.549618","2759.952882","2509.139908","2164.432876","2472.197776","2395.856522","2355.725753","2246.257648","2740.249866","3386.025478","3709.076914","4674.21171","5433.706412","5148.411344","6250.6545","7227.77083","7885.061292","8030.690861","7918.0789","2379.470567","7462.451277","4791.598387"
"40","GDP per capita (current US$)","NY.GDP.PCAP.CD","Comoros","COM","602.2748212","577.2891245","604.6333472","581.5867023","398.3663677","483.5462923","467.5569374","418.7347805","414.0760238","416.8883719","372.1890023","391.957281","428.789839","538.697658","609.640698","614.8613273","640.7429838","712.1200098","777.6777744","754.9928244","739.8977906","790.5680956","750.3146086","796.7645384","810.07576","404.7801036","777.5241586","648.6193461"
"41","GDP per capita (current US$)","NY.GDP.PCAP.CD","Congo, Dem. Rep.","ZAR","0","265.0962975","217.7477196","272.3202897","143.1361591","133.8679371","132.9193074","136.698547","136.1663963","100.6932432","397.264871","150.4213805","171.2340121","169.9085913","189.5887135","213.310459","246.8028136","273.4864797","310.7310244","286.0481803","311.247896","350.2706542","390.7066035","413.6957984","437.8149312","191.1559806","380.7471767","287.5021606"
"42","GDP per capita (current US$)","NY.GDP.PCAP.CD","Congo, Rep.","COG","1172.757072","1112.128364","1166.334463","743.410575","667.6941418","777.5775374","908.7216322","808.2852124","660.1673277","776.3632945","1035.584462","877.626394","927.2695886","1049.317595","1362.198833","1737.611546","2144.834943","2259.269413","3094.10972","2428.260233","2953.185008","3453.221229","3191.164299","3205.457783","3147.071524","855.4022135","3190.019968","2191.078838"
"43","GDP per capita (current US$)","NY.GDP.PCAP.CD","Costa Rica","CRI","2391.302218","2255.455651","2631.99031","2884.847998","3081.86803","3338.822979","3292.773898","3483.555227","3743.130436","4104.363689","4062.322308","4104.184083","4145.586093","4245.677021","4441.41216","4700.014926","5228.025413","6024.078487","6736.167819","6546.565554","7985.951035","8963.680052","9733.396931","10461.57751","10415.45665","4031.917322","9512.012435","6519.606402"
"44","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cote d'Ivoire","CIV","887.3854461","832.6844214","854.8364234","818.2228303","595.7925412","763.6689247","817.3361967","766.3339328","801.8595646","766.9336227","648.8107641","663.6413459","718.453113","875.0860951","929.893384","942.2163849","962.9184427","1078.541502","1257.675582","1233.304856","1236.085198","1231.867834","1281.382865","1447.222821","1545.942249","719.9396821","1348.500194","1070.202829"
"45","GDP per capita (current US$)","NY.GDP.PCAP.CD","Croatia","HRV","..","..","..","..","..","4794.937213","5268.805674","5210.430239","5650.332016","5135.473341","4919.628069","5245.421419","6053.716037","7805.881418","9365.742468","10224.24059","11363.41845","13546.69872","15893.86056","14157.14416","13509.18582","14542.1776","13235.97757","13574.97804","13480.65075","5400.914177","13668.59396","11127.91478"
"46","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cuba","CUB","2706.975485","2280.248305","2057.220667","2071.510891","2621.135778","2790.070088","2283.564629","2305.927831","2330.81411","2559.92822","2749.463492","2841.176483","3003.288468","3201.250272","3398.620012","3786.875329","4677.709014","5193.484286","5385.740727","5494.925311","5688.666732","6092.613902","6448.155635","6789.849597","..","2696.934154","6254.821467","4625.129947"
"47","GDP per capita (current US$)","NY.GDP.PCAP.CD","Cyprus","CYP","9641.575273","9696.099593","11310.07192","10526.14177","11617.69278","15233.34168","15105.21006","14169.7202","15035.90525","15208.77246","14307.35353","14723.21047","15988.27504","20110.12017","23578.42935","24738.00939","26455.13237","30915.48639","34950.3513","31673.45771","30438.90019","31836.61951","28868.27382","27909.10721","27245.74462","15052.70335","29259.72907","25582.56474"
"48","GDP per capita (current US$)","NY.GDP.PCAP.CD","Czech Republic","CZE","3901.525437","2867.229425","3338.655158","3916.051656","4583.584499","5765.048439","6473.435452","5980.258304","6447.463539","6293.304387","5994.528277","6594.717465","8011.898074","9741.058384","11667.63212","13317.72983","15159.14115","18333.9459","22649.37934","19698.49209","19763.9638","21656.94142","19640.92866","19813.87157","19502.41733","6668.382348","20075.62456","15436.44303"
"49","GDP per capita (current US$)","NY.GDP.PCAP.CD","Denmark","DNK","26861.79959","26960.9771","29526.1666","27553.12203","29992.22147","35351.38071","35650.72434","32835.92877","33368.15485","33440.80162","30743.55917","30751.64946","33228.69291","40458.77064","46487.51491","48816.83586","52041.00297","58501.13832","64181.99467","57895.50122","57647.66876","61304.0612","58125.36482","60361.73877","61330.91263","32306.5716","59753.94924","50791.76042"
"50","GDP per capita (current US$)","NY.GDP.PCAP.CD","Djibouti","DJI","768.8000207","757.2259706","762.3768343","729.0950138","756.5869605","752.8997583","733.8133989","733.143646","736.5033302","754.3497353","762.8838243","779.7667866","792.9638513","822.0970501","867.68359","910.3645074","974.5642374","1060.81494","1234.013356","1279.251948","1358.4605","1472.014205","1586.780133","1683.429923","1813.596226","765.2935055","1582.856197","1159.912339"
"51","GDP per capita (current US$)","NY.GDP.PCAP.CD","Dominica","DMA","2344.944441","2546.783072","2701.671727","2814.669124","3018.820482","3139.224475","3323.369413","3473.648555","3676.516625","3830.229979","4819.899954","4925.629692","4837.631934","4997.16258","5329.135796","5250.352561","5522.285618","5953.548718","6463.624217","6891.460797","6937.256084","7023.353428","6768.294416","7036.548388","7251.835059","4417.981637","7003.457475","6000.534616"
"52","GDP per capita (current US$)","NY.GDP.PCAP.CD","Dominican Republic","DOM","984.6914396","1327.450694","1510.022075","1704.850697","1871.667431","2072.68444","2258.258259","2400.193377","2551.907789","2575.563881","2802.424044","2862.16308","3008.469048","2372.629772","2421.093882","3681.065415","3836.475649","4637.239959","4996.942663","4933.94305","5441.965749","5820.3963","5967.000984","5952.329007","6147.343569","2760.105568","5865.807122","4325.432145"
"53","GDP per capita (current US$)","NY.GDP.PCAP.CD","Ecuador","ECU","1491.402557","1623.989557","1690.154667","1729.373709","2028.198277","2135.634119","2159.150629","2361.59952","2300.407505","1584.463443","1451.290776","1903.741868","2183.967465","2440.469164","2708.558293","3021.942767","3350.784142","3590.711513","4274.940821","4255.555563","4657.301737","5223.377575","5702.168288","6051.611129","6345.840725","1884.774211","5596.059891","3810.817455"
"54","GDP per capita (current US$)","NY.GDP.PCAP.CD","Egypt, Arab Rep.","EGY","764.7606811","640.8505135","710.3624068","774.9108673","846.9980739","963.5573128","1063.433416","1211.290308","1286.793514","1351.61401","1461.018259","1402.759854","1238.926558","1147.781713","1071.323339","1196.733309","1409.177875","1681.314481","2061.612772","2349.286865","2668.035988","2816.666943","3226.131379","3264.450063","3365.707421","1348.222439","3068.198359","2024.061788"
"55","GDP per capita (current US$)","NY.GDP.PCAP.CD","El Salvador","SLV","914.094639","998.0126188","1104.329226","1270.26929","1462.659632","1699.93503","1827.899428","1956.098589","2093.487271","2158.142965","2259.888269","2363.271031","2435.472748","2549.886636","2666.339695","2874.257256","3108.592529","3358.421252","3569.335393","3431.280068","3547.070983","3821.33859","3921.720395","3998.739499","4102.063852","2262.052457","3878.186664","3200.51188"
"56","GDP per capita (current US$)","NY.GDP.PCAP.CD","Equatorial Guinea","GNQ","297.1128769","284.0969004","333.3667863","325.1552814","232.7047551","316.4025059","501.166419","921.8521526","746.8571691","1209.937695","1970.251229","2661.421479","3182.767874","4234.602086","7276.075656","13129.59818","14162.05489","16186.17321","23347.66085","14451.52422","17441.09255","22944.92629","23278.23006","21497.89443","18918.27683","1954.247089","20816.08403","13645.50332"
"57","GDP per capita (current US$)","NY.GDP.PCAP.CD","Eritrea","ERI","..","..","150.9520615","148.4927896","168.9040979","182.6796051","216.5541708","210.5402575","223.3968966","200.8718442","199.8131951","205.8460357","192.5076432","221.5268127","272.8328326","262.0745298","281.3750173","299.1114518","306.6651439","404.196309","451.4266933","544.4624311","..","..","..","204.487123","497.9445622","303.486508"
"58","GDP per capita (current US$)","NY.GDP.PCAP.CD","Estonia","EST","..","..","..","..","..","3044.379109","3352.73025","3619.946704","4052.292672","4148.060458","4070.031904","4498.958704","5308.346961","7174.240792","8850.46785","10338.31726","12595.41484","16586.40796","18094.5474","14726.31391","14641.40314","17453.75376","17490.99313","19155.42125","20147.77822","4415.53814","17777.8699","12742.15981"
"59","GDP per capita (current US$)","NY.GDP.PCAP.CD","Ethiopia","ETH","253.3479607","270.4403309","203.3416396","165.1281267","125.1288855","133.8986024","144.692935","141.0535555","124.6775752","119.2999888","124.0509505","120.3531152","111.5311693","119.0586588","135.9763619","161.8769539","194.0779937","243.6288455","325.7949007","380.264841","341.8589562","355.5889915","469.7923039","503.9026066","573.5659603","119.9825598","448.9417637","277.4215073"
"60","GDP per capita (current US$)","NY.GDP.PCAP.CD","Faroe Islands","FRO","..","..","..","..","..","..","..","..","24502.25752","24550.38973","22850.44296","24566.06384","26731.13714","31098.09","35008.16852","35808.82986","40617.30498","46878.11546","49625.47867","46429.92063","47381.52276","50910.43405","48695.17118","54117.84441","..","24640.05824","50276.2431","40051.32318"
"61","GDP per capita (current US$)","NY.GDP.PCAP.CD","Fiji","FJI","1834.994609","1881.580135","2057.3984","2166.058463","2383.91826","2540.751518","2714.24312","2641.06808","2070.168433","2408.165466","2076.013308","2038.899241","2259.055796","2835.980917","3332.91446","3658.617477","3750.034991","4079.228842","4178.321691","3369.855205","3651.958291","4351.919334","4550.267095","4765.84403","5112.38189","2170.460449","4486.474128","3600.752838"
"62","GDP per capita (current US$)","NY.GDP.PCAP.CD","Finland","FIN","28380.54891","25503.21521","22337.48712","17617.03044","20305.58355","26273.4659","25777.6413","24676.49708","25989.4075","26178.79178","24253.25042","24913.24452","26834.02625","32816.16088","37636.11173","38969.17163","41120.67651","48288.5491","53401.31487","47107.15571","46205.16601","50787.56498","47415.55987","49638.07713","49864.57625","25633.7441","48782.18885","41283.37372"
"63","GDP per capita (current US$)","NY.GDP.PCAP.CD","France","FRA","21795.23783","21782.4162","23937.05692","22503.26085","23625.529","27037.97213","27015.25896","24359.42506","25101.36874","24799.29601","22465.64184","22527.31775","24275.2426","29691.18158","33874.74255","34879.72633","36544.50853","41600.58397","45413.06571","41631.13141","40705.76623","43807.4759","40838.02444","42571.19799","42546.83879","23833.77339","42093.86067","36224.82971"
"64","GDP per capita (current US$)","NY.GDP.PCAP.CD","Gabon","GAB","6250.643217","5523.03492","5566.794726","4245.514245","3958.738282","4564.269382","5107.316881","4656.967909","3821.808554","3878.031853","4115.036784","3981.858786","4119.154596","4929.322637","5755.959504","6865.323497","7206.968408","8632.756951","10523.27025","8003.790743","9312.049463","11530.1472","10642.43225","10658.77273","10772.06175","3983.178114","10583.09268","7803.26037"
"65","GDP per capita (current US$)","NY.GDP.PCAP.CD","Gambia, The","GMB","345.8546784","727.0369581","729.0545386","748.8302523","720.1160037","737.5087333","774.0526743","713.2061834","725.0082309","682.9657145","637.1055215","542.5042831","442.186688","360.6773244","414.9810528","433.2915831","440.3139384","519.9547093","608.6464388","549.5395067","562.5681661","516.984255","504.9890138","484.112865","441.293817","605.9540876","501.9896234","497.2766109"
