DATE,BUSLOANS_PCH
1960-08-01,-0.17127
1960-09-01,0.18318
1960-10-01,0.29975
1960-11-01,0.38050
1960-12-01,1.01337
1961-01-01,-0.16459
1961-02-01,-0.20340
1961-03-01,0.24195
1961-04-01,0.38262
1961-05-01,-0.18596
1961-06-01,0.75402
1961-07-01,0.30482
1961-08-01,0.17707
1961-09-01,0.26725
1961-10-01,0.48421
1961-11-01,0.36275
1961-12-01,1.54404
1962-01-01,0.42375
1962-02-01,-0.26486
1962-03-01,0.52976
1962-04-01,0.99453
1962-05-01,0.67692
1962-06-01,1.56240
1962-07-01,0.40600
1962-08-01,0.42994
1962-09-01,0.98033
1962-10-01,1.02451
1962-11-01,0.74943
1962-12-01,0.50382
1963-01-01,0.47367
1963-02-01,0.35059
1963-03-01,0.30212
1963-04-01,0.87089
1963-05-01,0.53170
1963-06-01,1.22901
1963-07-01,0.44571
1963-08-01,0.02102
1963-09-01,0.69871
1963-10-01,1.18139
1963-11-01,1.64071
1963-12-01,1.82657
1964-01-01,0.46862
1964-02-01,0.24724
1964-03-01,0.31533
1964-04-01,0.97716
1964-05-01,0.96846
1964-06-01,1.02187
1964-07-01,0.77762
1964-08-01,0.71040
1964-09-01,1.21641
1964-10-01,0.92497
1964-11-01,1.01615
1964-12-01,2.61208
1965-01-01,1.53030
1965-02-01,1.39819
1965-03-01,1.79726
1965-04-01,1.60951
1965-05-01,1.27452
1965-06-01,1.94851
1965-07-01,1.15244
1965-08-01,0.90738
1965-09-01,1.38838
1965-10-01,0.99671
1965-11-01,1.04996
1965-12-01,2.07176
1966-01-01,1.19350
1966-02-01,1.00010
1966-03-01,1.18558
1966-04-01,1.19098
1966-05-01,1.31887
1966-06-01,2.81560
1966-07-01,1.84463
1966-08-01,0.27519
1966-09-01,0.64213
1966-10-01,0.67378
1966-11-01,0.46430
1966-12-01,0.76991
1967-01-01,0.37733
1967-02-01,0.35825
1967-03-01,0.71030
1967-04-01,1.32534
1967-05-01,0.51389
1967-06-01,1.33661
1967-07-01,1.26033
1967-08-01,-0.26608
1967-09-01,0.26846
1967-10-01,0.43923
1967-11-01,0.58451
1967-12-01,1.82491
1968-01-01,0.47736
1968-02-01,0.05453
1968-03-01,0.59574
1968-04-01,1.50033
1968-05-01,0.62383
1968-06-01,1.07550
1968-07-01,1.23019
1968-08-01,0.22222
1968-09-01,0.66540
1968-10-01,1.05319
1968-11-01,1.78586
1968-12-01,1.83815
1969-01-01,0.97873
1969-02-01,1.18191
1969-03-01,0.95833
1969-04-01,1.54497
1969-05-01,1.16491
1969-06-01,0.58365
1969-07-01,0.50253
1969-08-01,0.24356
1969-09-01,0.49455
1969-10-01,0.50049
1969-11-01,0.81294
1969-12-01,1.34287
1970-01-01,-0.28143
1970-02-01,-0.56690
1970-03-01,-0.26728
1970-04-01,0.25025
1970-05-01,0.31719
1970-06-01,0.77727
1970-07-01,0.78738
1970-08-01,0.80212
1970-09-01,0.91044
1970-10-01,0.22378
1970-11-01,0.36475
1970-12-01,1.07412
1971-01-01,0.17071
1971-02-01,0.31126
1971-03-01,0.08276
1971-04-01,0.14457
1971-05-01,0.81311
1971-06-01,0.94197
1971-07-01,0.21967
1971-08-01,1.13921
1971-09-01,0.85952
1971-10-01,0.50868
1971-11-01,0.46253
1971-12-01,-0.01214
1972-01-01,0.31274
1972-02-01,0.62091
1972-03-01,0.66679
1972-04-01,1.28740
1972-05-01,1.20439
1972-06-01,0.87634
1972-07-01,0.73889
1972-08-01,1.06399
1972-09-01,0.75320
1972-10-01,1.68041
1972-11-01,1.93608
1972-12-01,1.15449
1973-01-01,1.73106
1973-02-01,3.97656
1973-03-01,2.95408
1973-04-01,1.77755
1973-05-01,1.64816
1973-06-01,1.90930
1973-07-01,1.63575
1973-08-01,1.76335
1973-09-01,0.27741
1973-10-01,0.41815
1973-11-01,0.48119
1973-12-01,0.79782
1974-01-01,1.12356
1974-02-01,1.07310
1974-03-01,2.45479
1974-04-01,3.65728
1974-05-01,1.50865
1974-06-01,1.39463
1974-07-01,2.15376
1974-08-01,1.30150
1974-09-01,0.86500
1974-10-01,0.65752
1974-11-01,0.62067
1974-12-01,0.45766
1975-01-01,0.16249
1975-02-01,-0.62969
1975-03-01,-1.18783
1975-04-01,-0.37646
1975-05-01,-0.71335
1975-06-01,-0.77174
1975-07-01,-0.53456
1975-08-01,-0.39357
1975-09-01,-0.05806
1975-10-01,-0.05896
1975-11-01,-0.05216
1975-12-01,0.40505
1976-01-01,-0.38749
1976-02-01,-0.33053
1976-03-01,-1.40444
1976-04-01,-1.12108
1976-05-01,0.53929
1976-06-01,0.37516
1976-07-01,0.02250
1976-08-01,0.36429
1976-09-01,0.76660
1976-10-01,0.69828
1976-11-01,0.80148
1976-12-01,0.73262
1977-01-01,0.29129
1977-02-01,0.87406
1977-03-01,0.93025
1977-04-01,0.60273
1977-05-01,0.78032
1977-06-01,0.92559
1977-07-01,0.84147
1977-08-01,1.18074
1977-09-01,0.76511
1977-10-01,1.13337
1977-11-01,0.83735
1977-12-01,0.85626
1978-01-01,1.27796
1978-02-01,1.43078
1978-03-01,1.59175
1978-04-01,1.58802
1978-05-01,1.56803
1978-06-01,1.39537
1978-07-01,1.23051
1978-08-01,0.94441
1978-09-01,0.93658
1978-10-01,1.05154
1978-11-01,1.23701
1978-12-01,0.60779
1979-01-01,1.06121
1979-02-01,1.71824
1979-03-01,1.64702
1979-04-01,2.36699
1979-05-01,1.96011
1979-06-01,1.83454
1979-07-01,1.66296
1979-08-01,1.03863
1979-09-01,1.37852
1979-10-01,0.64674
1979-11-01,0.39384
1979-12-01,0.89724
1980-01-01,0.75946
1980-02-01,1.35639
1980-03-01,1.29914
1980-04-01,0.42069
1980-05-01,-0.93716
1980-06-01,-0.29200
1980-07-01,0.35553
1980-08-01,1.17712
1980-09-01,1.14716
1980-10-01,1.75201
1980-11-01,2.47269
1980-12-01,1.51737
1981-01-01,0.13264
1981-02-01,0.21277
1981-03-01,0.40761
1981-04-01,1.30699
1981-05-01,1.75120
1981-06-01,1.26284
1981-07-01,1.12273
1981-08-01,1.40600
1981-09-01,0.47322
1981-10-01,0.91194
1981-11-01,1.26316
1981-12-01,1.38894
1982-01-01,1.29538
1982-02-01,1.65373
1982-03-01,0.90401
1982-04-01,1.94571
1982-05-01,1.32751
1982-06-01,1.21865
1982-07-01,0.91430
1982-08-01,0.47276
1982-09-01,1.34225
1982-10-01,0.34605
1982-11-01,-0.10617
1982-12-01,0.01704
1983-01-01,0.29193
1983-02-01,0.04303
1983-03-01,0.11420
1983-04-01,-0.35015
1983-05-01,-0.23834
1983-06-01,0.59999
1983-07-01,1.00422
1983-08-01,0.95328
1983-09-01,0.23467
1983-10-01,0.79984
1983-11-01,0.95350
1983-12-01,1.05538
1984-01-01,0.40223
1984-02-01,1.91898
1984-03-01,1.73887
1984-04-01,1.59906
1984-05-01,1.93700
1984-06-01,1.04275
1984-07-01,1.07071
1984-08-01,0.65634
1984-09-01,0.68055
1984-10-01,0.96115
1984-11-01,0.98794
1984-12-01,0.50760
1985-01-01,-0.08387
1985-02-01,0.54020
1985-03-01,1.00233
1985-04-01,-0.19062
1985-05-01,0.31442
1985-06-01,0.28513
1985-07-01,1.01713
1985-08-01,0.58071
1985-09-01,0.90848
1985-10-01,-0.23941
1985-11-01,0.76855
1985-12-01,0.34682
1986-01-01,0.32312
1986-02-01,0.04559
1986-03-01,0.93547
1986-04-01,0.52585
1986-05-01,0.01355
1986-06-01,0.62259
1986-07-01,0.37743
1986-08-01,0.40417
1986-09-01,0.49355
1986-10-01,-0.02830
1986-11-01,1.20416
1986-12-01,2.91883
1987-01-01,1.79177
1987-02-01,-0.35255
1987-03-01,0.26554
1987-04-01,0.26553
1987-05-01,0.34354
1987-06-01,0.52148
1987-07-01,-0.17530
1987-08-01,0.12157
1987-09-01,1.29269
1987-10-01,0.30630
1987-11-01,-0.10883
1987-12-01,0.45451
1988-01-01,0.35813
1988-02-01,0.20210
1988-03-01,0.55750
1988-04-01,1.07484
1988-05-01,1.10385
1988-06-01,0.87621
1988-07-01,0.85534
1988-08-01,0.09644
1988-09-01,0.15217
1988-10-01,0.59082
1988-11-01,0.33405
1988-12-01,0.58508
1989-01-01,0.28180
1989-02-01,1.78942
1989-03-01,-0.09713
1989-04-01,0.41836
1989-05-01,0.85209
1989-06-01,-0.01070
1989-07-01,1.09063
1989-08-01,0.66668
1989-09-01,0.30276
1989-10-01,0.33246
1989-11-01,0.04996
1989-12-01,-0.33328
1990-01-01,-0.28333
1990-02-01,0.12630
1990-03-01,0.29022
1990-04-01,0.39484
1990-05-01,-0.17039
1990-06-01,0.27290
1990-07-01,-0.24697
1990-08-01,0.06701
1990-09-01,-0.13812
1990-10-01,-0.30842
1990-11-01,0.25778
1990-12-01,0.36588
1991-01-01,-0.84147
1991-02-01,-0.02652
1991-03-01,-0.10182
1991-04-01,-0.62760
1991-05-01,-0.55943
1991-06-01,-0.22100
1991-07-01,-0.50252
1991-08-01,-0.78030
1991-09-01,0.35589
1991-10-01,0.06486
1991-11-01,-0.41369
1991-12-01,-0.01468
1992-01-01,-0.76593
1992-02-01,-0.63115
1992-03-01,-0.38246
1992-04-01,-0.48283
1992-05-01,-0.36303
1992-06-01,-0.19602
1992-07-01,-0.30008
1992-08-01,-0.33913
1992-09-01,0.19738
1992-10-01,-0.25745
1992-11-01,0.00310
1992-12-01,-0.07733
1993-01-01,-0.15895
1993-02-01,-0.33642
1993-03-01,-0.37049
1993-04-01,-0.94167
1993-05-01,0.39815
1993-06-01,0.37688
1993-07-01,-0.40169
1993-08-01,-0.03490
1993-09-01,-0.38640
1993-10-01,-0.25521
1993-11-01,0.01468
1993-12-01,-0.06250
1994-01-01,0.64903
1994-02-01,0.09851
1994-03-01,1.15756
1994-04-01,0.97063
1994-05-01,0.71419
1994-06-01,0.69505
1994-07-01,1.21152
1994-08-01,0.90840
1994-09-01,0.45890
1994-10-01,1.06612
1994-11-01,1.07283
1994-12-01,0.84668
1995-01-01,1.64118
1995-02-01,1.86666
1995-03-01,1.05789
1995-04-01,0.60821
1995-05-01,1.28163
1995-06-01,0.63556
1995-07-01,1.11943
1995-08-01,0.61255
1995-09-01,0.45631
1995-10-01,0.04405
1995-11-01,0.89057
1995-12-01,0.34850
1996-01-01,0.94228
1996-02-01,0.32966
1996-03-01,0.45168
1996-04-01,0.66358
1996-05-01,0.60883
1996-06-01,0.66010
1996-07-01,0.45266
1996-08-01,0.37165
1996-09-01,1.43154
1996-10-01,0.99045
1996-11-01,0.79235
1996-12-01,0.85352
1997-01-01,0.48482
1997-02-01,0.88063
1997-03-01,0.82502
1997-04-01,1.04450
1997-05-01,0.69006
1997-06-01,0.48856
1997-07-01,0.34990
1997-08-01,0.72682
1997-09-01,0.89954
1997-10-01,0.49594
1997-11-01,0.71539
1997-12-01,0.62533
1998-01-01,1.24635
1998-02-01,0.80114
1998-03-01,0.43805
1998-04-01,-0.20233
1998-05-01,1.36104
1998-06-01,1.71777
1998-07-01,0.70332
1998-08-01,0.69120
1998-09-01,0.92554
1998-10-01,2.10099
1998-11-01,1.16675
1998-12-01,-0.31564
1999-01-01,-0.13965
1999-02-01,-0.19333
1999-03-01,0.90261
1999-04-01,0.29121
1999-05-01,-0.49668
1999-06-01,0.78152
1999-07-01,0.89943
1999-08-01,1.09150
1999-09-01,0.61880
1999-10-01,0.33820
1999-11-01,2.24857
1999-12-01,0.08674
2000-01-01,0.26543
2000-02-01,1.29421
2000-03-01,0.93946
2000-04-01,0.85859
2000-05-01,1.64964
2000-06-01,1.02597
2000-07-01,0.52810
2000-08-01,0.27772
2000-09-01,0.11047
2000-10-01,0.48566
2000-11-01,0.22599
2000-12-01,0.45863
2001-01-01,0.82472
2001-02-01,0.00844
2001-03-01,-0.21794
2001-04-01,-0.27531
2001-05-01,-0.43415
2001-06-01,-1.11002
2001-07-01,-0.76752
2001-08-01,-0.77102
2001-09-01,0.31400
2001-10-01,-1.36916
2001-11-01,-1.02191
2001-12-01,-1.17069
2002-01-01,-0.93089
2002-02-01,0.44734
2002-03-01,-0.49624
2002-04-01,-1.15790
2002-05-01,-0.89875
2002-06-01,-0.68911
2002-07-01,-0.77114
2002-08-01,-0.43553
2002-09-01,-0.63914
2002-10-01,-0.34448
2002-11-01,-0.25499
2002-12-01,-0.27090
2003-01-01,-0.75697
2003-02-01,-0.94256
2003-03-01,-0.43856
2003-04-01,-0.26796
2003-05-01,-1.14915
2003-06-01,-0.72447
2003-07-01,0.42874
2003-08-01,-1.28254
2003-09-01,-1.07837
2003-10-01,-1.42728
2003-11-01,-0.59858
2003-12-01,0.21289
2004-01-01,-0.79136
2004-02-01,-0.22738
2004-03-01,-0.59335
2004-04-01,-0.57239
2004-05-01,-0.16097
2004-06-01,0.72855
2004-07-01,1.00193
2004-08-01,0.56442
2004-09-01,0.43236
2004-10-01,0.28741
2004-11-01,0.91877
2004-12-01,0.98445
2005-01-01,1.68350
2005-02-01,1.11825
2005-03-01,1.50162
2005-04-01,1.33193
2005-05-01,1.07629
2005-06-01,0.66118
2005-07-01,1.46089
2005-08-01,0.64068
2005-09-01,0.51491
2005-10-01,1.35330
2005-11-01,0.78690
2005-12-01,1.33178
2006-01-01,1.24251
2006-02-01,0.91973
2006-03-01,0.96525
2006-04-01,1.50700
2006-05-01,1.69595
2006-06-01,1.41545
2006-07-01,1.02543
2006-08-01,1.93022
2006-09-01,-0.08714
2006-10-01,0.87226
2006-11-01,0.73303
2006-12-01,1.08723
2007-01-01,0.85429
2007-02-01,1.05869
2007-03-01,0.88855
2007-04-01,0.86227
2007-05-01,1.47606
2007-06-01,1.56457
2007-07-01,1.38865
2007-08-01,2.03546
2007-09-01,3.24918
2007-10-01,1.81741
2007-11-01,1.36709
2007-12-01,1.73287
2008-01-01,1.66304
2008-02-01,0.56754
2008-03-01,1.48935
2008-04-01,1.29450
2008-05-01,0.08199
2008-06-01,0.47983
2008-07-01,0.90650
2008-08-01,0.12024
2008-09-01,1.14423
2008-10-01,3.60942
2008-11-01,-0.70001
2008-12-01,-1.05125
2009-01-01,-0.87812
2009-02-01,-0.78072
2009-03-01,-1.40036
2009-04-01,-1.32169
2009-05-01,-1.48074
2009-06-01,-2.24540
2009-07-01,-2.86230
2009-08-01,-2.27139
2009-09-01,-1.88884
2009-10-01,-2.25448
2009-11-01,-1.36411
2009-12-01,-1.91778
2010-01-01,-2.08124
2010-02-01,-1.21729
2010-03-01,-1.10715
2010-04-01,-0.22925
2010-05-01,-0.88323
2010-06-01,-0.54934
2010-07-01,-0.10228
2010-08-01,-0.08821
2010-09-01,-0.15487
2010-10-01,-0.10723
2010-11-01,0.17968
2010-12-01,0.45689
2011-01-01,0.30785
2011-02-01,0.32017
2011-03-01,0.59615
2011-04-01,0.65161
2011-05-01,1.16686
2011-06-01,0.38202
2011-07-01,0.86156
2011-08-01,1.53184
2011-09-01,0.50808
2011-10-01,0.80674
2011-11-01,0.99357
2011-12-01,0.83890
2012-01-01,1.34397
2012-02-01,1.75594
2012-03-01,0.50426
2012-04-01,1.29604
2012-05-01,0.76531
2012-06-01,1.38345
2012-07-01,1.11242
2012-08-01,0.86378
2012-09-01,0.57883
2012-10-01,1.06869
2012-11-01,0.53902
2012-12-01,1.15404
2013-01-01,0.70113
2013-02-01,0.44328
2013-03-01,0.59520
2013-04-01,0.51076
2013-05-01,0.20833
2013-06-01,0.76492
2013-07-01,0.63910
2013-08-01,0.09404
2013-09-01,0.36239
2013-10-01,0.72002
2013-11-01,0.57592
2013-12-01,0.94885
2014-01-01,0.76205
2014-02-01,2.09574
2014-03-01,0.92431
2014-04-01,1.06181
2014-05-01,0.78402
2014-06-01,0.79594
2014-07-01,1.06099
2014-08-01,0.99071
2014-09-01,0.67008
2014-10-01,0.45959
2014-11-01,1.19974
2014-12-01,1.15754
2015-01-01,0.89939
2015-02-01,0.85958
2015-03-01,1.43374
2015-04-01,0.58835
2015-05-01,0.87768
2015-06-01,1.01802
2015-07-01,0.49243
2015-08-01,0.64429
2015-09-01,0.36091
2015-10-01,1.01933
2015-11-01,1.01935
2015-12-01,0.39526
2016-01-01,0.56653
2016-02-01,1.22371
2016-03-01,1.68594
2016-04-01,0.88977
2016-05-01,0.70928
2016-06-01,0.25708
2016-07-01,0.38040
2016-08-01,-0.30533
2016-09-01,0.77220
2016-10-01,0.97840
