"","Category","name","member","Location","FoundedDate","Group.reviews","Past.Meetups","Upcoming.Meetups","UpcommingEventName","UpcommingEventGoing","UpcommingEventDate","UpcommingEventTime","url","U_e_wd","U_temp_time"
"800","Sci-Fi & Games","NYC Area  Friends of JRR Tolkien & Fantasy",281,"New York, NY",2011-01-09,21,69,2,"""& FANTASY"" George R.R. Martin Reading Event - Room 207 at Simple",8,2016-11-13,"03:00 PM","https://www.meetup.com/NYC-Area-Friends-of-Tolkien-Fantasy/","Sun","15:00:00"
"801","Sci-Fi & Games","New York Game of Thrones Meetup",460,"New York, NY",2015-06-15,9,48,1,"""& FANTASY"" George R.R. Martin Reading Event",11,2016-11-13,"03:00 PM","https://www.meetup.com/New-York-Game-of-Thrones-Meetup/","Sun","15:00:00"
"802","Sci-Fi & Games","The Manhattan RPG, CCG, and Table Top group!",100,"New York, NY",2016-01-07,NA,4,20,"Dungeons and Dragons! (The Asian Dragon)",1,2016-11-13,"03:00 PM","https://www.meetup.com/rpgclub/","Sun","15:00:00"
"803","Sci-Fi & Games","NYC Jigsaw Puzzles Meetup",31,"New York, NY",2016-04-13,1,10,3,"Thank Goodness for Jigsaw Puzzles...",4,2016-11-17,"05:00 PM","https://www.meetup.com/NYC-Jigsaw-Puzzles-Meetup/","Thu","17:00:00"
"804","Sci-Fi & Games","Halo 1 LAN Parties - Slayer & team CTF on Xbox & Xbox 360",22,"Brooklyn, NY",2016-09-07,NA,16,20,"Weekly Halo 1 CTF and Slayer at Action Burger",1,2016-11-12,"12:00 PM","https://www.meetup.com/HALO-1-LAN-PARTIES-Slayer-team-CTF-on-Xbox-Xbox-360/","Sat","12:00:00"
"805","Sci-Fi & Games","The  New York City Star Wars  Meetup",393,"New York, NY",2002-10-08,5,153,6,"The  New York City Star Wars  Meetup Monthly Meetup",1,2016-11-25,"07:00 PM","https://www.meetup.com/starwars-45/","Fri","19:00:00"
"806","Sci-Fi & Games","Low Stakes Poker in Midtown",625,"New York, NY",2004-11-18,2,3793,19,"Low Stakes Poker Room @Midtown",1,2016-11-12,"02:00 PM","https://www.meetup.com/poker-in-midtown/","Sat","14:00:00"
"807","Sci-Fi & Games","New York City Geek Adventure Group",2993,"Long Island City, NY",2010-05-19,45,448,3,"Play board games (with Geek Girl Adventure group)",5,2016-02-17,"07:00 PM","https://www.meetup.com/Astoria-Long-Island-City-Geek-Adventure-Group/","Fri","19:00:00"
"808","Sci-Fi & Games","Brooklyn Japanese Art Meetup Group",387,"Brooklyn, NY",2011-02-27,2,339,11,"Meetup at Ouchi Gallery for the Gallery's new show's Opening Night.",1,2016-11-15,"07:00 PM","https://www.meetup.com/Brooklyn-Japanese-Art-Meetup-Group/","Tue","19:00:00"
"809","Sci-Fi & Games","BULLDOG POKER BROOKLYN Near The Barclay's Center",172,"Brooklyn, NY",2015-02-09,NA,261,20,"Bulldog Poker 1/3 NL Holdem Friday Night",1,2016-11-11,"06:00 PM","https://www.meetup.com/Brooklyn-Bulldog-Poker-Club-Near-Barclays-Center/","Fri","18:00:00"
"810","Sci-Fi & Games","Play All Gaming Social Group",1259,"New York, NY",2015-06-23,NA,55,2,"PAG I GOT NEXT",2,2016-11-13,"12:00 PM","https://www.meetup.com/PlayAllGaming/","Sun","12:00:00"
"811","Beliefs","Discover Gnosis",363,"Woodside, NY",2015-02-22,1,74,1,"The Art Of Self-Remembering",1,2016-11-14,"08:00 PM","https://www.meetup.com/nycgnosis/","Mon","20:00:00"
"812","Beliefs","Shamanic Fire Reiki, NYC",195,"Woodside, NY",2014-01-02,2,188,3,"Private Sound Therapy with Judith, KRM (half hour or hour)",1,2016-11-12,"11:00 AM","https://www.meetup.com/Shamanic-Fire-Reiki-Manhattan-NYC/","Sat","11:00:00"
"813","Beliefs","Astoria Bible Fellowship",29,"Astoria, NY",2015-05-24,NA,46,10,"Introduce each other, read bible and discuss, fellowship activities.",1,2016-11-13,"03:00 PM","https://www.meetup.com/Astoria-Bible-Fellowship-Group/","Sun","15:00:00"
"814","Beliefs","The New York City Astrology Meetup",1435,"New York, NY",2002-10-08,68,199,15,"Touring 'Time and Cosmos in Greco-Roman Antiquity' Exhibition",1,2016-11-17,"07:00 PM","https://www.meetup.com/nyc-astrology/","Thu","19:00:00"
"815","Beliefs","jewish entrepreneurs investors & friends",242,"New York, NY",2013-10-28,3,56,28,"Professional Morning Roundtable Networking in NYC",31,2016-11-17,"08:00 AM","https://www.meetup.com/jewish-entrepreneurs-investors-friends/","Thu","08:00:00"
"816","Beliefs","The Catholic Fellowship of NYC",1672,"New York, NY",2007-05-02,49,323,1,"Catholic Professionals Fall Social & Fundraiser",80,2016-11-18,"06:30 PM","https://www.meetup.com/The-Catholic-Fellowship-of-NYC/","Fri","18:30:00"
"817","Beliefs","Gotham Atheists",1519,"New York, NY",2006-10-20,65,1312,10,"Drinking With Atheists (DWA) Friday Weekly Meetup",14,2016-11-11,"08:00 PM","https://www.meetup.com/GothamAtheists/","Fri","20:00:00"
"818","Beliefs","New York Society for Ethical Culture",1373,"New York, NY",2007-02-17,15,2231,60,"Ethics and the Theater - Driving Miss Daisy by Alfred Uhry",1,2016-11-11,"07:00 PM","https://www.meetup.com/Ethical-Culture-NYC/","Fri","19:00:00"
"819","Beliefs","The Jewish Outdoors Club",1751,"New York, NY",2013-10-03,12,69,2,"JOC Hiking & Chocolates - this Sunday Nov 13!!",17,2016-11-13,"11:15 AM","https://www.meetup.com/Jewish-Outdoors-Club/","Sun","11:15:00"
"820","Beliefs","New York City Atheists Meetings",2235,"New York, NY",2002-10-29,66,667,25,"CANCELLED !!! / NYC ATHEISTS BOOK CLUB / NOV. 11TH / FRIDAY",14,2016-11-11,"07:00 PM","https://www.meetup.com/atheists-24/","Fri","19:00:00"
"821","Beliefs","The New York City Skeptics Meetup Group",860,"New York, NY",2007-03-11,31,202,7,"Drinking Skeptically NYC",4,2016-11-30,"07:00 PM","https://www.meetup.com/The-NYCSkeptics-Meetup-Group/","Wed","19:00:00"
"822","Beliefs","Malkhut",83,"Astoria, NY",2016-08-10,NA,5,8,"Mindful  Shabbat with Malkhut in Astoria - breathe, chant, eat!",12,2016-11-18,"06:30 PM","https://www.meetup.com/Malkhut/","Fri","18:30:00"
"823","Beliefs","Unity Pride: Gay Men's Spirituality Group",460,"New York, NY",2016-02-27,2,22,4,"Empowered Living and Leading Workshop with Rev. Martha Creek",2,2016-11-12,"01:00 PM","https://www.meetup.com/Unity-Pride-Gay-Mens-Spirituality-Group/","Sat","13:00:00"
"824","Beliefs","AGAPE NYC",108,"New York, NY",2016-10-06,NA,3,5,"Sunday Service at the Open Center",47,2016-11-20,"02:30 PM","https://www.meetup.com/AGAPE-NYC/","Sun","14:30:00"
"825","Beliefs","Secular Humanist Society of New York",639,"New York, NY",2006-03-11,45,551,4,"SHSNY Movie Night: Idiocracy",7,2016-11-14,"06:30 PM","https://www.meetup.com/shsny-org/","Mon","18:30:00"
"826","Beliefs","Feminist Freethinkers of NY",662,"New York, NY",2013-06-10,5,62,2,"Election 2016 Debrief!",11,2016-11-22,"06:30 PM","https://www.meetup.com/Feminist-Freethinkers-of-NY/","Tue","18:30:00"
"827","Beliefs","""Law of Attraction NYC - Awaken Your Genie""",1849,"New York, NY",2007-02-19,11,621,36,"Donate to the NYC Basket Brigade from now until Friday",3,2016-11-11,"08:00 PM","https://www.meetup.com/LOA-NYC/","Fri","20:00:00"
"828","Beliefs","Rosicrucians in New York City",679,"New York, NY",2012-08-14,13,3960,48,"Painting, Sculpture and Mysticism",4,2016-11-14,"06:30 PM","https://www.meetup.com/Rosicrucians-in-New-York-City/","Mon","18:30:00"
"829","Beliefs","Rupert Spira NY Non-Duality Group",302,"New York, NY",2012-10-17,10,173,9,"Rupert Spira NY Non-Duality Thursday Meetup",4,2016-11-17,"07:00 PM","https://www.meetup.com/Rupert-Spira-NY-Non-Duality-Group/","Thu","19:00:00"
"830","Beliefs","Holy Trinity Parish - Community of Roman Catholics - NYC",1068,"New York, NY",2009-10-05,16,855,17,"Contemporary Chior Mass and After Mass Social",0,2016-11-13,"05:30 PM","https://www.meetup.com/crcnyc/","Sun","17:30:00"
"831","Beliefs","NY Christians & Friends",930,"New York, NY",2010-09-02,6,185,2,"CONVERSATION DAY! at Aldephi University - Manhattan Center",5,2016-11-12,"12:00 PM","https://www.meetup.com/NYChristiansandFriends/","Sat","12:00:00"
"832","Beliefs","Charmed By Starr Witches of New York Meetup Group",1604,"New York, NY",2007-05-09,52,902,25,"Full Moon Ritual - The Snow Moon",3,2016-11-13,"07:00 PM","https://www.meetup.com/CharmedByStarrWitchesofNewYork/","Sun","19:00:00"
"833","Beliefs","Walk-In Spiritual Healing Clinic",1608,"New York, NY",2007-08-14,6,591,20,"Walk-In Spiritual Healing Clinic",4,2016-11-14,"07:00 PM","https://www.meetup.com/ACIM-healing/","Mon","19:00:00"
"834","Beliefs","The Catholic Fellowship of Northern NJ",406,"Hoboken, NJ",2008-08-23,3,196,3,"Catholic Professionals Fall Social & Fundraiser",37,2016-11-18,"06:30 PM","https://www.meetup.com/The-Catholic-Fellowship-of-Northern-NJ/","Fri","18:30:00"
"835","Beliefs","Empowered Christian Singles",856,"New York, NY",2013-12-23,5,231,4,"Movie Night- Hacksaw Ridge, 7:15pm Showing",1,2016-11-12,"05:30 PM","https://www.meetup.com/empoweredchristiansingles/","Sat","17:30:00"
"836","Beliefs","Proctor Gallagher Mastermind Network- NYC",329,"New York, NY",2015-10-13,NA,36,4,"BOB PROCTOR AT CARNEGIE HALL- Once in a Lifetime Event",35,2016-11-14,"06:30 PM","https://www.meetup.com/Proctor-Gallagher-Mastermind-Network-NYC/","Mon","18:30:00"
"837","Beliefs","Reiki Healing Lights",67,"New York, NY",2016-11-03,NA,0,2,"Israel Kelly",19,2016-11-26,"07:00 PM","https://www.meetup.com/Reiki-Healing-Lights/","Sat","19:00:00"
"838","Beliefs","Murray Hill & Forest Hills Tarot Meetup~ Tarot Community",293,"New York, NY",2003-04-24,20,325,18,"The Tarot School's Advanced Court Card Array Intensive, Nov 12-13",8,2016-11-12,"11:00 AM","https://www.meetup.com/Murray-Hill-NYC-Tarot-Meetup/","Sat","11:00:00"
"839","Beliefs","Wake Up New York - Meditation and Mindfulness",1067,"New York, NY",2012-07-02,3,227,10,"Arrive in the present moment",4,2016-11-11,"08:00 PM","https://www.meetup.com/WakeUpNewYork/","Fri","20:00:00"
"840","Beliefs","MENitation NYC",138,"New York, NY",2015-10-31,2,12,5,"Morning Meditation, Conversation and Song",4,2016-11-15,"07:45 AM","https://www.meetup.com/menitation/","Tue","07:45:00"
"841","Beliefs","Coach AGIWAL : Yoga, Meditation,Knowledge & Find Truth in us",3028,"New York, NY",2007-11-25,46,734,16,"CONVERSATION DAY! at Aldephi University - Manhattan Center",44,2016-11-12,"12:00 PM","https://www.meetup.com/MEETUP-MEDITATION/","Sat","12:00:00"
"842","Beliefs","New York Shamanic Circle",1009,"New York, NY",2006-10-05,12,206,11,"Shamanic Open Circle and celebration of Spirit",9,2016-11-11,"07:00 PM","https://www.meetup.com/shamanism-208/","Fri","19:00:00"
"843","Beliefs","UFO - DISCLOSURE NETWORK NEW YORK",302,"New York, NY",2011-04-18,14,165,1,"Don't miis this cutting edge special Program. RSVP NOW!",3,2016-11-20,"02:00 PM","https://www.meetup.com/UFO-DISCLOSURE-NETWORK-NEW-YORK/","Sun","14:00:00"
"844","Beliefs","Shamanic and Reiki Trainings with Jonathan Hammond",174,"New York, NY",2016-07-11,NA,9,2,"Shamanic Trip to Tulum, Mexico",1,2016-11-26,"07:00 AM","https://www.meetup.com/Shamanic-and-Reiki-Trainings-with-Jonathan-Hammond/","Sat","07:00:00"
"845","Beliefs","Ethics and the Arts",1454,"New York, NY",2005-11-25,27,449,1,"Ethics and the Theater - Driving Miss Daisy by Alfred Uhry",4,2016-11-11,"07:00 PM","https://www.meetup.com/ethicsandthearts/","Fri","19:00:00"
"846","Beliefs","The NYC Out-of-Body Experience Meetup",508,"New York, NY",2007-06-10,14,317,10,"SPECIAL CLASS w/ Author Luis Minero - Intuition:  The Basic Sense of Perception",2,2016-11-12,"11:00 AM","https://www.meetup.com/bf427459-3399-4322-ae1e-8d454cac3dcc/","Sat","11:00:00"
"847","Beliefs","A Course in Miracles ongoing class",908,"New York, NY",2007-10-31,1,363,20,"A Course in Miracles ongoing classes",3,2016-11-14,"08:00 PM","https://www.meetup.com/ACIM-class/","Mon","20:00:00"
"848","Beliefs","Edgar Cayce's A.R.E. of New York -- Official Meetup Group",291,"New York, NY",2012-01-17,4,2091,111,"Weekly Group Psychic Readings",1,2016-11-12,"01:00 PM","https://www.meetup.com/Edgar-Cayces-A-R-E-of-New-Official-Meetup-Group/","Sat","13:00:00"
"849","Beliefs","Shamanism, Spiritualism, Community Love",964,"New York, NY",2013-03-26,NA,144,1,"SOLD OUT- 11:11 Twin Flame Activation & Full Moon Celebration",10,2016-11-11,"07:30 PM","https://www.meetup.com/Shamanism-Spiritualism-Community-Love/","Fri","19:30:00"
"850","Beliefs","Zombies in NYC",218,"New York, NY",2014-05-04,NA,111,1,"Philly Easter Sunday Zombie Crawl",0,2016-04-16,"05:00 PM","https://www.meetup.com/Zombies-in-NYC/","Sun","17:00:00"
"851","Beliefs","Manhattan Bible Discussion Group",90,"New York, NY",2015-09-22,NA,33,2,"Bible Talk",1,2016-11-15,"08:00 PM","https://www.meetup.com/Manhattan-Bible-Discussion/","Tue","20:00:00"
"852","Beliefs","New York City Healing Circle",189,"New York, NY",2016-05-25,1,17,1,"Healing Mediumship Circle",3,2016-11-13,"05:30 PM","https://www.meetup.com/NYCHealing/","Sun","17:30:00"
"853","Beliefs","NYC Psychic Training & Opening to Spirit Guidance",720,"New York, NY",2008-08-31,4,1102,20,"All Message Service & Healing Meditation",2,2016-11-11,"06:00 PM","https://www.meetup.com/spirituality-464/","Fri","18:00:00"
"854","Beliefs","Seance in The City",613,"New York, NY",2009-05-01,26,239,8,"Seance in The City Meetup",3,2016-11-23,"07:00 PM","https://www.meetup.com/seanceinthecity/","Wed","19:00:00"
"855","Beliefs","The NYC Christian Social Group",1845,"New York, NY",2009-05-22,13,184,1,"Christian Professionals Fall Social & Fundraiser",44,2016-11-18,"06:30 PM","https://www.meetup.com/The-NYC-Christian-Social-Group/","Fri","18:30:00"
"856","Beliefs","""Self Empowerment NYC - Achieving Your Greatness""",1576,"New York, NY",2009-06-02,6,738,36,"Donate to the NYC Basket Brigade from now until Friday",3,2016-11-11,"08:00 PM","https://www.meetup.com/empowered/","Fri","20:00:00"
"857","Beliefs","Past Lives, Dreams, Soul Travel throughout New York",501,"New York, NY",2011-05-16,8,802,30,"Workshop: Awakening to Greater Truth-Exploration into the Spiritual Laws of Life",3,2016-11-13,"03:00 PM","https://www.meetup.com/Past-Lives-Dreams-Soul-Travel/","Sun","15:00:00"
"858","Beliefs","Shamanic drum circle",328,"Hoboken, NJ",2011-12-13,2,77,13,"Shamanic Drumming for Healing and Consciousness Exploration.",10,2016-11-14,"07:00 PM","https://www.meetup.com/Shamanic-drum-circle/","Mon","19:00:00"
"859","Beliefs","Authentic Relating New York",781,"New York, NY",2012-07-09,9,210,11,"Circling Lab - Mondays",2,2016-11-14,"07:30 PM","https://www.meetup.com/Authentic-Relating-NY/","Mon","19:30:00"
"860","Beliefs","Psychic Development and Spirit Contact",316,"New York, NY",2014-01-02,11,118,10,"Explore Seen and Unseen Spirit World",5,2016-11-21,"06:45 PM","https://www.meetup.com/Psychic-Development-and-Spirit-Contact/","Mon","18:45:00"
"861","Beliefs","The Quran Discussion Group",696,"New York, NY",2006-04-08,18,552,2,"Quran Discussion in Manhattan-- God has blessed us in So Many Ways",6,2016-11-14,"07:00 PM","https://www.meetup.com/islam-215/","Mon","19:00:00"
"862","Beliefs","Bible Discussion Group NYC",97,"New York, NY",2015-10-07,2,76,20,"Sunday Worship",4,2016-11-13,"03:00 PM","https://www.meetup.com/Bible-Discussion-Group-NYC/","Sun","15:00:00"
"863","Beliefs","Brooklyn Bible Studies",88,"Brooklyn, NY",2016-04-23,1,30,20,"Brooklyn Bible Study",2,2016-11-12,"03:00 PM","https://www.meetup.com/Brooklyn-Bible-Studies/","Sat","15:00:00"
"864","Beliefs","Center for Jewish Renewal",81,"New York, NY",2016-09-19,NA,8,14,"READ HEBREW AMERICA/CANADA",3,2016-11-14,"07:30 PM","https://www.meetup.com/New-York-Center-for-Jewish-Renewal/","Mon","19:30:00"
"865","Beliefs","The Work of Byron Katie Manhattan UWS",359,"New York, NY",2013-04-12,19,91,1,"UnTrump yourself (conference call)",5,2016-11-12,"11:00 AM","https://www.meetup.com/The-Work-of-Byron-Katie-with-Olga-Berg/","Sat","11:00:00"
"866","Beliefs","Tahuti Lodge O.T.O. Meetup Group",157,"New York, NY",2013-08-05,2,182,3,"OPEN EVENT: Aleister Crowley?ôs Liber XV: THE GNOSTIC MASS",2,2016-11-12,"02:00 PM","https://www.meetup.com/Tahuti-Lodge-O-T-O-Meetup-Group/","Sat","14:00:00"
"867","Beliefs","Namaste Bookshop & Healing Center Meetup Group NYC",527,"New York, NY",2015-03-08,1,173,18,"Omega Lounge NYC Meditation Led by Jane Dowd Oosterom",2,2016-11-20,"02:00 PM","https://www.meetup.com/NamasteBookshop/","Sun","14:00:00"
"868","Beliefs","Unity Center of New York City",124,"New York, NY",2015-06-02,2,363,43,"World Premiere Screening: A Sound Called Unity: The Twelve Powers",2,2016-11-11,"07:00 PM","https://www.meetup.com/UnityCenterNYC/","Fri","19:00:00"
"869","Beliefs","Manifest Your Desires! Sister Circle NYC",241,"New York, NY",2015-07-07,NA,2,1,"Womanifesting! Tapping Into Your Abundance",9,2016-11-15,"02:00 PM","https://www.meetup.com/Manifest-Your-Desires-Sister-Circle/","Tue","14:00:00"
"870","Beliefs","New York Church and a Pub",162,"New York, NY",2016-01-23,3,9,1,"St. Frances Cabrini Feast Day Celebration at St. Frances Cabrini Shrine",5,2016-11-13,"11:00 AM","https://www.meetup.com/New-York-Church-and-a-Pub/","Sun","11:00:00"
"871","Beliefs","NYC Metaphysical Den",120,"New York, NY",2016-07-29,1,11,1,"Conversation about the Divine Feminine Part 2",2,2016-11-21,"07:00 PM","https://www.meetup.com/NYC-Metaphysical-Den/","Mon","19:00:00"
"872","Beliefs","Psalm : Bible Discussion",65,"New York, NY",2016-09-25,1,6,10,"Weekly Bible Discussion",1,2016-11-17,"07:30 PM","https://www.meetup.com/Psalm-Bible-Discussion/","Thu","19:30:00"
"873","Beliefs","Inner Dance NYC",76,"New York, NY",2016-10-11,NA,9,4,"Contributions and Donations for Typhoon Lawin Assistance in the Philippines",1,2016-11-14,"12:00 PM","https://www.meetup.com/InnerDanceNYC/","Mon","12:00:00"
"874","Beliefs","Embodying the Masculine",29,"New York, NY",2016-10-14,NA,1,3,"Embodying the Masculine",1,2016-11-16,"07:30 PM","https://www.meetup.com/Embodying-the-Masculine/","Wed","19:30:00"
"875","Beliefs","Integral New York's Ken Wilber Meetup",561,"New York, NY",2003-01-31,30,242,1,"INTEGRAL BASICS",8,2016-11-21,"07:00 PM","https://www.meetup.com/kenwilber-58/","Mon","19:00:00"
"876","Beliefs","Center for Inquiry-New York City",1696,"New York, NY",2007-07-09,53,711,22,"Metacognitive Brunch: a discussion group",5,2016-11-13,"11:00 AM","https://www.meetup.com/cfinyc/","Sun","11:00:00"
"877","Beliefs","Love-Works: Connecting Christians in NYC",1009,"New York, NY",2012-01-27,4,145,1,"Bible Study Prayer",6,2016-11-22,"08:00 PM","https://www.meetup.com/LoveWorks-Connecting-Christians-in-NYC/","Tue","20:00:00"
"878","Beliefs","The Jewish Social Group",1344,"New York, NY",2013-07-24,5,390,1,"Annual JEWISH T.G.Y.O. Party (DJ, Snacks, Giveaways & More!)",33,2016-11-12,"09:00 PM","https://www.meetup.com/Jewish-social-NYC/","Sat","21:00:00"
"879","Beliefs","Christian Social Group of NYC",353,"New York, NY",2015-04-22,NA,100,2,"The Voice of Martyrs Conference",2,2016-11-12,"07:00 AM","https://www.meetup.com/Christian-Social-Group-of-NYC/","Sat","07:00:00"
"880","Beliefs","Theosophy Hall",107,"New York, NY",2015-06-15,3,188,31,"Discussion Group: Exploring Basic tenets of Theosophy",3,2016-11-13,"11:00 AM","https://www.meetup.com/theosophyhallnyc/","Sun","11:00:00"
"881","Arts","Drawing New York",4437,"New York, NY",2013-07-03,69,413,20,"Concept Art: Character Design - 3 Sessions - Microsoft Flagship Store",6,2016-11-15,"07:00 PM","https://www.meetup.com/drawingnewyork/","Tue","19:00:00"
"882","Arts","NYC/NJ Walks: Explore Architecture, Art, History & Nature",5765,"New York, NY",2014-03-10,65,153,6,"Victorian Flatbush Artist Studio Walk (Nov. 12)",57,2016-11-12,"01:45 PM","https://www.meetup.com/NYC-and-NJ-Walks-Explore-Architecture-Art-History-Sculpture/","Sat","13:45:00"
"883","Arts","""New York Creative Socials""",13597,"New York, NY",2007-04-15,30,336,1,"Thanksgiving Eve 80s Dance Party @ 230 Fifth: Free Admission!",126,2016-11-23,"06:00 PM","https://www.meetup.com/New-York-Creative-Socials/","Wed","18:00:00"
"884","Arts","Central Park Sketching & Art Meetup Group",5837,"New York, NY",2007-02-08,192,176,11,"Sketch at the Rubin Museum!",124,2016-11-12,"11:00 AM","https://www.meetup.com/sketching/","Sat","11:00:00"
"885","Arts","ART IS CULTURE",7627,"New York, NY",2014-05-26,11,83,1,"57th Street Gallery Walk",71,2016-11-12,"02:00 PM","https://www.meetup.com/cultureisart/","Sat","14:00:00"
"886","Arts","The Broadway Genius Club",7848,"New York, NY",2007-01-31,98,205,4,"See Broadway's Jersey Boys Before It Closes!",27,2016-11-19,"02:00 PM","https://www.meetup.com/theater-125/","Sat","14:00:00"
"887","Arts","New York History & Culture: Food, Museums & Walking Tours",3760,"New York, NY",2015-10-25,6,72,7,"Museum of Modern Art (Free Admission Fridays)",27,2016-11-25,"03:30 PM","https://www.meetup.com/NYHistoryAndCulture/","Fri","15:30:00"
