,Category,FoundedDate,Group reviews,Location,Past Meetups,Region,Upcoming Meetups,UpcommingEventDate,UpcommingEventGoing,UpcommingEventName,UpcommingEventTime,Worldwide,group,member,name
1927,Pets,May 12 2008 ,27,New York,85,NY,,,,,,,Yorkie Lovers!,449,Yorkie Nation
1928,Pets,Nov 2 2008 ,,New York,319,NY,,,,,,,Group reviews,1,Occu-dogs United (Occupy / Protest / OWS dogs)
1929,Pets,Nov 23 2008 ,1,New York,4,NY,1,Coming soon!,7 going,"Meet & Greet at a park, or day at the beach maybe? SPF required of course!",,,Chinese Crested Owners,51,The New York Chinese Crested Meetup Group
1930,Pets,Oct 11 2010 ,,New York,4,NY,,,,,,,Pilots,88,A.R. Drone
1931,Pets,Apr 7 2011 ,3,New York,10,NY,,,,,,,Animal Rights Activists/Rescuers,503,New York Animal Rights Alliance America
1932,Pets,Nov 12 2011 ,2,New York,12,NY,,,,,,,Anti-fur activists,92,ANTI-FUR SOCIETY
1933,Pets,Sep 25 2012 ,7,New York,46,NY,,,,,,,Bullie Lovers,556,Downtown Bulldog Meetup Group
1934,Pets,Oct 2 2012 ,14,New York,38,NY,,,,,,,Corgi lovers,616,New York Corgi Meetup
1935,Pets,Jan 26 2013 ,,New York,1,NY,,,,,,,Ladies With Leads,56,Ladies With Leads New York
1936,Pets,Jan 16 2014 ,,New York,16,NY,,,,,,,Doggie lovers,235,New York Dog Training for adults and babies
1937,Pets,Feb 19 2014 ,,New York,1,NY,,,,,,,Puppy Lovers,102,Bark & Co: Off Leash Hours
1938,Pets,Mar 28 2014 ,2,New York,2,NY,,,,,,,Cat Lovers,141,New York Cat Lovers
1939,Pets,May 20 2014 ,,Long Island City,3,NY,,,,,,,Pup Parents,41,Dog Training 101
1940,Pets,Oct 11 2014 ,,New York,3,NY,,,,,,,Buddies,80,DoggyBnB's New York Woof Pack
1941,Pets,Oct 27 2014 ,17,New York,5,NY,,,,,,,Dog lovers,227,AKC?ôs Canine Good Citizen¬Æ Dog Training Meetup
1942,Pets,Nov 12 2014 ,1,New York,30,NY,,,,,,,Animal activists,236,NYC/NJ Direct Action for Animals
1943,Pets,Jan 7 2015 ,,New York,42,NY,,,,,,,Upcoming Meetups,11,New York Dog Rescue Meetup
1944,Pets,Feb 14 2015 ,,New York,2,NY,,,,,,,Members,41,New York Scotties - Scottish Terrier Dog Group
1945,Pets,Mar 25 2015 ,,New York,,NY,,,,,,,UWS small breed dog owners,50,NYC UWS Small Breed Dog Play Groups Meetup
1946,Pets,Apr 6 2015 ,,New York,,NY,1,Coming soon!,1 going,Invite one another to meet for walks or at the local dog runs!,,,Unleashed adopters,28,Unleashed Ny Org Pups and Dogs
1947,Pets,Apr 12 2015 ,,New York,6,NY,,,,,,,Reef Geeks,36,NYC Coral Reef & Saltwater Aquarium Geeks
1948,Pets,Sep 3 2015 ,,New York,3,NY,,,,,,,Dog Lovers,152,Brunch With the Dogs
1949,Pets,Sep 17 2015 ,,New York,6,NY,,Coming soon!,0 going,yes let's do the thing,,,Upcoming Meetups,1,New York Jianbing Meetup
1950,Pets,Oct 8 2015 ,4,New York,6,NY,,,,,,,Beaglers,55,Upper West Side Beaglers
1951,Pets,Oct 14 2015 ,,New York,3,NY,,,,,,,Guardians/Owners,73,Safe and Sound Hounds
1952,Pets,Jan 6 2016 ,,Long Island City,4,NY,,,,,,,Members,41,Yoyo Meetup
1953,Pets,Feb 1 2016 ,1,New York,281,NY,21,Sat Nov 12,1 going,Weekend Mutt Meetup,07:45 AM,,Two-leggers,65,Harlem Meer Mutts Club
1954,Pets,Mar 17 2016 ,1,New York,3,NY,,,,,,,animal lovers,279,New York Pets Meetup
1955,Pets,Apr 7 2016 ,,Brooklyn,4,NY,,,,,,,Birders,85,Brooklyn Birdwatching
1956,Pets,Mar 26 2016 ,,New York,21,NY,1,Sat Nov 12,2 going,SEAL Watching/Hike in Montauk!,07:00 PM,,Adventurers,353,BornWild
1957,Pets,Apr 15 2016 ,,New York,1,NY,,,,,,,Toy Kings,13,NY & NJ(Waterfront) Miniature Pinscher Meetup
1958,Pets,May 15 2016 ,,New York,1,NY,,,,,,,Dykes & Their Dogs Westchester,38,Dykes and their Dogs in Westchester
1959,Pets,May 24 2016 ,,Brooklyn,,NY,,,,,,,Past Meetups,1,Brooklyn Bulldog Meetup
1960,Pets,Jun 2 2016 ,,New York,30,NY,,,,,,,Upcoming Meetups,17,Meow Models: Cat Life Drawing Workshop
1961,Pets,Jun 15 2016 ,,Brooklyn,1,NY,,,,,,,Members,50,Small Dog Meet Up
1962,Pets,Jul 6 2016 ,,Hoboken,,NJ,,,,,,,Members,30,Hoboken Small Dog Meetup
1963,Pets,Jul 11 2016 ,,Brooklyn,,NY,,,,,,,,,Brooklyn Small Breed Dogs Meetup
1964,Pets,Jul 28 2016 ,,New York,,NY,,,,,,,Members,45,New York puppy social
1965,Pets,Aug 8 2016 ,,Hoboken,,NJ,,Coming soon!,1 going,First Meetup!,,,Upcoming Meetups,1,CKC Master Race
1966,Pets,Aug 16 2016 ,,New York,,NY,,Coming soon!,1 going,Test,,,Upcoming Meetups,1,"Hugs, Pugs, n' Mugs"
1967,Pets,Aug 27 2016 ,,New York,,NY,,,,,,,Past Meetups,1,Halloween Spooktacular 2016
1968,Pets,Oct 12 2016 ,,Brooklyn,,NY,,,,,,,,,Brooklyn Giant/Large Breed Dogs Meetup
1969,Pets,Oct 17 2016 ,,New York,,NY,,,,,,,Members,14,New York City Slicker Equestrians and Dog Lovers
1970,Pets,Nov 2 2016 ,,Brooklyn,,NY,,,,,,,Past Meetups,1,French Bulldogs and French Fries
1971,Hobbies & Crafts,Nov 3 2015 ,5,New York,48,NY,1,Fri Nov 11,10 going,"Let's see ""THE VIRAL DEMON"" By JEREMY WECHTER",09:45 PM,,Creators,"1,708",Create Short Films Together!
1972,Hobbies & Crafts,May 31 2007 ,51,New York,131,NY,10,Mon Nov 14,13 going,Happy hour knitting,06:30 PM,,Knitters,"1,675",Knitting Around New York
1973,Hobbies & Crafts,Jun 15 2010 ,64,New York,521,NY,26,Wed Nov 16,5 going,West 3rd Common and Crafting,06:00 PM,,Happy-Hour Hookers,"1,228",NYC Pints 'n' Purls
1974,Hobbies & Crafts,Sep 22 2016 ,,New York,18,NY,38,Fri Nov 11,2 going,WEEKLY FRIDAY DATE NITE TERRARIUM CLASS,06:00 PM,,Members,697,"NYC Classes: Arts, Crafts, DIY, Jewelry, Textile, and more!"
1975,Hobbies & Crafts,Jun 13 2007 ,53,New York,559,NY,,,,,,,Spinners,364,Spin City - New York
1976,Hobbies & Crafts,Jun 20 2007 ,9,Brooklyn,112,NY,1,Wed Dec 14,17 going,Among the Missing by Dan Chaon,07:30 PM,,Book Readers,"1,442",The Williamsburg Book Club
1977,Hobbies & Crafts,Mar 18 2014 ,11,New York,106,NY,27,Sat Nov 12,7 going,Knit Stars Class Viewing and Dye Party,01:00 PM,,Yarnaholics,53,EweKnit in Midtown
1978,Hobbies & Crafts,Sep 22 2008 ,54,New York,921,NY,28,Tue Nov 15,3 going,WTF (Weekly Tuesday Folders),07:30 PM,,Origami Enthusiasts,"1,010",OMG NYC (Origami Meetup Group! NYC)
1979,Hobbies & Crafts,Jun 26 2007 ,6,New York,207,NY,3,Tue Nov 15,6 going,Knit at Whole Foods,07:00 PM,,Knitters,48,Upper East Side Knitters
1980,Hobbies & Crafts,Jun 16 2008 ,13,Jersey City,301,NJ,2,,,,,,Stitchers,234,Stitch 'n' Bitch Jersey City
1981,Hobbies & Crafts,Jun 13 2015 ,,New York,12,NY,1,Mon Nov 28,15 going,enchanted tiki happy hour and MOANA in theaters,06:30 PM,,Mouseketeers,109,NYC Disney Fanatics Meetup
1982,Hobbies & Crafts,Apr 14 2016 ,,New York,35,NY,14,,,,,,Colorers,174,Manhattan Adult Coloring Book Meetup
1983,Hobbies & Crafts,Dec 12 2009 ,2,New York,103,NY,,,,,,,Craftwerkers,"1,551","Craft Factory NY - DIY Crafts, Workshops, and Events"
1984,Hobbies & Crafts,Jul 25 2013 ,13,New York,231,NY,,,,,,,Crocheters,247,New York City Crochet Guild
1985,Hobbies & Crafts,Aug 23 2011 ,10,New York,72,NY,2,,,,,,idea-ists,466,Crafts and Snacks in Manhattan
1986,Hobbies & Crafts,Nov 4 2016 ,,Brooklyn,,NY,1,Sun Dec 4,9 going,Cookies and crochet! :),06:00 PM,,Crocheters,22,Crochet and cookies at Rachel's
1987,Hobbies & Crafts,Jan 10 2014 ,20,New York,56,NY,,,,,,,Quirksters,594,Living Quirky in NYC
1988,Hobbies & Crafts,Jul 3 2015 ,1,New York,60,NY,9,Thu Nov 17,1 going,Stitching @ Gotham Quilts,07:00 PM,,Stitchers,155,NYC Hand Stitching Meetup
1989,Hobbies & Crafts,Sep 29 2016 ,,New York,25,NY,25,Sat Nov 12,3 going,GERMAN YORKVILLE HISTORY AND TASTING TOUR,02:30 PM,,Members,177,"?úNYC Discovery??Walking Tours: History, Food & Neighborhoods"
1990,Hobbies & Crafts,Jan 4 2015 ,4,New York,10,NY,1,Thu Dec 1,10 going,Tech Talent Show #11,06:30 PM,,Members,364,Technical Talent
1991,Hobbies & Crafts,Jan 25 2003 ,46,New York,132,NY,6,,,,,,Jewelry Makers,"1,432",The New York City Jewelry Making Meetup Group
1992,Hobbies & Crafts,Oct 6 2015 ,1,Long Island City,11,NY,1,Thu Nov 17,12 going,Third Thursday: How to Create Computers from Sustainable Materials,06:30 PM,,Members,536,Materials for the Arts Events
1993,Hobbies & Crafts,Nov 20 2015 ,,New York,9,NY,10,Thu Nov 24,4 going,Asian/Korean Knot Jewelry Workshop in Manhattan,07:00 PM,,Korean craftarts,61,"Korean craftarts(Bojagi, Knots jewelry, hand embroidery)"
1994,Hobbies & Crafts,Dec 8 2013 ,,New York,64,NY,5,Fri Nov 11,32 going,"POST ELECTION Wall Street Deal. ""YOU WIN"" in stead of the Politicians",08:30 PM,,Auction Hunters,130,"AMAZING Auction & Estate Sale Hunters Of NY, NJ & CT"
1995,Hobbies & Crafts,Mar 31 2015 ,3,New York,15,NY,1,Coming soon!,4 going," City Point Mall in Brooklyn, NY   December 9th - 11th & 16th - 18th.",,,AFOLs/LEGO lovers,268,New York LEGO Meetup
1996,Hobbies & Crafts,Jul 15 2015 ,,New York,13,NY,6,Fri Nov 25,1 going,Membership Meeting,07:00 PM,,Railfans,19,New York Railroad Enthusiasts
1997,Hobbies & Crafts,Mar 10 2016 ,,Brooklyn,4,NY,,,,,,,Microbionauts,94,NYC Biotech founders / Doers / Hackers
1998,Hobbies & Crafts,Aug 23 2016 ,,New York,1,NY,1,Sun Nov 20,13 going,Coffee & Packaging Networking at FIKA,02:00 PM,,Members,50,NYC Packaging Design Meet Up (PakMu)
1999,Hobbies & Crafts,Oct 23 2016 ,,New York,1,NY,1,Sun Nov 13,1 going,Jagua Body Art,11:30 AM,,Members,27,Body Ink & Stain
2000,Hobbies & Crafts,Sep 2 2014 ,,Hoboken,48,NJ,7,Thu Nov 17,2 going,DIY Jewelry Workshop: Boho Chic Leather Wrap Bracelet,06:30 PM,,Art Jewelry Enthusiast,124,EatMetal Art Jewelry Studio
2001,Hobbies & Crafts,Nov 26 2014 ,4,New York,32,NY,,,,,,,Cigar Aficionados,260,New York City Cigar & Spirits Club
2002,Hobbies & Crafts,Jan 5 2015 ,5,New York,18,NY,,,,,,,Needle Crafters,195,New York Needle To The Point Meetup
2003,Hobbies & Crafts,Sep 12 2016 ,,New York,59,NY,1,Sun Nov 13,1 going,Learn to Sew Knits: Leggings Pattern,12:00 PM,,Members,188,Learn How to Sew & Knit
2004,Hobbies & Crafts,Jul 16 2007 ,4,New York,77,NY,3,Coming soon!,6 going,Museum Trip!!,,,Crocheters,517,The New York City Crochet/Knitting Meetup Group
2005,Hobbies & Crafts,Sep 15 2007 ,28,New York,349,NY,15,Sat Nov 12,1 going,"TOMORROW! FREE! Network with over 1,000 Professionals to Access $1.7M in MBA Sch",12:00 PM,,Art$$$Makers,"1,284",Business is Art & Art is Our Business Meetup
2006,Hobbies & Crafts,Feb 3 2014 ,,New York,7,NY,1,Sat Nov 12,4 going,"New York Gem, Mineral and Fossil Show",10:00 AM,,"Gem, Mineral, Socialite Artists",55,"New York Rock, Mineral, Fashion Socialite Meetup"
2007,Hobbies & Crafts,Feb 3 2016 ,2,New York,16,NY,3,Thu Nov 17,2 going,Knitting and Crocheting Afghans for Homeless Seniors,10:30 AM,,Knitters and Crocheters,50,Knit or Crochet Afghans for Local Seniors - Upper West Side
2008,Hobbies & Crafts,Jun 27 2016 ,,Hoboken,18,NJ,5,Thu Nov 3,1 going,Learn the basics of woodworking by making a beautiful serving board!,07:00 PM,,Makers,245,Woodworking & Do-It-Yourself Workshops Hoboken/Jersey City
2009,Hobbies & Crafts,Feb 22 2008 ,4,New York,11,NY,1,Coming soon!,13 going,My apartment would be available for a meet up -it is located in UES MANHATTAN.,,,Stamp Collectors,76,The New York Stamp Collecting Meetup
2010,Hobbies & Crafts,Aug 5 2015 ,2,Hoboken,52,NJ,2,Sun Nov 13,1 going,Plan with Me Sunday...Setting Up for the New Year *SUPPLIES INCL.*,01:00 PM,,Crafters,106,The Flourishing Crafters
2011,Hobbies & Crafts,Aug 9 2016 ,,New York,11,NY,,,,,,,Artists,129,Art M.A.D.N.E.S.S
2012,Hobbies & Crafts,Sep 12 2016 ,,New York,27,NY,3,Sat Nov 12,1 going,Wheel Throwing Pottery (Weekend),10:00 AM,,Members,96,Learn Pottery NYC
2013,Hobbies & Crafts,Sep 27 2004 ,110,New York,358,NY,,,,,,,Knitters and Hookers,"1,414",Knit Together
2014,Hobbies & Crafts,Oct 3 2006 ,4,New York,13,NY,1,Coming soon!,15 going,Drinks/Smokes at The Grand Havana Room,,,Cigar Aficionados,221,The NYC Cigar Meetup Group
2015,Hobbies & Crafts,Sep 9 2007 ,9,Hoboken,54,NJ,1,,,,,,Crafters,78,Hudson County Rubber Stamps Meetup Group
2016,Hobbies & Crafts,Jul 1 2008 ,,Long Island City,7,NY,,,,,,,Hayko's,16,Hayko Events
2017,Hobbies & Crafts,Jul 1 2008 ,8,Astoria,92,NY,,,,,,,rug weavers,175,Learn How To Weave Rugs!
2018,Hobbies & Crafts,Jul 24 2010 ,,New York,1,NY,,,,,,,Ruggies,33,Antique Rugs and Oriental Rugs
2019,Hobbies & Crafts,Feb 7 2011 ,56,New York,109,NY,,,,,,,Artists,694,Little Bird Creations - Art Journaling & Mixed Media Art
2020,Hobbies & Crafts,Apr 20 2011 ,,Brooklyn,,NY,,Coming soon!,1 going,Let's discuss what we want out of the Group.,,,Upcoming Meetups,1,Do not join. Only a test.
2021,Hobbies & Crafts,Jul 3 2011 ,3,New York,2,NY,,,,,,,Vertical Dwellers,77,BrickUnderground.com's NYC Real Estate Meetup
2022,Hobbies & Crafts,Jul 25 2011 ,,Brooklyn,,NY,,,,,,,,,Testing my break dancing
2023,Hobbies & Crafts,Sep 23 2011 ,11,New York,47,NY,,,,,,,BargainHunters!,789,Thriftaholics
2024,Hobbies & Crafts,Jul 17 2012 ,,Jersey City,,NJ,,,,,,,,,Underground Bridge Club
2025,Hobbies & Crafts,Aug 19 2012 ,6,Hoboken,39,NJ,,,,,,,Mexican professionals,253,Mexican Professionals NJ/NY
2026,Hobbies & Crafts,Apr 6 2013 ,1,New York,15,NY,,,,,,,Knitters,210,Red Hot Knitters of New York City
2027,Hobbies & Crafts,Jan 31 2014 ,,New York,32,NY,1,Sat Nov 19,2 going,All Members Meet & Greet - Fall Edition,03:00 PM,,Jewelry Divas,385,Jewelry Making Divas NYC
2028,Hobbies & Crafts,Mar 25 2014 ,,New York,5,NY,1,Coming soon!,1 going,Jewlery Design 101: Boho Chic Gemstone Wrap Bracelet,,,Aktively makers,59,Make with makers Aktively
2029,Hobbies & Crafts,Jun 27 2014 ,1,New York,1,NY,,,,,,,Bonsai,45,Bonsai Meetup
2030,Hobbies & Crafts,Aug 31 2014 ,1,New York,1,NY,,,,,,,Members,134,NYC Crochet Crew
2031,Hobbies & Crafts,Sep 11 2014 ,,New York,27,NY,,Mon Dec 5,1 going,The Horological Society of New York,07:30 PM,,Upcoming Meetups,6,New York City Watch Club
2032,Hobbies & Crafts,Oct 2 2014 ,,New York,5,NY,,,,,,,Etsians,232,Etsy Marketing for Makers
2033,Hobbies & Crafts,May 20 2015 ,,Brooklyn,19,NY,,,,,,,Playful beings,179,Creative arts practices for children and adults
2034,Hobbies & Crafts,Jun 3 2015 ,,New York,5,NY,,,,,,,Members,265,NYC Guerilla Love Notes
2035,Hobbies & Crafts,Sep 9 2015 ,,New York,2,NY,,,,,,,Swappers with RipeTaste,19,RipeTaste Vintage SWAP club.
2036,Hobbies & Crafts,Nov 17 2015 ,1,Brooklyn,3,NY,,,,,,,"Shoemakers, Shoelovers",50,Shoemaking in Brooklyn
2037,Hobbies & Crafts,Dec 4 2015 ,,New York,6,NY,,,,,,,Interior Architects in NYC,215,New York Interior Design Meetup
2038,Hobbies & Crafts,Jan 18 2016 ,,Brooklyn,3,NY,,,,,,,Formlabs user group,353,Formlabs 3D Printing Meetup in brooklyn
2039,Hobbies & Crafts,Feb 9 2016 ,1,New York,6,NY,1,Tue Dec 6,1 going,Move on Your Holiday Sewing,06:00 PM,,Needleworkers,24,Scarlet Letter Finishing Club
2040,Hobbies & Crafts,Feb 9 2016 ,,New York,4,NY,,,,,,,Members,189,"Interior designers, decorators and architects in New York"
2041,Hobbies & Crafts,Mar 24 2016 ,,Brooklyn,,NY,1,Coming soon!,3 going,Let's Blow the Roof Off This Sucka,,,Tribe BK,11,Tribe Brooklyn
2042,Hobbies & Crafts,Apr 5 2016 ,,New York,2,NY,,,,,,,Members,125,Cocktails & Crafts
2043,Hobbies & Crafts,May 1 2016 ,1,New York,5,NY,,,,,,,Fiber Crafters/Learners,50,"Needles, Hooks, Thread, and Yarn (NHTY) in East Village"
2044,Hobbies & Crafts,Jun 22 2016 ,,New York,3,NY,,,,,,,Evening Artists,96,Terrarium Night
2045,Hobbies & Crafts,Jul 29 2016 ,,New York,4,NY,6,Mon Dec 5,1 going,Adult Knitting and crocheting group,02:00 PM,,Members,26,New York City Queens Knitting Meetup
2046,Hobbies & Crafts,Sep 5 2016 ,,Brooklyn,1,NY,,,,,,,Members,19,Brooklyn Antique and Vintage Collecting Meetup
2047,Hobbies & Crafts,Sep 6 2016 ,,New York,,NY,,,,,,,Woodworkers,19,Build or refurbish with wood!
2048,Hobbies & Crafts,Sep 12 2016 ,,New York,40,NY,6,Sat Nov 12,1 going,Bead Stringing,11:30 AM,,Members,73,The Art of Jewelry Making NYC
2049,Hobbies & Crafts,Sep 21 2016 ,,New York,,NY,,,,,,,Members,34,NY Frontier Tech
2050,Hobbies & Crafts,Oct 10 2016 ,,New York,,NY,,,,,,,,,NY?´„Éº?âMeetup
2051,Hobbies & Crafts,Oct 14 2016 ,,New York,,NY,,,,,,,Members,39,Maker Mammas NYC
2052,Fashion & Beauty,Jan 12 2014 ,5,New York,157,NY,3,Fri Nov 11,7 going,Friday Night Private Wine Tasting,07:00 PM,,Fashion Lovers,"7,067",Manhattan Fashion & Creative People Meetup
2053,Fashion & Beauty,Feb 14 2009 ,32,New York,906,NY,21,Sat Nov 12,25 going,Meetup Anniversary Party @ Empire Rooftop (Heated & Enclosed),08:00 PM,,Fashonistas,"10,603","NYC's #1 Fashion Events & Parties (10,000+ members)"
2054,Fashion & Beauty,Nov 22 2011 ,18,New York,36,NY,,,,,,,Members,"2,477",Third Wave Fashion
2055,Fashion & Beauty,Apr 5 2014 ,,New York,45,NY,10,,,,,,Asian Fashionistas,"1,494",Asian Fashion in New York
2056,Fashion & Beauty,May 5 2006 ,19,New York,262,NY,1,Wed Nov 23,109 going,Thanksgiving Eve 80s Dance Party @ 230 Fifth: Free Admission!,06:00 PM,,Industry Insiders,"5,494","""New York Film & Fashion Professionals"""
2057,Fashion & Beauty,Sep 29 2010 ,9,New York,22,NY,,,,,,,Fashionistas,371,Plus Size Fashion NYC
2058,Fashion & Beauty,Dec 28 2015 ,2,New York,9,NY,4,Sat Feb 11,1 going,Internet of Fashion Expo and fashion show,11:00 AM,,IoF fashionators,643,Internet of Fashion (IoF) Meetup
2059,Fashion & Beauty,Oct 17 2016 ,,New York,2,NY,,,,,,,Fun people,238,New York Designers & Artists Meetup
2060,Fashion & Beauty,Jun 28 2011 ,,New York,436,NY,21,Sat Nov 12,23 going,Meetup Anniversary Party @ Empire Rooftop (Heated & Enclosed),08:00 PM,,Enthusiasts,"2,591",NYC FASHION & SOCIAL NETWORK
2061,Fashion & Beauty,Sep 13 2006 ,53,New York,153,NY,,,,,,,Makeup Artists,"1,172",The NYC Makeup Artist Meetup Group
2062,Fashion & Beauty,Sep 18 2013 ,1,New York,87,NY,1,Sat Nov 12,34 going,Curls for Cans Food Drive & Holiday Trunk Show,03:00 PM,,Naturalistas,"1,011",Natural Partners in Crime
2063,Fashion & Beauty,Jul 12 2016 ,1,New York,5,NY,1,Mon Dec 5,7 going,Beauty and Lifestyle Industry Mixer,06:00 PM,,Members,143,"Hair, Beauty, & Fashion Collaborative Network"
2064,Fashion & Beauty,Oct 10 2016 ,,New York,4,NY,16,Tue Nov 15,1 going,Financial G-P-S What's your destination?  / Networking - Workshop,07:00 PM,,Members,35,FINANCE HAS NEVER BEEN MORE IN FASHION
2065,Fashion & Beauty,Aug 19 2012 ,2,New York,34,NY,1,Sat Dec 10,2 going,Get Your Fashion Line Retail Ready,11:00 AM,,Members,"1,108",The Fashion Potential
2066,Fashion & Beauty,Oct 31 2011 ,15,New York,110,NY,2,,,,,,Ladies,"1,595",Girlfriends in New York
2067,Fashion & Beauty,Aug 6 2015 ,,New York,8,NY,1,Thu Nov 17,4 going,POP UP SOCIAL NY,06:00 PM,,Friends,"1,114",Laura Little Curated | POP UP SOCIAL | MIX MINGLE DISCOVER
2068,Fashion & Beauty,Jan 8 2007 ,48,New York,40,NY,,,,,,,Clothing Swappers,532,Five Boroughs Clothing Swap
2069,Fashion & Beauty,May 29 2012 ,,New York,20,NY,1,Sat Nov 12,7 going,Party with us @ Croton Lounge (Salsa/Bachata dance class at 7:30pm included),07:30 PM,,Hot Members,555,NYC Hot Society Meetup Group
2070,Fashion & Beauty,Dec 16 2010 ,11,New York,30,NY,,,,,,,CURLY GIRLS,819,CURLS in the City Meetup Group!
2071,Fashion & Beauty,Apr 7 2014 ,,New York,14,NY,,,,,,,Fashion Warriors,433,NYC Aspiring Fashion Designers/Stylists/Merchandisers/Buyers
2072,Fashion & Beauty,Feb 18 2016 ,3,New York,18,NY,1,,,,,,Fashionistas,60,?úEmpowering Fashionista Women??
2073,Fashion & Beauty,Oct 16 2015 ,,New York,19,NY,2,,,,,,Type 4 Naturals,70,Type 4 Naturals
2074,Fashion & Beauty,Jul 6 2016 ,,New York,12,NY,14,Wed Nov 23,1 going,Holistic Fashionista Magazine Release,04:00 PM,,Alchemists,94,Holistic Fashionista NYC
2075,Fashion & Beauty,Apr 10 2016 ,,New York,2,NY,2,Sat Nov 19,4 going,See the Masterworks: Unpacking Fashion exhibit at the Met,03:00 PM,,members,34,Apparel Insider Outings ??Social & Professional
2076,Fashion & Beauty,Oct 28 2016 ,,New York,,NY,1,Tue Nov 15,3 going,Body types & how to discover yours. This is the basis of how we will style you.,12:00 PM,,Members,26,Style Starter
2077,Fashion & Beauty,Jan 28 2009 ,,New York,43,NY,3,Coming soon!,1 going,IMENA Summer Yoga Series,,,Hairstylists/Makeup Artists,415,The NYC Hairstylists/Makeup Artists Meetup Group
2078,Fashion & Beauty,Jul 29 2012 ,11,New York,111,NY,,,,,,,Latinistas,603,Latinista: Latina Professionals in New York City!
2079,Fashion & Beauty,Dec 27 2014 ,1,New York,14,NY,,,,,,,Fashion Enthusiasts,390,Fashion Society of NY
2080,Fashion & Beauty,Dec 9 2015 ,,New York,12,NY,,,,,,,Fashionable Men,148,The Fashion Secrets of Attractive Men
2081,Fashion & Beauty,May 17 2016 ,,New York,1,NY,,,,,,,Saucy Ladies,17,NYC Sunday Sauce with Elline Surianello
2082,Fashion & Beauty,Oct 9 2016 ,,New York,,NY,,,,,,,Members,83,"Fashion Bid, Buy, Sell"
2083,Fashion & Beauty,Jan 26 2007 ,3,New York,28,NY,1,Coming soon!,1 going,"Central Park Picnic, July 10?",,,Fashion Industry Insiders,198,The New York Fashion Design Meetup Group
2084,Fashion & Beauty,Feb 28 2007 ,19,New York,274,NY,3,Sat Nov 12,1 going,Exclusive Free Entry to the QS Top MBA Connect 121 Event in New York Nov 12th,12:00 PM,,Fashionistas,"2,635",New York Fashion Professionals Meetup Group
2085,Fashion & Beauty,Jun 8 2009 ,2,New York,3,NY,,,,,,,Luxurians,49,The New York  Luxury & Fashion Meet Up
2086,Fashion & Beauty,Oct 15 2009 ,34,New York,214,NY,,,,,,,Members,"8,108",NYC FASHION SOCIETY
2087,Fashion & Beauty,Nov 15 2009 ,,New York,,NY,,,,,,,Members,50,Jewelry Tech
2088,Fashion & Beauty,Apr 10 2011 ,10,Brooklyn,76,NY,1,,,,,,Members,620,Body Painting NYC
2089,Fashion & Beauty,Feb 25 2013 ,2,New York,32,NY,,,,,,,Members,684,Luxury Retail & Fashion
2090,Fashion & Beauty,Feb 27 2013 ,1,New York,8,NY,,,,,,,Members,48,Brides Worldwide
2091,Fashion & Beauty,Apr 1 2013 ,,New York,5,NY,,,,,,,Members,68,NYC Models (300+ FB members)
2092,Fashion & Beauty,Apr 3 2013 ,7,New York,96,NY,,,,,,,Curlistas,405,Curls and Mo
2093,Fashion & Beauty,May 27 2013 ,2,New York,5,NY,,,,,,,Swappers,154,Swap In The City - NYC
2094,Fashion & Beauty,Jul 28 2013 ,,Weehawken,,NJ,,,,,,,hairEnthusiast,23,Expert Hair Care by Fallon Laine [NJ/NYC]
2095,Fashion & Beauty,Dec 3 2013 ,1,New York,11,NY,,,,,,,People,379,Black American Suit & Tie Society
2096,Fashion & Beauty,Jan 3 2014 ,,New York,,NY,,,,,,,WwedBk,15,Wearable Wednesday Brooklyn
2097,Fashion & Beauty,Jan 9 2014 ,,New York,13,NY,,,,,,,Beauties,153,"Beauty, Aesthetics and Science NYC"
2098,Fashion & Beauty,Feb 4 2014 ,,New York,3,NY,,,,,,,NYC Beauty Professionals,276,Beauty and the Business
2099,Fashion & Beauty,Feb 10 2014 ,1,New York,2,NY,,,,,,,Nail Fashionistas,79,NYC Nail Polish Bloggers and Fashionistas Meet Up
2100,Fashion & Beauty,Feb 13 2014 ,,New York,1,NY,,,,,,,"Skincare,Spa,Med Professionals",57,Skincare Professionals NYC
